season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2007-2008,2008-02-24,00:00,,Southampton 2,3,25 25 25 - -,Dartford Chargers,0,14 15 13 - -,division_3,women,Woodlands Community School,unknown,unknown
2007-2008,2008-02-24,00:00,,Stowmarket,3,25 25 23 25 0,Dartford Crossers,1,16 12 25 13 0,division_3,men,TBC,unknown,unknown
2007-2008,2008-03-01,00:00,,Reading Aces,3,25 25 25 - -,Guildford International,0,20 19 14 - -,division_2,women,TBC,unknown,unknown
2007-2008,2008-03-01,00:00,,Sheffield,3,25 25 25 - -,Malory Eagles UEL,0,20 18 19 - -,division_1,men,Sheffield - U18 Boys,unknown,unknown
2007-2008,2008-03-02,00:00,,Ashcombe Dorking,3,25 28 13 25 0,Team SideOut Polonia (London),1,23 26 25 20 0,division_1,women,TBC,unknown,unknown
2007-2008,2008-03-02,00:00,,Portsmouth,3,25 25 25 - -,Cambridge ARU,0,20 17 23 - -,division_2,women,Priory Community Sports Centre,unknown,unknown
2007-2008,2008-03-08,00:00,,Malory Eagles UEL,3,25 23 19 27 15,IBB Polonia London,2,21 25 25 25 11,cup,men,,unknown,unknown
2007-2008,2008-03-09,00:00,,Dartford Chargers,3,16 25 25 25 0,Southampton,1,25 22 7 19 0,division_3,women,Kendrick School,unknown,unknown
2007-2008,2008-03-16,00:00,,Plymouth,1,25 16 17 22 0,Reading Aces,3,16 25 25 25 0,division_2,women,Coombe Dean School,unknown,unknown
2007-2008,2008-03-16,00:00,,Sussex Dolphins 1,0,20 12 12 - -,Herts,3,25 25 25 - -,division_3,women,Dolphins L.C.,unknown,unknown
2007-2008,2008-03-29,00:00,,Coventry and Warwick Riga,3,26 17 25 23 15,Sheffield,2,24 25 23 25 12,division_1,men,Alan Higgs Centre,unknown,unknown
2007-2008,2008-03-29,00:00,,Leeds Gorse,3,24 25 25 25 0,Coventry & Warwick Riga 2,1,26 17 19 13 0,division_2,men,TBC,unknown,unknown
2007-2008,2008-03-29,00:00,,Malory Eagles UEL,3,25 21 25 25 0,Loughborough Students,1,10 25 15 10 0,division_1,women,Raynes Park High School Sports Centre,unknown,unknown
2007-2008,2008-03-29,00:00,,Team SideOut Polonia (London),3,25 25 21 25 0,Leeds Gorse,1,20 15 25 18 0,division_1,women,St Benedicts School,unknown,unknown
2007-2008,2008-03-30,00:00,,Cambridge ARU,2,18 23 25 25 13,Loughborough Students,3,25 25 21 21 15,division_2,men,North Cambridge Academy,unknown,unknown
2007-2008,2008-03-30,00:00,,Guildford International,3,22 25 25 25 0,Portsmouth,1,25 22 9 19 0,division_2,women,TBC,unknown,unknown
2007-2008,2008-04-05,00:00,,Coventry and Warwick Riga,1,25 22 24 16 0,Malory Eagles UEL,3,22 25 26 25 0,division_1,men,Alan Higgs Centre,unknown,unknown
2007-2008,2008-04-05,00:00,,Newcastle Staffs 2,1,21 25 18 19 0,Nottingham Rockets,3,25 22 25 25 0,division_3,men,Madeley High School,unknown,unknown
2007-2008,2008-04-05,00:00,,Newcastle Staffs 2,1,22 25 25 19 0,Black Country,3,25 27 20 25 0,division_3,men,Madeley High School,unknown,unknown
2007-2008,2008-04-05,00:00,,Nottingham Rockets,2,25 22 18 25 10,Black Country,3,23 25 25 18 15,division_3,men,Madeley High School,unknown,unknown
2007-2008,2008-04-05,00:00,,Sheffield,3,25 25 21 25 0,IBB Polonia London,1,18 17 25 18 0,division_1,men,Sheffield - U18 Boys,unknown,unknown
2007-2008,2008-04-06,00:00,,Essex Trinity,0,10 13 18 - -,Herts,3,25 25 25 - -,division_3,women,Boswells School,unknown,unknown
2007-2008,2008-04-06,00:00,,Essex Trinity,0,12 14 12 - -,Dartford Chargers,3,25 25 25 - -,division_3,women,Boswells School,unknown,unknown
2007-2008,2008-04-06,00:00,,Herts,3,25 25 25 - -,Dartford Chargers,0,13 16 11 - -,division_3,women,Boswells School,unknown,unknown
2007-2008,2008-04-06,00:00,,Plymouth,3,25 23 16 25 15,Guildford International,2,22 25 25 21 12,division_2,women,Coombe Dean School,unknown,unknown
2007-2008,2008-04-06,00:00,,Richmond Docklands,3,19 25 25 25 15,Newcastle Staffs,2,25 21 20 27 10,division_1,men,Bacons S.C.,unknown,unknown
2007-2008,2008-04-06,00:00,,Southampton,0,15 14 18 - -,Southampton 2,3,25 25 25 - -,division_3,women,Beacon Community College,unknown,unknown
2007-2008,2008-04-12,00:00,,Cambridge ARU,0,20 23 17 - -,Leeds Gorse,3,25 25 25 - -,division_2,men,North Cambridge Academy,unknown,unknown
2007-2008,2008-04-12,00:00,,IBB Polonia London,3,25 22 23 27 15,Coventry and Warwick Riga,2,21 25 25 25 12,division_1,men,St Benedicts School,unknown,unknown
2007-2008,2008-04-12,00:00,,Loughborough Students,0,20 21 23 - -,Ashcombe Dorking,3,25 25 25 - -,division_1,women,Loughborough College,unknown,unknown
2007-2008,2008-04-12,00:00,,Malory Eagles UEL,3,25 28 24 25 0,Richmond Docklands,1,19 26 26 19 0,division_1,men,Raynes Park High School Sports Centre,unknown,unknown
2007-2008,2008-04-12,00:00,,Newcastle Staffs,0,18 17 18 - -,Sheffield,3,25 25 25 - -,division_1,men,Keele University Sports Centre,unknown,unknown
2007-2008,2008-04-13,00:00,,Nottingham Rockets,0,11 18 17 - -,Black Country,3,25 25 25 - -,division_3,men,Munrow Sports Centre,unknown,unknown
2007-2008,2008-04-26,00:00,,Malory Eagles UEL,1,23 25 21 18 0,Sheffield,3,25 20 25 25 0,cup,men,,unknown,unknown
2007-2008,2010-10-10,00:00,,Herts,3,25 25 24 26 0,Coventry & Warwick Riga,1,23 18 26 24 0,division_3,men,Queens School,unknown,unknown
2007-2008,2011-03-27,00:00,,Coventry & Warwick Riga,0,26 22 21 - -,Herts,3,28 25 25 - -,division_3,men,Centre AT7,unknown,unknown
2007-2008,2011-04-10,00:00,,Coventry & Warwick Riga,0,23 21 15 - -,Herts,3,25 25 25 - -,division_3,men,Centre AT7,unknown,unknown
