season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2014-2015,2014-10-05,Leeds Gorse,3,25 25 25 - -,Coventry and Warwick Riga,0,23 18 16 - -,division_1,men,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-10-05,Leeds Gorse,1,17 25 19 14 0,Coventry & Warwick Riga,3,25 22 25 25 0,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-10-05,Norwich Spikers,3,25 25 26 - -,Northampton,0,20 17 24 - -,division_3,women,UEA Norwich Sportspark,unknown,unknown
2014-2015,2014-10-05,Manchester Marvels Mayhem,3,26 25 25 - -,Ashfield Vipers,0,24 23 21 - -,division_3,women,Woodchurch High School Sports Centre,unknown,unknown
2014-2015,2014-10-05,Wessex,3,25 25 25 - -,Southampton,0,15 17 22 - -,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2014-10-05,Southampton 2,3,25 25 25 - -,Ashcombe Dorking 2,0,15 15 10 - -,division_3,women,Woodlands Community School,unknown,unknown
2014-2015,2014-10-09,Manchester Marvels Mystics,3,25 20 12 25 15,Newcastle Staffs,2,18 25 25 20 13,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2014-10-11,Black Country,3,25 23 25 25 15,Durham Palatinates,2,0 25 23 27 9,cup,men,The Woodcock Sports Centre,unknown,unknown
2014-2015,2014-10-11,Newcastle Staffs,3,25 25 25 - -,Southampton,0,0 0 0 - -,cup,men,Keele University Sports Centre,unknown,unknown
2014-2015,2014-10-11,London Aces,3,25 21 25 25 0,Stowmarket,1,14 25 10 17 0,cup,men,Battersea Youth Centre,unknown,unknown
2014-2015,2014-10-11,Loughborough Students,0,14 17 12 - -,Newmarket,3,25 25 25 - -,cup,men,Sir David Wallace Sports Hall,unknown,unknown
2014-2015,2014-10-11,IBB Polonia London,3,25 25 25 - -,DARKSTAR Derbyshire,0,12 11 15 - -,cup,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2014-10-11,Newcastle Staffs 2,1,25 15 23 23 0,Bristol,3,18 25 25 25 0,cup,men,Keele University Sports Centre,unknown,unknown
2014-2015,2014-10-11,Team Sunderland,3,25 25 25 - -,Hull Thunder,0,20 19 23 - -,cup,men,Sunderland University (Cityspace),unknown,unknown
2014-2015,2014-10-11,Team SideOut Polonia (London),3,25 25 25 - -,London Inter Orcas,0,11 21 20 - -,superleague,women,unknown,unknown,unknown
2014-2015,2014-10-12,Northumbria University,3,25 25 25 - -,Team South Wales,0,14 9 17 - -,superleague,women,Sports Central,unknown,unknown
2014-2015,2014-10-12,City of Bristol,2,25 25 13 20 11,Sussex Dolphins 1,3,15 21 25 25 15,division_3,women,USW Sport Park,unknown,unknown
2014-2015,2014-10-12,Reading Aces,1,25 17 16 21 0,Richmond 2,3,22 25 25 25 0,division_2,women,Kendrick School,unknown,unknown
2014-2015,2014-10-12,Chester Amazons,3,17 25 25 25 0,Loughborough Students,1,25 16 19 23 0,cup,women,Christleton Sports Centre,unknown,unknown
2014-2015,2014-10-12,IBB Polonia London,3,25 23 26 25 0,Malory Eagles UEL,1,20 25 24 15 0,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2014-10-12,Exeter Storm,0,20 9 14 - -,Northumbria University,3,25 25 25 - -,cup,men,Loughborough College,unknown,unknown
2014-2015,2014-10-12,York Vikings,3,25 25 21 25 0,Manchester Marvels Marauders,1,7 16 25 13 0,cup,men,Joseph Rowntree School,unknown,unknown
2014-2015,2014-10-18,Black Country,1,25 18 13 10 0,Leeds Gorse,3,23 25 25 25 0,division_2,women,Redhill School Sports Hall,unknown,unknown
2014-2015,2014-10-18,Essex Estonians,3,25 19 25 25 0,Nottingham Rockets,1,19 25 14 22 0,division_2,men,Boswells School,unknown,unknown
2014-2015,2014-10-18,Dartford Crossers,3,25 25 25 - -,Bristol,0,15 22 15 - -,division_2,men,Dartford Technology College,unknown,unknown
2014-2015,2014-10-18,Richmond Docklands,3,25 25 21 25 0,Malory Eagles UEL,1,19 18 25 21 0,superleague,men,Haverstock School,unknown,unknown
2014-2015,2014-10-18,Manchester Marvels Mystics,3,25 18 25 22 15,Coventry & Warwick Riga,2,9 25 23 25 12,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2014-10-19,Durham Palatinates,3,25 25 25 - -,Nottingham Rockets,0,10 6 11 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-10-19,Loughborough Students,0,13 11 14 - -,Manchester Marvels Mystics,3,25 25 25 - -,division_2,women,Loughborough University Netball Centre,unknown,unknown
2014-2015,2014-10-19,South Hants,1,23 12 25 22 0,Wiltshire Mavericks,3,25 25 18 25 0,division_3,men,Purbrook Park School,unknown,unknown
2014-2015,2014-10-19,DARKSTAR Derbyshire,3,18 14 25 27 15,York Vikings,2,25 25 21 25 10,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-10-19,DARKSTAR Derbyshire,0,23 16 17 - -,Sheffield 2,3,25 25 25 - -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-10-19,Newmarket,3,31 17 22 25 16,Norwich Spikers,2,29 25 25 18 14,division_3,men,Kingston Arena,unknown,unknown
2014-2015,2014-10-19,Loughborough Students,0,14 13 22 - -,Essex Estonians,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2014-2015,2014-10-19,Richmond Bucks,3,25 20 23 25 15,Newmarket,2,20 25 25 20 11,division_3,men,Kingston Arena,unknown,unknown
2014-2015,2014-10-19,Richmond Bucks,3,25 22 18 25 15,Norwich Spikers,2,23 25 25 19 12,division_3,men,Kingston Arena,unknown,unknown
2014-2015,2014-10-19,London Aces,3,25 25 25 - -,Essex Rebels,0,14 11 16 - -,division_3,men,Battersea Youth Centre,unknown,unknown
2014-2015,2014-10-19,York Vikings,1,25 22 21 20 0,Sheffield 2,3,20 25 25 25 0,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-10-19,Manchester Marvels Marauders,0,18 10 20 - -,Durham Palatinates,3,25 25 25 - -,division_3,men,Armitage Centre,unknown,unknown
2014-2015,2014-10-19,Southampton,0,16 20 18 - -,Northumbria University,3,25 25 25 - -,superleague,men,Itchen College Sports Centre,unknown,unknown
2014-2015,2014-10-19,Herts,1,13 25 13 20 0,Essex Rebels,3,25 21 25 25 0,division_1,women,Queens School,unknown,unknown
2014-2015,2014-10-19,Team South Wales,0,15 13 20 - -,Northumbria University,3,25 25 25 - -,superleague,women,USW Sport Park,unknown,unknown
2014-2015,2014-10-25,Coventry & Warwick Riga,0,8 15 8 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2014-10-25,IBB Polonia London,2,25 20 16 25 8,Sheffield,3,22 25 25 20 15,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2014-10-25,Coventry and Warwick Riga,3,26 19 25 16 15,Essex Blaze,2,24 25 22 25 13,division_1,men,Alan Higgs Centre,unknown,unknown
2014-2015,2014-10-25,Newcastle Staffs,3,25 25 25 - -,Black Country,0,22 11 20 - -,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2014-10-26,London Inter Orcas,1,20 25 18 18 0,Malory Eagles UEL,3,25 23 25 25 0,superleague,women,unknown,unknown,unknown
2014-2015,2014-10-26,Southampton,3,25 21 25 23 15,Southampton 2,2,18 25 10 25 9,division_3,women,Surrey Sports Park,unknown,unknown
2014-2015,2014-10-26,Ashfield Vipers,0,23 18 15 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-10-26,Bristol,3,17 25 25 25 0,Exeter Storm,1,25 22 23 22 0,division_2,men,Abbeywood School,unknown,unknown
2014-2015,2014-10-26,City of Bristol,0,25 12 20 - -,Bristol 2,3,27 25 25 - -,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2014-11-01,Coventry & Warwick Riga,3,25 25 25 - -,Loughborough Students,0,20 18 15 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2014-11-01,London Aces,3,25 25 25 - -,Norwich Spikers,0,12 17 14 - -,division_3,men,Lambeth Academy,unknown,unknown
2014-2015,2014-11-01,Essex Estonians,3,25 28 21 29 0,Manchester Marvels,1,22 26 25 27 0,division_2,men,Boswells School,unknown,unknown
2014-2015,2014-11-01,Coventry and Warwick Riga,3,25 25 25 - -,Black Country,0,18 19 17 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2014-2015,2014-11-01,Northumbria University,3,25 25 25 - -,Malory Eagles UEL,0,14 17 20 - -,superleague,men,Sports Central,unknown,unknown
2014-2015,2014-11-01,Manchester Marvels Mystics,0,14 17 9 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2014-11-01,Northumbria University,3,25 25 25 - -,Malory Eagles UEL,0,23 13 22 - -,superleague,women,Sports Central,unknown,unknown
2014-2015,2014-11-02,Northumbria University,3,25 25 25 - -,Team SideOut Polonia (London),0,16 14 21 - -,superleague,women,Sports Central,unknown,unknown
2014-2015,2014-11-02,Durham Palatinates,3,25 25 23 25 0,Hull Thunder,1,15 15 25 20 0,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-11-02,York Vikings,3,25 27 25 - -,Manchester Marvels Marauders,0,12 25 20 - -,division_3,men,Joseph Rowntree School,unknown,unknown
2014-2015,2014-11-02,Hull Thunder,3,25 19 25 15 15,DARKSTAR Derbyshire,2,19 25 15 25 8,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-11-02,Durham Palatinates,3,25 22 25 25 0,DARKSTAR Derbyshire,1,21 25 18 21 0,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-11-02,Northumbria University,3,23 25 25 25 0,IBB Polonia London,1,25 20 17 16 0,superleague,men,Sports Central,unknown,unknown
2014-2015,2014-11-02,Portsmouth,2,20 23 25 25 11,Ashcombe Dorking,3,25 25 19 22 15,division_1,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2014-11-02,Leeds Gorse,3,19 25 25 22 15,Black Country,2,25 16 17 25 12,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-08,Richmond Docklands,3,25 25 25 - -,York Vikings,0,18 21 19 - -,cup,men,Haverstock School,unknown,unknown
2014-2015,2014-11-08,Manchester Marvels,0,19 19 20 - -,IBB Polonia London,3,25 25 25 - -,cup,men,Armitage Centre,unknown,unknown
2014-2015,2014-11-08,London Aces,3,25 25 25 - -,Essex Blaze,0,18 22 17 - -,cup,men,Lambeth Academy,unknown,unknown
2014-2015,2014-11-08,Team Sunderland,3,25 25 25 - -,Bristol,0,0 0 0 - -,cup,men,unknown,unknown,unknown
2014-2015,2014-11-08,Sheffield 2,1,20 25 13 23 0,Coventry and Warwick Riga,3,25 22 25 25 0,cup,men,unknown,unknown,unknown
2014-2015,2014-11-08,Malory Eagles UEL,3,25 25 25 - -,Cambridge ARU,0,15 13 12 - -,cup,men,unknown,unknown,unknown
2014-2015,2014-11-08,Bristol,3,25 25 25 - -,Ashcombe Dorking,0,17 14 10 - -,division_1,women,Abbeywood School,unknown,unknown
2014-2015,2014-11-09,Coventry & Warwick Riga,0,22 16 19 - -,Malory Eagles UEL,3,25 25 25 - -,cup,women,Alan Higgs Centre,unknown,unknown
2014-2015,2014-11-09,Newmarket,0,10 9 14 - -,Sheffield,3,25 25 25 - -,cup,men,unknown,unknown,unknown
2014-2015,2014-11-09,Northumbria University,3,25 25 25 - -,Cambridge ARU,0,0 0 0 - -,cup,women,unknown,unknown,unknown
2014-2015,2014-11-09,Team Sunderland,3,25 25 25 - -,Manchester Marvels Mystics,0,0 0 0 - -,cup,women,unknown,unknown,unknown
2014-2015,2014-11-09,Portsmouth,3,25 25 25 - -,Dartford Chargers,0,22 10 20 - -,cup,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2014-11-09,Team South Wales,3,25 25 25 - -,Chester Amazons,0,15 8 11 - -,cup,women,USW Sport Park,unknown,unknown
2014-2015,2014-11-09,Nottingham Rockets,0,8 9 7 - -,Durham Palatinates,3,25 25 25 - -,cup,women,Sutton Bonington Sports Centre,unknown,unknown
2014-2015,2014-11-15,Team SideOut Polonia (London),3,25 25 25 - -,Team South Wales,0,18 16 19 - -,superleague,women,St Benedicts School,unknown,unknown
2014-2015,2014-11-15,Leeds Gorse,0,15 10 23 - -,Manchester Marvels Mystics,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-15,Newcastle Staffs,1,22 23 25 16 0,Nottingham Rockets,3,25 25 20 25 0,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2014-11-15,Malory Eagles UEL,3,25 25 13 23 15,Richmond Docklands,2,20 20 25 25 12,superleague,men,Ernest Bevin College,unknown,unknown
2014-2015,2014-11-15,Nottingham Rockets,3,25 25 23 22 16,Newcastle Staffs 2,2,21 9 25 25 14,division_2,men,Jubilee Sports Centre,unknown,unknown
2014-2015,2014-11-15,Southampton,1,21 25 21 15 0,IBB Polonia London,3,25 23 25 25 0,superleague,men,Itchen College Sports Centre,unknown,unknown
2014-2015,2014-11-15,Sheffield,3,25 25 25 - -,Northumbria University,0,18 19 20 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2014-11-15,Loughborough Students,3,26 25 25 - -,Black Country,0,24 18 20 - -,division_2,women,Sir David Wallace Sports Hall,unknown,unknown
2014-2015,2014-11-15,Malory Eagles UEL,2,23 25 25 23 9,London Inter Orcas,3,25 22 19 25 15,superleague,women,unknown,unknown,unknown
2014-2015,2014-11-16,London Inter Orcas,0,15 15 15 - -,Northumbria University,3,25 25 25 - -,superleague,women,unknown,unknown,unknown
2014-2015,2014-11-16,City of Bristol,3,21 17 25 25 15,Wessex,2,25 25 20 22 10,division_3,women,Crestwood College,unknown,unknown
2014-2015,2014-11-16,Southampton,2,17 25 23 25 9,Wessex,3,25 23 25 23 15,division_3,women,Crestwood College,unknown,unknown
2014-2015,2014-11-16,DARKSTAR Derbyshire,3,25 25 25 - -,Manchester Marvels Mayhem,0,19 22 10 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-11-16,Ashfield Vipers,3,25 25 25 - -,Team Sunderland,0,0 0 23 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2014-2015,2014-11-16,Manchester Marvels Mayhem,0,28 22 12 - -,York Falcons,3,30 25 25 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-11-16,Chester Amazons,3,25 27 25 - -,Team Sunderland,0,22 25 19 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2014-2015,2014-11-16,DARKSTAR Derbyshire,3,25 25 25 - -,York Falcons,0,21 21 9 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-11-16,Ashfield Vipers,0,19 21 16 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2014-2015,2014-11-16,Dartford Chargers,0,23 22 14 - -,Norwich Spikers,3,25 25 25 - -,division_3,women,Dartford Technology College,unknown,unknown
2014-2015,2014-11-16,Cambridge ARU,3,25 24 22 25 17,Northampton,2,22 26 25 21 15,division_3,women,North Cambridge Academy,unknown,unknown
2014-2015,2014-11-16,Durham Palatinates,3,25 25 25 - -,Loughborough Students,0,0 0 0 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-11-16,Malory Eagles UEL,0,18 18 20 - -,Sheffield,3,25 25 25 - -,superleague,men,Ernest Bevin College,unknown,unknown
2014-2015,2014-11-16,Leeds Gorse,3,20 25 25 28 0,Newcastle Staffs,1,25 14 19 26 0,division_1,men,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-16,Richmond Docklands,1,25 14 14 19 0,Northumbria University,3,14 25 25 25 0,superleague,men,Haverstock School,unknown,unknown
2014-2015,2014-11-16,Herts,0,17 17 17 - -,Bristol,3,25 25 25 - -,division_1,women,Queens School,unknown,unknown
2014-2015,2014-11-16,Richmond 2,1,25 21 15 12 0,Plymouth,3,14 25 25 25 0,division_2,women,Kingston Arena,unknown,unknown
2014-2015,2014-11-16,Southampton,3,12 27 26 25 15,City of Bristol,2,25 25 28 19 11,division_3,women,Crestwood College,unknown,unknown
2014-2015,2014-11-22,Coventry & Warwick Riga,3,25 23 25 25 15,Nottingham Rockets,2,20 25 27 19 13,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2014-11-22,Ashcombe Dorking,3,25 19 25 23 15,Herts,2,23 25 17 25 11,division_1,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2014-11-22,IBB Polonia London,3,25 23 25 25 15,Richmond Docklands,2,27 25 19 20 11,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2014-11-22,Newcastle Staffs,3,22 25 25 25 0,Black Country,1,25 17 23 14 0,division_1,men,Keele University Sports Centre,unknown,unknown
2014-2015,2014-11-22,Leeds Gorse,3,25 25 25 - -,Essex Blaze,0,15 18 20 - -,division_1,men,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-22,Newcastle Staffs 2,3,25 25 25 - -,Loughborough Students,0,10 12 11 - -,division_2,men,Keele University Sports Centre,unknown,unknown
2014-2015,2014-11-22,Leeds Gorse,0,8 5 6 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-23,Leeds Gorse,3,25 25 25 - -,Loughborough Students,0,17 20 15 - -,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-23,London Aces,3,25 22 25 25 15,Norwich Spikers,2,15 25 22 27 9,division_3,men,Battersea Youth Centre,unknown,unknown
2014-2015,2014-11-23,Bristol,3,25 25 25 - -,City of Bristol,0,23 23 14 - -,division_2,men,LeAF Academy,unknown,unknown
2014-2015,2014-11-23,Leeds Gorse,3,19 25 25 25 0,Black Country,1,25 10 23 14 0,division_1,men,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-11-23,York Vikings,3,19 21 27 30 15,Sheffield 2,2,25 25 25 28 8,division_3,men,Joseph Rowntree School,unknown,unknown
2014-2015,2014-11-23,Southampton,2,25 25 19 23 5,Sheffield,3,21 20 25 25 15,superleague,men,Woodlands Community School,unknown,unknown
2014-2015,2014-11-23,Reading Aces,3,25 19 20 25 15,Essex Trinity,2,17 25 25 12 7,division_2,women,Kendrick School,unknown,unknown
2014-2015,2014-11-23,City of Bristol,3,25 25 25 - -,Ashcombe Dorking 2,0,11 8 14 - -,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2014-11-29,Essex Rebels,3,25 25 25 - -,Portsmouth,0,18 15 10 - -,division_1,women,Tendring Technology College,unknown,unknown
2014-2015,2014-11-29,Loughborough Students,3,25 25 14 25 0,Manchester Marvels Marauders,1,19 15 25 21 0,shield,men,Loughborough University Netball Centre,unknown,unknown
2014-2015,2014-11-29,IBB Polonia London,3,25 25 25 - -,Team Sunderland,0,17 14 20 - -,cup,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2014-11-29,Richmond Docklands,3,25 25 25 - -,Coventry and Warwick Riga,0,16 12 15 - -,cup,men,Haverstock School,unknown,unknown
2014-2015,2014-11-29,Sheffield,3,25 25 25 - -,London Aces,0,0 0 0 - -,cup,men,unknown,unknown,unknown
2014-2015,2014-11-29,Wiltshire Mavericks,1,25 18 18 19 0,Cambridge ARU,3,23 25 25 25 0,shield,men,Lavington School,unknown,unknown
2014-2015,2014-11-30,Manchester Marvels Mayhem,3,25 25 25 - -,Nottingham Rockets,0,0 0 0 - -,shield,women,unknown,unknown,unknown
2014-2015,2014-11-30,Richmond Docklands,1,25 18 25 29 0,Sheffield,3,22 25 27 31 0,superleague,men,Bacons S.C.,unknown,unknown
2014-2015,2014-11-30,DARKSTAR Derbyshire,0,14 13 16 - -,Manchester Marvels,3,25 25 25 - -,shield,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2014-11-30,London Inter Orcas,3,25 25 25 - -,Durham Palatinates,0,0 0 0 - -,cup,women,unknown,unknown,unknown
2014-2015,2014-11-30,Team Sunderland,0,18 12 10 - -,Northumbria University,3,25 25 25 - -,cup,women,unknown,unknown,unknown
2014-2015,2014-11-30,Portsmouth,3,25 19 25 19 15,Malory Eagles UEL,2,17 25 17 25 9,cup,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2014-12-06,Malory Eagles UEL,0,16 18 19 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,Ernest Bevin College,unknown,unknown
2014-2015,2014-12-06,Ashfield Vipers,1,11 13 30 15 0,Cambridge ARU,3,25 25 28 25 0,shield,women,Vision West Nottinghamshire College,unknown,unknown
2014-2015,2014-12-06,Leeds Gorse,1,17 20 25 15 0,Newcastle Staffs,3,25 25 22 25 0,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2014-12-06,Bristol,0,17 20 17 - -,Essex Rebels,3,25 25 25 - -,division_1,women,Abbeywood School,unknown,unknown
2014-2015,2014-12-06,City of Bristol,3,25 25 15 25 0,Exeter Storm,1,16 23 25 18 0,division_2,men,Oasis Academy Brislington,unknown,unknown
2014-2015,2014-12-06,Malory Eagles UEL,3,20 25 25 28 0,IBB Polonia London,1,25 20 22 26 0,superleague,men,Ernest Bevin College,unknown,unknown
2014-2015,2014-12-06,Sheffield,3,25 23 25 23 15,Richmond Docklands,2,19 25 14 25 13,superleague,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2014-12-07,Bristol 2,3,25 25 25 - -,Wessex,0,14 19 16 - -,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2014-12-07,Cambridge ARU,3,22 25 19 25 15,Dartford Chargers,2,25 20 25 20 10,division_3,women,North Cambridge Academy,unknown,unknown
2014-2015,2014-12-07,Durham Palatinates,3,25 25 25 - -,Newcastle Staffs,0,12 11 15 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-12-07,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,17 20 18 - -,superleague,men,Sports Central,unknown,unknown
2014-2015,2014-12-07,Durham Palatinates,3,25 25 25 - -,Hull Thunder,0,21 17 23 - -,division_3,men,Parks Leisure Centre,unknown,unknown
2014-2015,2014-12-07,Essex Estonians,3,25 25 25 - -,Loughborough Students,0,13 16 15 - -,division_2,men,Boswells School,unknown,unknown
2014-2015,2014-12-07,Essex Blaze,1,22 17 25 21 0,Newcastle Staffs,3,25 25 23 25 0,division_1,men,Boswells School,unknown,unknown
2014-2015,2014-12-07,Portsmouth,1,17 25 23 22 0,Herts,3,25 22 25 25 0,division_1,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2014-12-07,Durham Palatinates,3,25 25 25 - -,Black Country,0,0 0 0 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2014-12-07,Manchester Marvels Mayhem,2,15 25 19 25 12,Chester Amazons,3,25 21 25 23 15,division_3,women,Armitage Centre,unknown,unknown
2014-2015,2014-12-07,Northumbria University,3,25 25 28 - -,London Inter Orcas,0,12 16 26 - -,superleague,women,unknown,unknown,unknown
2014-2015,2014-12-13,Malory Eagles UEL,0,19 18 19 - -,Northumbria University,3,25 25 25 - -,superleague,women,Ernest Bevin College,unknown,unknown
2014-2015,2014-12-13,Malory Eagles UEL,1,21 13 26 21 0,Northumbria University,3,25 25 24 25 0,superleague,men,Ernest Bevin College,unknown,unknown
2014-2015,2014-12-13,Manchester Marvels,3,25 21 25 25 0,Essex Estonians,1,17 25 20 14 0,division_2,men,Armitage Centre,unknown,unknown
2014-2015,2014-12-13,Exeter Storm,3,25 25 25 - -,Dartford Crossers,0,0 0 0 - -,division_2,men,Riverside Leisure Centre,unknown,unknown
2014-2015,2014-12-13,Manchester Marvels Mystics,3,25 25 25 - -,Loughborough Students,0,12 9 18 - -,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2014-12-14,City of Bristol,3,25 14 23 26 15,Southampton 2,2,20 25 25 24 5,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2014-12-14,Bristol 2,2,26 20 25 21 9,Southampton 2,3,24 25 11 25 15,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2014-12-14,Coventry & Warwick Riga,2,23 25 25 18 12,Newcastle Staffs,3,25 23 19 25 15,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2014-12-14,Bristol,3,25 25 25 - -,Portsmouth,0,19 18 19 - -,division_1,women,Abbeywood School,unknown,unknown
2014-2015,2014-12-14,IBB Polonia London,2,11 24 26 25 10,Northumbria University,3,25 26 24 21 15,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
