season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2014-2015,2014-12-14,Black Country,2,25 25 9 20 9,Newcastle Staffs,3,22 17 25 25 15,division_1,men,The Woodcock Sports Centre,unknown,unknown
2014-2015,2014-12-14,Team SideOut Polonia (London),0,21 14 21 - -,Northumbria University,3,25 25 25 - -,superleague,women,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2015-01-03,Essex Blaze,1,25 25 22 23 0,Black Country,3,27 17 25 25 0,division_1,men,Boswells School,unknown,unknown
2014-2015,2015-01-10,Cambridge ARU,1,26 13 22 22 0,Dartford Chargers,3,24 25 25 25 0,shield,women,North Cambridge Academy,unknown,unknown
2014-2015,2015-01-10,Northumbria University,3,25 25 25 - -,Black Country,0,0 0 0 - -,cup,men,unknown,unknown,unknown
2014-2015,2015-01-10,Loughborough Students,0,0 0 0 - -,Essex Blaze,3,25 25 25 - -,shield,men,unknown,unknown,unknown
2014-2015,2015-01-10,Newcastle Staffs 2,1,16 17 25 9 0,Manchester Marvels,3,25 25 23 25 0,shield,men,unknown,unknown,unknown
2014-2015,2015-01-10,Nottingham Rockets,3,25 25 25 - -,Hull Thunder,0,0 0 0 - -,shield,men,unknown,unknown,unknown
2014-2015,2015-01-10,Sheffield 2,2,25 22 25 21 10,Manchester Marvels,3,19 25 9 25 15,shield,men,unknown,unknown,unknown
2014-2015,2015-01-10,Sheffield 2,3,25 25 25 - -,Newcastle Staffs 2,0,16 15 12 - -,shield,men,unknown,unknown,unknown
2014-2015,2015-01-11,Ashcombe Dorking,3,30 19 24 25 15,Coventry & Warwick Riga,2,28 25 26 11 12,shield,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-01-11,Essex Estonians,3,25 25 25 - -,Newcastle Staffs 2,0,19 11 14 - -,division_2,men,Boswells School,unknown,unknown
2014-2015,2015-01-11,Richmond 2,3,25 25 25 - -,Reading Aces,0,22 21 15 - -,division_2,women,Kingston Arena,unknown,unknown
2014-2015,2015-01-11,York Falcons,2,25 22 20 25 15,Chester Amazons,3,20 25 25 21 17,shield,women,Joseph Rowntree School,unknown,unknown
2014-2015,2015-01-17,Coventry & Warwick Riga,3,25 23 25 23 18,Leeds Gorse,2,21 25 21 25 16,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2015-01-17,City of Bristol,3,24 22 25 25 15,Dartford Crossers,2,26 25 17 17 9,division_2,men,Oasis Academy Brislington,unknown,unknown
2014-2015,2015-01-17,Coventry and Warwick Riga,0,18 21 20 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2014-2015,2015-01-17,Sheffield,3,25 25 26 - -,Malory Eagles UEL,0,23 19 24 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-01-17,Essex Rebels,3,25 20 25 25 0,Ashcombe Dorking,1,20 25 22 20 0,division_1,women,Tendring Technology College,unknown,unknown
2014-2015,2015-01-18,Ashcombe Dorking 2,1,29 23 12 20 0,Wessex,3,27 25 25 25 0,division_3,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-01-18,Ashcombe Dorking 2,1,19 25 12 17 0,Sussex Dolphins 1,3,25 20 25 25 0,division_3,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-01-18,DARKSTAR Derbyshire,3,25 25 26 - -,York Falcons,0,22 15 24 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-01-18,Dartford Chargers,3,25 17 25 25 15,Northampton,2,27 25 13 15 8,division_3,women,Dartford Technology College,unknown,unknown
2014-2015,2015-01-18,Durham Palatinates,3,25 25 25 - -,Manchester Marvels Mystics,0,7 15 18 - -,division_2,women,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-01-18,Black Country,1,24 25 10 17 0,Nottingham Rockets,3,26 18 25 25 0,division_2,women,Redhill School Sports Hall,unknown,unknown
2014-2015,2015-01-18,Nottingham Rockets,0,21 24 23 - -,Team Sunderland,3,25 26 25 - -,division_2,men,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-01-18,Richmond Bucks,0,17 23 19 - -,London Aces,3,25 25 25 - -,division_3,men,Kingston Arena,unknown,unknown
2014-2015,2015-01-18,Reading Aces,3,25 25 25 - -,Plymouth,0,13 17 20 - -,division_2,women,Kendrick School,unknown,unknown
2014-2015,2015-01-18,DARKSTAR Derbyshire,3,25 25 25 - -,Ashfield Vipers,0,14 17 21 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-01-18,York Falcons,3,25 25 25 - -,Ashfield Vipers,0,23 20 17 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-01-18,Wessex,3,18 25 25 25 0,Sussex Dolphins 1,1,25 21 23 17 0,division_3,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-01-18,Southampton,2,26 14 25 19 9,Bristol 2,3,24 25 22 25 15,division_3,women,Cardiff Metropolitan University,unknown,unknown
2014-2015,2015-01-24,Black Country,1,16 30 13 14 0,Manchester Marvels Mystics,3,25 28 25 25 0,division_2,women,Redhill School Sports Hall,unknown,unknown
2014-2015,2015-01-24,Loughborough Students,2,13 16 25 29 11,Nottingham Rockets,3,25 25 23 27 15,division_2,women,Sir David Wallace Sports Hall,unknown,unknown
2014-2015,2015-01-24,London Aces,3,25 25 25 - -,Newmarket,0,23 20 21 - -,division_3,men,Ernest Bevin College,unknown,unknown
2014-2015,2015-01-24,Loughborough Students,0,15 15 18 - -,Nottingham Rockets,3,25 25 25 - -,division_2,men,Sir David Wallace Sports Hall,unknown,unknown
2014-2015,2015-01-24,Newcastle Staffs,3,25 25 25 - -,Essex Blaze,0,15 13 21 - -,division_1,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-01-24,Newcastle Staffs 2,3,25 19 25 25 0,Essex Estonians,1,23 25 17 19 0,division_2,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-01-24,Exeter Storm,3,25 25 25 - -,Bristol,0,23 17 16 - -,division_2,men,Riverside Leisure Centre,unknown,unknown
2014-2015,2015-01-24,Norwich Spikers,3,25 25 25 - -,Essex Rebels,0,14 12 15 - -,division_3,men,UEA Norwich Sportspark,unknown,unknown
2014-2015,2015-01-24,Southampton,1,19 25 22 21 0,Malory Eagles UEL,3,25 22 25 25 0,superleague,men,Itchen College Sports Centre,unknown,unknown
2014-2015,2015-01-24,Newcastle Staffs,0,10 7 16 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2015-01-24,Team South Wales,1,18 23 25 23 0,Malory Eagles UEL,3,25 25 22 25 0,superleague,women,USW Sport Park,unknown,unknown
2014-2015,2015-01-25,London Inter Orcas,3,26 25 13 25 0,Team South Wales,1,24 15 25 23 0,superleague,women,unknown,unknown,unknown
2014-2015,2015-01-25,Southampton 2,0,16 10 22 - -,Wessex,3,25 25 25 - -,division_3,women,Woodlands Community School,unknown,unknown
2014-2015,2015-01-25,Durham Palatinates,3,30 21 19 25 15,York Vikings,2,28 25 25 21 10,division_3,men,The Education Village Academy Trust,unknown,unknown
2014-2015,2015-01-25,DARKSTAR Derbyshire,0,25 17 11 - -,Sheffield 2,3,27 25 25 - -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-01-25,Hull Thunder,3,25 25 25 - -,Manchester Marvels Marauders,0,12 19 10 - -,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2014-2015,2015-01-25,Essex Blaze,1,23 18 25 14 0,Leeds Gorse,3,25 25 23 25 0,division_1,men,Boswells School,unknown,unknown
2014-2015,2015-01-25,Essex Rebels,3,25 25 25 - -,Bristol,0,19 22 14 - -,division_1,women,Tendring Technology College,unknown,unknown
2014-2015,2015-01-25,Newcastle Staffs,3,25 17 17 25 17,Coventry & Warwick Riga,2,18 25 25 14 15,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2015-01-25,Bristol 2,3,25 25 25 - -,Ashcombe Dorking 2,0,10 13 9 - -,division_3,women,Kingston Arena,unknown,unknown
2014-2015,2015-01-31,Essex Blaze,3,25 25 25 - -,Hounslow,0,23 17 14 - -,shield,men,unknown,unknown,unknown
2014-2015,2015-01-31,Northumbria University,3,25 25 25 - -,Richmond Docklands,0,0 0 0 - -,cup,men,Sports Central,unknown,unknown
2014-2015,2015-01-31,Newcastle Staffs,1,20 22 26 23 0,IBB Polonia London,3,25 25 24 25 0,cup,men,Madeley High School,unknown,unknown
2014-2015,2015-01-31,Sheffield,3,25 25 25 - -,Malory Eagles UEL,0,14 22 13 - -,cup,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-01-31,York Vikings,3,25 25 26 - -,Nottingham Rockets,0,22 9 24 - -,shield,men,unknown,unknown,unknown
2014-2015,2015-01-31,Nottingham Rockets,3,25 26 25 - -,Black Country,0,19 24 18 - -,division_2,women,University Park Sports Centre,unknown,unknown
2014-2015,2015-02-01,Plymouth,2,26 23 25 20 12,Richmond 2,3,24 25 20 25 15,division_2,women,Coombe Dean School,unknown,unknown
2014-2015,2015-02-01,Northumbria University,3,25 25 25 - -,London Inter Orcas,0,18 13 12 - -,cup,women,unknown,unknown,unknown
2014-2015,2015-02-01,Dartford Chargers,0,20 22 3 - -,Ashcombe Dorking,3,25 25 25 - -,shield,women,Dartford Technology College,unknown,unknown
2014-2015,2015-02-07,Bristol,3,25 25 24 25 0,Herts,1,21 22 26 9 0,division_1,women,Abbeywood School,unknown,unknown
2014-2015,2015-02-07,London Aces,3,25 25 25 - -,Newmarket,0,0 0 0 - -,division_3,men,Boswells School,unknown,unknown
2014-2015,2015-02-07,Dartford Crossers,3,25 25 25 - -,Exeter Storm,0,23 19 19 - -,division_2,men,Dartford Technology College,unknown,unknown
2014-2015,2015-02-07,Manchester Marvels,3,25 25 25 - -,Loughborough Students,0,13 2 12 - -,division_2,men,Armitage Centre,unknown,unknown
2014-2015,2015-02-07,Manchester Marvels Mystics,3,25 25 25 - -,Leeds Gorse,0,20 19 18 - -,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2015-02-08,Ashcombe Dorking 2,0,6 16 17 - -,Sussex Dolphins 1,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-02-08,Bristol 2,3,32 25 25 - -,Southampton 2,0,30 12 20 - -,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-02-08,City of Bristol,1,21 24 25 19 0,Southampton 2,3,25 26 22 25 0,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-02-08,Bristol 2,3,25 25 25 - -,City of Bristol,0,14 18 19 - -,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-02-08,Ashfield Vipers,2,19 25 17 25 8,Chester Amazons,3,25 14 25 15 15,division_3,women,Woodchurch High School Sports Centre,unknown,unknown
2014-2015,2015-02-08,Ashcombe Dorking,3,25 25 25 - -,Portsmouth,0,21 23 18 - -,division_1,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-02-08,DARKSTAR Derbyshire,2,27 25 18 17 9,Hull Thunder,3,25 21 25 25 15,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-08,DARKSTAR Derbyshire,1,19 26 20 15 0,York Vikings,3,25 24 25 25 0,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-08,York Vikings,3,25 25 25 - -,Hull Thunder,0,21 20 15 - -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-08,Northampton,0,20 20 16 - -,Cambridge ARU,3,25 25 25 - -,division_3,women,Moulton Leisure Centre,unknown,unknown
2014-2015,2015-02-14,Manchester Marvels Mystics,3,20 25 25 25 0,Nottingham Rockets,1,25 16 23 17 0,division_2,women,Armitage Centre,unknown,unknown
2014-2015,2015-02-14,Essex Estonians,1,22 16 25 26 0,Team Sunderland,3,25 25 15 28 0,division_2,men,Boswells School,unknown,unknown
2014-2015,2015-02-14,Manchester Marvels,3,25 25 25 - -,Nottingham Rockets,0,22 16 22 - -,division_2,men,Armitage Centre,unknown,unknown
2014-2015,2015-02-14,Coventry and Warwick Riga,0,21 23 11 - -,Newcastle Staffs,3,25 25 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2014-2015,2015-02-14,City of Bristol,3,20 25 25 25 0,Bristol,1,25 19 22 22 0,division_2,men,Oasis Academy Brislington,unknown,unknown
2014-2015,2015-02-14,Southampton,0,17 19 15 - -,Richmond Docklands,3,25 25 25 - -,superleague,men,Itchen College Sports Centre,unknown,unknown
2014-2015,2015-02-14,Sheffield,3,25 25 25 - -,IBB Polonia London,0,21 16 20 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-02-14,Loughborough Students,0,15 13 23 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-02-14,Sussex Dolphins 1,0,10 18 6 - -,Bristol 2,3,25 25 25 - -,division_3,women,St Pauls Catholic College,unknown,unknown
2014-2015,2015-02-14,Team South Wales,3,25 15 18 25 15,London Inter Orcas,2,20 25 25 20 10,superleague,women,unknown,unknown,unknown
2014-2015,2015-02-15,Ashcombe Dorking 2,0,14 13 15 - -,Southampton,3,25 25 25 - -,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2015-02-15,City of Bristol,1,25 23 16 16 0,Southampton,3,13 25 25 25 0,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2015-02-15,Ashfield Vipers,0,23 21 12 - -,Team Sunderland,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2014-2015,2015-02-15,Manchester Marvels Mayhem,1,20 23 26 17 0,York Falcons,3,25 25 24 25 0,division_3,women,Woodchurch High School Sports Centre,unknown,unknown
2014-2015,2015-02-15,Chester Amazons,2,27 24 22 25 9,DARKSTAR Derbyshire,3,25 26 25 16 15,division_3,women,Whitby High School,unknown,unknown
2014-2015,2015-02-15,Cambridge ARU,3,25 17 25 25 0,Dartford Chargers,1,19 25 18 17 0,division_3,women,RAF Cranwell,unknown,unknown
2014-2015,2015-02-15,Essex Trinity,1,25 17 22 23 0,Plymouth,3,15 25 25 25 0,division_2,women,Boswells School,unknown,unknown
2014-2015,2015-02-15,Loughborough Students,0,19 12 8 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-02-15,Loughborough Students,0,14 6 11 - -,Manchester Marvels,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-02-15,Black Country,3,26 25 15 25 15,Coventry and Warwick Riga,2,28 16 25 15 11,division_1,men,The Woodcock Sports Centre,unknown,unknown
2014-2015,2015-02-15,Sheffield 2,3,25 25 25 - -,Manchester Marvels Marauders,0,18 14 19 - -,division_3,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-02-15,Manchester Marvels Marauders,1,18 20 25 10 0,Durham Palatinates,3,25 25 21 25 0,division_3,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-02-15,Sheffield 2,3,25 16 25 25 0,Durham Palatinates,1,22 25 22 18 0,division_3,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-02-15,City of Bristol,3,25 25 25 - -,Ashcombe Dorking 2,0,13 20 11 - -,division_3,women,Oasis Academy Brislington,unknown,unknown
2014-2015,2015-02-21,Coventry & Warwick Riga,2,11 25 25 20 6,Manchester Marvels Mystics,3,25 18 19 25 15,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2015-02-21,Essex Rebels,3,25 25 25 - -,Herts,0,22 10 17 - -,division_1,women,Tendring Technology College,unknown,unknown
2014-2015,2015-02-21,IBB Polonia London,3,17 26 25 25 16,Southampton,2,25 28 20 22 14,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2014-2015,2015-02-21,Northumbria University,2,13 25 21 30 15,Sheffield,3,25 15 25 28 17,superleague,men,Sports Central,unknown,unknown
2014-2015,2015-02-21,Bristol,1,23 21 25 24 0,Dartford Crossers,3,25 25 17 26 0,division_2,men,Abbeywood School,unknown,unknown
2014-2015,2015-02-21,Newcastle Staffs 2,1,19 25 15 20 0,Team Sunderland,3,25 21 25 25 0,division_2,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-02-21,Nottingham Rockets,3,25 25 20 25 0,Essex Estonians,1,13 19 25 15 0,division_2,men,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-02-21,Nottingham Rockets,0,6 7 14 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-02-21,Team South Wales,0,14 11 19 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,USW Sports Centre Newport,unknown,unknown
2014-2015,2015-02-22,DARKSTAR Derbyshire,0,14 22 19 - -,Team Sunderland,3,25 25 25 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-22,DARKSTAR Derbyshire,3,25 25 25 - -,Manchester Marvels Mayhem,0,23 17 15 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-22,Ashcombe Dorking,0,16 20 13 - -,Essex Rebels,3,25 25 25 - -,division_1,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-02-22,Richmond Docklands,3,25 25 25 - -,Southampton,0,9 13 20 - -,superleague,men,Haverstock School,unknown,unknown
2014-2015,2015-02-22,Hull Thunder,1,15 25 18 14 0,Sheffield 2,3,25 12 25 25 0,division_3,men,The Education Village Academy Trust,unknown,unknown
2014-2015,2015-02-22,Manchester Marvels Marauders,0,22 19 22 - -,York Vikings,3,25 25 25 - -,division_3,men,Armitage Centre,unknown,unknown
2014-2015,2015-02-22,Newmarket,3,25 25 25 - -,Essex Rebels,0,10 18 13 - -,division_3,men,Newmarket Leisure Centre,unknown,unknown
2014-2015,2015-02-22,Durham Palatinates,3,25 25 27 - -,DARKSTAR Derbyshire,0,18 17 25 - -,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-02-22,Coventry & Warwick Riga,3,25 25 25 - -,Black Country,0,19 19 16 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2014-2015,2015-02-22,Richmond 2,3,25 18 25 24 15,Essex Trinity,2,14 25 14 26 7,division_2,women,Kingston Arena,unknown,unknown
2014-2015,2015-02-22,Team Sunderland,3,25 25 25 - -,Manchester Marvels Mayhem,0,12 13 14 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-02-28,Essex Trinity,3,25 18 25 15 15,Richmond 2,2,12 25 12 25 11,division_2,women,Boswells School,unknown,unknown
2014-2015,2015-02-28,Manchester Marvels,3,25 25 25 - -,Newcastle Staffs 2,0,0 0 0 - -,division_2,men,Armitage Centre,unknown,unknown
2014-2015,2015-02-28,Northumbria University,3,33 25 25 - -,IBB Polonia London,0,31 20 22 - -,cup,men,Sports Central,unknown,unknown
2014-2015,2015-02-28,Team Sunderland,3,25 25 25 - -,Loughborough Students,0,13 8 16 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-02-28,Newcastle Staffs,3,25 25 25 - -,Loughborough Students,0,20 20 21 - -,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2015-03-01,Manchester Marvels Marauders,3,25 25 25 28 0,DARKSTAR Derbyshire,1,21 19 27 26 0,division_3,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2014-2015,2015-03-07,Black Country,2,13 25 16 25 4,Newcastle Staffs,3,25 16 25 20 15,division_2,women,Redhill School Sports Hall,unknown,unknown
2014-2015,2015-03-07,Northumbria University,3,25 25 25 - -,Southampton,0,17 21 12 - -,superleague,men,Sports Central,unknown,unknown
2014-2015,2015-03-07,Essex Blaze,2,25 22 25 23 7,Coventry and Warwick Riga,3,16 25 19 25 15,division_1,men,Boswells School,unknown,unknown
2014-2015,2015-03-07,Team Sunderland,3,25 25 25 - -,Nottingham Rockets,0,16 23 22 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-03-07,Richmond Docklands,3,30 25 13 21 15,IBB Polonia London,2,28 23 25 25 7,superleague,men,Haverstock School,unknown,unknown
2014-2015,2015-03-07,Loughborough Students,0,6 6 3 - -,Durham Palatinates,3,25 25 25 - -,division_2,women,Victory Hall,unknown,unknown
2014-2015,2015-03-07,Nottingham Rockets,3,24 16 25 25 15,Leeds Gorse,2,26 25 20 22 9,division_2,women,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-03-08,London Inter Orcas,2,25 18 20 25 14,Team SideOut Polonia (London),3,20 25 25 22 16,superleague,women,unknown,unknown,unknown
2014-2015,2015-03-08,Chester Amazons,0,22 18 31 - -,DARKSTAR Derbyshire,3,25 25 33 - -,division_3,women,Whitby High School,unknown,unknown
2014-2015,2015-03-08,Cambridge ARU,3,25 25 25 - -,Norwich Spikers,0,9 13 19 - -,division_3,women,North Cambridge Academy,unknown,unknown
2014-2015,2015-03-08,Dartford Chargers,1,18 19 25 23 0,Northampton,3,25 25 17 25 0,division_3,women,Dartford Technology College,unknown,unknown
2014-2015,2015-03-08,Sheffield,3,25 25 25 - -,Southampton,0,18 19 17 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2014-2015,2015-03-08,Hull Thunder,1,25 25 23 23 0,Manchester Marvels Marauders,3,16 27 25 25 0,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2014-2015,2015-03-08,Durham Palatinates,3,25 25 25 - -,York Vikings,0,22 23 16 - -,division_3,men,Durham University Sport (Queens Campus),unknown,unknown
2014-2015,2015-03-08,Hull Thunder,2,25 25 21 21 12,Sheffield 2,3,15 19 25 25 15,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2014-2015,2015-03-08,Essex Rebels,0,23 15 12 - -,London Aces,3,25 25 25 - -,division_3,men,Tendring Technology College,unknown,unknown
2014-2015,2015-03-08,Loughborough Students,0,16 13 19 - -,Newcastle Staffs 2,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-03-08,Black Country,1,15 25 18 18 0,Leeds Gorse,3,25 21 25 25 0,division_1,men,The Woodcock Sports Centre,unknown,unknown
2014-2015,2015-03-08,Norwich Spikers,1,25 18 19 20 0,Newmarket,3,21 25 25 25 0,division_3,men,Ernest Bevin College,unknown,unknown
2014-2015,2015-03-08,Sheffield 2,3,25 25 25 - -,Manchester Marvels Marauders,0,14 18 20 - -,division_3,men,Hull Holy Trinity House Academy,unknown,unknown
2014-2015,2015-03-08,Wiltshire Mavericks,3,25 23 25 25 0,South Hants,1,18 25 9 14 0,division_3,men,Truro Leisure Centre,unknown,unknown
2014-2015,2015-03-08,Portsmouth,0,14 21 12 - -,Essex Rebels,3,25 25 25 - -,division_1,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2015-03-08,Loughborough Students,0,2 19 22 - -,Leeds Gorse,3,25 25 25 - -,division_2,women,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-03-08,Plymouth,3,25 16 25 15 15,Essex Trinity,2,17 25 21 25 9,division_2,women,Coombe Dean School,unknown,unknown
2014-2015,2015-03-08,York Falcons,2,21 23 25 25 12,Ashfield Vipers,3,25 25 12 23 15,division_3,women,Joseph Rowntree School,unknown,unknown
2014-2015,2015-03-08,Team Sunderland,3,25 25 25 - -,Manchester Marvels Mayhem,0,11 14 8 - -,division_3,women,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-03-08,Wessex,0,19 7 22 - -,Southampton 2,3,25 25 25 - -,division_3,women,LeAF Academy,unknown,unknown
2014-2015,2015-03-14,DARKSTAR Derbyshire,3,25 25 25 - -,Manchester Marvels Marauders,0,21 14 17 - -,division_3,men,St Edmund Arrowsmith Catholic High School,unknown,unknown
2014-2015,2015-03-14,Team Sunderland,2,24 25 25 23 12,Newcastle Staffs 2,3,26 21 20 25 15,division_2,men,Sunderland University (Cityspace),unknown,unknown
2014-2015,2015-03-14,Nottingham Rockets,3,25 25 25 - -,Loughborough Students,0,14 20 16 - -,division_2,men,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-03-14,Nottingham Rockets,3,29 25 25 25 0,Loughborough Students,1,31 17 18 20 0,division_2,women,Jubilee Sports Centre,unknown,unknown
2014-2015,2015-03-15,Richmond Bucks,1,25 20 20 22 0,Newmarket,3,19 25 25 25 0,division_3,men,Kingston Arena,unknown,unknown
2014-2015,2015-03-15,Norwich Spikers,0,13 23 16 - -,Dartford Chargers,3,25 25 25 - -,division_3,women,UEA Norwich Sportspark,unknown,unknown
2014-2015,2015-03-15,Southampton,1,25 13 23 17 0,Bristol 2,3,22 25 25 25 0,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-03-15,Sussex Dolphins 1,2,26 18 16 25 11,Southampton,3,24 25 25 22 15,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-03-15,Sussex Dolphins 1,0,17 22 17 - -,Bristol 2,3,25 25 25 - -,division_3,women,Abbeywood School,unknown,unknown
2014-2015,2015-03-21,Ashcombe Dorking,0,13 19 22 - -,Bristol,3,25 25 25 - -,division_1,women,The Ashcombe Volleyball Centre,unknown,unknown
2014-2015,2015-03-21,Newcastle Staffs 2,1,25 19 13 21 0,Nottingham Rockets,3,23 25 25 25 0,division_2,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-03-21,Newcastle Staffs,1,21 25 18 12 0,Manchester Marvels Mystics,3,25 17 25 25 0,division_2,women,Keele University Sports Centre,unknown,unknown
2014-2015,2015-03-22,Chester Amazons,2,25 25 20 21 9,Team Sunderland,3,23 20 25 25 15,division_3,women,Whitby High School,unknown,unknown
2014-2015,2015-03-22,Team Sunderland,3,20 25 25 25 0,York Falcons,1,25 9 17 18 0,division_3,women,Whitby High School,unknown,unknown
2014-2015,2015-03-22,Chester Amazons,3,25 25 25 - -,York Falcons,0,17 19 22 - -,division_3,women,Whitby High School,unknown,unknown
2014-2015,2015-03-22,Cambridge ARU,3,25 25 25 - -,Norwich Spikers,0,16 11 21 - -,division_3,women,Telford College of Arts and Technology,unknown,unknown
2014-2015,2015-03-22,Black Country,2,23 25 20 25 13,Loughborough Students,3,25 14 25 16 15,division_2,women,Redhill School Sports Hall,unknown,unknown
2014-2015,2015-03-22,Leeds Gorse,2,25 25 21 28 11,Nottingham Rockets,3,11 27 25 26 15,division_2,women,Gryphon Sports Centre,unknown,unknown
2014-2015,2015-03-22,Loughborough Students,0,18 17 21 - -,Team Sunderland,3,25 25 25 - -,division_2,men,Loughborough University Netball Centre,unknown,unknown
2014-2015,2015-03-22,Black Country,3,17 25 25 25 0,Essex Blaze,1,25 21 22 14 0,division_1,men,North Solihull Sports Centre,unknown,unknown
2014-2015,2015-03-22,Newcastle Staffs 2,1,19 26 14 20 0,Manchester Marvels,3,25 24 25 25 0,division_2,men,Keele University Sports Centre,unknown,unknown
2014-2015,2015-03-22,Richmond Docklands,3,24 33 25 13 15,IBB Polonia London,2,26 31 21 25 11,superleague,men,Bacons S.C.,unknown,unknown
2014-2015,2015-03-22,Portsmouth,0,18 18 23 - -,Bristol,3,25 25 25 - -,division_1,women,Priory Community Sports Centre,unknown,unknown
2014-2015,2015-03-22,Manchester Marvels Mayhem,0,24 15 16 - -,Ashfield Vipers,3,26 25 25 - -,division_3,women,Armitage Centre,unknown,unknown
2014-2015,2015-03-22,Wessex,0,17 21 12 - -,City of Bristol,3,25 25 25 - -,division_3,women,LeAF Academy,unknown,unknown
