season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2021-2022,2021-09-26,00:00,,Oxford Eagles,3,25 25 25 - -,Northampton,0,22 22 20 - -,cup,women,Ferry Leisure Centre,unknown,unknown
2021-2022,2021-09-26,00:00,,Team Sunderland,3,25 25 25 - -,York Falcons,0,15 12 9 - -,cup,women,Sunderland University (Cityspace),unknown,unknown
2021-2022,2021-09-26,00:00,,WHVC Wildcats,2,25 15 25 23 8,MK City,3,23 25 23 25 15,cup,women,Ridgeway Academy,unknown,unknown
2021-2022,2021-09-26,00:00,,Wessex,3,25 25 26 - -,Urbond VC Portsmouth,0,21 16 24 - -,cup,women,LeAF Academy,unknown,unknown
2021-2022,2021-09-26,00:00,,Wimbledon Wildkats,3,25 24 25 25 0,Worthing,1,17 26 13 19 0,cup,women,Raynes Park High School Sports Centre,unknown,unknown
2021-2022,2021-10-02,00:00,,Bristol 2,3,26 25 26 - -,Reading Aces,0,24 21 24 - -,division_2,women,Avanti Gardens School,unknown,unknown
2021-2022,2021-10-02,00:00,,Bristol,0,21 20 13 - -,Coventry and Warwick Riga,3,25 25 25 - -,division_2,men,Avanti Gardens School,unknown,unknown
2021-2022,2021-10-02,00:00,,Cambridge ARU,3,25 25 25 - -,Weymouth Volleyball Club,0,14 19 12 - -,division_1,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-02,00:00,,Cambridge,3,25 25 25 - -,Invicta Volleyball Men,0,17 19 15 - -,cup,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-02,00:00,,Chester Amazons,0,15 14 24 - -,Urmston Grammar Volleyball,3,25 25 26 - -,division_2,women,Ellesmere Port Church of England Academy,unknown,unknown
2021-2022,2021-10-02,00:00,,City of Bristol,3,25 25 25 - -,London Aces,0,16 20 15 - -,division_1,men,Oasis Academy Brislington,unknown,unknown
2021-2022,2021-10-02,00:00,,Durham Palatinates,3,24 25 25 25 0,Richmond Docklands,1,26 16 13 21 0,superleague,men,Sport and wellbeing centre Durham,unknown,unknown
2021-2022,2021-10-02,00:00,,Durham Palatinates,3,25 25 25 - -,Cambridge ARU,0,10 13 13 - -,superleague,women,Sport and wellbeing centre Durham,unknown,unknown
2021-2022,2021-10-02,00:00,,Leeds Gorse,0,22 16 14 - -,Sheffield,3,25 25 25 - -,superleague,men,The Ruth Gorse Academy,unknown,unknown
2021-2022,2021-10-02,00:00,,Manchester Marvels,3,25 25 25 - -,Stockport,0,22 17 17 - -,division_1,men,Dean Trust Ardwick,unknown,unknown
2021-2022,2021-10-02,00:00,,Tamworth Spartans,3,25 25 25 - -,York Vikings,0,19 21 22 - -,division_2,men,Wilnecote Leisure Centre,unknown,unknown
2021-2022,2021-10-02,00:00,,Team Sunderland,1,25 19 11 15 0,Newcastle Staffs,3,11 25 25 25 0,superleague,men,Sunderland University (Cityspace),unknown,unknown
2021-2022,2021-10-02,00:00,,The Miners Doncaster,0,20 24 18 - -,Richmond Bucks,3,25 26 25 - -,division_1,men,Campsmount Academy,unknown,unknown
2021-2022,2021-10-02,00:00,,University of Nottingham,2,20 25 25 24 12,Essex Blaze,3,25 16 23 26 15,division_1,men,David Ross Sports Village,unknown,unknown
2021-2022,2021-10-02,00:00,,Wessex,3,25 24 25 25 0,Ashcombe Dorking,1,9 26 19 12 0,division_2,women,Parkstone Grammar School,unknown,unknown
2021-2022,2021-10-03,00:00,,Cardiff Falcons,2,28 25 25 19 8,Reading Aces,3,30 18 15 25 15,division_2,women,Cathedral School,unknown,unknown
2021-2022,2021-10-03,00:00,,Coventry & Warwick Riga 2,3,25 25 25 - -,Ashfield Vipers,0,15 11 13 - -,division_3,women,Centre AT7,unknown,unknown
2021-2022,2021-10-03,00:00,,Darkstar Derbyshire 2,1,11 17 26 12 0,Tamworth Spartans,3,25 25 24 25 0,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-03,00:00,,Darkstar Derbyshire 2,3,25 22 25 25 0,De Montfort University,1,18 25 11 23 0,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-03,00:00,,Herts,2,25 25 22 25 10,Leicester Athena Phoenix,3,17 27 25 16 15,division_2,women,Queens School,unknown,unknown
2021-2022,2021-10-03,00:00,,Loughborough Students,3,13 34 24 25 15,Lincoln Cannons,2,25 32 26 21 10,division_3,women,Loughborough University Netball Centre,unknown,unknown
2021-2022,2021-10-03,00:00,,Plymouth Mayflower VC,0,14 16 10 - -,Urbond VC Portsmouth,3,25 25 25 - -,division_3,women,Cams Hill School,unknown,unknown
2021-2022,2021-10-03,00:00,,Sheffield,0,19 19 15 - -,Richmond Docklands,3,25 25 25 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2021-2022,2021-10-03,00:00,,Tamworth Spartans,3,25 25 22 25 0,De Montfort University,1,19 22 25 15 0,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-03,00:00,,University of Bristol,3,25 25 21 25 0,Bedminster,1,23 19 25 19 0,division_3,women,University of Bristol,unknown,unknown
2021-2022,2021-10-09,00:00,,Cambridge ARU,3,25 25 25 - -,Royal Navy,0,20 20 12 - -,cup,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-09,00:00,,Cambridge,0,17 22 15 - -,IBB Polonia London,3,25 25 25 - -,cup,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-09,00:00,,Hull Thunder,0,9 19 16 - -,Durham Palatinates,3,25 25 25 - -,cup,men,,unknown,unknown
2021-2022,2021-10-09,00:00,,Leeds Gorse,3,20 29 25 25 0,The Miners Doncaster,1,25 27 13 21 0,cup,men,The Ruth Gorse Academy,unknown,unknown
2021-2022,2021-10-09,00:00,,London Aces,0,12 19 18 - -,Weymouth Volleyball Club,3,25 25 25 - -,cup,men,,unknown,unknown
2021-2022,2021-10-09,00:00,,Malory Eagles UEL,3,25 25 25 - -,Onyx London,0,16 16 16 - -,cup,men,Ernest Bevin College,unknown,unknown
2021-2022,2021-10-09,00:00,,Newcastle Staffs 2,1,26 18 10 20 0,Coventry and Warwick Riga,3,24 25 25 25 0,cup,men,Sir Stanley Matthews Sports Centre,unknown,unknown
2021-2022,2021-10-09,00:00,,Newcastle Staffs,3,26 25 25 - -,Manchester Marvels,0,24 14 21 - -,cup,men,Sir Stanley Matthews Sports Centre,unknown,unknown
2021-2022,2021-10-09,00:00,,Newmarket,3,25 25 25 - -,Guildford International,0,18 18 13 - -,cup,men,Newmarket Leisure Centre,unknown,unknown
2021-2022,2021-10-09,00:00,,Northumbria University,3,25 26 17 25 0,Team Sunderland,1,22 24 25 23 0,cup,men,Sports Central,unknown,unknown
2021-2022,2021-10-09,00:00,,Richmond Docklands,3,25 25 25 - -,AVC London,0,12 14 14 - -,cup,men,Kingston Arena,unknown,unknown
2021-2022,2021-10-09,00:00,,Sheffield,3,25 25 25 - -,DARKSTAR Derbyshire,0,19 22 22 - -,cup,men,Sheffield - U18 Boys,unknown,unknown
2021-2022,2021-10-09,00:00,,Waterloo Thunder,3,25 25 25 - -,Dartford Chargers,0,8 13 13 - -,cup,women,London Nautical School,unknown,unknown
2021-2022,2021-10-10,00:00,,Bristol,3,25 25 25 - -,Cardiff Falcons,0,11 6 8 - -,cup,women,Avanti Gardens School,unknown,unknown
2021-2022,2021-10-10,00:00,,Cambridge ARU,3,25 25 25 - -,Wimbledon Wildkats,0,21 14 10 - -,cup,women,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-10,00:00,,Coventry & Warwick Riga,0,20 13 18 - -,Stockport,3,25 25 25 - -,cup,women,Centre AT7,unknown,unknown
2021-2022,2021-10-10,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Leeds Gorse 2,0,5 9 7 - -,cup,women,,unknown,unknown
2021-2022,2021-10-10,00:00,,Everton Belugas,1,19 25 23 22 0,Manchester Marvels Mayhem,3,25 20 25 25 0,cup,women,Litherland High School,unknown,unknown
2021-2022,2021-10-10,00:00,,Hull Thunder,3,25 26 25 - -,The Miners Doncaster,0,21 24 17 - -,cup,women,Steve Prescott Sports Centre,unknown,unknown
2021-2022,2021-10-10,00:00,,Loughborough Students,3,25 25 20 25 0,Reading Aces,1,17 19 25 17 0,cup,women,Loughborough University Netball Centre,unknown,unknown
2021-2022,2021-10-10,00:00,,Malory Eagles UEL,3,25 25 25 - -,MK City,0,17 9 6 - -,cup,women,University of East London (Sports Dock),unknown,unknown
2021-2022,2021-10-10,00:00,,Oxford Eagles,3,26 25 25 - -,Black Country,0,24 13 20 - -,cup,women,Ferry Leisure Centre,unknown,unknown
2021-2022,2021-10-10,00:00,,Team SideOut Polonia (London),3,25 25 27 - -,Onyx London,0,11 20 25 - -,cup,women,Moberly Sports Centre,unknown,unknown
2021-2022,2021-10-10,00:00,,Team Sunderland,0,15 20 21 - -,Durham Palatinates,3,25 25 25 - -,cup,women,Sunderland University (Cityspace),unknown,unknown
2021-2022,2021-10-10,00:00,,University of Nottingham Volleyball,3,25 28 25 - -,Leicester Athena Phoenix,0,15 26 21 - -,cup,women,David Ross Sports Village,unknown,unknown
2021-2022,2021-10-10,00:00,,University of Nottingham,3,25 23 25 22 15,Stockport,2,21 25 20 25 13,cup,men,David Ross Sports Village,unknown,unknown
2021-2022,2021-10-10,00:00,,Wessex,3,25 25 25 - -,Ashcombe Dorking,0,16 12 17 - -,cup,women,LeAF Academy,unknown,unknown
2021-2022,2021-10-16,00:00,,Black Country,0,18 20 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Redhill School Sports Hall,unknown,unknown
2021-2022,2021-10-16,00:00,,Black Country,3,25 25 25 25 0,Leicester Athena Phoenix,1,23 21 27 21 0,division_2,women,Redhill School Sports Hall,unknown,unknown
2021-2022,2021-10-16,00:00,,Durham Palatinates,3,25 25 25 - -,DARKSTAR Derbyshire,0,15 8 13 - -,superleague,women,Sport and wellbeing centre Durham,unknown,unknown
2021-2022,2021-10-16,00:00,,Durham Palatinates,3,25 25 25 - -,Team Sunderland,0,17 15 21 - -,superleague,men,Sport and wellbeing centre Durham,unknown,unknown
2021-2022,2021-10-16,00:00,,Essex Rebels,0,22 25 26 - -,London Inter Orcas,3,25 27 28 - -,superleague,women,University of Essex Sports Centre,unknown,unknown
2021-2022,2021-10-16,00:00,,Essex Rebels,0,23 16 12 - -,Richmond Docklands,3,25 25 25 - -,superleague,men,University of Essex Sports Centre,unknown,unknown
2021-2022,2021-10-16,00:00,,Hull Thunder,3,11 27 25 25 0,Liverpool,1,25 25 16 19 0,division_2,men,The Allam Sports Centre,unknown,unknown
2021-2022,2021-10-16,00:00,,London Inter Crocs,2,25 25 19 25 12,University of Nottingham Volleyball,3,27 22 25 21 15,superleague,women,Haverstock School,unknown,unknown
2021-2022,2021-10-16,00:00,,Malory Eagles UEL,3,25 25 25 - -,Cambridge ARU,0,17 17 18 - -,superleague,women,Ernest Bevin College,unknown,unknown
2021-2022,2021-10-16,00:00,,Newmarket,0,19 20 25 - -,MK City,3,25 25 27 - -,division_2,men,Newmarket Leisure Centre,unknown,unknown
2021-2022,2021-10-16,00:00,,Richmond Bucks,3,25 25 25 - -,City of Bristol,0,16 12 18 - -,division_1,men,Kingston Arena,unknown,unknown
2021-2022,2021-10-16,00:00,,Sheffield,0,12 21 8 - -,Newcastle Staffs,3,25 25 25 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2021-2022,2021-10-16,00:00,,Stockport,1,22 28 17 19 0,Essex Blaze,3,25 26 25 25 0,division_1,men,Life Leisure Brinnington Park,unknown,unknown
2021-2022,2021-10-16,00:00,,Team Sunderland,3,25 25 29 - -,Richmond 2,0,16 21 27 - -,division_1,women,Sunderland University (Cityspace),unknown,unknown
2021-2022,2021-10-16,00:00,,University of Nottingham,3,25 25 25 - -,Cambridge ARU,0,19 11 14 - -,division_1,men,David Ross Sports Village,unknown,unknown
2021-2022,2021-10-16,00:00,,Urmston Grammar 2,0,25 20 13 - -,Wombourne 1,3,27 25 25 - -,division_3,men,Urmston Grammar School,unknown,unknown
2021-2022,2021-10-16,00:00,,Urmston Grammar 2,2,20 25 26 22 11,Newcastle Staffs 2,3,25 21 24 25 15,division_3,men,Urmston Grammar School,unknown,unknown
2021-2022,2021-10-16,00:00,,Weymouth Volleyball Club,3,25 26 19 25 0,The Miners Doncaster,1,17 24 25 15 0,division_1,men,Redlands Community Sports Hub,unknown,unknown
2021-2022,2021-10-16,00:00,,Wombourne 1,3,25 25 25 - -,Newcastle Staffs 2,0,22 15 18 - -,division_3,men,Urmston Grammar School,unknown,unknown
2021-2022,2021-10-16,00:00,,York Falcons,1,11 20 25 20 0,MK City,3,25 25 13 25 0,division_2,women,Joseph Rowntree School,unknown,unknown
2021-2022,2021-10-16,00:00,,York Vikings,1,15 17 25 21 0,Sheffield 2,3,25 25 22 25 0,division_2,men,Joseph Rowntree School,unknown,unknown
2021-2022,2021-10-17,00:00,,Bristol,3,25 25 25 - -,Coventry & Warwick Riga,0,15 16 18 - -,division_1,women,Avanti Gardens School,unknown,unknown
2021-2022,2021-10-17,00:00,,Cambridge,1,25 23 18 25 0,Norwich Spikers,3,8 25 25 27 0,division_3,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-17,00:00,,Cambridge,3,25 25 23 25 0,Stowmarket,1,16 15 25 17 0,division_3,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-17,00:00,,Cardiff Falcons,0,14 12 23 - -,Wessex,3,25 25 25 - -,division_2,women,Cathedral School,unknown,unknown
2021-2022,2021-10-17,00:00,,DARKSTAR Derbyshire,0,23 18 20 - -,Cambridge ARU,3,25 25 25 - -,superleague,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-17,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,York Vikings,0,9 13 10 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-17,00:00,,Dartford Chargers,1,23 25 16 23 0,Lionhearts Vinarius,3,25 20 25 25 0,division_1,women,Dartford Technology College,unknown,unknown
2021-2022,2021-10-17,00:00,,Durham Palatinates,3,30 25 22 25 0,Newcastle Staffs,1,28 20 25 11 0,superleague,men,Sport and wellbeing centre Durham,unknown,unknown
2021-2022,2021-10-17,00:00,,Essex Blaze,1,25 21 23 23 0,University of Nottingham,3,20 25 25 25 0,division_1,men,Boswells School,unknown,unknown
2021-2022,2021-10-17,00:00,,Herts,3,25 25 25 - -,Chester Amazons,0,23 19 16 - -,division_2,women,Queens School,unknown,unknown
2021-2022,2021-10-17,00:00,,Hounslow,3,25 25 25 - -,South Hants,0,13 10 13 - -,division_3,men,Lavington School,unknown,unknown
2021-2022,2021-10-17,00:00,,Intervolley Manchester,1,21 25 19 20 0,Manchester Marvels Marauders,3,25 20 25 25 0,division_3,men,The Y Club,unknown,unknown
2021-2022,2021-10-17,00:00,,Intervolley Manchester,2,25 19 25 21 14,Loughborough Students,3,22 25 15 25 16,division_3,men,The Y Club,unknown,unknown
2021-2022,2021-10-17,00:00,,Leeds Gorse,3,25 25 25 - -,Richmond 2,0,17 10 15 - -,division_1,women,The Ruth Gorse Academy,unknown,unknown
2021-2022,2021-10-17,00:00,,Loughborough Students,3,25 15 25 25 0,Manchester Marvels Marauders,1,20 25 21 22 0,division_3,men,The Y Club,unknown,unknown
2021-2022,2021-10-17,00:00,,Malory Eagles UEL,3,25 28 25 - -,Essex Rebels,0,19 26 20 - -,superleague,men,University of East London (Sports Dock),unknown,unknown
2021-2022,2021-10-17,00:00,,Malory Eagles UEL,3,26 25 25 - -,Essex Rebels,0,24 18 11 - -,superleague,women,University of East London (Sports Dock),unknown,unknown
2021-2022,2021-10-17,00:00,,Manchester Marvels Mystics,3,25 25 25 - -,Newcastle Staffs,0,18 19 17 - -,division_2,women,Dean Trust Ardwick,unknown,unknown
2021-2022,2021-10-17,00:00,,Manchester Marvels,0,20 25 23 - -,Richmond Bucks,3,25 27 25 - -,division_1,men,Dean Trust Ardwick,unknown,unknown
2021-2022,2021-10-17,00:00,,Stowmarket,0,7 24 12 - -,Norwich Spikers,3,25 26 25 - -,division_3,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-17,00:00,,Wiltshire Mavericks,1,19 20 25 21 0,Hounslow,3,25 25 23 25 0,division_3,men,Lavington School,unknown,unknown
2021-2022,2021-10-17,00:00,,Wiltshire Mavericks,3,25 16 25 19 15,South Hants,2,19 25 16 25 12,division_3,men,Lavington School,unknown,unknown
2021-2022,2021-10-23,00:00,,Ashcombe Dorking,3,25 25 25 - -,Cardiff Falcons,0,16 22 23 - -,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Cambridge ARU,1,18 23 25 19 0,Essex Blaze,3,25 25 23 25 0,division_1,men,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-23,00:00,,Cambridge ARU,3,25 25 25 - -,University of Nottingham Volleyball,0,18 20 19 - -,superleague,women,North Cambridge Academy,unknown,unknown
2021-2022,2021-10-23,00:00,,City of Bristol,1,25 22 25 25 0,Weymouth Volleyball Club,3,18 25 27 27 0,division_1,men,Oasis Academy Brislington,unknown,unknown
2021-2022,2021-10-23,00:00,,Coventry and Warwick Riga,3,25 27 25 - -,London Giants,0,14 25 21 - -,division_2,men,Alan Higgs Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Essex Rebels,3,25 25 19 23 15,Sheffield,2,16 15 25 25 11,superleague,men,University of Essex Sports Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Essex Rebels,3,25 27 25 - -,London Inter Crocs,0,20 25 13 - -,superleague,women,University of Essex Sports Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Team South Wales,0,17 18 23 - -,division_1,women,TBC,unknown,unknown
2021-2022,2021-10-23,00:00,,London Aces,1,17 19 25 13 0,Stockport,3,25 25 21 25 0,division_1,men,Lambeth Academy,unknown,unknown
2021-2022,2021-10-23,00:00,,Newmarket,3,25 25 25 - -,Guildford International,0,16 18 21 - -,division_2,men,Newmarket Leisure Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Rhinos Volleyball Cambridge,3,25 15 25 25 0,Norwich Spikers,1,15 25 18 16 0,division_3,women,Chesterton Sports Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Sheffield 2,0,22 8 17 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Sheffield - U18 Boys,unknown,unknown
2021-2022,2021-10-23,00:00,,The Miners Doncaster,0,20 23 25 - -,University of Nottingham,3,25 25 27 - -,division_1,men,Campsmount Academy,unknown,unknown
2021-2022,2021-10-23,00:00,,Urbond VC Portsmouth,1,14 16 25 22 0,MK City,3,25 25 23 25 0,division_2,men,Mountbatten Leisure Centre,unknown,unknown
2021-2022,2021-10-23,00:00,,Urmston Grammar Volleyball,0,15 22 24 - -,Manchester Marvels Mystics,3,25 25 26 - -,division_2,women,Urmston Grammar School,unknown,unknown
2021-2022,2021-10-23,00:00,,Wessex,3,25 25 25 - -,Essex Trinity,0,19 14 21 - -,division_2,women,Parkstone Grammar School,unknown,unknown
2021-2022,2021-10-24,00:00,,Bristol 2,3,25 25 23 23 15,Ashcombe Dorking,2,17 22 25 25 3,division_2,women,Avanti Gardens School,unknown,unknown
2021-2022,2021-10-24,00:00,,Darkstar Derbyshire 2,0,18 18 18 - -,Tamworth Spartans,3,25 25 25 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-24,00:00,,Darkstar Derbyshire 2,0,19 23 20 - -,Loughborough Students,3,25 25 25 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-24,00:00,,Dartford Chargers,3,25 25 25 - -,Team South Wales,0,18 16 23 - -,division_1,women,Dartford Technology College,unknown,unknown
2021-2022,2021-10-24,00:00,,De Montfort University,3,25 25 25 - -,Ashfield Vipers,0,13 9 15 - -,division_3,women,Riseholme College (Showground Campus),unknown,unknown
2021-2022,2021-10-24,00:00,,Everton Belugas,3,25 25 26 - -,Manchester Marvels Mayhem,0,16 10 24 - -,division_3,women,Life Leisure Brinnington Park,unknown,unknown
2021-2022,2021-10-24,00:00,,Lincoln Cannons,2,25 25 21 26 10,De Montfort University,3,17 16 25 28 15,division_3,women,Riseholme College (Showground Campus),unknown,unknown
2021-2022,2021-10-24,00:00,,Lincoln Cannons,3,25 25 25 - -,Ashfield Vipers,0,18 16 15 - -,division_3,women,Riseholme College (Showground Campus),unknown,unknown
2021-2022,2021-10-24,00:00,,Liverpool,0,23 26 22 - -,Sheffield 2,3,25 28 25 - -,division_2,men,Holly Lodge Girl's College,unknown,unknown
2021-2022,2021-10-24,00:00,,London Inter Orcas,3,23 25 25 25 0,London Inter Crocs,1,25 21 20 20 0,superleague,women,Haverstock School,unknown,unknown
2021-2022,2021-10-24,00:00,,Malory Eagles UEL,3,25 25 25 - -,Richmond Docklands,0,23 18 17 - -,superleague,men,University of East London (Sports Dock),unknown,unknown
2021-2022,2021-10-24,00:00,,Malory Eagles UEL,3,25 25 26 - -,DARKSTAR Derbyshire,0,19 14 24 - -,superleague,women,University of East London (Sports Dock),unknown,unknown
2021-2022,2021-10-24,00:00,,Stockport,0,10 19 13 - -,Everton Belugas,3,25 25 25 - -,division_3,women,Life Leisure Brinnington Park,unknown,unknown
2021-2022,2021-10-24,00:00,,Stockport,3,17 25 25 25 0,Manchester Marvels Mayhem,1,25 20 19 17 0,division_3,women,Life Leisure Brinnington Park,unknown,unknown
2021-2022,2021-10-24,00:00,,Sussex Dolphins 1,3,21 25 25 25 0,Cardiff Falcons,1,25 12 12 22 0,division_2,women,The Triangle,unknown,unknown
2021-2022,2021-10-24,00:00,,Tamworth Spartans,3,25 25 18 20 15,Hull Thunder,2,17 22 25 25 13,division_2,men,Wilnecote Leisure Centre,unknown,unknown
2021-2022,2021-10-24,00:00,,Tamworth Spartans,3,25 25 25 - -,Loughborough Students,0,17 15 13 - -,division_3,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2021-2022,2021-10-24,00:00,,Team Sunderland,3,25 25 25 - -,Leeds Gorse,0,22 14 22 - -,superleague,men,Newcastle Eagles Arena,unknown,unknown
2021-2022,2021-10-24,00:00,,Urmston Grammar Volleyball,3,25 25 26 - -,York Falcons,0,19 8 24 - -,division_2,women,Cardiff University Sports Training Village,unknown,unknown
2021-2022,2021-10-30,00:00,,Ashcombe Dorking,3,25 19 25 23 15,Wessex,2,17 25 21 25 8,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2021-2022,2021-10-30,00:00,,Coventry & Warwick Riga,3,23 33 25 18 15,Team Sunderland,2,25 31 15 25 9,division_1,women,Alan Higgs Centre,unknown,unknown
2021-2022,2021-10-30,00:00,,Essex Blaze,3,20 25 25 25 0,The Miners Doncaster,1,25 23 22 15 0,division_1,men,St John Payne School,unknown,unknown
2021-2022,2021-10-30,00:00,,Essex Rebels,0,8 18 19 - -,Durham Palatinates,3,25 25 25 - -,superleague,women,University of Essex Sports Centre,unknown,unknown
