season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2018-2019,2018-09-30,00:00,,Nottingham Rockets,1,19 14 25 5 0,Tamworth Spartans,3,25 25 21 25 0,division_3,women,Harvey Hadden Sports Complex,unknown,unknown
2018-2019,2018-09-30,00:00,,Richmond 2,3,17 25 25 19 15,Sussex Dolphins 1,2,25 16 21 25 8,division_2,women,Kingston Arena,unknown,unknown
2018-2019,2018-09-30,00:00,,Richmond 3,2,24 22 25 25 12,Sussex Dolphins,3,26 25 18 13 15,division_3,women,Kingston Arena,unknown,unknown
2018-2019,2018-09-30,00:00,,Southampton 2,1,25 13 11 9 0,Wessex,3,18 25 25 25 0,division_3,women,Crestwood College,unknown,unknown
2018-2019,2018-09-30,00:00,,Southampton 2,1,25 17 16 15 0,City of Bristol,3,22 25 25 25 0,division_3,women,Crestwood College,unknown,unknown
2018-2019,2018-09-30,00:00,,Southampton,1,18 25 16 20 0,Ashcombe Dorking,3,25 20 25 25 0,division_2,women,Woodlands Community School,unknown,unknown
2018-2019,2018-09-30,00:00,,The Miners Doncaster,3,25 25 25 - -,Manchester Marvels,0,9 13 16 - -,division_2,men,Campsmount Academy,unknown,unknown
2018-2019,2018-09-30,00:00,,York Falcons,1,19 28 23 21 0,Team Sunderland,3,25 26 25 25 0,division_2,women,Joseph Rowntree School,unknown,unknown
2018-2019,2018-09-30,00:00,,York Vikings,1,23 22 25 18 0,Tamworth Spartans,3,25 25 16 25 0,division_2,men,Joseph Rowntree School,unknown,unknown
2018-2019,2018-10-03,00:00,,Cambridge ARU,3,25 25 25 - -,Tamworth Spartans,0,0 0 0 - -,cup,men,North Cambridge Academy,unknown,unknown
2018-2019,2018-10-04,00:00,,Leeds Gorse,0,17 16 11 - -,Northumbria University,3,25 25 25 - -,cup,women,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-10-06,00:00,,Black Country,3,25 25 26 - -,Newcastle Staffs 2,0,17 15 24 - -,cup,men,Redhill School Sports Hall,unknown,unknown
2018-2019,2018-10-06,00:00,,London Aces,1,25 20 18 21 0,Onyx London,3,23 25 25 25 0,cup,men,Lambeth Academy,unknown,unknown
2018-2019,2018-10-06,00:00,,Manchester Marvels,3,15 25 25 24 15,DARKSTAR Derbyshire,2,25 7 14 26 10,cup,men,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-10-06,00:00,,Newcastle Staffs,3,25 25 25 - -,The Miners Doncaster,0,10 17 19 - -,cup,men,Keele University Sports Centre,unknown,unknown
2018-2019,2018-10-06,00:00,,Newmarket,0,13 18 14 - -,Richmond Docklands,3,25 25 25 - -,cup,men,Newmarket Leisure Centre,unknown,unknown
2018-2019,2018-10-06,00:00,,Sheffield 2,3,20 21 25 25 15,Team Sunderland,2,25 25 18 21 9,cup,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-10-06,00:00,,Sheffield,3,25 25 25 - -,Loughborough Students,0,9 13 20 - -,cup,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-10-06,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,UK Armed Forces,0,5 5 9 - -,cup,women,David Ross Sports Village,unknown,unknown
2018-2019,2018-10-06,00:00,,York Vikings,0,12 6 21 - -,Northumbria University,3,25 25 25 - -,cup,men,Joseph Rowntree School,unknown,unknown
2018-2019,2018-10-07,00:00,,Cambridge ARU,3,25 25 25 - -,Lincoln Cannons,0,19 20 20 - -,cup,women,Riseholme College (Showground Campus),unknown,unknown
2018-2019,2018-10-07,00:00,,Essex Blaze,3,25 25 25 - -,Norwich Spikers,0,15 18 18 - -,cup,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-10-07,00:00,,Essex Rebels,3,25 25 25 - -,Tamworth Spartans,0,10 7 12 - -,cup,women,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-10-07,00:00,,Hull Thunder,0,8 9 16 - -,Durham Palatinates,3,25 25 25 - -,cup,women,Hull Holy Trinity House Academy,unknown,unknown
2018-2019,2018-10-07,00:00,,Leeds Gorse,3,25 25 22 25 0,Intervolley Manchester,1,23 21 25 16 0,division_1,men,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-10-07,00:00,,Lionhearts Vinarius,3,25 22 25 19 15,London Inter Orcas,2,18 25 16 25 6,cup,women,Caius House Youth Centre,unknown,unknown
2018-2019,2018-10-07,00:00,,London Inter Orcas,3,25 25 25 - -,Coventry & Warwick Riga,0,8 17 14 - -,cup,women,TBC,unknown,unknown
2018-2019,2018-10-07,00:00,,Team SideOut Polonia (London),3,26 24 25 25 0,Onyx London,1,24 26 8 13 0,cup,women,St Benedicts School,unknown,unknown
2018-2019,2018-10-07,00:00,,Team Sunderland,3,17 25 25 26 0,Ashfield Vipers,1,25 11 18 24 0,cup,women,,unknown,unknown
2018-2019,2018-10-07,00:00,,Wiltshire Mavericks,0,16 20 18 - -,Hounslow,3,25 25 25 - -,division_3,men,Lavington School,unknown,unknown
2018-2019,2018-10-13,00:00,,Black Country,1,25 23 14 15 0,Manchester Marvels Mystics,3,21 25 25 25 0,division_2,women,Cleobury Mortimer Sports Centre,unknown,unknown
2018-2019,2018-10-13,00:00,,DARKSTAR Derbyshire,0,19 16 19 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_1,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2018-2019,2018-10-13,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Nottingham Rockets,0,22 18 21 - -,division_2,men,University of Derby,unknown,unknown
2018-2019,2018-10-13,00:00,,Dartford Chargers,2,23 27 23 25 12,Sussex Dolphins 1,3,25 25 25 22 15,division_2,women,Dartford Technology College,unknown,unknown
2018-2019,2018-10-13,00:00,,Durham Palatinates,3,25 25 25 - -,Bristol,0,12 4 8 - -,superleague,women,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-10-13,00:00,,Durham Palatinates,3,25 25 25 - -,Southampton,0,13 22 18 - -,superleague,men,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-10-13,00:00,,Essex Blaze,3,25 19 25 25 0,Sheffield,1,21 25 20 22 0,superleague,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-10-13,00:00,,Essex Rebels,3,25 25 25 - -,London Aces,0,15 20 21 - -,division_1,men,Tendring Technology College,unknown,unknown
2018-2019,2018-10-13,00:00,,Leeds Gorse,3,25 22 20 25 15,Sheffield 2,2,17 25 25 19 6,division_1,men,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-10-13,00:00,,MK City,1,18 23 25 22 0,Richmond Bucks,3,25 25 19 25 0,division_2,men,Cranfield Fitness Centre,unknown,unknown
2018-2019,2018-10-13,00:00,,Malory Eagles UEL,3,25 25 25 - -,Newcastle Staffs,0,18 23 23 - -,superleague,men,Ernest Bevin College,unknown,unknown
2018-2019,2018-10-13,00:00,,Newcastle Staffs,1,8 25 22 12 0,Team Sunderland,3,25 23 25 25 0,division_2,women,Keele University Sports Centre,unknown,unknown
2018-2019,2018-10-13,00:00,,Stockport,3,25 23 25 29 0,Norwich Spikers,1,20 25 21 27 0,division_2,men,Life Leisure Brinnington Park,unknown,unknown
2018-2019,2018-10-13,00:00,,Team SideOut Polonia (London),0,17 10 10 - -,London Inter Orcas,3,25 25 25 - -,superleague,women,TBC,unknown,unknown
2018-2019,2018-10-13,00:00,,Team Sunderland,3,25 25 25 - -,Cambridge ARU,0,20 16 10 - -,division_1,men,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-10-14,00:00,,Ashfield Vipers,0,16 19 19 - -,Northampton,3,25 25 25 - -,division_3,women,Telford College of Arts and Technology,unknown,unknown
2018-2019,2018-10-14,00:00,,Coventry and Warwick Riga,0,22 22 14 - -,Stowmarket,3,25 25 25 - -,division_3,men,Alan Higgs Centre,unknown,unknown
2018-2019,2018-10-14,00:00,,Coventry and Warwick Riga,3,25 22 22 25 15,Wombourne 1,2,16 25 25 17 13,division_3,men,Alan Higgs Centre,unknown,unknown
2018-2019,2018-10-14,00:00,,Dartford Chargers,3,25 25 25 - -,Richmond 2,0,22 22 22 - -,division_2,women,Dartford Technology College,unknown,unknown
2018-2019,2018-10-14,00:00,,Intervolley Manchester,1,12 19 25 17 0,Durham Palatinates,3,25 25 23 25 0,cup,men,The Y Club,unknown,unknown
2018-2019,2018-10-14,00:00,,Leeds Gorse,3,25 25 25 25 0,Cambridge ARU,1,27 11 11 18 0,division_1,men,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-10-14,00:00,,Lincoln Cannons,0,15 23 21 - -,York Falcons,3,25 25 25 - -,division_2,women,Riseholme College (Showground Campus),unknown,unknown
2018-2019,2018-10-14,00:00,,London Baks,1,19 25 25 23 0,Hounslow,3,25 27 20 25 0,division_3,men,Redlands Community Sports Hub,unknown,unknown
2018-2019,2018-10-14,00:00,,Manchester Marvels Marauders,1,25 12 13 9 0,Lincoln Cannons,3,21 25 25 25 0,division_3,men,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-10-14,00:00,,Newmarket,3,23 25 25 26 0,Loughborough Students,1,25 15 21 24 0,division_3,men,Newmarket Leisure Centre,unknown,unknown
2018-2019,2018-10-14,00:00,,Nottingham Rockets,1,18 25 21 24 0,Tamworth Spartans,3,25 17 25 26 0,division_2,men,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-10-14,00:00,,Portsmouth,0,20 15 14 - -,Lionhearts Vinarius,3,25 25 25 - -,division_3,women,Priory Community Sports Centre,unknown,unknown
2018-2019,2018-10-14,00:00,,Sheffield,0,15 24 13 - -,Chester Amazons,3,25 26 25 - -,division_3,women,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-10-14,00:00,,University of Nottingham,3,24 25 25 25 0,DARKSTAR Derbyshire,1,26 23 15 23 0,division_2,men,David Ross Sports Village,unknown,unknown
2018-2019,2018-10-14,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,Hounslow,0,12 18 19 - -,division_3,men,Redlands Community Sports Hub,unknown,unknown
2018-2019,2018-10-14,00:00,,Weymouth Volleyball Club,3,25 27 30 - -,London Baks,0,11 25 28 - -,division_3,men,Redlands Community Sports Hub,unknown,unknown
2018-2019,2018-10-14,00:00,,Wombourne 1,0,20 21 19 - -,Stowmarket,3,25 25 25 - -,division_3,men,Alan Higgs Centre,unknown,unknown
2018-2019,2018-10-18,00:00,,Cardiff Falcons,3,25 25 25 - -,University of Bristol,0,0 0 0 - -,division_3,women,USW Sport Park,unknown,unknown
2018-2019,2018-10-18,00:00,,Manchester Marvels,3,25 25 25 - -,Tamworth Spartans,0,0 0 0 - -,division_2,men,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-10-20,00:00,,Black Country,3,25 25 16 25 0,Intervolley Manchester,1,20 17 25 18 0,division_1,men,Redhill School Sports Hall,unknown,unknown
2018-2019,2018-10-20,00:00,,City of Bristol,3,25 25 25 - -,University of Bristol,0,18 17 18 - -,division_2,men,Oasis Academy Brislington,unknown,unknown
2018-2019,2018-10-20,00:00,,DARKSTAR Derbyshire,2,25 22 25 20 14,Manchester Marvels,3,15 25 18 25 16,division_2,men,University of Derby,unknown,unknown
2018-2019,2018-10-20,00:00,,DARKSTAR Derbyshire,3,20 18 25 25 18,Team South Wales,2,25 25 5 14 16,division_1,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2018-2019,2018-10-20,00:00,,Essex Blaze,3,25 25 25 - -,Newcastle Staffs,0,18 18 10 - -,superleague,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-10-20,00:00,,London Aces,3,25 25 25 - -,Cambridge ARU,0,22 20 21 - -,division_1,men,Lambeth Academy,unknown,unknown
2018-2019,2018-10-20,00:00,,Malory Eagles UEL,3,25 26 25 - -,Team SideOut Polonia (London),0,13 24 12 - -,superleague,women,Ernest Bevin College,unknown,unknown
2018-2019,2018-10-20,00:00,,Newcastle Staffs,3,19 25 25 25 0,Lincoln Cannons,1,25 13 13 17 0,division_2,women,Keele University Sports Centre,unknown,unknown
2018-2019,2018-10-20,00:00,,Richmond Docklands,0,15 19 22 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Kingston Arena,unknown,unknown
2018-2019,2018-10-20,00:00,,Sheffield 2,1,25 16 16 18 0,Team Sunderland,3,20 25 25 25 0,division_1,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-10-20,00:00,,Sheffield,3,25 25 25 - -,Southampton,0,15 14 21 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-10-21,00:00,,City of Bristol,1,16 25 14 18 0,Southampton 2,3,25 22 25 25 0,division_3,women,Oasis Academy Brislington,unknown,unknown
2018-2019,2018-10-21,00:00,,DARKSTAR Derbyshire,2,20 16 25 25 10,The Miners Doncaster,3,25 25 19 17 15,division_2,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2018-2019,2018-10-21,00:00,,Essex Trinity,3,25 25 25 - -,Southampton,0,18 9 19 - -,division_2,women,St John Payne School,unknown,unknown
2018-2019,2018-10-21,00:00,,Hull Thunder,2,15 15 25 25 12,Team Sunderland,3,25 25 21 18 15,division_2,women,Hull Holy Trinity House Academy,unknown,unknown
2018-2019,2018-10-21,00:00,,Leicester Athena Phoenix,3,25 25 25 - -,Ashfield Vipers,0,6 20 16 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-10-21,00:00,,MK City,3,25 25 25 - -,University of Bristol,0,12 14 19 - -,division_2,men,Cranfield Fitness Centre,unknown,unknown
2018-2019,2018-10-21,00:00,,Manchester Marvels Mystics,3,18 25 25 12 15,Leeds Gorse,2,25 22 21 25 12,division_2,women,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-10-21,00:00,,Norwich Spikers,3,25 25 25 - -,Loughborough Students,0,16 14 15 - -,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-10-21,00:00,,Nottingham Rockets,0,15 3 18 - -,Leicester Athena Phoenix,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-10-21,00:00,,Nottingham Rockets,1,23 25 20 23 0,Ashfield Vipers,3,25 14 25 25 0,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-10-21,00:00,,Reading Aces,3,25 25 24 16 15,Ashcombe Dorking,2,23 21 26 25 4,division_2,women,Kendrick School,unknown,unknown
2018-2019,2018-10-21,00:00,,Tamworth Spartans,1,18 25 23 23 0,Norwich Spikers,3,25 19 25 25 0,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-10-21,00:00,,Tamworth Spartans,3,25 20 25 25 0,Loughborough Students,1,13 25 14 17 0,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-10-21,00:00,,University of Nottingham Volleyball,3,22 25 25 25 0,Team South Wales,1,25 21 21 12 0,division_1,women,David Ross Sports Village,unknown,unknown
2018-2019,2018-10-21,00:00,,York Falcons,3,25 22 27 25 0,Coventry & Warwick Riga,1,17 25 25 20 0,division_2,women,Joseph Rowntree School,unknown,unknown
2018-2019,2018-10-21,00:00,,York Vikings,3,25 21 25 25 0,Norwich Spikers,1,23 25 20 17 0,division_2,men,Joseph Rowntree School,unknown,unknown
2018-2019,2018-10-27,00:00,,Cambridge ARU,0,20 8 13 - -,Essex Rebels,3,25 25 25 - -,division_1,men,North Cambridge Academy,unknown,unknown
2018-2019,2018-10-27,00:00,,Cambridge ARU,3,25 17 16 26 15,London Inter Orcas,2,19 25 25 24 8,division_1,women,North Cambridge Academy,unknown,unknown
2018-2019,2018-10-27,00:00,,Durham Palatinates,3,25 25 25 - -,Team SideOut Polonia (London),0,14 12 19 - -,superleague,women,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-10-27,00:00,,IBB Polonia London,3,22 28 25 25 0,Sheffield,1,25 26 11 22 0,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2018-2019,2018-10-27,00:00,,Leeds Gorse,3,25 25 12 25 0,York Falcons,1,14 20 25 18 0,division_2,women,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-10-27,00:00,,London Aces,3,25 25 25 - -,Sheffield 2,0,0 23 18 - -,division_1,men,Lambeth Academy,unknown,unknown
2018-2019,2018-10-27,00:00,,Southampton,0,20 20 11 - -,Essex Blaze,3,25 25 25 - -,superleague,men,Itchen College Sports Centre,unknown,unknown
2018-2019,2018-10-27,00:00,,Team South Wales,3,25 23 25 25 0,Herts,1,23 25 13 18 0,division_1,women,Cardiff Metropolitan University Cyncoed Campus Sports Hall,unknown,unknown
2018-2019,2018-10-28,00:00,,Bristol 2,0,13 12 16 - -,Reading Aces,3,25 25 25 - -,division_2,women,Steiner Academy Sportshall,unknown,unknown
2018-2019,2018-10-28,00:00,,Bristol,0,16 12 17 - -,Essex Rebels,3,25 25 25 - -,superleague,women,Steiner Academy Sportshall,unknown,unknown
2018-2019,2018-10-28,00:00,,Bristol,3,27 25 25 25 0,University of Bristol,1,29 21 19 17 0,division_2,men,Steiner Academy Sportshall,unknown,unknown
2018-2019,2018-10-28,00:00,,Intervolley Manchester,1,25 18 20 21 0,Leeds Gorse,3,23 25 25 25 0,division_1,men,The Y Club,unknown,unknown
2018-2019,2018-10-28,00:00,,Manchester Marvels,0,18 18 15 - -,Stockport,3,25 25 25 - -,division_2,men,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-10-28,00:00,,Nottingham Rockets,0,17 21 19 - -,The Miners Doncaster,3,25 25 25 - -,division_2,men,Southglade Leisure Centre,unknown,unknown
2018-2019,2018-10-28,00:00,,Plymouth Mayflower VC,0,21 25 16 - -,Wessex,3,25 27 25 - -,division_3,women,Coombe Dean School,unknown,unknown
2018-2019,2018-10-28,00:00,,Plymouth,1,24 25 18 17 0,Wessex,3,26 23 25 25 0,division_3,women,Coombe Dean School,unknown,unknown
2018-2019,2018-10-28,00:00,,Plymouth,3,25 25 25 - -,Plymouth Mayflower VC,0,22 21 9 - -,division_3,women,Coombe Dean School,unknown,unknown
2018-2019,2018-10-28,00:00,,Portsmouth,3,25 25 25 - -,Sussex Dolphins,0,20 14 19 - -,division_3,women,Northgate Sports Centre,unknown,unknown
2018-2019,2018-11-03,00:00,,Black Country,0,10 16 19 - -,Leeds Gorse,3,25 25 25 - -,division_2,women,Cleobury Mortimer Sports Centre,unknown,unknown
2018-2019,2018-11-03,00:00,,Black Country,1,25 18 20 21 0,Leeds Gorse,3,13 25 25 25 0,division_1,men,Cleobury Mortimer Sports Centre,unknown,unknown
2018-2019,2018-11-03,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,Newcastle Staffs,0,10 22 22 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2018-2019,2018-11-03,00:00,,Essex Blaze,2,30 17 25 21 6,IBB Polonia London,3,28 25 17 25 15,superleague,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-11-03,00:00,,Essex Rebels,3,25 25 16 25 0,London Inter Orcas,1,20 21 25 20 0,superleague,women,TBC,unknown,unknown
2018-2019,2018-11-03,00:00,,Malory Eagles UEL,1,27 19 25 27 0,Durham Palatinates,3,29 25 17 29 0,superleague,men,Ernest Bevin College,unknown,unknown
2018-2019,2018-11-03,00:00,,Malory Eagles UEL,2,16 25 25 17 5,Durham Palatinates,3,25 21 21 25 15,superleague,women,Ernest Bevin College,unknown,unknown
2018-2019,2018-11-03,00:00,,Norwich Spikers,0,18 23 12 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Easton & Otley College,unknown,unknown
