season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2018-2019,2018-11-03,00:00,,Sheffield 2,0,17 20 20 - -,Essex Rebels,3,25 25 25 - -,division_1,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-11-03,00:00,,Sheffield,1,25 17 13 20 0,Richmond Docklands,3,20 25 25 25 0,superleague,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-11-03,00:00,,South Hants,0,15 13 8 - -,Weymouth Volleyball Club,3,25 25 25 - -,division_3,men,Cams Hill School,unknown,unknown
2018-2019,2018-11-03,00:00,,South Hants,3,17 25 26 25 0,Wiltshire Mavericks,1,25 6 24 19 0,division_3,men,Cams Hill School,unknown,unknown
2018-2019,2018-11-03,00:00,,Team Sunderland,3,25 22 25 25 0,Manchester Marvels Mystics,1,15 25 17 22 0,division_2,women,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-11-03,00:00,,Team Sunderland,3,25 25 25 - -,Intervolley Manchester,0,21 15 23 - -,division_1,men,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-11-03,00:00,,The Miners Doncaster,3,25 23 25 18 15,Stockport,2,18 25 15 25 9,division_2,men,Campsmount Academy,unknown,unknown
2018-2019,2018-11-03,00:00,,Wiltshire Mavericks,0,22 13 15 - -,Weymouth Volleyball Club,3,25 25 25 - -,division_3,men,Cams Hill School,unknown,unknown
2018-2019,2018-11-04,00:00,,Ashcombe Dorking 2,0,0 0 0 - -,Portsmouth,3,25 25 25 - -,division_3,women,Kingston Arena,unknown,unknown
2018-2019,2018-11-04,00:00,,Ashfield Vipers,0,14 23 23 - -,Nottingham Rockets,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-11-04,00:00,,Ashfield Vipers,0,16 10 14 - -,Leicester Athena Phoenix,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-11-04,00:00,,Cardiff Falcons,3,25 25 25 - -,Plymouth,0,23 23 11 - -,division_3,women,Cathedral School,unknown,unknown
2018-2019,2018-11-04,00:00,,Cardiff Falcons,3,25 25 27 - -,City of Bristol,0,18 21 25 - -,division_3,women,Cathedral School,unknown,unknown
2018-2019,2018-11-04,00:00,,City of Bristol,1,21 25 13 26 0,Plymouth,3,25 23 25 28 0,division_3,women,Cathedral School,unknown,unknown
2018-2019,2018-11-04,00:00,,Coventry & Warwick Riga 2,0,19 22 22 - -,Loughborough Students,3,25 25 25 - -,division_3,women,Alan Higgs Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,DARKSTAR Derbyshire,3,21 25 27 25 0,University of Nottingham,1,25 18 25 21 0,division_2,men,David Ross Sports Village,unknown,unknown
2018-2019,2018-11-04,00:00,,Herts,2,25 21 22 25 5,DARKSTAR Derbyshire,3,22 25 25 17 15,division_1,women,Queens School,unknown,unknown
2018-2019,2018-11-04,00:00,,Hounslow,2,25 25 21 20 11,Dartford Crossers,3,23 23 25 25 15,division_3,men,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Leeds Gorse,1,19 25 20 26 0,Essex Rebels,3,25 23 25 28 0,division_1,men,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-11-04,00:00,,Leeds Gorse,3,25 25 21 25 0,Coventry & Warwick Riga,1,7 23 25 22 0,division_2,women,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-11-04,00:00,,Lincoln Cannons,0,29 23 23 - -,Hull Thunder,3,31 25 25 - -,division_2,women,Riseholme College (Showground Campus),unknown,unknown
2018-2019,2018-11-04,00:00,,London Baks,3,25 25 25 - -,Urbond VC Portsmouth,0,22 19 18 - -,division_3,men,Castle Green Sport Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Malory Eagles UEL,3,25 25 25 - -,Southampton,0,18 17 17 - -,superleague,men,Ernest Bevin College,unknown,unknown
2018-2019,2018-11-04,00:00,,Manchester Marvels Mayhem,3,25 25 17 25 0,Sheffield,1,18 20 25 23 0,division_3,women,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-11-04,00:00,,Newcastle Staffs 2,0,16 17 23 - -,Stowmarket,3,25 25 25 - -,division_3,men,Newmarket Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Newmarket,3,14 25 33 25 0,Stowmarket,1,25 19 31 22 0,division_3,men,Newmarket Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Newmarket,3,25 19 24 25 15,Newcastle Staffs 2,2,20 25 26 18 12,division_3,men,Newmarket Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Northampton,1,24 25 11 18 0,Norwich Spikers,3,26 23 25 25 0,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Nottingham Rockets,3,9 25 25 25 0,Leicester Athena Phoenix,1,25 20 21 21 0,division_3,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-11-04,00:00,,Plymouth Mayflower VC,2,20 25 23 25 10,Southampton 2,3,25 20 25 9 15,division_3,women,Plymstock School Sports Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Richmond 3,3,20 16 25 25 15,Portsmouth,2,25 25 15 16 13,division_3,women,Kingston Arena,unknown,unknown
2018-2019,2018-11-04,00:00,,Richmond 3,3,25 25 25 - -,Ashcombe Dorking 2,0,0 0 0 - -,division_3,women,Kingston Arena,unknown,unknown
2018-2019,2018-11-04,00:00,,Southampton,1,25 19 21 17 0,Reading Aces,3,19 25 25 25 0,division_2,women,Crestwood College,unknown,unknown
2018-2019,2018-11-04,00:00,,Sussex Dolphins 1,3,14 25 25 25 0,Essex Trinity,1,25 22 21 14 0,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Tamworth Spartans,3,25 19 25 25 15,Norwich Spikers,2,7 25 27 13 9,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Tamworth Spartans,3,25 25 25 21 15,Northampton,2,18 27 15 25 13,division_3,women,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-11-04,00:00,,Wombourne 1,3,15 25 25 25 -,Loughborough Students,1,25 5 19 0 -,division_3,men,Dudley Evolve,unknown,unknown
2018-2019,2018-11-07,00:00,,Northumbria University,3,25 25 25 - -,Sheffield 2,0,0 0 0 - -,cup,men,Sports Central,unknown,unknown
2018-2019,2018-11-10,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Stockport,0,13 23 13 - -,shield,men,Life Leisure Brinnington Park,unknown,unknown
2018-2019,2018-11-10,00:00,,Durham Palatinates,3,16 25 25 26 0,Essex Rebels,1,25 16 17 24 0,superleague,women,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-11-10,00:00,,Durham Palatinates,3,25 25 25 - -,Newcastle Staffs,0,18 19 23 - -,cup,men,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-11-10,00:00,,Essex Blaze,3,25 25 25 - -,Cambridge ARU,0,20 19 17 - -,cup,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-11-10,00:00,,IBB Polonia London,3,22 25 25 25 0,Onyx London,1,25 22 11 15 0,cup,men,Brentford Fountain Leisure Centre,unknown,unknown
2018-2019,2018-11-10,00:00,,Lionhearts Vinarius,1,16 25 15 24 0,Team SideOut Polonia (London),3,25 23 25 26 0,cup,women,Caius House Youth Centre,unknown,unknown
2018-2019,2018-11-10,00:00,,Loughborough Students,0,0 0 0 - -,Intervolley Manchester,3,25 25 25 - -,shield,men,Loughborough University Netball Centre,unknown,unknown
2018-2019,2018-11-10,00:00,,Malory Eagles UEL,3,25 25 25 - -,Black Country,0,21 13 16 - -,cup,men,Ernest Bevin College,unknown,unknown
2018-2019,2018-11-10,00:00,,Newcastle Staffs 2,1,21 16 25 19 0,UK Armed Forces,3,25 25 20 25 0,shield,men,Madeley High School,unknown,unknown
2018-2019,2018-11-10,00:00,,Northumbria University,3,25 25 25 - -,Team Sunderland,0,14 10 16 - -,cup,women,Sports Central,unknown,unknown
2018-2019,2018-11-10,00:00,,Norwich Spikers,3,25 23 25 25 0,Newmarket,1,17 25 23 18 0,shield,men,UEA Norwich Sportspark,unknown,unknown
2018-2019,2018-11-10,00:00,,Richmond Docklands,3,25 25 25 - -,Manchester Marvels,0,21 19 20 - -,cup,men,Kingston Arena,unknown,unknown
2018-2019,2018-11-11,00:00,,Coventry and Warwick Riga,3,25 25 25 - -,Manchester Marvels Marauders,0,15 17 19 - -,shield,men,Alan Higgs Centre,unknown,unknown
2018-2019,2018-11-11,00:00,,Durham Palatinates,3,25 25 21 25 0,University of Nottingham Volleyball,1,20 20 25 12 0,cup,women,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-11-11,00:00,,Hull Thunder,2,26 23 14 25 13,Nottingham Rockets,3,24 25 25 19 15,shield,men,Hull Holy Trinity House Academy,unknown,unknown
2018-2019,2018-11-11,00:00,,Lincoln Cannons,0,18 20 18 - -,University of Nottingham,3,25 25 25 - -,shield,men,Riseholme College (Showground Campus),unknown,unknown
2018-2019,2018-11-11,00:00,,Team Sunderland,3,25 26 25 - -,The Miners Doncaster,0,19 24 17 - -,shield,men,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-11-11,00:00,,University of Bristol,0,18 11 20 - -,Richmond Bucks,3,25 25 25 - -,division_2,men,Wellsway School,unknown,unknown
2018-2019,2018-11-17,00:00,,City of Bristol,3,25 25 27 - -,Essex Estonians,0,19 23 25 - -,division_2,men,Oasis Academy Brislington,unknown,unknown
2018-2019,2018-11-17,00:00,,Newcastle Staffs,0,14 20 19 - -,Durham Palatinates,3,25 25 25 - -,superleague,men,Keele University Sports Centre,unknown,unknown
2018-2019,2018-11-17,00:00,,Newcastle Staffs,0,16 19 21 - -,York Falcons,3,25 25 25 - -,division_2,women,Keele University Sports Centre,unknown,unknown
2018-2019,2018-11-17,00:00,,Nottingham Rockets,3,25 25 20 25 0,Norwich Spikers,1,19 21 25 23 0,division_2,men,Southglade Leisure Centre,unknown,unknown
2018-2019,2018-11-17,00:00,,Richmond Docklands,3,25 25 25 - -,Essex Blaze,0,22 21 15 - -,superleague,men,Kingston Arena,unknown,unknown
2018-2019,2018-11-17,00:00,,Sheffield,3,25 25 27 25 0,Malory Eagles UEL,1,19 14 29 18 0,superleague,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-11-17,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Cambridge ARU,0,12 23 15 - -,division_1,women,TBC,unknown,unknown
2018-2019,2018-11-17,00:00,,University of Nottingham,3,25 25 25 - -,York Vikings,0,20 15 18 - -,division_2,men,TBC,unknown,unknown
2018-2019,2018-11-18,00:00,,Bristol 2,3,25 21 25 22 15,Southampton,2,17 25 21 25 13,division_2,women,Steiner Academy Sportshall,unknown,unknown
2018-2019,2018-11-18,00:00,,Bristol,3,25 12 25 25 0,Team SideOut Polonia (London),1,22 25 21 21 0,superleague,women,Steiner Academy Sportshall,unknown,unknown
2018-2019,2018-11-18,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Stockport,0,20 20 17 - -,division_2,men,Ripley Leisure Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,DARKSTAR Derbyshire,3,26 19 25 25 15,Cambridge ARU,2,24 25 27 18 13,division_1,women,Ripley Leisure Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Durham Palatinates,1,22 27 25 20 0,Sheffield,3,25 29 22 25 0,superleague,men,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-11-18,00:00,,Intervolley Manchester,2,28 18 25 18 14,London Aces,3,26 25 15 25 16,division_1,men,The Y Club,unknown,unknown
2018-2019,2018-11-18,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Richmond 3,0,7 20 19 - -,division_3,women,Caius House Youth Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Sussex Dolphins,0,16 7 9 - -,division_3,women,Caius House Youth Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,London Baks,0,0 0 0 - -,South Hants,3,25 25 25 - -,division_3,men,Castle Green Sport Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,London Baks,0,21 22 21 - -,Wiltshire Mavericks,3,25 25 25 - -,division_3,men,Castle Green Sport Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,London Inter Orcas,0,21 19 17 - -,Team South Wales,3,25 25 25 - -,division_1,women,Island Sports Trust,unknown,unknown
2018-2019,2018-11-18,00:00,,Loughborough Students,3,25 25 33 25 0,Newcastle Staffs 2,1,20 14 35 21 0,division_3,men,Loughborough University Netball Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Loughborough Students,3,25 27 27 - -,Coventry and Warwick Riga,0,22 25 25 - -,division_3,men,Loughborough University Netball Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Manchester Marvels Marauders,0,6 14 13 - -,Hull Thunder,3,25 25 25 - -,division_3,men,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-11-18,00:00,,Manchester Marvels Mystics,3,25 15 25 25 0,Lincoln Cannons,1,22 25 15 14 0,division_2,women,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-11-18,00:00,,Newcastle Staffs 2,3,25 26 10 28 0,Coventry and Warwick Riga,1,22 24 25 26 0,division_3,men,Loughborough University Netball Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Reading Aces,3,25 16 25 25 0,Essex Trinity,1,20 25 20 20 0,division_2,women,Kendrick School,unknown,unknown
2018-2019,2018-11-18,00:00,,Sheffield 2,2,24 25 16 25 9,Leeds Gorse,3,26 18 25 21 15,division_1,men,Sheffield - U18 Boys,unknown,unknown
2018-2019,2018-11-18,00:00,,South Hants,2,20 25 27 25 10,Wiltshire Mavericks,3,25 17 29 16 15,division_3,men,Castle Green Sport Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Sussex Dolphins,3,21 25 25 21 15,Richmond 3,2,25 23 17 25 4,division_3,women,Caius House Youth Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Tamworth Spartans,1,16 13 25 20 0,University of Nottingham,3,25 25 14 25 0,division_2,men,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Urbond VC Portsmouth,0,20 24 12 - -,Weymouth Volleyball Club,3,25 26 25 - -,division_3,men,Priory Community Sports Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Urbond VC Portsmouth,3,25 25 25 - -,Dartford Crossers,0,19 23 22 - -,division_3,men,Priory Community Sports Centre,unknown,unknown
2018-2019,2018-11-18,00:00,,Weymouth Volleyball Club,3,29 27 25 - -,Dartford Crossers,0,27 25 9 - -,division_3,men,Priory Community Sports Centre,unknown,unknown
2018-2019,2018-11-20,00:00,,Tamworth Spartans,3,25 25 25 - -,Lincoln Cannons,0,0 0 0 - -,shield,women,TBC,unknown,unknown
2018-2019,2018-11-24,00:00,,Cambridge ARU,1,23 19 25 20 0,Team South Wales,3,25 25 21 25 0,division_1,women,North Cambridge Academy,unknown,unknown
2018-2019,2018-11-24,00:00,,Cardiff Falcons,3,25 25 25 - -,City of Bristol,0,17 15 18 - -,division_3,women,LeAF Academy,unknown,unknown
2018-2019,2018-11-24,00:00,,Coventry & Warwick Riga,2,10 25 25 14 13,Manchester Marvels Mystics,3,25 18 19 25 15,division_2,women,Alan Higgs Centre,unknown,unknown
2018-2019,2018-11-24,00:00,,Essex Rebels,3,25 25 25 - -,Intervolley Manchester,0,12 14 15 - -,division_1,men,Tendring Technology College,unknown,unknown
2018-2019,2018-11-24,00:00,,IBB Polonia London,3,28 25 25 - -,Malory Eagles UEL,0,26 17 19 - -,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2018-2019,2018-11-24,00:00,,London Aces,3,23 25 25 20 15,Black Country,2,25 17 20 25 9,division_1,men,Lambeth Academy,unknown,unknown
2018-2019,2018-11-24,00:00,,London Inter Orcas,3,25 25 25 - -,Malory Eagles UEL,0,23 20 21 - -,superleague,women,TBC,unknown,unknown
2018-2019,2018-11-24,00:00,,Newcastle Staffs,1,13 25 14 18 0,Sheffield,3,25 23 25 25 0,superleague,men,Keele University Sports Centre,unknown,unknown
2018-2019,2018-11-24,00:00,,Nottingham Rockets,0,21 8 21 - -,Norwich Spikers,3,25 25 25 - -,division_3,women,TBC,unknown,unknown
2018-2019,2018-11-24,00:00,,Southampton,1,25 14 12 21 0,Richmond Docklands,3,23 25 25 25 0,superleague,men,Itchen College Sports Centre,unknown,unknown
2018-2019,2018-11-24,00:00,,Stockport,3,17 25 25 18 15,University of Nottingham,2,25 13 20 25 13,division_2,men,Life Leisure Brinnington Park,unknown,unknown
2018-2019,2018-11-24,00:00,,Tamworth Spartans,1,21 22 25 19 0,DARKSTAR Derbyshire,3,25 25 18 25 0,division_2,men,Wilnecote Leisure Centre,unknown,unknown
2018-2019,2018-11-24,00:00,,Team Sunderland,3,20 28 25 30 0,Leeds Gorse,1,25 26 22 28 0,division_1,men,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-11-24,00:00,,Team Sunderland,3,23 18 25 25 18,Leeds Gorse,2,25 25 21 16 16,division_2,women,Sunderland University (Cityspace),unknown,unknown
2018-2019,2018-11-24,00:00,,University of Bristol,1,28 18 15 23 0,MK City,3,26 25 25 25 0,division_2,men,University of Bristol,unknown,unknown
2018-2019,2018-11-24,00:00,,Wessex,3,18 12 25 27 17,Cardiff Falcons,2,25 25 18 25 15,division_3,women,LeAF Academy,unknown,unknown
2018-2019,2018-11-24,00:00,,Wessex,3,21 25 25 25 0,City of Bristol,1,25 23 15 6 0,division_3,women,LeAF Academy,unknown,unknown
2018-2019,2018-11-25,00:00,,Ashcombe Dorking,2,25 25 22 20 7,Dartford Chargers,3,22 15 25 25 15,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-11-25,00:00,,Chester Amazons,3,25 25 25 - -,Sheffield,0,19 22 12 - -,division_3,women,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-11-25,00:00,,Essex Estonians,3,26 25 25 25 0,Bristol,1,28 19 18 15 0,division_2,men,St John Payne School,unknown,unknown
2018-2019,2018-11-25,00:00,,Essex Trinity,1,25 20 12 14 0,Bristol 2,3,14 25 25 25 0,division_2,women,St John Payne School,unknown,unknown
2018-2019,2018-11-25,00:00,,Lincoln Cannons,2,23 25 25 21 11,Black Country,3,25 18 20 25 15,division_2,women,Riseholme College (Showground Campus),unknown,unknown
2018-2019,2018-11-25,00:00,,Malory Eagles UEL,3,25 25 25 - -,Bristol,0,13 16 18 - -,superleague,women,Ernest Bevin College,unknown,unknown
2018-2019,2018-11-25,00:00,,Norwich Spikers,0,21 18 20 - -,Manchester Marvels,3,25 25 25 - -,division_2,men,Easton & Otley College,unknown,unknown
2018-2019,2018-11-25,00:00,,Plymouth Mayflower VC,2,21 25 25 21 14,Southampton 2,3,25 22 21 25 16,division_3,women,Wellsway School,unknown,unknown
2018-2019,2018-11-25,00:00,,Southampton,0,14 12 23 - -,Richmond 2,3,25 25 25 - -,division_2,women,Woodlands Community School,unknown,unknown
2018-2019,2018-11-25,00:00,,Sussex Dolphins 1,3,25 25 22 25 0,Reading Aces,1,22 18 25 19 0,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-11-25,00:00,,University of Bristol,0,19 10 18 - -,Plymouth Mayflower VC,3,25 25 25 - -,division_3,women,Wellsway School,unknown,unknown
2018-2019,2018-11-25,00:00,,University of Bristol,1,22 25 22 12 0,Southampton 2,3,25 20 25 25 0,division_3,women,Wellsway School,unknown,unknown
2018-2019,2018-11-25,00:00,,York Falcons,3,25 25 25 - -,Hull Thunder,0,19 18 17 - -,division_2,women,Joseph Rowntree School,unknown,unknown
2018-2019,2018-11-25,00:00,,York Vikings,3,25 22 25 25 0,Nottingham Rockets,1,14 25 11 15 0,division_2,men,Joseph Rowntree School,unknown,unknown
2018-2019,2018-12-01,00:00,,Ashcombe Dorking,3,25 10 25 25 0,Essex Trinity,1,9 25 20 17 0,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-12-01,00:00,,Coventry and Warwick Riga,3,25 31 24 25 0,University of Nottingham,1,22 29 26 17 0,shield,men,Centre AT7,unknown,unknown
2018-2019,2018-12-01,00:00,,Essex Rebels,3,25 25 25 - -,Norwich Spikers,0,13 8 16 - -,shield,men,Tendring Technology College,unknown,unknown
2018-2019,2018-12-01,00:00,,London Aces,2,19 22 25 25 12,Leeds Gorse,3,25 25 15 18 15,division_1,men,Lambeth Academy,unknown,unknown
2018-2019,2018-12-01,00:00,,Onyx London,3,25 25 25 - -,Richmond 3,0,0 0 0 - -,shield,women,Moberly Sports Centre,unknown,unknown
2018-2019,2018-12-01,00:00,,Richmond 2,3,21 25 25 25 0,Essex Trinity,1,25 16 22 19 0,division_2,women,Kingston Arena,unknown,unknown
2018-2019,2018-12-01,00:00,,Stowmarket,3,25 17 20 25 15,Newmarket,2,23 25 25 22 11,division_3,men,Redhill School Sports Hall,unknown,unknown
2018-2019,2018-12-01,00:00,,York Falcons,3,25 25 21 25 0,Manchester Marvels Mayhem,1,13 11 25 14 0,shield,women,Joseph Rowntree School,unknown,unknown
2018-2019,2018-12-02,00:00,,Black Country,2,25 20 25 18 11,UK Armed Forces,3,14 25 23 25 15,shield,women,Redhill School Sports Hall,unknown,unknown
2018-2019,2018-12-02,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Leeds Gorse,0,14 21 23 - -,shield,men,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2018-2019,2018-12-02,00:00,,Durham Palatinates,3,25 25 25 - -,Essex Blaze,0,20 18 20 - -,superleague,men,Durham University Sport (Queens Campus),unknown,unknown
2018-2019,2018-12-02,00:00,,Essex Trinity,1,25 14 25 20 0,Dartford Chargers,3,27 25 18 25 0,shield,women,St John Payne School,unknown,unknown
2018-2019,2018-12-02,00:00,,Intervolley Manchester,3,25 28 25 25 0,Nottingham Rockets,1,17 30 15 17 0,shield,men,The Y Club,unknown,unknown
2018-2019,2018-12-02,00:00,,Loughborough Students,0,19 17 24 - -,Leicester Athena Phoenix,3,25 25 26 - -,shield,women,TBC,unknown,unknown
2018-2019,2018-12-02,00:00,,Newcastle Staffs,0,22 19 14 - -,Manchester Marvels Mystics,3,25 25 25 - -,shield,women,Madeley High School,unknown,unknown
2018-2019,2018-12-02,00:00,,Northampton,0,23 16 22 - -,MK City,3,25 25 25 - -,shield,women,Moulton college,unknown,unknown
2018-2019,2018-12-02,00:00,,Nottingham Rockets,0,16 24 17 - -,Leeds Gorse,3,25 26 25 - -,shield,women,Vision West Nottinghamshire College,unknown,unknown
2018-2019,2018-12-02,00:00,,Reading Aces,1,8 25 8 18 0,Ashcombe Dorking,3,25 20 25 25 0,shield,women,Maiden Erlegh School,unknown,unknown
2018-2019,2018-12-02,00:00,,Richmond Docklands,2,23 25 21 25 12,Malory Eagles UEL,3,25 23 25 18 15,superleague,men,Kingston Arena,unknown,unknown
2018-2019,2018-12-02,00:00,,Tamworth Spartans,2,25 16 20 25 12,Stockport,3,22 25 25 17 15,division_2,men,Rawlett Community Sports College,unknown,unknown
2018-2019,2018-12-02,00:00,,UK Armed Forces,1,25 14 17 14 0,London Aces,3,17 25 25 25 0,shield,men,Aldershot Garrison Sports Centre,unknown,unknown
2018-2019,2018-12-02,00:00,,University of Bristol,3,25 25 27 - -,Bristol,0,21 20 25 - -,division_2,men,Wellsway School,unknown,unknown
2018-2019,2018-12-08,00:00,,Black Country,0,14 14 21 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,Redhill School Sports Hall,unknown,unknown
2018-2019,2018-12-08,00:00,,Cambridge ARU,1,17 23 25 19 0,Black Country,3,25 25 20 25 0,division_1,men,North Cambridge Academy,unknown,unknown
2018-2019,2018-12-08,00:00,,DARKSTAR Derbyshire,3,25 15 25 25 0,London Inter Orcas,1,12 25 14 21 0,division_1,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2018-2019,2018-12-08,00:00,,Essex Blaze,3,25 25 25 - -,Malory Eagles UEL,0,22 18 21 - -,superleague,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,Essex Rebels,3,25 18 20 25 15,Malory Eagles UEL,2,21 25 25 15 5,superleague,women,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,IBB Polonia London,3,16 25 25 23 15,Durham Palatinates,2,25 20 23 25 10,superleague,men,Brentford Fountain Leisure Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,Leeds Gorse,3,26 25 25 - -,Lincoln Cannons,0,24 18 19 - -,division_2,women,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-12-08,00:00,,London Inter Orcas,0,20 15 20 - -,Durham Palatinates,3,25 25 25 - -,superleague,women,TBC,unknown,unknown
2018-2019,2018-12-08,00:00,,Newcastle Staffs 2,3,25 25 21 25 0,Wombourne 1,1,23 19 25 19 0,division_3,men,Madeley High School,unknown,unknown
2018-2019,2018-12-08,00:00,,Newcastle Staffs 2,3,25 25 22 25 0,Loughborough Students,1,22 13 25 22 0,division_3,men,Madeley High School,unknown,unknown
2018-2019,2018-12-08,00:00,,Nottingham Rockets,1,25 20 13 19 0,University of Nottingham,3,23 25 25 25 0,division_2,men,Southglade Leisure Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,Richmond Bucks,3,25 25 25 - -,Essex Estonians,0,20 14 21 - -,division_2,men,Kingston Arena,unknown,unknown
2018-2019,2018-12-08,00:00,,Southampton,3,26 25 25 - -,Newcastle Staffs,0,24 20 20 - -,superleague,men,Itchen College Sports Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,Stockport,3,23 25 25 25 0,York Vikings,1,25 20 18 16 0,division_2,men,Life Leisure Brinnington Park,unknown,unknown
2018-2019,2018-12-08,00:00,,Sussex Dolphins 1,3,26 25 20 25 0,Southampton,1,24 22 25 18 0,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2018-2019,2018-12-08,00:00,,Wombourne 1,0,25 22 21 - -,Loughborough Students,3,27 25 25 - -,division_3,men,Madeley High School,unknown,unknown
2018-2019,2018-12-09,00:00,,Dartford Crossers,3,25 22 25 25 0,South Hants,1,16 25 13 13 0,division_3,men,Beths Grammar School,unknown,unknown
2018-2019,2018-12-09,00:00,,Essex Rebels,3,25 25 25 - -,Black Country,0,9 18 19 - -,division_1,men,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-12-09,00:00,,Essex Rebels,3,25 25 25 - -,Team SideOut Polonia (London),0,20 16 21 - -,superleague,women,University of Essex Sports Centre,unknown,unknown
2018-2019,2018-12-09,00:00,,Hounslow,1,22 22 28 23 0,Urbond VC Portsmouth,3,25 25 26 25 0,division_3,men,Spelthorne Leisure Centre,unknown,unknown
2018-2019,2018-12-09,00:00,,Hounslow,3,29 25 25 - -,Wiltshire Mavericks,0,27 13 22 - -,division_3,men,Spelthorne Leisure Centre,unknown,unknown
2018-2019,2018-12-09,00:00,,Leeds Gorse,0,13 22 21 - -,London Aces,3,25 25 25 - -,division_1,men,The Ruth Gorse Academy,unknown,unknown
2018-2019,2018-12-09,00:00,,Lincoln Cannons,3,25 25 25 - -,Manchester Marvels Marauders,0,18 14 15 - -,division_3,men,Orford Jubilee Neighbourhood Hub,unknown,unknown
2018-2019,2018-12-09,00:00,,Manchester Marvels Mystics,0,28 19 20 - -,York Falcons,3,30 25 25 - -,division_2,women,Dean Trust Ardwick,unknown,unknown
2018-2019,2018-12-09,00:00,,Manchester Marvels,3,25 25 25 - -,York Vikings,0,18 20 22 - -,division_2,men,Dean Trust Ardwick,unknown,unknown
