season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2019-2020,2020-02-15,00:00,,Cambridge ARU,2,25 23 25 23 15,Intervolley Manchester,2,23 25 23 25 15,division_1,men,North Cambridge Academy,110308,110308
2019-2020,2020-02-15,00:00,,Stockport,3,25 25 25 - -,City of Bristol,0,12 16 20 - -,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2020-02-09,00:00,,Intervolley Manchester,2,22 25 25 16 12,The Miners Doncaster,3,25 14 20 25 15,division_1,men,The Y Club,110308,110308
2019-2020,2020-02-08,00:00,,City of Bristol,1,17 25 10 21 0,Leeds Gorse,3,25 18 25 25 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-02-08,00:00,,London Aces,0,16 23 17 - -,Cambridge ARU,3,25 25 25 - -,division_1,men,Lambeth Academy,110308,110308
2019-2020,2020-02-08,00:00,,The Miners Doncaster,2,14 26 19 25 13,Stockport,3,25 24 25 19 15,division_1,men,XP School,110308,110308
2019-2020,2020-01-19,00:00,,Essex Estonians,0,23 25 20 - -,City of Bristol,3,25 27 25 - -,division_1,men,St John Payne School,110308,110308
2019-2020,2020-01-18,00:00,,City of Bristol,3,18 27 25 22 15,Intervolley Manchester,2,25 25 16 25 8,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-01-12,00:00,,Intervolley Manchester,2,25 21 19 36 4,Essex Estonians,3,15 25 25 34 15,division_1,men,The Y Club,110308,110308
2019-2020,2020-01-11,00:00,,City of Bristol,1,22 25 23 26 0,Cambridge ARU,3,25 22 25 28 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-01-11,00:00,,Stockport,3,28 25 25 - -,Essex Estonians,0,26 23 23 - -,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2019-12-15,00:00,,Essex Estonians,0,23 17 19 - -,The Miners Doncaster,3,25 25 25 - -,division_1,men,St John Payne School,110308,110308
2019-2020,2019-12-14,00:00,,London Aces,0,17 20 17 - -,The Miners Doncaster,3,25 25 25 - -,division_1,men,Lambeth Academy,110308,110308
2019-2020,2019-12-14,00:00,,Cambridge ARU,3,25 26 25 - -,City of Bristol,0,17 24 18 - -,division_1,men,North Cambridge Academy,110308,110308
2019-2020,2019-12-08,00:00,,Intervolley Manchester,1,25 16 10 14 0,City of Bristol,3,19 25 25 25 0,division_1,men,The Y Club,110308,110308
2019-2020,2019-12-07,00:00,,Leeds Gorse,3,25 25 25 - -,City of Bristol,0,16 21 20 - -,division_1,men,The Ruth Gorse Academy,110308,110308
2019-2020,2019-11-24,00:00,,Leeds Gorse,3,25 25 25 - -,Essex Estonians,0,17 20 17 - -,division_1,men,The Ruth Gorse Academy,110308,110308
2019-2020,2019-11-23,00:00,,City of Bristol,1,16 23 25 21 0,London Aces,3,25 25 13 25 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2019-11-23,00:00,,Stockport,3,14 25 25 25 0,Intervolley Manchester,1,25 16 21 19 0,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2019-11-17,00:00,,Essex Estonians,3,25 25 25 - -,Intervolley Manchester,0,0 0 0 - -,division_1,men,St John Payne School,110308,110308
2019-2020,2019-11-17,00:00,,The Miners Doncaster,1,22 25 19 21 0,London Aces,3,25 22 25 25 0,division_1,men,XP School,110308,110308
2019-2020,2019-11-16,00:00,,Stockport,3,25 25 23 25 15,London Aces,2,20 27 25 15 13,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2019-11-03,00:00,,Intervolley Manchester,0,19 24 16 - -,Leeds Gorse,3,25 26 25 - -,division_1,men,Irlam & Cadishead Leisure Centre,110308,110308
2019-2020,2019-11-02,00:00,,City of Bristol,3,25 25 21 25 0,The Miners Doncaster,1,20 17 25 22 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2019-11-02,00:00,,Leeds Gorse,3,25 25 25 - -,London Aces,0,0 0 0 - -,division_1,men,The Ruth Gorse Academy,110308,110308
2019-2020,2019-11-02,00:00,,Cambridge ARU,3,25 23 25 25 0,Essex Estonians,1,17 25 10 21 0,division_1,men,North Cambridge Academy,110308,110308
2019-2020,2019-10-27,00:00,,Intervolley Manchester,1,14 25 16 10 0,London Aces,3,25 22 25 25 0,division_1,men,Irlam & Cadishead Leisure Centre,110308,110308
2019-2020,2019-10-26,00:00,,City of Bristol,3,25 26 23 25 0,Stockport,1,23 24 25 19 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2019-10-26,00:00,,London Aces,3,25 25 22 25 0,Essex Estonians,1,14 19 25 14 0,division_1,men,Lambeth Academy,110308,110308
2019-2020,2019-10-19,00:00,,Cambridge ARU,3,25 25 25 - -,London Aces,0,21 15 15 - -,division_1,men,Stephen Perse Foundation,110308,110308
2019-2020,2019-10-19,00:00,,Stockport,0,23 27 19 - -,The Miners Doncaster,3,25 29 25 - -,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2019-10-12,00:00,,City of Bristol,3,21 25 25 25 0,Essex Estonians,1,25 17 23 15 0,division_1,men,Oasis Academy Brislington,110308,110308
2019-2020,2019-10-12,00:00,,Stockport,0,22 18 25 - -,Leeds Gorse,3,25 25 27 - -,division_1,men,Life Leisure Brinnington Park,110308,110308
2019-2020,2019-10-12,00:00,,The Miners Doncaster,3,25 17 25 17 15,Intervolley Manchester,2,18 25 22 25 9,division_1,men,XP School,110308,110308
2019-2020,2019-10-06,00:00,,Leeds Gorse,3,25 25 20 25 0,The Miners Doncaster,1,20 18 25 14 0,division_1,men,The Ruth Gorse Academy,110308,110308
2019-2020,2019-09-29,00:00,,Essex Estonians,3,25 25 25 - -,Stockport,0,22 14 19 - -,division_1,men,St John Payne School,110308,110308
2019-2020,2019-09-28,00:00,,Cambridge ARU,3,25 26 25 - -,Leeds Gorse,0,18 24 21 - -,division_1,men,North Cambridge Academy,110308,110308
2019-2020,2020-04-19,00:00,,Tamworth Spartans,2,23 25 23 25 15,Hull Thunder,2,25 23 25 23 15,division_2,men,Rawlett Community Sports College,110308,110308
2019-2020,2020-04-19,00:00,,Manchester Marvels,2,23 25 23 25 15,Sheffield 2,2,25 23 25 23 15,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2020-04-18,00:00,,DARKSTAR Derbyshire,2,23 25 23 25 15,York Vikings,2,25 23 25 23 15,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2020-04-05,00:00,,York Vikings,2,23 25 23 25 15,Tamworth Spartans,2,25 23 25 23 15,division_2,men,York Stadium,110308,110308
2019-2020,2020-03-29,00:00,,Hull Thunder,2,23 25 23 25 15,York Vikings,2,25 23 25 23 15,division_2,men,Hull Holy Trinity House Academy,110308,110308
2019-2020,2020-03-29,00:00,,Sheffield 2,2,23 25 23 25 15,Manchester Marvels,2,25 23 25 23 15,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2020-03-29,00:00,,DARKSTAR Derbyshire,2,23 25 23 25 15,University of Nottingham,2,25 23 25 23 15,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2020-03-28,00:00,,DARKSTAR Derbyshire,2,23 25 23 25 15,Sheffield 2,2,25 23 25 23 15,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2020-03-22,00:00,,Hull Thunder,2,23 25 23 25 15,Manchester Marvels,2,25 23 25 23 15,division_2,men,Hull Holy Trinity House Academy,110308,110308
2019-2020,2020-03-21,00:00,,Sheffield 2,2,23 25 23 25 15,Tamworth Spartans,2,25 23 25 23 15,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2020-03-21,00:00,,University of Nottingham,2,23 25 23 25 15,York Vikings,2,25 23 25 23 15,division_2,men,David Ross Sports Village,110308,110308
2019-2020,2020-03-15,00:00,,York Vikings,0,18 10 19 - -,Sheffield 2,3,25 25 25 - -,division_2,men,University of York Sports Centre,110308,110308
2019-2020,2020-03-08,00:00,,University of Nottingham,3,25 25 25 - -,Manchester Marvels,0,19 20 16 - -,division_2,men,David Ross Sports Village,110308,110308
2019-2020,2020-03-01,00:00,,Manchester Marvels,3,25 25 25 - -,DARKSTAR Derbyshire,0,17 19 7 - -,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2020-02-29,00:00,,Sheffield 2,1,14 17 25 18 0,University of Nottingham,3,25 25 22 25 0,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2020-02-16,00:00,,Hull Thunder,3,26 23 25 25 0,Sheffield 2,1,24 25 21 23 0,division_2,men,Hull Holy Trinity House Academy,110308,110308
2019-2020,2020-02-16,00:00,,Manchester Marvels,2,25 10 25 25 8,University of Nottingham,3,23 25 27 21 15,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2020-02-15,00:00,,Tamworth Spartans,1,22 16 25 22 0,Manchester Marvels,3,25 25 22 25 0,division_2,men,Wilnecote Leisure Centre,110308,110308
2019-2020,2020-02-09,00:00,,Hull Thunder,2,23 24 23 25 15,University of Nottingham,2,25 23 25 23 15,division_2,men,Hull Holy Trinity House Academy,110308,110308
2019-2020,2020-02-09,00:00,,Manchester Marvels,3,25 25 25 - -,York Vikings,0,17 12 19 - -,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2020-02-08,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Hull Thunder,0,18 15 16 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2020-01-19,00:00,,Tamworth Spartans,1,16 25 19 15 0,DARKSTAR Derbyshire,3,25 21 25 25 0,division_2,men,Rawlett Community Sports College,110308,110308
2019-2020,2020-01-11,00:00,,Tamworth Spartans,0,18 21 23 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Wilnecote Leisure Centre,110308,110308
2019-2020,2019-12-15,00:00,,Hull Thunder,3,28 26 18 25 0,Tamworth Spartans,1,26 24 25 17 0,division_2,men,The Allam Sports Centre,110308,110308
2019-2020,2019-12-15,00:00,,York Vikings,0,10 22 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,York Sports Centre,110308,110308
2019-2020,2019-12-08,00:00,,Tamworth Spartans,3,25 25 25 - -,York Vikings,0,14 20 15 - -,division_2,men,Rawlett Community Sports College,110308,110308
2019-2020,2019-12-01,00:00,,University of Nottingham,1,25 22 15 22 0,DARKSTAR Derbyshire,3,17 25 25 25 0,division_2,men,University of Nottingham Sutton Bonington Campus,110308,110308
2019-2020,2019-11-23,00:00,,Sheffield 2,0,23 20 18 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2019-11-23,00:00,,University of Nottingham,3,26 25 25 - -,Tamworth Spartans,0,24 20 15 - -,division_2,men,TBC,110308,110308
2019-2020,2019-11-23,00:00,,York Vikings,1,19 25 16 10 0,Hull Thunder,3,25 22 25 25 0,division_2,men,Joseph Rowntree School,110308,110308
2019-2020,2019-11-17,00:00,,Manchester Marvels,3,25 25 25 - -,Hull Thunder,0,17 23 23 - -,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2019-11-16,00:00,,York Vikings,0,10 23 23 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Joseph Rowntree School,110308,110308
2019-2020,2019-11-02,00:00,,Sheffield 2,3,25 23 25 25 0,York Vikings,1,18 25 17 18 0,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2019-11-02,00:00,,University of Nottingham,3,25 25 25 - -,Hull Thunder,0,12 10 17 - -,division_2,men,David Ross Sports Village,110308,110308
2019-2020,2019-10-27,00:00,,Tamworth Spartans,3,25 25 23 25 0,Sheffield 2,1,18 18 25 22 0,division_2,men,Wilnecote Leisure Centre,110308,110308
2019-2020,2019-10-20,00:00,,DARKSTAR Derbyshire,1,20 25 19 20 0,Manchester Marvels,3,25 11 25 25 0,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2019-10-19,00:00,,University of Nottingham,3,25 25 25 - -,Sheffield 2,0,16 18 21 - -,division_2,men,David Ross Sports Village,110308,110308
2019-2020,2019-10-13,00:00,,Manchester Marvels,3,25 25 25 - -,Tamworth Spartans,0,17 18 16 - -,division_2,men,Dean Trust Ardwick,110308,110308
2019-2020,2019-10-12,00:00,,Sheffield 2,1,24 27 15 21 0,Hull Thunder,3,26 25 25 25 0,division_2,men,Sheffield - U18 Boys,110308,110308
2019-2020,2019-09-29,00:00,,Hull Thunder,0,27 17 20 - -,DARKSTAR Derbyshire,3,29 25 25 - -,division_2,men,Hull Holy Trinity House Academy,110308,110308
2019-2020,2019-09-28,00:00,,York Vikings,3,24 25 25 25 0,Manchester Marvels,1,26 19 20 21 0,division_2,men,Joseph Rowntree School,110308,110308
2019-2020,2019-09-28,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Tamworth Spartans,0,23 16 18 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2019-2020,2020-04-18,00:00,,Richmond Bucks,2,23 25 23 25 15,Guildford International,2,25 23 25 23 15,division_2,men,Kingston Arena,110308,110308
2019-2020,2020-04-18,00:00,,Urbond VC Portsmouth,2,23 25 23 25 15,Bristol,2,25 23 25 23 15,division_2,men,Priory Community Sports Centre,110308,110308
2019-2020,2020-04-11,00:00,,Newmarket,2,23 25 23 24 15,Urbond VC Portsmouth,2,25 23 25 23 15,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2020-04-05,00:00,,Bristol,2,23 25 23 25 15,Guildford International,2,25 23 25 23 15,division_2,men,Steiner Academy Sportshall,110308,110308
2019-2020,2020-04-04,00:00,,Weymouth Volleyball Club,2,23 25 23 25 15,Bristol,2,25 23 25 23 15,division_2,men,Redlands Community Sports Hub,110308,110308
2019-2020,2020-04-04,00:00,,MK City,2,23 25 23 25 15,Newmarket,2,25 23 25 23 15,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2020-03-28,00:00,,Newmarket,2,23 25 23 25 15,Richmond Bucks,2,25 23 25 23 15,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2020-03-28,00:00,,Guildford International,2,23 25 23 25 15,Weymouth Volleyball Club,2,25 23 25 23 15,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2020-03-22,00:00,,University of Bristol,2,23 25 23 25 15,Urbond VC Portsmouth,2,25 23 25 23 15,division_2,men,University of Bristol,110308,110308
2019-2020,2020-03-21,00:00,,Guildford International,2,23 25 23 25 15,University of Bristol,2,25 23 25 23 15,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2020-03-21,00:00,,MK City,2,23 25 23 25 15,Urbond VC Portsmouth,2,25 23 25 23 15,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2020-03-14,00:00,,Urbond VC Portsmouth,2,23 25 23 25 15,Richmond Bucks,2,25 23 25 23 15,division_2,men,Mountbatten Leisure Centre,110308,110308
2019-2020,2020-03-14,00:00,,MK City,2,25 25 27 28 8,Weymouth Volleyball Club,3,19 20 29 30 15,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2020-03-01,00:00,,University of Bristol,0,23 19 21 - -,Richmond Bucks,3,25 25 25 - -,division_2,men,University of Bristol,110308,110308
2019-2020,2020-02-29,00:00,,Richmond Bucks,3,25 25 25 - -,MK City,0,18 17 16 - -,division_2,men,Kingston Arena,110308,110308
2019-2020,2020-02-29,00:00,,Guildford International,3,25 25 25 25 0,Newmarket,1,21 27 21 16 0,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2020-02-16,00:00,,University of Bristol,2,23 25 25 14 13,Newmarket,3,25 23 20 25 15,division_2,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-02-15,00:00,,Urbond VC Portsmouth,1,22 19 25 18 0,Weymouth Volleyball Club,3,25 25 20 25 0,division_2,men,Mountbatten Leisure Centre,110308,110308
2019-2020,2020-02-15,00:00,,MK City,3,25 25 25 - -,Bristol,0,23 9 23 - -,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2020-02-08,00:00,,Richmond Bucks,3,25 25 25 - -,Bristol,0,23 20 16 - -,division_2,men,Kingston Arena,110308,110308
2019-2020,2020-02-08,00:00,,Newmarket,3,25 25 25 - -,University of Bristol,0,9 17 17 - -,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2020-02-08,00:00,,Guildford International,3,25 25 25 - -,Urbond VC Portsmouth,0,23 13 22 - -,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2020-02-02,00:00,,Bristol,3,25 25 21 19 15,Newmarket,2,17 23 25 25 12,division_2,men,Steiner Academy Sportshall,110308,110308
2019-2020,2020-02-01,00:00,,University of Bristol,0,22 18 10 - -,MK City,3,25 25 25 - -,division_2,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-02-01,00:00,,University of Bristol,1,17 25 14 7 0,Weymouth Volleyball Club,3,25 21 25 25 0,division_2,men,Oasis Academy Brislington,110308,110308
2019-2020,2020-01-26,00:00,,University of Bristol,0,25 15 19 - -,Bristol,3,27 25 25 - -,division_2,men,University of Bristol,110308,110308
2019-2020,2020-01-25,00:00,,Richmond Bucks,3,25 15 25 25 0,Newmarket,1,14 25 18 21 0,division_2,men,Kingston Arena,110308,110308
2019-2020,2020-01-18,00:00,,Richmond Bucks,0,18 14 18 - -,Weymouth Volleyball Club,3,25 25 25 - -,division_2,men,Kingston Arena,110308,110308
2019-2020,2020-01-18,00:00,,Guildford International,3,23 25 29 25 0,MK City,1,25 18 27 21 0,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2020-01-11,00:00,,MK City,3,25 25 22 25 0,Guildford International,1,17 19 25 19 0,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2019-12-15,00:00,,Bristol,2,14 25 25 20 14,Weymouth Volleyball Club,3,25 22 21 25 16,division_2,men,Steiner Academy Sportshall,110308,110308
2019-2020,2019-12-14,00:00,,Urbond VC Portsmouth,3,25 25 21 25 0,Newmarket,1,10 19 25 19 0,division_2,men,Priory Community Sports Centre,110308,110308
2019-2020,2019-12-07,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,University of Bristol,0,13 18 12 - -,division_2,men,Redlands Community Sports Hub,110308,110308
2019-2020,2019-12-07,00:00,,Guildford International,3,23 19 26 25 15,Bristol,2,25 25 24 17 11,division_2,men,The Ashcombe Volleyball Centre,110308,110308
2019-2020,2019-12-07,00:00,,Newmarket,2,23 25 25 17 16,MK City,3,25 23 21 25 18,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2019-11-23,00:00,,Weymouth Volleyball Club,3,25 29 25 - -,Guildford International,0,18 27 19 - -,division_2,men,Redlands Community Sports Hub,110308,110308
2019-2020,2019-11-23,00:00,,Urbond VC Portsmouth,3,25 28 25 - -,University of Bristol,0,11 26 14 - -,division_2,men,Mountbatten Leisure Centre,110308,110308
2019-2020,2019-11-17,00:00,,University of Bristol,0,20 24 20 - -,Guildford International,3,25 26 25 - -,division_2,men,University of Bristol,110308,110308
2019-2020,2019-11-16,00:00,,Newmarket,3,24 25 25 16 15,Bristol,2,26 19 22 25 12,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2019-11-16,00:00,,Urbond VC Portsmouth,0,19 26 17 - -,MK City,3,25 28 25 - -,division_2,men,Mountbatten Leisure Centre,110308,110308
2019-2020,2019-11-02,00:00,,Richmond Bucks,3,26 25 24 25 0,Urbond VC Portsmouth,1,24 20 26 17 0,division_2,men,Christ's School,110308,110308
2019-2020,2019-11-02,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,Newmarket,0,18 21 12 - -,division_2,men,Redlands Community Sports Hub,110308,110308
2019-2020,2019-11-02,00:00,,MK City,3,25 25 25 - -,University of Bristol,0,5 13 21 - -,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2019-10-27,00:00,,Bristol,3,25 25 25 - -,University of Bristol,0,13 18 22 - -,division_2,men,Steiner Academy Sportshall,110308,110308
2019-2020,2019-10-20,00:00,,Newmarket,3,26 27 18 25 0,Weymouth Volleyball Club,1,24 25 25 16 0,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2019-10-19,00:00,,Newmarket,1,25 24 22 8 0,Guildford International,3,18 26 25 25 0,division_2,men,Newmarket Leisure Centre,110308,110308
2019-2020,2019-10-19,00:00,,MK City,1,15 25 21 18 0,Richmond Bucks,3,25 16 25 25 0,division_2,men,Cranfield Fitness Centre,110308,110308
2019-2020,2019-10-19,00:00,,Bristol,2,25 25 18 16 7,Urbond VC Portsmouth,3,22 21 25 25 15,division_2,men,Steiner Academy Sportshall,110308,110308
2019-2020,2019-10-13,00:00,,Guildford International,3,25 22 20 25 15,Richmond Bucks,2,23 25 25 18 13,division_2,men,The Ashcombe Volleyball Centre,110308,110308
