season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2024-2025,2024-11-17,Leeds Gorse,0,23 14 21 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,The Stephen Longfellow Academy,Simon Cowie,
2024-2025,2024-11-17,Plymouth,3,22 25 25 26 -,Weymouth,1,25 19 12 24 -,division_3,women,Coombe Dean School,Daniel Sarnik,Christopher Semmens
2024-2025,2024-11-17,City of Bristol,0,19 11 8 - -,Portsmouth,3,25 25 25 - -,division_3,women,Bristol Brunel Academy,Ignacio Diez,Jayne Jones
2024-2025,2024-11-17,Plymouth,0,12 7 5 - -,Reading Aces,3,25 25 25 - -,division_3,women,Coombe Dean School,Daniel Sarnik,Christopher Semmens
2024-2025,2024-11-17,City of Bristol,2,27 20 25 20 8,Plymouth UTV (Unity Through Volleyball),3,25 25 20 25 15,division_3,women,Bristol Brunel Academy,Ignacio Diez,Jayne Jones
2024-2025,2024-11-17,Invicta,1,24 25 18 23 -,Spelthorne Sharks,3,26 21 25 25 -,division_3,women,Maidstone Grammar School for Girls,Alin-vasile Dinica,Tomasz Gierlach
2024-2025,2024-11-17,Spelthorne Sharks,1,25 21 17 19 -,Worthing,3,17 25 25 25 -,division_3,women,Maidstone Grammar School for Girls,Tomasz Gierlach,Alin-vasile Dinica
2024-2025,2024-11-17,Invicta,1,25 18 20 24 -,Worthing,3,19 25 25 26 -,division_3,women,Maidstone Grammar School for Girls,Alin-vasile Dinica,Tomasz Gierlach
2024-2025,2024-11-17,Onyx London,3,26 20 24 25 15,Worthing,2,24 25 26 22 8,division_3,men,Kensington Aldridge Academy,Patrick Koroma,Ruben Duarte
2024-2025,2024-11-17,Hull Thunder,3,25 25 25 - -,Manchester Marvels Mystics,0,21 19 20 - -,division_3,women,Steve Prescott Sports Centre,,
2024-2025,2024-11-17,Manchester Marvels Mystics,3,25 25 25 - -,Newcastle Staffs 2,0,19 22 19 - -,division_3,women,Steve Prescott Sports Centre,,
2024-2025,2024-11-17,Hull Thunder,3,25 25 25 - -,Newcastle Staffs 2,0,18 15 10 - -,division_3,women,Steve Prescott Sports Centre,,
2024-2025,2024-11-17,Darkstar Derbyshire 2,2,25 25 23 20 13,Nottingham Rockets,3,23 13 25 25 15,division_3,women,Harvey Hadden Sports Complex,Safoora Saffari,Gary Cross
2024-2025,2024-11-17,Darkstar Derbyshire 2,3,25 25 29 - -,Lincoln Cannons,0,20 23 27 - -,division_3,women,Harvey Hadden Sports Complex,Safoora Saffari,Gary Cross
2024-2025,2024-11-17,Coventry & Warwick Riga 2,0,19 22 16 - -,Wombourne,3,25 25 25 - -,division_3,women,North Cambridge Academy,Bernardino Ossola,Glynn Archibald
2024-2025,2024-11-17,Rhinos Volleyball Cambridge,0,24 11 22 - -,Wombourne,3,26 25 25 - -,division_3,women,North Cambridge Academy,Glynn Archibald,Bernardino Ossola
2024-2025,2024-11-17,Bristol,3,25 28 25 - -,Cheltenham & Gloucester,0,22 26 17 - -,division_2,women,Avanti Gardens School,Francesca Bentley,Neil Bentley
2024-2025,2024-11-17,Bedminster,3,25 26 25 25 -,Cardiff Falcons,1,19 24 27 18 -,division_2,women,Oasis Academy Brislington,Su Brennand,Janet Leach
2024-2025,2024-11-17,Hounslow,3,25 25 25 - -,Richmond Bucks,0,17 21 23 - -,division_2,men,Lampton School,Ian Cheesbrough,Anna Justkowska
2024-2025,2024-11-17,Everton Narwhals,3,25 20 25 19 15,Newcastle Staffs,2,22 25 21 25 13,division_2,women,Litherland High School,Abdul Salam Safadi,Bryan Youlden
2024-2025,2024-11-17,Manchester Marvels Mayhem,2,25 26 25 19 14,The Miners Doncaster,3,22 24 27 25 16,division_2,women,Dean Trust Ardwick,Kirat Thorat,Martin Mierzwa
2024-2025,2024-11-17,Tamworth Spartans,3,25 25 25 - -,Urmston Grammar Volleyball,0,0 0 0 - -,division_2,women,Wilnecote Leisure Centre,Rita Grimes,William Perugini
2024-2025,2024-11-17,Kings of Court,3,25 18 22 25 15,Sheffield,2,13 25 25 23 10,division_2,men,Vivacity Werrington Leisure Centre,Vitalijs Kondrasovs,
2024-2025,2024-11-17,Dartford Chargers,3,25 25 21 25 -,MK City,1,19 14 25 16 -,division_2,women,Dartford Technology College,Clive Cooper,Sam Yip
2024-2025,2024-11-17,Northampton,1,19 18 25 15 -,Rhinos Volleyball Cambridge,3,25 25 21 25 -,division_2,men,Moulton College,Stephen Smith,Chris Tsui
2024-2025,2024-11-17,Essex Trinity,3,25 25 25 - -,Richmond,0,17 18 23 - -,division_1,women,St John Payne School,Herman Prada,Natalie  Jones
2024-2025,2024-11-17,Everton Belugas,3,25 25 25 - -,Southampton,0,12 14 20 - -,division_1,women,Litherland High School,Bryan Youlden,Abdul Salam Safadi
2024-2025,2024-11-17,Bristol,3,19 26 20 25 15,Leeds Gorse,2,25 24 25 17 11,division_1,men,Avanti Gardens School,Neil Bentley,Francesca Bentley
2024-2025,2024-11-17,Tamworth Spartans,3,25 25 27 - -,Hull Thunder,0,21 16 25 - -,division_1,men,Wilnecote Leisure Centre,William Perugini,Rita Grimes
2024-2025,2024-11-17,Newcastle Knights,3,25 25 25 - -,Leicester Athena Phoenix,0,17 19 18 - -,division_1,women,Newcastle University Sports Centre,Diane Hollows,Debra Smart
2024-2025,2024-11-17,Newmarket,3,25 25 25 - -,Cambridge,0,16 12 19 - -,division_2,men,Newmarket Leisure Centre,Stephen Watts,
2024-2025,2024-11-17,Manchester Marvels,3,25 25 25 25 -,Leeds Gorse 2,1,27 21 13 22 -,division_2,men,Dean Trust Ardwick,Martin Mierzwa,Kirat Thorat
2024-2025,2024-11-17,Wigan Seahawks,1,19 22 25 19 -,Newcastle Staffs 2,3,25 25 15 25 -,division_2,men,St Edmund Arrowsmith Catholic High School,Sarah Hanrahan,Paul Fagan
2024-2025,2024-11-17,Nottingham Rockets,3,17 25 26 25 -,Lincoln Cannons,1,25 13 24 23 -,division_3,women,Harvey Hadden Sports Complex,Gary Cross,Safoora Saffari
2024-2025,2024-11-17,Rhinos Volleyball Cambridge,3,25 25 28 - -,Coventry & Warwick Riga 2,0,21 14 26 - -,division_3,women,North Cambridge Academy,Glynn Archibald,Bernardino Ossola
2024-2025,2024-11-17,Wombourne,2,23 25 25 16 14,Chester,3,25 22 19 25 16,division_3,men,Dudley Evolve,Elia Gironacci,Bryan Machin
2024-2025,2024-11-17,DARKSTAR Derbyshire 2,0,17 14 15 - -,Chester,3,25 25 25 - -,division_3,men,Dudley Evolve,Bryan Machin,Elia Gironacci
2024-2025,2024-11-17,Wombourne,3,25 25 25 - -,DARKSTAR Derbyshire 2,0,12 23 11 - -,division_3,men,Dudley Evolve,Elia Gironacci,Bryan Machin
2024-2025,2024-11-17,Onyx London,1,14 17 25 25 -,Kent Invicta,3,25 25 17 27 -,division_3,men,Kensington Aldridge Academy,Patrick Koroma,Ruben Duarte
2024-2025,2024-11-17,Worthing,0,23 25 14 - -,Kent Invicta,3,25 27 25 - -,division_3,men,Kensington Aldridge Academy,Ruben Duarte,Patrick Koroma
2024-2025,2024-11-17,Portsmouth,3,27 25 25 - -,Plymouth UTV (Unity Through Volleyball),0,25 11 14 - -,division_3,women,Bristol Brunel Academy,Jayne Jones,Ignacio Diez
2024-2025,2024-11-17,Weymouth,0,11 14 14 - -,Reading Aces,3,25 25 25 - -,division_3,women,Coombe Dean School,Christopher Semmens,Daniel Sarnik
2024-2025,2024-11-17,Newcastle Knights,3,25 30 25 - -,IBB Polonia London,0,20 28 18 - -,superleague,men,Newcastle University Sports Centre,Debra Smart,Diane Hollows
2024-2025,2024-11-17,University of Nottingham Volleyball,0,21 17 23 - -,Cambridge ARU,3,25 25 25 - -,superleague,women,David Ross Sports Village,Roberto Rigante,Pete Whyard
2024-2025,2024-11-23,DARKSTAR Derbyshire,0,0 22 16 - -,Leeds Gorse,3,25 25 25 - -,superleague,women,Derby University Sports Centre,Phil Cobb,Ben Hill
2024-2025,2024-11-23,Durham Palatinates,3,23 24 25 25 15,University of Nottingham Volleyball,2,25 26 22 23 9,superleague,women,Graham Sports Centre,Diane Hollows,Stivan Kolev
2024-2025,2024-11-23,Cambridge ARU,0,16 17 23 - -,Essex Rebels,3,25 25 25 - -,superleague,women,Stephen Perse Foundation,Ryszard Dabrowski,Aliaksandr Siarheyeu
2024-2025,2024-11-23,Durham Palatinates,2,28 18 25 25 12,University of Nottingham,3,30 25 20 16 15,superleague,men,Graham Sports Centre,Stivan Kolev,Diane Hollows
2024-2025,2024-11-23,Ashcombe Dorking,2,25 25 17 25 5,Tendring,3,27 18 25 8 15,division_3,women,The Ashcombe Volleyball Centre,Sam Yip,Rachel Kane
2024-2025,2024-11-23,Ashcombe Dorking,0,19 21 23 - -,Dartford Warriors,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,Sam Yip,Rachel Kane
2024-2025,2024-11-23,Dartford Crossers,0,20 19 17 - -,Guildford International,3,25 25 25 - -,division_3,men,Worthing High School,Ludwik Kowalewski,Alin-vasile Dinica
2024-2025,2024-11-23,Guildford International,3,25 23 25 22 15,Worthing,2,18 25 20 25 12,division_3,men,Worthing High School,Alin-vasile Dinica,Ludwik Kowalewski
2024-2025,2024-11-23,Dartford Crossers,3,25 25 21 27 -,Worthing,1,16 17 25 25 -,division_3,men,Worthing High School,Ludwik Kowalewski,Alin-vasile Dinica
2024-2025,2024-11-23,Bedminster,3,25 27 25 - -,Cheltenham & Gloucester,0,15 25 13 - -,division_2,women,Oasis Academy Brislington,Su Brennand,Janet Leach
2024-2025,2024-11-23,Richmond Bucks,3,25 25 25 - -,Spelthorne Lions,0,20 22 21 - -,division_2,men,Kingston College Arena,Giordano Marchi,Fiona Cotterill
2024-2025,2024-11-23,Leicester Athena Phoenix,3,28 21 25 25 -,Southampton,1,26 25 13 16 -,division_1,women,New College Leicester,William Perugini,Gary Cross
2024-2025,2024-11-23,Richmond,1,20 16 25 23 -,Stockport,3,25 25 16 25 -,division_1,women,Kingston College Arena,Peter Parsons,Nicolas Vecchione
2024-2025,2024-11-23,Leeds Gorse,3,25 25 25 - -,Lincoln Cannons,0,10 16 17 - -,division_1,men,The Ruth Gorse Academy,Debra Smart,Gabriela Pecovska
2024-2025,2024-11-23,Cambridge ARU,2,19 25 25 15 10,Tamworth Spartans,3,25 20 21 25 15,division_1,men,Stephen Perse Foundation,Aliaksandr Siarheyeu,Ryszard Dabrowski
2024-2025,2024-11-23,London Baks,3,26 25 25 - -,Hull Thunder,0,24 21 17 - -,division_1,men,Castle Green Sport Centre,Anna Justkowska,Andres Hernandez
2024-2025,2024-11-23,Newcastle Staffs,3,21 25 20 25 16,Exeter Storm,2,25 20 25 15 14,division_1,men,Sir Stanley Matthews Sports Centre,Bryan Machin,Lenny Barry
2024-2025,2024-11-23,London Inter Crocs,0,23 16 25 - -,Everton Belugas,3,25 25 27 - -,division_1,women,Haverstock School,Martin Shakespeare,Domitilla Di Stefano
2024-2025,2024-11-23,MK City,3,22 25 25 33 15,Herts,2,25 12 17 35 12,division_2,women,Glebe Farm School,Glynn Archibald,Patrick Koroma
2024-2025,2024-11-23,Tendring,3,25 18 25 25 -,Dartford Warriors,1,18 25 16 17 -,division_3,women,The Ashcombe Volleyball Centre,Rachel Kane,Sam Yip
2024-2025,2024-11-23,Malory Eagles UEL,3,25 23 25 25 -,Essex Blaze,1,8 25 19 21 -,superleague,men,Ernest Bevin College,Nick Heckford,Ian Cheesbrough
2024-2025,2024-11-23,Team SideOut Polonia (London),2,25 19 25 17 12,Malory Eagles UEL,3,16 25 18 25 15,superleague,women,UEL (Sports Dock),Dominik Biegajlo,Herman Prada
2024-2025,2024-11-24,IBB Polonia London,0,17 21 20 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,men,Crystal Palace National Sports Centre,Katarina Cepinova,Anna Justkowska
2024-2025,2024-11-24,London Giants,1,16 22 25 19 -,Richmond Docklands,3,25 25 20 25 -,superleague,men,Crystal Palace National Sports Centre,Anna Justkowska,Katarina Cepinova
2024-2025,2024-11-24,Manchester Moss Side Jaguars,3,25 22 25 25 -,Newcastle Staffs 2,1,22 25 7 16 -,division_3,women,Moss Side Leisure Centre,Lenny Barry,
2024-2025,2024-11-24,Ashfield Vipers,0,12 15 20 - -,Lincoln Cannons,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,Daniel Mrowiec,James Cole
2024-2025,2024-11-24,Black Country 2,0,21 12 20 - -,Lincoln Cannons,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,James Cole,Daniel Mrowiec
2024-2025,2024-11-24,Cheltenham & Gloucester,1,25 13 24 18 -,Team South Wales,3,23 25 26 25 -,division_2,women,Bournside School,Su Brennand,Janet Leach
2024-2025,2024-11-24,Cardiff Panthers,3,25 27 17 14 15,Wiltshire Mavericks,2,18 25 25 25 7,division_2,men,Fitzalan Highschool,Jayne Jones,Ignacio Diez
2024-2025,2024-11-24,Manchester Marvels Mayhem,3,25 25 25 - -,Sheffield,0,15 19 12 - -,division_2,women,Dean Trust Ardwick,Abdul Salam Safadi,Bryan Youlden
2024-2025,2024-11-24,Manchester Marvels,3,25 25 25 - -,Sheffield,0,19 20 16 - -,division_2,men,Dean Trust Ardwick,Bryan Youlden,Abdul Salam Safadi
2024-2025,2024-11-24,Dartford Chargers,3,26 24 26 25 15,Onyx London,2,28 26 24 20 12,division_2,women,Dartford Technology College,Giordano Marchi,Ian Ruddock
2024-2025,2024-11-24,Cambridge,3,25 16 25 25 -,Richmond 2,1,20 25 22 19 -,division_2,women,North Cambridge Academy,Natalie O'hare,Glynn Archibald
2024-2025,2024-11-24,Cambridge,0,22 23 27 - -,Northampton,3,25 25 29 - -,division_2,men,North Cambridge Academy,Glynn Archibald,Natalie O'hare
2024-2025,2024-11-24,London Inter Crocs,3,25 26 25 - -,Stockport,0,22 24 17 - -,division_1,women,Haverstock School,Ryszard Dabrowski,Huaxi Liu
2024-2025,2024-11-24,Coventry & Warwick Riga,3,25 25 25 - -,Southampton,0,18 18 17 - -,division_1,women,Centre AT7,Pete Whyard,Bryan Machin
2024-2025,2024-11-24,Leeds Gorse,3,25 25 19 25 -,Newcastle Staffs,1,12 18 25 16 -,division_1,men,The Ruth Gorse Academy,Debra Smart,Ayris Saner
2024-2025,2024-11-24,London Giants,3,20 25 25 25 -,Everton Belugas,1,25 22 14 22 -,division_1,women,Clapham Leisure Centre,Gianni Sutton,Andres Hernandez
2024-2025,2024-11-24,Newmarket,3,24 19 26 25 17,MK City,2,26 25 24 18 15,division_2,men,Newmarket Leisure Centre,Stephen Watts,Pete Saunders
2024-2025,2024-11-24,Leeds Gorse 2,3,29 25 25 25 -,Kings of Court,1,31 23 18 22 -,division_2,men,Ruth Gorse Academy,Ayris Saner,Debra Smart
2024-2025,2024-11-24,The Miners Doncaster,3,25 25 23 25 -,Tamworth Spartans,1,21 19 25 10 -,division_2,women,Campsmount Academy,Michal Garncarz,Diane Hollows
2024-2025,2024-11-24,Cardiff Falcons,2,25 15 25 8 11,Bristol,3,22 25 17 25 15,division_2,women,Fitzalan Highschool,Ignacio Diez,Jayne Jones
2024-2025,2024-11-24,Oxford Eagles,3,25 25 21 25 -,Black Country,1,22 13 25 18 -,division_2,women,Bucks New University Sports Centre,Patrick Koroma,Timothy Hebborn
2024-2025,2024-11-24,Black Country 2,0,15 19 18 - -,Ashfield Vipers,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,James Cole,Daniel Mrowiec
2024-2025,2024-11-24,Newcastle Staffs 2,2,25 19 25 10 14,Leeds Gorse 3,3,22 25 19 25 16,division_3,women,Moss Side Leisure Centre,Lenny Barry,Jamie Hollick
2024-2025,2024-11-24,Reading Aces,3,25 25 18 25 -,Bedminster,1,21 20 25 20 -,division_3,men,Kendrick School,Alexandru Calin,Tomasz Gierlach
2024-2025,2024-11-24,Oxford Bulls,3,26 25 25 - -,Bedminster,0,24 21 16 - -,division_3,men,Kendrick School,Tomasz Gierlach,Alexandru Calin
2024-2025,2024-11-24,Reading Aces,0,19 21 20 - -,Oxford Bulls,3,25 25 25 - -,division_3,men,Kendrick School,Alexandru Calin,Tomasz Gierlach
2024-2025,2024-11-24,Essex Rebels,3,23 25 25 25 -,Essex Blaze,1,25 23 17 17 -,superleague,men,Essex Sport Arena,Ian Cheesbrough,Herman Prada
2024-2025,2024-11-30,Cambridge ARU,3,25 25 25 - -,Wessex,0,14 14 10 - -,superleague,women,Stephen Perse Foundation,Glynn Archibald,Maya Stancheva
2024-2025,2024-11-30,Liverpool,3,25 30 22 25 -,York Vikings,1,23 28 25 18 -,division_3,men,Holly Lodge Girl's College,Jamie Hollick,Lenny Barry
2024-2025,2024-11-30,Everton Dugongs,3,27 25 25 25 -,York Vikings,1,29 19 14 21 -,division_3,men,Holly Lodge Girl's College,Lenny Barry,Jamie Hollick
2024-2025,2024-11-30,Ashfield Vipers,3,25 20 29 25 -,Black Country 2,1,13 25 27 16 -,division_3,women,New College Leicester,Ana Pal,Elia Gironacci
2024-2025,2024-11-30,Newcastle Staffs,3,18 25 25 25 -,The Miners Doncaster,1,25 22 23 20 -,division_2,women,Sir Stanley Matthews Sports Centre,Abdul Salam Safadi,Sebastian Struski
2024-2025,2024-11-30,Cambridge,1,25 13 16 18 -,Rhinos Volleyball Cambridge,3,22 25 25 25 -,division_2,men,Stephen Perse Foundation,Maya Stancheva,Glynn Archibald
2024-2025,2024-11-30,Bristol,3,23 25 25 25 -,Newcastle Staffs,1,25 20 16 23 -,division_1,men,Avanti Gardens School,Sam Yip,Richard Parkes
2024-2025,2024-11-30,Lincoln Cannons,0,19 17 20 - -,London Aces,3,25 25 25 - -,division_1,men,Riseholme College (Showground Campus),Simon Cowie,Igors Maksimovs
2024-2025,2024-11-30,Hull Thunder,0,17 21 19 - -,Leeds Gorse,3,25 25 25 - -,division_1,men,Steve Prescott Sport Centre,Stivan Kolev,Diane Hollows
2024-2025,2024-11-30,Exeter Storm,3,21 25 22 25 15,Cambridge ARU,2,25 22 25 20 12,division_1,men,Riverside Leisure Centre,Francesca Bentley,Connor Bromley
2024-2025,2024-11-30,London Baks,0,17 23 21 - -,Black Country,3,25 25 25 - -,division_1,men,Castle Green Sport Centre,Gianni Sutton,Mark Trelfa
2024-2025,2024-11-30,Stockport,2,17 25 25 19 14,Leicester Athena Phoenix,3,25 21 23 25 16,division_1,women,Life Leisure Brinnington Park,Debra Smart,Paul Fagan
2024-2025,2024-11-30,Team South Wales,3,25 25 25 - -,Oxford Eagles,0,14 21 17 - -,division_2,women,Eastern Community Campus,Ignacio Diez,Jayne Jones
2024-2025,2024-11-30,Bristol,3,25 25 25 - -,Black Country,0,14 12 19 - -,division_2,women,Avanti Gardens School,Richard Parkes,Sam Yip
2024-2025,2024-11-30,Leicester Athena Nova,3,26 25 25 - -,Black Country 2,0,24 18 12 - -,division_3,women,New College Leicester,Elia Gironacci,Ana Pal
2024-2025,2024-11-30,Leicester Athena Nova,3,25 26 25 - -,Ashfield Vipers,0,19 24 16 - -,division_3,women,New College Leicester,Elia Gironacci,Ana Pal
2024-2025,2024-11-30,University of Nottingham,3,25 25 17 25 -,London Giants,1,17 20 25 19 -,superleague,men,Jubilee Campus Sports Centre,Roberto Rigante,John Boughton
2024-2025,2024-11-30,IBB Polonia London,1,25 22 13 19 -,Durham Palatinates,3,23 25 25 25 -,superleague,men,Northolt High school,Dominik Biegajlo,Huaxi Liu
2024-2025,2024-11-30,Richmond Docklands,1,15 22 25 22 -,Newcastle Knights,3,25 25 21 25 -,superleague,men,Westminster University Harrow Campus,Peter Parsons,Alexandru Calin
2024-2025,2024-11-30,Malory Eagles UEL,3,25 25 25 - -,Durham Palatinates,0,23 17 20 - -,superleague,women,Ernest Bevin College,Ryszard Dabrowski,Patrick Koroma
2024-2025,2024-11-30,University of Nottingham Volleyball,1,19 25 15 22 -,Lionhearts Vinarius,3,25 23 25 25 -,superleague,women,Jubilee Campus Sports Centre,John Boughton,Roberto Rigante
2024-2025,2024-12-01,DARKSTAR Derbyshire,2,25 18 26 17 12,Lionhearts Vinarius,3,20 25 24 25 15,superleague,women,Ruth Gorse Academy,Lenny Barry,Debra Smart
2024-2025,2024-12-01,Bedminster 2,3,25 25 25 - -,City of Bristol,0,19 17 23 - -,division_3,women,Bristol Brunel Academy,Ignacio Diez,Timothy Hebborn
2024-2025,2024-12-01,City of Bristol,3,17 30 25 25 15,Plymouth,2,25 28 22 27 13,division_3,women,Bristol Brunel Academy,Timothy Hebborn,Ignacio Diez
2024-2025,2024-12-01,Bedminster 2,3,24 25 25 25 -,Plymouth,1,26 21 15 17 -,division_3,women,Bristol Brunel Academy,Ignacio Diez,Timothy Hebborn
2024-2025,2024-12-01,Nuneaton Inferno,0,18 14 18 - -,Weymouth,3,25 25 25 - -,division_3,men,Kendrick School,Andres Hernandez,Peter Parsons
2024-2025,2024-12-01,Reading Aces,3,25 25 27 - -,Weymouth,0,13 15 25 - -,division_3,men,Kendrick School,Peter Parsons,Andres Hernandez
2024-2025,2024-12-01,Dartford Warriors,3,25 25 25 - -,Richmond 3,0,18 19 17 - -,division_3,women,Dartford Technology College,Tomasz Gierlach,Sam Yip
2024-2025,2024-12-01,Dartford Warriors,2,25 21 26 25 4,Invicta,3,18 25 28 15 15,division_3,women,Dartford Technology College,Tomasz Gierlach,Sam Yip
2024-2025,2024-12-01,Essex Estonians,3,25 25 25 - -,London Wildcats,0,12 20 13 - -,division_3,men,St John Payne School,,
2024-2025,2024-12-01,London Wildcats,2,20 25 18 25 12,Onyx London,3,25 23 25 21 15,division_3,men,St John Payne School,,
2024-2025,2024-12-01,Essex Estonians,0,19 23 18 - -,Onyx London,3,25 25 25 - -,division_3,men,St John Payne School,,
2024-2025,2024-12-01,Manchester Moss Side,3,25 25 25 - -,Urmston Grammar,0,23 20 14 - -,division_3,men,Moss Side Leisure Centre,Paul Fagan,Alexia Borcoman
2024-2025,2024-12-01,Manchester Moss Side,3,25 26 25 - -,Sheffield 2,0,21 24 14 - -,division_3,men,Moss Side Leisure Centre,Paul Fagan,Alexia Borcoman
2024-2025,2024-12-01,Manchester Marvels Mayhem,3,25 25 23 25 -,Tamworth Spartans,1,11 17 25 23 -,division_2,women,Dean Trust Ardwick,Toby Reeves Hall,Erfan Jamali
2024-2025,2024-12-01,DARKSTAR Derbyshire,3,25 25 25 25 -,Newcastle Staffs 2,1,19 18 27 19 -,division_2,men,Derby University Sports Centre,David Gardner,Ana Pal
2024-2025,2024-12-01,Norwich Spikers,1,21 25 25 19 -,Richmond 2,3,25 23 27 25 -,division_2,women,Easton & Otley College,,
2024-2025,2024-12-01,Essex Trinity,3,25 25 25 - -,London Inter Crocs,0,18 14 22 - -,division_1,women,St John Payne School,Herman Prada,
2024-2025,2024-12-01,Coventry & Warwick Riga,0,25 19 16 - -,Stockport,3,27 25 25 - -,division_1,women,Alan Higgs Centre,Glynn Archibald,Alex Iftime
2024-2025,2024-12-01,Bristol,3,17 25 25 26 -,Cambridge ARU,1,25 20 18 24 -,division_1,men,Avanti Gardens School,Francesca Bentley,Jacky Pang
2024-2025,2024-12-01,Lincoln Cannons,3,25 25 25 - -,Tamworth Spartans,0,18 20 18 - -,division_1,men,Riseholme College (Showground Campus),Igors Maksimovs,Stivan Kolev
2024-2025,2024-12-01,Southampton,1,16 21 25 16 -,Richmond,3,25 25 21 25 -,division_1,women,Itchen College Sports Centre,Ludwik Kowalewski,Alexandru Calin
2024-2025,2024-12-01,Northampton,2,30 25 22 21 12,MK City,3,28 23 25 25 15,division_2,men,Moulton College,James Cole,Stephen Smith
2024-2025,2024-12-01,Newmarket,3,25 25 19 19 15,Coventry and Warwick Riga,2,18 23 25 25 13,division_2,men,Newmarket Leisure Centre,Stephen Watts,Pete Saunders
2024-2025,2024-12-01,Onyx London,0,0 0 0 - -,Cambridge,3,25 25 25 - -,division_2,women,Harrow Club,Nicolas Vecchione,Huaxi Liu
2024-2025,2024-12-01,Northampton,3,23 25 25 25 -,MK City,1,25 23 17 23 -,division_2,women,Moulton College,Stephen Smith,James Cole
2024-2025,2024-12-01,Manchester Marvels,3,25 25 25 - -,Harrogate,0,15 14 20 - -,division_2,men,Dean Trust Ardwick,Erfan Jamali,Toby Reeves Hall
2024-2025,2024-12-01,The Miners Doncaster,3,25 25 25 - -,Everton Narwhals,0,23 17 23 - -,division_2,women,Campsmount Academy,Simon Cowie,Diane Hollows
2024-2025,2024-12-01,Southampton,3,26 25 25 - -,Richmond Bucks,0,24 15 19 - -,division_2,men,Itchen College Sports Centre,Alexandru Calin,Ludwik Kowalewski
2024-2025,2024-12-01,Cheltenham & Gloucester,2,26 14 18 25 11,Cardiff Falcons,3,24 25 25 20 15,division_2,women,Bournside School,Janet Leach,Su Brennand
2024-2025,2024-12-01,Black Country,0,21 17 13 - -,Bedminster,3,25 25 25 - -,division_2,women,Redhill School Sports Hall,Rita Grimes,Carl Brookes
2024-2025,2024-12-01,Urmston Grammar,3,25 25 25 - -,Sheffield 2,0,5 17 11 - -,division_3,men,Moss Side Leisure Centre,Alexia Borcoman,Paul Fagan
2024-2025,2024-12-01,Richmond 3,1,19 15 25 5 -,Invicta,3,25 25 18 25 -,division_3,women,Dartford Technology College,Sam Yip,Tomasz Gierlach
2024-2025,2024-12-01,Reading Aces,3,25 25 25 - -,Nuneaton Inferno,0,15 23 16 - -,division_3,men,Kendrick School,Peter Parsons,Andres Hernandez
2024-2025,2024-12-01,University of Nottingham,3,25 17 25 25 15,Stockport,2,27 25 15 19 6,superleague,men,University of Nottingham Sutton Bonington Campus,Pete Whyard,Elia Gironacci
2024-2025,2024-12-01,Malory Eagles UEL,3,25 24 25 17 15,Essex Rebels,2,22 26 23 25 9,superleague,men,ACS Cobham International School,Ian Cheesbrough,Nick Heckford
2024-2025,2024-12-01,Richmond Docklands,0,23 23 14 - -,Durham Palatinates,3,25 25 25 - -,superleague,men,University of Westminster Sports Hall Harrow Campus,Dominik Biegajlo,Gabriel Dan
2024-2025,2024-12-01,Malory Eagles UEL,3,10 25 25 25 -,Essex Rebels,1,25 21 22 21 -,superleague,women,ACS Cobham International School,Nick Heckford,Ian Cheesbrough
2024-2025,2024-12-01,Leeds Gorse,2,20 25 21 25 13,Durham Palatinates,3,25 17 25 15 15,superleague,women,Ruth Gorse Academy,Joseph Gore,Lenny Barry
2024-2025,2024-12-07,Lionhearts Vinarius,2,21 25 23 25 9,Team SideOut Polonia (London),3,25 22 25 23 15,superleague,women,Mulberry Shoreditch Academy,Glynn Archibald,Giorgio Scatigna-Gianfagna
2024-2025,2024-12-07,Malory Eagles UEL,3,25 25 25 - -,Richmond Docklands,0,18 18 20 - -,superleague,men,Ernest Bevin College,Dominik Biegajlo,Ryszard Dabrowski
2024-2025,2024-12-07,Ashcombe Dorking,2,22 27 22 25 8,Worthing,3,25 25 25 17 15,division_3,women,The Triangle,Dee Wauchope,Ludwik Kowalewski
2024-2025,2024-12-07,Sussex Dolphins,3,25 25 25 - -,Worthing,0,20 23 15 - -,division_3,women,The Triangle,Ludwik Kowalewski,Dee Wauchope
2024-2025,2024-12-07,Dartford Crossers,3,25 23 25 17 15,Onyx London,2,19 25 20 25 12,division_3,men,Tendring Technology College,Chloe Williamson,
2024-2025,2024-12-07,Ashfield Vipers,3,25 25 25 - -,Nottingham Rockets,0,19 17 17 - -,division_3,women,Ashfield School,Daniel Harrison,Kate Mitchell
2024-2025,2024-12-07,Black Country 2,2,25 25 15 25 17,Coventry & Warwick Riga 2,3,27 20 25 16 19,division_3,women,Belper Leisure Centre,Gary Cross,James Cole
2024-2025,2024-12-07,Leicester Athena Nova,1,25 18 17 18 -,Wombourne,3,22 25 25 25 -,division_3,women,Riseholme College (Showground Campus),Vladimir Hojda,Igors Maksimovs
