season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2022-2023,2022-09-25,00:00,,Nottingham Rockets,1,18 25 18 21 0,Leicester Athena Nova,3,25 17 25 25 0,cup,women,Harvey Hadden Sports Complex,unknown,unknown
2022-2023,2022-09-25,00:00,,Tamworth Spartans,3,25 25 25 - -,Wombourne 1,0,8 10 14 - -,cup,men,Wilnecote Leisure Centre,unknown,unknown
2022-2023,2022-09-25,00:00,,Team SideOut (London),0,19 20 23 - -,Waterloo Thunder,3,25 25 25 - -,cup,women,Moberly Sports Centre,unknown,unknown
2022-2023,2022-09-25,00:00,,The Miners Doncaster,3,25 25 25 25 0,Hull Thunder,1,19 27 11 13 0,cup,women,Campsmount Academy,unknown,unknown
2022-2023,2022-09-25,00:00,,Tonbridge Women,0,10 19 13 - -,Dartford Warriors,3,25 25 25 - -,cup,women,Angel Centre,unknown,unknown
2022-2023,2022-09-25,00:00,,Urbond VC Portsmouth,3,25 25 25 - -,Weymouth Waves,0,14 18 15 - -,cup,women,Priory Community Sports Centre,unknown,unknown
2022-2023,2022-09-25,00:00,,Urmston Grammar Volleyball,3,25 25 25 - -,Manchester Moss Side Jaguars,0,9 16 13 - -,cup,women,Urmston Grammar School,unknown,unknown
2022-2023,2022-09-25,00:00,,Worthing,3,25 25 25 - -,FVC Phoenix,0,17 20 19 - -,cup,women,Worthing High School,unknown,unknown
2022-2023,2022-09-25,00:00,,Worthing,3,25 25 25 20 16,South Hants,2,21 27 21 25 14,cup,men,Worthing High School,unknown,unknown
2022-2023,2022-09-25,00:00,,York Falcons,3,24 25 25 25 0,Lincoln Cannons,1,26 20 20 18 0,cup,women,Joseph Rowntree School,unknown,unknown
2022-2023,2022-09-28,00:00,,Newmarket,1,22 25 18 14 0,Rhinos Volleyball Cambridge,3,25 16 25 25 0,cup,men,Newmarket Leisure Centre,unknown,unknown
2022-2023,2022-10-01,00:00,,Black Country,2,20 19 25 25 9,Weymouth Volleyball Club,3,25 25 23 20 15,division_1,men,Redhill School Sports Hall,unknown,unknown
2022-2023,2022-10-01,00:00,,Cambridge ARU,2,25 22 25 21 11,Essex Rebels,3,22 25 15 25 15,superleague,women,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-01,00:00,,Cambridge ARU,3,25 25 25 - -,Urbond VC Portsmouth,0,16 16 12 - -,division_2,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-01,00:00,,Chester Amazons,0,14 19 18 - -,Northampton,3,25 25 25 - -,division_2,women,Ellesmere Port Church of England Academy,unknown,unknown
2022-2023,2022-10-01,00:00,,City of Bristol,3,23 22 25 25 15,Coventry and Warwick Riga,2,25 25 21 21 13,division_1,men,Oasis Academy Brislington,unknown,unknown
2022-2023,2022-10-01,00:00,,Essex Blaze,0,23 24 22 - -,London Aces,3,25 26 25 - -,division_1,men,Boswells School,unknown,unknown
2022-2023,2022-10-01,00:00,,Leeds Gorse 2,3,25 25 25 - -,York Falcons,0,19 23 12 - -,division_3,women,The Ruth Gorse Academy,unknown,unknown
2022-2023,2022-10-01,00:00,,Richmond Bucks,0,22 13 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_1,men,Kingston Arena,unknown,unknown
2022-2023,2022-10-01,00:00,,Richmond Docklands,2,22 25 23 25 11,Newcastle Staffs,3,25 23 25 17 15,superleague,men,Richmond Volleyball,unknown,unknown
2022-2023,2022-10-01,00:00,,Sussex Dolphins 1,3,25 25 24 25 0,Ashcombe Dorking,1,19 21 26 22 0,division_2,women,The Triangle,unknown,unknown
2022-2023,2022-10-01,00:00,,Team South Wales,0,12 16 26 - -,Coventry & Warwick Riga,3,25 25 28 - -,division_1,women,TBC,unknown,unknown
2022-2023,2022-10-01,00:00,,The Miners Doncaster,3,25 25 25 - -,Hull Thunder,0,20 16 23 - -,division_2,men,Campsmount Academy,unknown,unknown
2022-2023,2022-10-01,00:00,,University of Nottingham Volleyball,0,20 17 14 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,David Ross Sports Village,unknown,unknown
2022-2023,2022-10-01,00:00,,University of Nottingham,0,17 22 26 - -,Malory Eagles UEL,3,25 25 28 - -,superleague,men,University of Nottingham,unknown,unknown
2022-2023,2022-10-01,00:00,,Urmston Grammar Volleyball 2,1,13 24 25 15 0,Everton Narwhals,3,25 26 15 25 0,division_3,women,Moorside High School,unknown,unknown
2022-2023,2022-10-01,00:00,,Wessex,0,22 19 17 - -,MK City,3,25 25 25 - -,division_1,women,Parkstone Grammar School,unknown,unknown
2022-2023,2022-10-02,00:00,,Ashfield Vipers,0,13 19 13 - -,The Miners Doncaster,3,25 25 25 - -,division_3,women,Ashfield School,unknown,unknown
2022-2023,2022-10-02,00:00,,Black Country,3,25 25 15 25 0,Loughborough Students,1,11 19 25 22 0,division_3,women,Redhill School Sports Hall,unknown,unknown
2022-2023,2022-10-02,00:00,,Black Country,3,25 25 25 - -,Leicester Athena Nova,0,8 20 10 - -,division_3,women,Redhill School Sports Hall,unknown,unknown
2022-2023,2022-10-02,00:00,,Essex Trinity,0,19 19 12 - -,Richmond 2,3,25 25 25 - -,division_2,women,Boswells School,unknown,unknown
2022-2023,2022-10-02,00:00,,Herts,3,25 25 25 - -,Urbond VC Portsmouth,0,0 0 0 - -,division_2,women,Queens School,unknown,unknown
2022-2023,2022-10-02,00:00,,Hounslow,2,25 25 23 18 14,Guildford International,3,16 14 25 25 16,division_2,men,Lampton School,unknown,unknown
2022-2023,2022-10-02,00:00,,London Inter Crocs,1,25 14 21 15 0,London Inter Orcas,3,22 25 25 25 0,superleague,women,Haverstock School,unknown,unknown
2022-2023,2022-10-02,00:00,,Loughborough Students,3,25 25 25 - -,Leicester Athena Nova,0,11 23 17 - -,division_3,women,Redhill School Sports Hall,unknown,unknown
2022-2023,2022-10-02,00:00,,Manchester Marvels Mavericks,3,25 25 25 - -,Bradford Eagles Men,0,20 16 11 - -,division_3,men,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-02,00:00,,Manchester Marvels Mavericks,3,25 25 25 - -,Urmston Grammar V2,0,15 17 21 - -,division_3,men,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-02,00:00,,Manchester Moss Side Jaguars,1,25 21 19 22 0,Manchester Marvels Mayhem,3,17 25 25 25 0,division_3,women,Moss Side Leisure Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Newmarket,3,19 25 25 25 0,Liverpool,1,25 13 15 21 0,division_2,men,Newmarket Leisure Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Norwich Spikers,3,25 25 18 26 15,Richmond 3,2,27 21 25 24 13,division_3,women,UEA Norwich Sportspark,unknown,unknown
2022-2023,2022-10-02,00:00,,Norwich Spikers,3,30 25 25 - -,Dartford Warriors,0,28 18 11 - -,division_3,women,UEA Norwich Sportspark,unknown,unknown
2022-2023,2022-10-02,00:00,,Plymouth Mayflower VC,1,25 20 15 18 0,Southampton 2,3,17 25 25 25 0,division_3,women,Plymstock School Sports Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Plymouth Mayflower VC,1,25 23 15 16 0,Portsmouth,3,22 25 25 25 0,division_3,women,Plymstock School Sports Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Reading Aces,3,25 25 25 - -,Spelthorne Sharks,0,20 14 19 - -,division_3,women,Kendrick School,unknown,unknown
2022-2023,2022-10-02,00:00,,Rhinos Volleyball Cambridge,0,15 21 21 - -,Everton Belugas,3,25 25 25 - -,division_2,women,Chesterton Sports Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Richmond 3,3,25 25 25 - -,Dartford Warriors,0,16 19 19 - -,division_3,women,UEA Norwich Sportspark,unknown,unknown
2022-2023,2022-10-02,00:00,,South Hants,0,18 14 14 - -,Exeter Storm,3,25 25 25 - -,division_3,men,Cams Hill School,unknown,unknown
2022-2023,2022-10-02,00:00,,Southampton 2,3,23 25 25 21 15,Portsmouth,2,25 18 15 25 5,division_3,women,Plymstock School Sports Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Southampton,3,22 25 25 29 0,Bristol 2,1,25 16 15 27 0,division_2,women,Woodlands Community School,unknown,unknown
2022-2023,2022-10-02,00:00,,Tamworth Spartans,3,25 25 25 - -,Wombourne 1,0,21 21 22 - -,division_2,men,Wilnecote Leisure Centre,unknown,unknown
2022-2023,2022-10-02,00:00,,Urmston Grammar V2,1,10 20 28 17 0,Bradford Eagles Men,3,25 25 26 25 0,division_3,men,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-02,00:00,,Urmston Grammar Volleyball,3,19 25 25 25 0,Coventry & Warwick Riga 2,1,25 21 15 16 0,division_2,women,Urmston Grammar School,unknown,unknown
2022-2023,2022-10-08,00:00,,Bristol,0,19 13 16 - -,University of Nottingham,3,25 25 25 - -,cup,men,TBC,unknown,unknown
2022-2023,2022-10-08,00:00,,Cambridge ARU,2,19 23 28 25 13,Durham Palatinates,3,25 25 26 20 15,cup,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-08,00:00,,Cambridge ARU,3,25 25 25 - -,Reading Aces,0,13 12 16 - -,cup,women,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-08,00:00,,Harrogate,0,14 9 19 - -,Newcastle Staffs,3,25 25 25 - -,cup,men,Rossett Sports Centre,unknown,unknown
2022-2023,2022-10-08,00:00,,Hull Thunder,0,13 12 12 - -,Stockport,3,25 25 25 - -,cup,men,Steve Prescott Sports Centre,unknown,unknown
2022-2023,2022-10-08,00:00,,Leeds Gorse,3,25 25 25 - -,Everton Dugongs,0,20 20 10 - -,cup,men,The Ruth Gorse Academy,unknown,unknown
2022-2023,2022-10-08,00:00,,London Bears,3,25 25 25 - -,Guildford International,0,10 19 19 - -,cup,men,Ark Academy,unknown,unknown
2022-2023,2022-10-08,00:00,,Malory Eagles UEL,3,25 25 25 - -,MK City,0,16 14 13 - -,cup,women,Ernest Bevin College,unknown,unknown
2022-2023,2022-10-08,00:00,,Malory Eagles UEL,3,25 25 25 - -,Rhinos Volleyball Cambridge,0,14 12 15 - -,cup,men,Ernest Bevin College,unknown,unknown
2022-2023,2022-10-08,00:00,,Manchester Marvels Marauders,0,17 16 19 - -,Essex Rebels,3,25 25 25 - -,cup,men,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-08,00:00,,Northampton Polish Crew,3,23 25 25 24 0,Black Country,1,25 19 17 12 0,cup,men,Daventry Leisure Centre,unknown,unknown
2022-2023,2022-10-08,00:00,,Team SideOut (London),3,22 26 25 25 0,London Wildcats,1,25 24 9 20 0,cup,men,Academy Sport,unknown,unknown
2022-2023,2022-10-08,00:00,,Team Sunderland,3,25 20 25 25 0,Spelthorne Lions,1,23 25 13 20 0,cup,men,CitySport,unknown,unknown
2022-2023,2022-10-08,00:00,,Wessex,3,25 21 25 25 15,Team South Wales,2,11 25 27 18 9,division_1,women,Parkstone Grammar School,unknown,unknown
2022-2023,2022-10-08,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,UK Armed Forces,0,0 0 0 - -,cup,men,TBC,unknown,unknown
2022-2023,2022-10-08,00:00,,Worthing,0,13 9 17 - -,Richmond Docklands,3,25 25 25 - -,cup,men,Worthing High School,unknown,unknown
2022-2023,2022-10-09,00:00,,Dartford Warriors,2,25 25 9 18 10,Worthing,3,20 19 25 25 15,cup,women,Dartford Technology College,unknown,unknown
2022-2023,2022-10-09,00:00,,Essex Rebels,3,25 25 25 - -,Leicester Athena Nova,0,10 10 20 - -,cup,women,University of Essex Sports Centre,unknown,unknown
2022-2023,2022-10-09,00:00,,Everton Belugas,3,25 25 25 - -,The Miners Doncaster,0,16 14 8 - -,cup,women,Litherland High School,unknown,unknown
2022-2023,2022-10-09,00:00,,Everton Narwhals,0,10 9 8 - -,Durham Palatinates,3,25 25 25 - -,cup,women,Litherland High School,unknown,unknown
2022-2023,2022-10-09,00:00,,Leeds Gorse,3,25 25 25 - -,Team Sunderland,0,7 12 15 - -,cup,women,The Ruth Gorse Academy,unknown,unknown
2022-2023,2022-10-09,00:00,,London Inter Crocs,3,25 25 25 - -,Ashcombe Dorking,0,16 19 12 - -,cup,women,The Ashcombe Volleyball Centre,unknown,unknown
2022-2023,2022-10-09,00:00,,London Inter Orcas,3,25 25 25 - -,Leicester Athena Phoenix,0,23 21 16 - -,cup,women,Talacre Community Sports Centre,unknown,unknown
2022-2023,2022-10-09,00:00,,Manchester Marvels Mayhem,0,12 18 13 - -,University of Nottingham Volleyball,3,25 25 25 - -,cup,women,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-09,00:00,,Northampton,3,25 25 25 - -,Chester Amazons,0,17 19 19 - -,division_2,women,Moulton College,unknown,unknown
2022-2023,2022-10-09,00:00,,Richmond 2,3,25 25 25 - -,Cambridge,0,8 17 9 - -,cup,women,Kingston Arena,unknown,unknown
2022-2023,2022-10-09,00:00,,Waterloo Thunder,3,25 25 17 22 15,Bristol,2,0 22 25 25 9,cup,women,University of East London (Sports Dock),unknown,unknown
2022-2023,2022-10-09,00:00,,Wessex,3,25 25 24 25 0,Urbond VC Portsmouth,1,16 22 26 18 0,cup,women,Parkstone Grammar School,unknown,unknown
2022-2023,2022-10-09,00:00,,Wimbledon Wildkats,0,8 9 16 - -,Team SideOut Polonia (London),3,25 25 25 - -,cup,women,Moberly Sports Centre,unknown,unknown
2022-2023,2022-10-09,00:00,,York Falcons,0,15 20 22 - -,Urmston Grammar Volleyball,3,25 25 25 - -,cup,women,Joseph Rowntree School,unknown,unknown
2022-2023,2022-10-15,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,Team Sunderland,0,13 13 11 - -,division_1,women,Alan Higgs Centre,unknown,unknown
2022-2023,2022-10-15,00:00,,Coventry and Warwick Riga,0,15 12 22 - -,Stockport,3,25 25 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2022-2023,2022-10-15,00:00,,Durham Palatinates,3,25 25 25 - -,Essex Rebels,0,17 16 18 - -,superleague,women,Sport and wellbeing centre Durham,unknown,unknown
2022-2023,2022-10-15,00:00,,Durham Palatinates,3,25 25 27 - -,Essex Rebels,0,12 20 25 - -,superleague,men,Durham Palatinates,unknown,unknown
2022-2023,2022-10-15,00:00,,Leicester Athena Nova,0,12 13 19 - -,De Montfort University,3,25 25 25 - -,division_3,women,New College Leicester,unknown,unknown
2022-2023,2022-10-15,00:00,,Leicester Athena Phoenix,1,26 19 20 20 0,Bristol,3,24 25 25 25 0,division_1,women,New College Leicester,unknown,unknown
2022-2023,2022-10-15,00:00,,London Aces,3,25 23 25 25 0,Richmond Bucks,1,18 25 16 18 0,division_1,men,Kingston Arena,unknown,unknown
2022-2023,2022-10-15,00:00,,MK City,0,18 8 21 - -,Cambridge ARU,3,25 25 25 - -,division_2,men,Glebe Farm School,unknown,unknown
2022-2023,2022-10-15,00:00,,MK City,0,22 9 15 - -,Lionhearts Vinarius,3,25 25 25 - -,division_1,women,Glebe Farm School,unknown,unknown
2022-2023,2022-10-15,00:00,,Malory Eagles UEL,3,22 19 27 25 15,Richmond Docklands,2,25 25 25 21 11,superleague,men,Malory Eagles,unknown,unknown
2022-2023,2022-10-15,00:00,,Malory Eagles UEL,3,25 25 25 - -,Cambridge ARU,0,23 21 22 - -,superleague,women,Ernest Bevin College,unknown,unknown
2022-2023,2022-10-15,00:00,,Newcastle Staffs,3,25 25 25 - -,Leeds Gorse,0,19 13 20 - -,superleague,men,Newcastle (Staffs) VC,unknown,unknown
2022-2023,2022-10-15,00:00,,Sheffield,1,17 26 22 20 -,University of Nottingham,3,25 24 25 25 -,superleague,men,Sheffield,unknown,unknown
2022-2023,2022-10-15,00:00,,Stockport,1,19 13 25 18 0,Everton Belugas,3,25 25 19 25 0,division_2,women,Life Leisure Brinnington Park,unknown,unknown
2022-2023,2022-10-15,00:00,,University of Nottingham Volleyball,3,29 13 25 19 15,London Inter Orcas,2,27 25 23 25 13,superleague,women,Jubilee Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Bradford Eagles Men,0,22 24 24 - -,Harrogate,3,25 26 26 - -,division_3,men,Hanson Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,Bradford Eagles Men,1,28 16 19 25 0,York Vikings,3,26 25 25 27 0,division_3,men,Hanson Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,Bristol 2,3,25 25 25 - -,Essex Trinity,0,17 20 13 - -,division_2,women,Avanti Gardens School,unknown,unknown
2022-2023,2022-10-16,00:00,,Cambridge,3,21 24 25 25 15,Rhinos Volleyball Cambridge,2,25 26 22 21 11,division_3,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,DARKSTAR Derbyshire,2,22 16 25 25 13,Leeds Gorse,3,25 25 22 22 15,superleague,women,University of Derby,unknown,unknown
2022-2023,2022-10-16,00:00,,Dartford Crossers,3,25 25 25 - -,Ashcombe Dorking Knights,0,16 17 18 - -,division_3,men,Stowupland Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Essex Rebels,3,25 25 25 - -,London Inter Crocs,0,19 20 19 - -,superleague,women,University of Essex Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Everton Dugongs,3,25 25 25 - -,Urmston Grammar V2,0,17 17 14 - -,division_3,men,The Y Club,unknown,unknown
2022-2023,2022-10-16,00:00,,Harrogate,3,25 25 22 25 0,York Vikings,1,20 20 25 16 0,division_3,men,Hanson Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,Intervolley Manchester,0,19 22 18 - -,Everton Dugongs,3,25 25 25 - -,division_3,men,The Y Club,unknown,unknown
2022-2023,2022-10-16,00:00,,Intervolley Manchester,2,22 20 25 25 13,Urmston Grammar V2,3,25 25 20 21 15,division_3,men,The Y Club,unknown,unknown
2022-2023,2022-10-16,00:00,,Liverpool,0,21 23 23 - -,Hull Thunder,3,25 25 25 - -,division_2,men,Holly Lodge Girl's College,unknown,unknown
2022-2023,2022-10-16,00:00,,Loughborough Students,1,23 25 21 14 0,Cambridge,3,25 20 25 25 0,division_3,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,Loughborough Students,2,20 17 31 25 12,Rhinos Volleyball Cambridge,3,25 25 29 23 15,division_3,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-16,00:00,,Manchester Marvels Marauders,0,14 11 15 - -,Manchester Moss Side,3,25 25 25 - -,division_3,men,Urmston Grammar School,unknown,unknown
2022-2023,2022-10-16,00:00,,Manchester Marvels Mystics,3,25 25 25 - -,Coventry & Warwick Riga 2,0,19 22 13 - -,division_2,women,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-16,00:00,,Manchester Marvels,3,26 25 18 17 17,Black Country,2,24 21 25 25 15,division_1,men,Dean Trust Ardwick,unknown,unknown
2022-2023,2022-10-16,00:00,,Newmarket,3,25 25 25 - -,Wombourne 1,0,13 17 21 - -,division_2,men,Newmarket Leisure Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Northampton,2,25 21 18 25 14,Tamworth Spartans,3,19 25 25 16 16,division_2,women,Moulton College,unknown,unknown
2022-2023,2022-10-16,00:00,,Rhinos Volleyball Cambridge,3,25 25 26 25 0,Chester Amazons,1,17 15 28 16 0,division_2,women,Chesterton Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Richmond 2,3,25 27 25 - -,Herts,0,23 25 16 - -,division_2,women,Kingston Arena,unknown,unknown
2022-2023,2022-10-16,00:00,,Southampton,0,6 21 11 - -,Exeter Storm,3,25 25 25 - -,division_3,men,Itchen College Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Southampton,3,25 25 18 25 0,University of Bristol,1,17 14 25 18 0,division_3,men,Itchen College Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Stowmarket,1,25 19 21 28 0,Dartford Crossers,3,16 25 25 30 0,division_3,men,Stowupland Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Stowmarket,3,25 25 25 - -,Ashcombe Dorking Knights,0,21 14 18 - -,division_3,men,Stowupland Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Sussex Dolphins 1,3,25 25 21 25 0,Southampton,1,20 17 25 14 0,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Team Sunderland,0,20 15 19 - -,Leicester Athena Phoenix,3,25 25 25 - -,division_1,women,Sunderland University (Cityspace),unknown,unknown
2022-2023,2022-10-16,00:00,,University of Bristol,0,15 19 16 - -,Exeter Storm,3,25 25 25 - -,division_3,men,Itchen College Sports Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Urbond VC Portsmouth,0,11 5 16 - -,Hounslow,3,25 25 25 - -,division_2,men,Mountbatten Leisure Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Urbond VC Portsmouth,1,16 14 25 23 0,Ashcombe Dorking,3,25 25 16 25 0,division_2,women,Mountbatten Leisure Centre,unknown,unknown
2022-2023,2022-10-16,00:00,,Urmston Grammar 2,1,25 21 17 18 0,Manchester Moss Side,3,20 25 25 25 0,division_3,men,Urmston Grammar School,unknown,unknown
2022-2023,2022-10-16,00:00,,Urmston Grammar 2,3,25 25 25 - -,Manchester Marvels Marauders,0,16 14 21 - -,division_3,men,Urmston Grammar School,unknown,unknown
2022-2023,2022-10-22,00:00,,Ashcombe Dorking,0,20 23 15 - -,Southampton,3,25 25 25 - -,division_2,women,The Ashcombe Volleyball Centre,unknown,unknown
2022-2023,2022-10-22,00:00,,Cambridge ARU,3,25 25 25 - -,Bristol,0,16 22 21 - -,division_2,men,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-22,00:00,,Cambridge ARU,3,9 25 13 26 15,London Inter Orcas,2,25 21 25 24 12,superleague,women,North Cambridge Academy,unknown,unknown
2022-2023,2022-10-22,00:00,,City of Bristol,0,21 15 20 - -,London Aces,3,25 25 25 - -,division_1,men,Oasis Academy Brislington,unknown,unknown
2022-2023,2022-10-22,00:00,,Coventry & Warwick Riga,3,23 25 25 26 0,Dartford Chargers,1,25 14 12 24 0,division_1,women,Alan Higgs Centre,unknown,unknown
2022-2023,2022-10-22,00:00,,Coventry and Warwick Riga,3,25 17 21 25 15,DARKSTAR Derbyshire,2,22 25 25 13 13,division_1,men,Alan Higgs Centre,unknown,unknown
2022-2023,2022-10-22,00:00,,De Montfort University,0,22 18 15 - -,Darkstar Derbyshire 2,3,25 25 25 - -,division_3,women,St. Gregory's the Great School,unknown,unknown
2022-2023,2022-10-22,00:00,,Essex Blaze,3,29 25 15 25 0,Manchester Marvels,1,27 23 25 15 0,division_1,men,Boswells School,unknown,unknown
2022-2023,2022-10-22,00:00,,Everton Belugas,3,25 25 25 - -,Northampton,0,14 16 16 - -,division_2,women,Litherland High School,unknown,unknown
