season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2010-2011,2010-11-06,00:00,,Richmond Docklands,3,25 23 25 25 0,Essex Estonians,1,18 25 19 23 0,cup,men,,unknown,unknown
2010-2011,2010-11-06,00:00,,Sheffield,3,25 25 20 25 0,Loughborough Students,1,16 17 25 15 0,cup,men,,unknown,unknown
2010-2011,2010-11-06,00:00,,York Vikings,0,17 21 16 - -,Northumbria University,3,25 25 25 - -,cup,men,,unknown,unknown
2010-2011,2010-11-07,00:00,,Ashcombe Dorking,3,25 25 25 - -,Essex Trinity,0,16 11 9 - -,cup,women,,unknown,unknown
2010-2011,2010-11-07,00:00,,Bristol,0,23 16 23 - -,City of Bristol,3,25 25 25 - -,division_2,men,USW Sports Centre Newport,unknown,unknown
2010-2011,2010-11-07,00:00,,Dartford Crossers,1,22 25 25 20 0,Essex Blaze,3,25 14 27 25 0,division_3,men,Dartford Technology College,unknown,unknown
2010-2011,2010-11-07,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,Cambridge ARU,0,12 13 9 - -,cup,women,,unknown,unknown
2010-2011,2010-11-07,00:00,,Team South Wales,3,25 26 25 - -,Plymouth,0,16 24 5 - -,cup,women,,unknown,unknown
2010-2011,2010-11-13,00:00,,Coventry and Warwick Riga,3,25 25 25 - -,Richmond Docklands,0,18 19 17 - -,superleague,men,Alan Higgs Centre,unknown,unknown
2010-2011,2010-11-14,00:00,,Bristol,3,25 18 25 25 0,Plymouth,1,21 25 6 23 0,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2010-11-14,00:00,,Bristol,3,25 25 22 23 15,Sussex Dolphins 1,2,11 12 25 25 9,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2010-11-14,00:00,,Plymouth,3,25 15 25 25 0,Sussex Dolphins 1,1,23 25 23 20 0,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2010-11-20,00:00,,Cambridge ARU,1,17 33 25 16 0,Newcastle Staffs,3,25 35 22 25 0,division_1,men,North Cambridge Academy,unknown,unknown
2010-2011,2010-11-20,00:00,,Cambridge ARU,3,25 25 25 - -,Loughborough Students,0,10 11 12 - -,division_2,women,North Cambridge Academy,unknown,unknown
2010-2011,2010-11-20,00:00,,Essex Estonians,3,25 25 25 - -,Leeds Gorse,0,13 14 18 - -,division_2,men,Becket Keys School,unknown,unknown
2010-2011,2010-11-20,00:00,,Essex Trinity,2,26 25 22 17 12,Newcastle Staffs,3,24 22 25 25 15,division_2,women,Becket Keys School,unknown,unknown
2010-2011,2010-11-20,00:00,,Northumbria University,1,21 25 22 19 0,Malory Eagles UEL,3,25 16 25 25 0,superleague,men,Sports Central,unknown,unknown
2010-2011,2010-11-20,00:00,,Sheffield,3,19 25 25 25 0,Coventry and Warwick Riga,1,25 23 19 23 0,superleague,men,Sheffield - U18 Boys,unknown,unknown
2010-2011,2010-11-21,00:00,,Essex Rebels,1,21 25 19 16 0,Bristol,3,25 19 25 25 0,division_2,women,New Forest,unknown,unknown
2010-2011,2010-11-21,00:00,,Guildford International,3,24 21 25 25 15,Reading Aces,2,26 25 19 16 10,division_2,women,ACS Cobham International School,unknown,unknown
2010-2011,2010-11-21,00:00,,Guildford International,3,25 25 25 - -,Plymouth,0,19 19 16 - -,division_2,women,ACS Cobham International School,unknown,unknown
2010-2011,2010-11-21,00:00,,Plymouth,0,20 16 18 - -,Reading Aces,3,25 25 25 - -,division_2,women,ACS Cobham International School,unknown,unknown
2010-2011,2010-11-21,00:00,,Southampton,3,25 25 25 - -,Sussex Dolphins 1,0,14 14 20 - -,division_2,women,Crestwood College,unknown,unknown
2010-2011,2010-11-21,00:00,,Team South Wales,3,25 25 25 - -,Bristol 2,0,15 20 18 - -,division_3,women,USW Sports Centre Newport,unknown,unknown
2010-2011,2010-11-27,00:00,,Black Country,3,23 25 25 25 0,Cambridge ARU,1,25 16 20 17 0,division_1,men,Camp Hill School,unknown,unknown
2010-2011,2010-11-27,00:00,,Coventry and Warwick Riga,3,23 23 25 25 15,Northumbria University,2,25 25 19 23 7,superleague,men,Alan Higgs Centre,unknown,unknown
2010-2011,2010-11-27,00:00,,IBB Polonia London,3,25 25 25 - -,Richmond Docklands,0,17 19 23 - -,superleague,men,St Benedicts School,unknown,unknown
2010-2011,2010-11-27,00:00,,Malory Eagles UEL,3,25 23 26 27 15,Ashcombe Dorking,2,22 25 24 29 13,superleague,women,Ernest Bevin College,unknown,unknown
2010-2011,2010-11-27,00:00,,Newcastle Staffs,3,25 25 25 - -,Southampton,0,15 18 21 - -,division_1,men,Keele University Sports Centre,unknown,unknown
2010-2011,2010-11-28,00:00,,Essex Rebels,1,15 25 20 17 0,Sussex Dolphins 1,3,25 22 25 25 0,division_2,women,Tendring Technology College,unknown,unknown
2010-2011,2010-11-28,00:00,,Loughborough Students,0,15 18 15 - -,Essex Trinity,3,25 25 25 - -,division_2,women,Sir David Wallace Sports Hall,unknown,unknown
2010-2011,2010-11-28,00:00,,Plymouth,0,21 15 17 - -,Southampton,3,25 25 25 - -,division_2,women,TBC,unknown,unknown
2010-2011,2010-11-28,00:00,,Reading Aces,3,25 25 25 - -,Bristol,0,18 13 23 - -,division_2,women,Kendrick School,unknown,unknown
2010-2011,2010-12-04,00:00,,Newmarket,0,23 21 21 - -,Nottingham Rockets,3,25 25 25 - -,shield,men,,unknown,unknown
2010-2011,2010-12-04,00:00,,Stowmarket,0,14 8 11 - -,London Aces,3,25 25 25 - -,shield,men,,unknown,unknown
2010-2011,2010-12-05,00:00,,Loughborough Students,1,25 17 21 22 0,Dartford Chargers,3,14 25 25 25 0,shield,women,,unknown,unknown
2010-2011,2010-12-05,00:00,,Malory Eagles UEL,3,26 25 25 - -,Southampton,0,24 17 15 - -,cup,men,,unknown,unknown
2010-2011,2010-12-11,00:00,,IBB Polonia London,3,25 25 21 25 0,Sheffield,1,16 19 25 21 0,superleague,men,St Benedicts School,unknown,unknown
2010-2011,2010-12-11,00:00,,Leeds Gorse,1,21 14 25 17 0,Ashcombe Dorking,3,25 25 23 25 0,superleague,women,Gryphon Sports Centre,unknown,unknown
2010-2011,2010-12-11,00:00,,Loughborough Students,0,0 0 0 - -,Dartford Crossers,3,25 25 25 - -,shield,men,,unknown,unknown
2010-2011,2010-12-11,00:00,,Richmond Docklands,0,21 18 14 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,men,Haverstock School,unknown,unknown
2010-2011,2010-12-11,00:00,,Southampton,0,23 22 22 - -,Black Country,3,25 25 25 - -,division_1,men,Itchen College Sports Centre,unknown,unknown
2010-2011,2010-12-11,00:00,,York Vikings,0,10 5 7 - -,Essex Estonians,3,25 25 25 - -,division_2,men,University of York Sports Centre,unknown,unknown
2010-2011,2010-12-12,00:00,,Bristol 2,0,18 16 15 - -,Team South Wales,3,25 25 25 - -,division_3,women,Llanishen L.C,unknown,unknown
2010-2011,2010-12-12,00:00,,Guildford International,3,19 25 25 25 0,Essex Rebels,1,25 18 19 13 0,division_2,women,ACS Cobham International School,unknown,unknown
2010-2011,2011-01-08,00:00,,Nottingham Rockets,0,19 20 11 - -,Coventry and Warwick Riga,3,25 25 25 - -,shield,men,,unknown,unknown
2010-2011,2011-01-09,00:00,,Newcastle Staffs,3,25 25 25 - -,Essex Trinity,0,0 0 0 - -,shield,women,,unknown,unknown
2010-2011,2011-01-15,00:00,,Malory Eagles UEL,3,25 25 26 - -,Coventry and Warwick Riga,0,17 15 24 - -,superleague,men,Ernest Bevin College,unknown,unknown
2010-2011,2011-01-15,00:00,,Malory Eagles UEL,3,25 25 26 - -,Leeds Gorse,0,15 13 14 - -,superleague,women,Ernest Bevin College,unknown,unknown
2010-2011,2011-01-15,00:00,,Northumbria University,3,21 25 25 25 0,IBB Polonia London,1,25 18 23 20 0,superleague,men,Sports Central,unknown,unknown
2010-2011,2011-01-15,00:00,,Sheffield,2,25 41 23 24 13,Richmond Docklands,3,20 39 25 26 15,superleague,men,Sheffield - U18 Boys,unknown,unknown
2010-2011,2011-01-16,00:00,,Cambridge ARU,0,24 17 16 - -,London Inter Orcas,3,26 25 25 - -,shield,women,TBC,unknown,unknown
2010-2011,2011-01-16,00:00,,Cambridge ARU,1,21 25 20 21 0,Essex Trinity,3,25 10 25 25 0,division_2,women,North Cambridge Academy,unknown,unknown
2010-2011,2011-01-16,00:00,,Cambridge ARU,3,20 25 25 25 0,Southampton,1,25 14 18 18 0,division_1,men,North Cambridge Academy,unknown,unknown
2010-2011,2011-01-16,00:00,,Essex Blaze,1,32 14 22 21 0,Dartford Crossers,3,30 25 25 25 0,division_3,men,Boswells School,unknown,unknown
2010-2011,2011-01-16,00:00,,Guildford International,3,15 25 25 26 0,Bristol,1,25 22 23 24 0,division_2,women,ACS Cobham International School,unknown,unknown
2010-2011,2011-01-16,00:00,,Malory Eagles UEL,3,25 25 19 25 0,Northumbria University,1,20 22 25 21 0,cup,women,,unknown,unknown
2010-2011,2011-01-16,00:00,,Reading Aces,1,23 21 25 20 0,Southampton,3,25 25 16 25 0,division_2,women,Kendrick School,unknown,unknown
2010-2011,2011-01-22,00:00,,Newcastle Staffs,3,25 25 14 25 0,Northampton,1,18 21 25 21 0,division_2,women,Madeley High School,unknown,unknown
2010-2011,2011-01-22,00:00,,Richmond Docklands,3,23 25 25 21 15,Coventry and Warwick Riga,2,25 19 19 25 9,superleague,men,Haverstock School,unknown,unknown
2010-2011,2011-01-22,00:00,,Sheffield,3,25 25 25 - -,Northumbria University,0,18 23 23 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2010-2011,2011-01-22,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,Ashcombe Dorking,0,19 13 19 - -,superleague,women,St Benedicts School,unknown,unknown
2010-2011,2011-01-23,00:00,,Reading Aces,3,26 25 25 - -,Sussex Dolphins 1,0,24 16 18 - -,division_2,women,Kendrick School,unknown,unknown
2010-2011,2011-01-29,00:00,,Malory Eagles UEL,0,22 23 18 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,Ernest Bevin College,unknown,unknown
2010-2011,2011-01-29,00:00,,Malory Eagles UEL,2,25 19 25 16 13,IBB Polonia London,3,20 25 22 25 15,superleague,men,Ernest Bevin College,unknown,unknown
2010-2011,2011-01-29,00:00,,Northumbria University,3,19 25 25 21 15,Richmond Docklands,2,25 19 23 25 11,superleague,men,Sports Central,unknown,unknown
2010-2011,2011-01-29,00:00,,York Vikings,0,21 22 16 - -,Loughborough Students,3,25 25 25 - -,division_2,men,University of York Sports Centre,unknown,unknown
2010-2011,2011-01-30,00:00,,Bristol,3,25 25 17 25 0,Essex Rebels,1,11 20 25 22 0,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2011-01-30,00:00,,Northampton,3,25 25 25 - -,Loughborough Students,0,8 13 7 - -,division_2,women,Moulton Leisure Centre,unknown,unknown
2010-2011,2011-01-30,00:00,,Portsmouth,0,16 12 14 - -,Northumbria University,3,25 25 25 - -,division_1,women,Priory Community Sports Centre,unknown,unknown
2010-2011,2011-01-30,00:00,,Southampton,2,25 20 14 25 10,Guildford International,3,23 25 25 10 15,division_2,women,Crestwood College,unknown,unknown
2010-2011,2011-02-05,00:00,,Black Country,1,27 11 17 16 0,Malory Eagles UEL,3,25 25 25 25 0,cup,men,,unknown,unknown
2010-2011,2011-02-05,00:00,,City of Bristol,3,16 25 25 25 0,Coventry and Warwick Riga,1,25 13 21 21 0,shield,men,,unknown,unknown
2010-2011,2011-02-05,00:00,,Essex Estonians,3,25 25 23 25 0,London Aces,1,20 18 25 17 0,shield,men,,unknown,unknown
2010-2011,2011-02-05,00:00,,Essex Rebels,0,0 0 0 - -,Newcastle Staffs,3,25 25 25 - -,shield,women,,unknown,unknown
2010-2011,2011-02-05,00:00,,Northumbria University,1,25 14 18 19 0,Sheffield,3,23 25 25 25 0,cup,men,,unknown,unknown
2010-2011,2011-02-05,00:00,,Sussex Dolphins 1,1,17 25 19 21 0,Essex Rebels,3,25 14 25 25 0,division_2,women,TBC,unknown,unknown
2010-2011,2011-02-05,00:00,,Sussex Dolphins 1,3,22 25 25 25 0,Plymouth,1,25 18 21 23 0,division_2,women,TBC,unknown,unknown
2010-2011,2011-02-06,00:00,,Bristol 2,0,5 12 12 - -,Team South Wales,3,25 25 25 - -,division_3,women,Orchard School,unknown,unknown
2010-2011,2011-02-06,00:00,,Bristol 2,2,17 26 25 23 11,City of Bristol,3,25 24 21 25 15,division_3,women,Orchard School,unknown,unknown
2010-2011,2011-02-06,00:00,,Bristol,0,19 22 18 - -,Reading Aces,3,25 25 25 - -,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2011-02-06,00:00,,Cambridge ARU,0,22 17 18 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,North Cambridge Academy,unknown,unknown
2010-2011,2011-02-06,00:00,,Malory Eagles UEL,3,25 25 19 18 15,Ashcombe Dorking,2,20 19 25 25 10,cup,women,,unknown,unknown
2010-2011,2011-02-06,00:00,,Team South Wales,3,25 26 25 - -,City of Bristol,0,23 24 13 - -,division_3,women,Orchard School,unknown,unknown
2010-2011,2011-02-19,00:00,,IBB Polonia London,3,23 27 25 25 0,Coventry and Warwick Riga,1,25 25 22 23 0,superleague,men,St Benedicts School,unknown,unknown
2010-2011,2011-02-19,00:00,,Leeds Gorse,3,25 23 25 18 15,Loughborough Students,2,18 25 19 25 7,division_2,men,Gryphon Sports Centre,unknown,unknown
2010-2011,2011-02-19,00:00,,Sheffield,3,21 25 25 25 0,Malory Eagles UEL,1,25 20 20 19 0,superleague,men,Sheffield - U18 Boys,unknown,unknown
2010-2011,2011-02-19,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,Leeds Gorse,0,4 8 10 - -,superleague,women,St Benedicts School,unknown,unknown
2010-2011,2011-02-20,00:00,,Bristol,3,25 25 22 25 15,Southampton,2,27 18 25 17 9,division_2,women,Clifton College Sports Centre,unknown,unknown
2010-2011,2011-02-20,00:00,,City of Bristol,0,19 17 13 - -,Bristol 2,3,25 25 25 - -,division_3,women,University of Bristol,unknown,unknown
2010-2011,2011-02-20,00:00,,Loughborough Students,0,5 19 6 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Limehurst Academy,unknown,unknown
2010-2011,2011-02-26,00:00,,London Inter Orcas,3,25 25 17 25 0,Guildford International,1,16 21 25 15 0,shield,women,TBC,unknown,unknown
2010-2011,2011-02-26,00:00,,Malory Eagles UEL,0,16 21 21 - -,Sheffield,3,25 25 25 - -,cup,men,,unknown,unknown
2010-2011,2011-02-26,00:00,,Nottingham Rockets,0,20 14 17 - -,Newcastle Staffs,3,25 25 25 - -,shield,women,,unknown,unknown
2010-2011,2011-02-26,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,Malory Eagles UEL,0,18 15 19 - -,cup,women,,unknown,unknown
2010-2011,2011-02-27,00:00,,Nottingham Rockets,3,25 27 19 15 15,Newcastle Staffs 2,2,18 25 25 25 12,division_3,men,Southglade Leisure Centre,unknown,unknown
2010-2011,2011-02-27,00:00,,Southampton,3,17 26 25 19 15,Plymouth,2,25 24 10 25 3,division_2,women,Crestwood College,unknown,unknown
2010-2011,2011-03-02,00:00,,Black Country,3,25 19 25 16 15,Newcastle Staffs,2,20 25 18 25 7,division_1,men,Camp Hill School,unknown,unknown
2010-2011,2011-03-05,00:00,,Coventry and Warwick Riga,2,23 26 15 25 8,Sheffield,3,25 24 25 20 15,superleague,men,Alan Higgs Centre,unknown,unknown
2010-2011,2011-03-05,00:00,,Malory Eagles UEL,3,18 25 28 25 15,Northumbria University,2,25 20 30 17 10,superleague,men,Ernest Bevin College,unknown,unknown
2010-2011,2011-03-05,00:00,,York Vikings,0,13 18 8 - -,Leeds Gorse,3,25 25 25 - -,division_2,men,University of York Sports Centre,unknown,unknown
2010-2011,2011-03-06,00:00,,Essex Rebels,2,26 22 14 25 13,Reading Aces,3,24 25 25 19 15,division_2,women,Tendring Technology College,unknown,unknown
2010-2011,2011-03-06,00:00,,Northampton,3,14 25 25 18 15,Cambridge ARU,2,25 22 22 25 5,division_2,women,Moulton Leisure Centre,unknown,unknown
2010-2011,2011-03-06,00:00,,Southampton 2,1,25 21 10 19 0,Dartford Chargers,3,18 25 25 25 0,division_3,women,Angel Centre,unknown,unknown
2010-2011,2011-03-06,00:00,,Sussex Dolphins 1,0,17 16 23 - -,Guildford International,3,25 25 25 - -,division_2,women,TBC,unknown,unknown
2010-2011,2011-03-12,00:00,,Essex Estonians,3,25 25 25 - -,Loughborough Students,0,19 18 8 - -,division_2,men,Becket Keys School,unknown,unknown
2010-2011,2011-03-12,00:00,,Essex Trinity,3,25 30 22 25 0,Loughborough Students,1,20 28 25 14 0,division_2,women,Becket Keys School,unknown,unknown
2010-2011,2011-03-12,00:00,,Northumbria University,3,25 25 25 - -,Coventry and Warwick Riga,0,22 20 22 - -,superleague,men,Sports Central,unknown,unknown
2010-2011,2011-03-12,00:00,,Richmond Docklands,0,21 11 21 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Haverstock School,unknown,unknown
2010-2011,2011-03-13,00:00,,Plymouth,1,25 17 12 16 0,Guildford International,3,13 25 25 25 0,division_2,women,Kendrick School,unknown,unknown
2010-2011,2011-03-13,00:00,,Reading Aces,1,21 10 29 19 0,Guildford International,3,25 25 27 25 0,division_2,women,Kendrick School,unknown,unknown
2010-2011,2011-03-13,00:00,,Reading Aces,3,25 25 25 - -,Plymouth,0,8 18 18 - -,division_2,women,Kendrick School,unknown,unknown
2010-2011,2011-03-19,00:00,,Ashcombe Dorking,0,14 20 22 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,TBC,unknown,unknown
2010-2011,2011-03-20,00:00,,Newcastle Staffs 2,0,19 16 17 - -,Nottingham Rockets,3,25 25 25 - -,division_3,men,Lings Forum Leisure Centre,unknown,unknown
2010-2011,2011-03-20,00:00,,Southampton,3,25 12 25 23 15,Essex Rebels,2,19 25 21 25 12,division_2,women,Crestwood College,unknown,unknown
2010-2011,2011-03-20,00:00,,Sussex Dolphins 1,0,18 16 22 - -,Bristol,3,25 25 25 - -,division_2,women,Sports Training Village (University of Bath),unknown,unknown
2010-2011,2011-03-26,00:00,,Leeds Gorse,0,28 22 10 - -,Essex Estonians,3,30 25 25 - -,division_2,men,Gryphon Sports Centre,unknown,unknown
2010-2011,2011-03-26,00:00,,Newcastle Staffs,2,25 19 25 19 21,Cambridge ARU,3,23 25 19 25 23,division_1,men,Keele University Sports Centre,unknown,unknown
2010-2011,2011-03-26,00:00,,Newcastle Staffs,3,25 25 25 - -,Essex Trinity,0,0 0 0 - -,division_2,women,,unknown,unknown
2010-2011,2011-03-27,00:00,,Loughborough Students,0,12 9 9 - -,Cambridge ARU,3,25 25 25 - -,division_2,women,Sir David Wallace Sports Hall,unknown,unknown
2010-2011,2011-03-27,00:00,,Plymouth,0,23 22 23 - -,Bristol,3,25 25 25 - -,division_2,women,Coombe Dean School,unknown,unknown
2010-2011,2011-03-27,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Southampton,0,18 17 22 - -,division_2,women,TBC,unknown,unknown
2010-2011,2011-04-02,00:00,,City of Bristol,3,25 23 25 20 15,Bristol,2,18 25 21 25 11,division_2,men,University of Bristol,unknown,unknown
2010-2011,2011-04-02,00:00,,Southampton,0,15 22 15 - -,Newcastle Staffs,3,25 25 25 - -,division_1,men,Itchen College Sports Centre,unknown,unknown
2010-2011,2011-04-03,00:00,,Cambridge ARU,0,17 19 20 - -,Black Country,3,25 25 25 - -,division_1,men,North Cambridge Academy,unknown,unknown
2010-2011,2011-04-03,00:00,,Plymouth,0,24 16 24 - -,Essex Rebels,3,26 25 26 - -,division_2,women,Sports Training Village (University of Bath),unknown,unknown
2010-2011,2011-04-09,00:00,,Black Country,2,24 21 25 25 11,Southampton,3,26 25 20 21 15,division_1,men,Camp Hill School,unknown,unknown
2010-2011,2011-04-09,00:00,,Essex Estonians,3,25 25 25 - -,York Vikings,0,0 0 0 - -,division_2,men,,unknown,unknown
2010-2011,2011-04-10,00:00,,Essex Rebels,3,25 25 25 - -,Guildford International,0,0 0 0 - -,division_2,women,,unknown,unknown
