Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2,
2025-03-12,20:00,W1 48,Richmond,0,- - - - -,London Giants,0,- - - - -,Division 1 Women,men,Caius House Youth Centre,Giordano Marchi,Fiona Cotterill
2025-03-15,11:45,W1 82,Stockport,0,- - - - -,Everton Belugas,0,- - - - -,Division 1 Women,men,Life Leisure Brinnington Park,Bryan Youlden,Paul Fagan
2025-03-15,12:30,W1 81,London Inter Crocs,0,- - - - -,Leicester Athena Phoenix,0,- - - - -,Division 1 Women,men,Haverstock School,William Perugini,Stephen Smith
2025-03-15,15:30,W1 79,Essex Trinity,0,- - - - -,Newcastle Knights,0,- - - - -,Division 1 Women,men,St John Payne School,Ian Cheesbrough,Herman Prada
2025-03-16,11:00,W1 84,London Giants,0,- - - - -,Leicester Athena Phoenix,0,- - - - -,Division 1 Women,men,Clapham Leisure Centre,Giordano Marchi,
2025-03-16,13:15,W1 33,Everton Belugas,0,- - - - -,Coventry & Warwick Riga,0,- - - - -,Division 1 Women,men,Litherland High School,Bryan Youlden,Jamie Hollick
2025-03-23,12:30,W1 18,London Inter Crocs,0,- - - - -,London Giants,0,- - - - -,Division 1 Women,men,Haverstock School,Giordano Marchi,
2025-03-29,13:00,W1 4,Leicester Athena Phoenix,0,- - - - -,Essex Trinity,0,- - - - -,Division 1 Women,men,New College Leicester,,
2025-03-29,13:30,W1 88,Coventry & Warwick Riga,0,- - - - -,Newcastle Knights,0,- - - - -,Division 1 Women,men,Alan Higgs Centre,,
2025-03-29,14:00,W1 85,Stockport,0,- - - - -,London Inter Crocs,0,- - - - -,Division 1 Women,men,Life Leisure Brinnington Park,,
2025-03-29,16:30,W1 86,Richmond,0,- - - - -,Everton Belugas,0,- - - - -,Division 1 Women,men,Kingston College Arena,,
2025-03-30,12:00,W1 90,Newcastle Knights,0,- - - - -,London Inter Crocs,0,- - - - -,Division 1 Women,men,Newcastle University Sports Centre,,
2025-03-30,12:00,W1 87,Southampton,0,- - - - -,London Giants,0,- - - - -,Division 1 Women,men,Woodlands Community School,,
2025-03-30,13:30,W1 89,Essex Trinity,0,- - - - -,Everton Belugas,0,- - - - -,Division 1 Women,men,St John Payne School,,
2025-02-22,11:30,M2S 29,Wiltshire Mavericks,0,- - - - -,Cardiff Panthers,0,- - - - -,Division 2 South Men,men,Lavington School,Martin Shakespeare,Su Brennand
2025-02-22,12:45,M2S 28,Wessex,0,- - - - -,Southampton,0,- - - - -,Division 2 South Men,men,Parkstone Grammar School,Nick Heckford,Jacky Pang
2025-02-22,16:30,M2S 27,Richmond Bucks,0,- - - - -,Hounslow,0,- - - - -,Division 2 South Men,men,Kingston College Arena,Ian Cheesbrough,Andres Hernandez
2025-02-23,12:00,M2S 31,Southampton,0,- - - - -,Spelthorne Lions,0,- - - - -,Division 2 South Men,men,Itchen College Sports Centre,Ludwik Kowalewski,Eleni Blana
2025-02-23,14:00,M2S 30,Richmond Bucks,0,- - - - -,Wessex,0,- - - - -,Division 2 South Men,men,Kingston College Arena,Giorgio Scatigna-Gianfagna,Ruben Duarte
2025-03-01,12:30,M2S 33,Wessex,0,- - - - -,Spelthorne Lions,0,- - - - -,Division 2 South Men,men,Parkstone Grammar School,Francesca Bentley,Ludwik Kowalewski
2025-03-01,15:45,M2S 32,Cardiff Panthers,0,- - - - -,Hounslow,0,- - - - -,Division 2 South Men,men,Fitzalan Highschool,Ignacio Diez,Jayne Jones
2025-03-01,16:30,M2S 34,Richmond Bucks,0,- - - - -,Southampton,0,- - - - -,Division 2 South Men,men,Kingston College Arena,Gabriel Dan,Nicolas Vecchione
2025-03-02,12:00,M2S 35,Southampton,0,- - - - -,Wessex,0,- - - - -,Division 2 South Men,men,Itchen College Sports Centre,William Perugini,Jacky Pang
2025-03-08,13:30,M2S 36,Spelthorne Lions,0,- - - - -,Southampton,0,- - - - -,Division 2 South Men,men,St. James School,,Tomasz Gierlach
2025-03-09,13:00,M2S 37,Hounslow,0,- - - - -,Wiltshire Mavericks,0,- - - - -,Division 2 South Men,men,Lampton School,Ian Cheesbrough,
2025-03-15,13:30,M2S 40,Spelthorne Lions,0,- - - - -,Hounslow,0,- - - - -,Division 2 South Men,men,St. James School,Sam Yip,Tomasz Gierlach
2025-03-16,12:00,M2S 41,Southampton,0,- - - - -,Cardiff Panthers,0,- - - - -,Division 2 South Men,men,Itchen College Sports Centre,Jacky Pang,
2025-03-16,13:00,M2S 25,Hounslow,0,- - - - -,Wessex,0,- - - - -,Division 2 South Men,men,Lampton School,Peter Parsons,
