season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2017-2018,2018-04-21,00:00,,London Aces,3,22 17 25 25 16,Southampton,2,25 25 17 22 14,division_1,men,Lambeth Academy,110308,110308
2017-2018,2018-04-07,00:00,,Southampton,3,25 18 25 25 0,Newcastle Staffs,1,22 25 17 22 0,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2018-03-24,00:00,,Sheffield 2,0,23 21 19 - -,Durham Palatinates,3,25 25 25 - -,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2018-03-24,00:00,,London Aces,3,25 25 25 - -,Black Country,0,15 21 19 - -,division_1,men,Lambeth Academy,110308,110308
2017-2018,2018-03-17,00:00,,Southampton,1,21 22 26 13 0,Sheffield 2,3,25 25 24 25 0,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2018-03-17,00:00,,Durham Palatinates,3,25 25 25 - -,London Aces,0,0 0 0 - -,division_1,men,Durham University Sport (Queens Campus),110308,110308
2017-2018,2018-03-17,00:00,,Black Country,2,25 17 18 25 9,Newcastle Staffs,3,20 25 25 19 15,division_1,men,Cleobury Mortimer Sports Centre,110308,110308
2017-2018,2018-03-11,00:00,,Durham Palatinates,3,25 25 25 - -,Leeds Gorse,0,11 16 13 - -,division_1,men,Durham University Sport (Queens Campus),110308,110308
2017-2018,2018-03-10,00:00,,Black Country,3,25 18 26 25 15,Leeds Gorse,2,19 25 28 21 9,division_1,men,Redhill School Sports Hall,110308,110308
2017-2018,2018-03-03,00:00,,London Aces,3,25 23 26 25 0,Leeds Gorse,1,13 25 24 15 0,division_1,men,Lambeth Academy,110308,110308
2017-2018,2018-02-25,00:00,,Leeds Gorse,3,25 25 26 - -,Black Country,0,17 16 24 - -,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2018-02-18,00:00,,Newcastle Staffs,3,25 26 23 25 0,Sheffield 2,1,22 24 25 18 0,division_1,men,Madeley High School,110308,110308
2017-2018,2018-02-18,00:00,,Leeds Gorse,1,25 13 25 21 0,Durham Palatinates,3,23 25 27 25 0,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2018-02-17,00:00,,Black Country,0,8 15 16 - -,Sheffield 2,3,25 25 25 - -,division_1,men,Redhill School Sports Hall,110308,110308
2017-2018,2018-02-17,00:00,,Leeds Gorse,2,25 21 25 23 13,Newcastle Staffs,3,19 25 18 25 15,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2018-02-17,00:00,,Durham Palatinates,3,25 25 23 25 0,Southampton,1,23 21 25 11 0,division_1,men,Durham University Sport (Queens Campus),110308,110308
2017-2018,2018-02-11,00:00,,Leeds Gorse,1,21 25 20 15 0,Sheffield 2,3,25 19 25 25 0,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2018-02-10,00:00,,Newcastle Staffs,3,25 25 25 - -,London Aces,0,15 23 22 - -,division_1,men,Keele University Sports Centre,110308,110308
2017-2018,2018-02-10,00:00,,Southampton,3,30 25 25 18 15,Black Country,2,32 17 16 25 11,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2018-01-20,00:00,,Black Country,0,19 22 18 - -,Durham Palatinates,3,25 25 25 - -,division_1,men,Redhill School Sports Hall,110308,110308
2017-2018,2018-01-13,00:00,,Sheffield 2,3,25 25 25 - -,London Aces,0,21 17 22 - -,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2017-12-16,00:00,,Sheffield 2,1,18 17 25 28 0,Newcastle Staffs,3,25 25 23 30 0,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2017-12-16,00:00,,Southampton,2,25 22 19 25 9,London Aces,3,22 25 25 13 15,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2017-12-09,00:00,,Newcastle Staffs,3,25 25 24 25 0,Southampton,1,18 20 26 19 0,division_1,men,Keele University Sports Centre,110308,110308
2017-2018,2017-12-09,00:00,,London Aces,1,16 25 18 20 0,Sheffield 2,3,25 22 25 25 0,division_1,men,Lambeth Academy,110308,110308
2017-2018,2017-12-02,00:00,,London Aces,1,20 22 25 24 0,Durham Palatinates,3,25 25 21 26 0,division_1,men,Lambeth Academy,110308,110308
2017-2018,2017-11-19,00:00,,Southampton,3,22 25 25 25 0,Leeds Gorse,1,25 20 19 20 0,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2017-11-18,00:00,,Black Country,2,19 17 25 25 14,London Aces,3,25 25 22 20 16,division_1,men,Redhill School Sports Hall,110308,110308
2017-2018,2017-11-18,00:00,,Durham Palatinates,3,25 25 25 - -,Newcastle Staffs,0,14 22 16 - -,division_1,men,Durham University Sport (Queens Campus),110308,110308
2017-2018,2017-11-05,00:00,,Leeds Gorse,3,25 25 18 17 15,Southampton,2,17 9 25 25 7,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2017-11-04,00:00,,Newcastle Staffs,3,25 25 23 25 0,Black Country,1,15 20 25 22 0,division_1,men,Keele University Sports Centre,110308,110308
2017-2018,2017-11-04,00:00,,Sheffield 2,3,25 25 25 - -,Southampton,0,19 19 19 - -,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2017-10-28,00:00,,Newcastle Staffs,2,18 25 24 29 9,Durham Palatinates,3,25 22 26 27 15,division_1,men,Keele University Sports Centre,110308,110308
2017-2018,2017-10-22,00:00,,Leeds Gorse,3,19 25 25 27 0,London Aces,1,25 11 17 25 0,division_1,men,The Ruth Gorse Academy,110308,110308
2017-2018,2017-10-21,00:00,,Durham Palatinates,3,25 22 25 25 0,Sheffield 2,1,16 25 21 18 0,division_1,men,Durham University Sport (Queens Campus),110308,110308
2017-2018,2017-10-15,00:00,,Sheffield 2,1,22 20 25 19 0,Leeds Gorse,3,25 25 22 25 0,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2017-10-14,00:00,,Newcastle Staffs,3,25 21 25 25 0,Leeds Gorse,1,23 25 15 13 0,division_1,men,Keele University Sports Centre,110308,110308
2017-2018,2017-10-14,00:00,,Southampton,2,20 25 20 26 8,Durham Palatinates,3,25 16 25 24 15,division_1,men,Itchen College Sports Centre,110308,110308
2017-2018,2017-10-14,00:00,,Sheffield 2,3,27 25 25 25 0,Black Country,1,25 27 22 22 0,division_1,men,Sheffield - U18 Boys,110308,110308
2017-2018,2017-09-30,00:00,,London Aces,1,17 14 25 17 0,Newcastle Staffs,3,25 25 23 25 0,division_1,men,Lambeth Academy,110308,110308
2017-2018,2017-09-30,00:00,,Black Country,1,25 25 15 20 0,Southampton,3,13 27 25 25 0,division_1,men,Redhill School Sports Hall,110308,110308
2017-2018,2018-04-29,00:00,,DARKSTAR Derbyshire,3,25 22 25 25 0,Team Sunderland,1,22 25 17 18 0,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2018-04-28,00:00,,Team Sunderland,3,25 25 25 - -,Nottingham Rockets,0,12 11 16 - -,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2018-04-22,00:00,,Manchester Marvels,0,19 23 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-04-21,00:00,,University of Nottingham,2,25 25 21 20 14,Nottingham Rockets,3,20 23 25 25 16,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2018-04-21,00:00,,Norwich Spikers,0,13 25 22 - -,Intervolley Manchester,3,25 27 25 - -,division_2,men,Easton & Otley College,110308,110308
2017-2018,2018-04-21,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Coventry and Warwick Riga,0,22 22 18 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2018-04-15,00:00,,Norwich Spikers,3,25 17 25 23 15,DARKSTAR Derbyshire,2,23 25 16 25 11,division_2,men,UEA Norwich Sportspark,110308,110308
2017-2018,2018-04-15,00:00,,Manchester Marvels,1,25 15 17 21 0,Team Sunderland,3,21 25 25 25 0,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-04-08,00:00,,Intervolley Manchester,3,25 15 25 23 15,Nottingham Rockets,2,18 25 14 25 10,division_2,men,The Y Club,110308,110308
2017-2018,2018-04-07,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,University of Nottingham,0,0 0 0 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2018-03-25,00:00,,University of Nottingham,0,16 21 24 - -,DARKSTAR Derbyshire,3,25 25 26 - -,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2018-03-25,00:00,,Norwich Spikers,3,25 20 25 25 0,Manchester Marvels,1,13 25 19 23 0,division_2,men,Easton & Otley College,110308,110308
2017-2018,2018-03-24,00:00,,University of Nottingham,1,25 13 19 21 0,Intervolley Manchester,3,20 25 25 25 0,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2018-03-24,00:00,,Norwich Spikers,2,25 25 20 18 9,Team Sunderland,3,22 22 25 25 15,division_2,men,Easton & Otley College,110308,110308
2017-2018,2018-03-17,00:00,,Coventry and Warwick Riga,1,24 19 25 19 0,Norwich Spikers,3,26 25 20 25 0,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2018-03-17,00:00,,Manchester Marvels,2,25 19 25 26 6,University of Nottingham,3,22 25 19 28 15,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-03-11,00:00,,Intervolley Manchester,3,25 25 25 - -,Team Sunderland,0,16 19 13 - -,division_2,men,Woughton Leisure Centre,110308,110308
2017-2018,2018-03-11,00:00,,Manchester Marvels,3,23 23 26 25 15,Coventry and Warwick Riga,2,25 25 24 18 13,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-02-18,00:00,,Coventry and Warwick Riga,2,21 17 25 25 12,University of Nottingham,3,25 25 21 18 15,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2018-02-18,00:00,,Manchester Marvels,3,23 25 25 25 0,Norwich Spikers,1,25 15 23 23 0,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-02-17,00:00,,Coventry and Warwick Riga,2,17 17 25 25 12,Intervolley Manchester,3,25 25 21 21 15,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2018-02-17,00:00,,DARKSTAR Derbyshire,3,25 12 24 25 15,Nottingham Rockets,2,17 25 26 21 6,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2018-02-10,00:00,,University of Nottingham,3,25 25 25 - -,Coventry and Warwick Riga,0,18 16 16 - -,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2018-02-10,00:00,,Team Sunderland,3,29 21 25 26 0,DARKSTAR Derbyshire,1,27 25 21 24 0,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2018-02-10,00:00,,Nottingham Rockets,3,25 26 25 - -,Norwich Spikers,0,21 24 21 - -,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2018-02-04,00:00,,Manchester Marvels,0,20 15 20 - -,Intervolley Manchester,3,25 25 25 - -,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-02-04,00:00,,Norwich Spikers,0,20 18 15 - -,Nottingham Rockets,3,25 25 25 - -,division_2,men,Easton & Otley College,110308,110308
2017-2018,2018-01-21,00:00,,Intervolley Manchester,3,28 25 25 - -,DARKSTAR Derbyshire,0,26 16 21 - -,division_2,men,The Y Club,110308,110308
2017-2018,2018-01-20,00:00,,Coventry and Warwick Riga,0,18 21 19 - -,Team Sunderland,3,25 25 25 - -,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2018-01-14,00:00,,Manchester Marvels,3,25 18 25 18 15,Nottingham Rockets,2,21 25 16 25 5,division_2,men,Dean Trust Ardwick,110308,110308
2017-2018,2018-01-14,00:00,,Team Sunderland,3,25 27 25 - -,Coventry and Warwick Riga,0,19 25 14 - -,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2017-12-17,00:00,,Intervolley Manchester,3,25 26 25 - -,Norwich Spikers,0,16 24 20 - -,division_2,men,The Y Club,110308,110308
2017-2018,2017-12-16,00:00,,Coventry and Warwick Riga,1,13 15 25 23 0,DARKSTAR Derbyshire,3,25 25 17 25 0,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2017-12-16,00:00,,Team Sunderland,3,25 25 25 - -,Manchester Marvels,0,21 20 18 - -,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2017-12-16,00:00,,Nottingham Rockets,3,25 25 22 28 0,University of Nottingham,1,17 22 25 26 0,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-12-09,00:00,,Nottingham Rockets,1,25 23 17 22 0,Intervolley Manchester,3,20 25 25 25 0,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-11-26,00:00,,Coventry and Warwick Riga,2,23 25 25 22 13,Manchester Marvels,3,25 17 19 25 15,division_2,men,Centre AT7,110308,110308
2017-2018,2017-11-26,00:00,,Intervolley Manchester,0,17 23 19 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Woughton Leisure Centre,110308,110308
2017-2018,2017-11-25,00:00,,Team Sunderland,3,25 25 25 - -,Norwich Spikers,0,19 17 22 - -,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2017-11-25,00:00,,Nottingham Rockets,2,27 27 19 20 8,Manchester Marvels,3,25 25 25 25 15,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-11-19,00:00,,DARKSTAR Derbyshire,3,25 24 25 16 18,Intervolley Manchester,2,19 26 22 25 16,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2017-11-18,00:00,,DARKSTAR Derbyshire,1,25 23 17 21 0,Manchester Marvels,3,19 25 25 25 0,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-11-05,00:00,,University of Nottingham,0,21 21 23 - -,Team Sunderland,3,25 25 25 - -,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2017-11-04,00:00,,University of Nottingham,3,25 25 25 - -,Manchester Marvels,0,21 21 21 - -,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2017-11-04,00:00,,Norwich Spikers,3,25 25 25 - -,Coventry and Warwick Riga,0,20 22 16 - -,division_2,men,Easton & Otley College,110308,110308
2017-2018,2017-11-04,00:00,,Nottingham Rockets,0,13 10 21 - -,Team Sunderland,3,25 25 25 - -,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-10-22,00:00,,Team Sunderland,3,25 25 19 25 15,University of Nottingham,2,16 27 25 20 11,division_2,men,Sunderland University (Cityspace),110308,110308
2017-2018,2017-10-21,00:00,,Coventry and Warwick Riga,3,25 25 25 - -,Nottingham Rockets,0,21 19 0 - -,division_2,men,Alan Higgs Centre,110308,110308
2017-2018,2017-10-21,00:00,,DARKSTAR Derbyshire,3,25 29 25 - -,Norwich Spikers,0,21 27 22 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),110308,110308
2017-2018,2017-10-21,00:00,,Team Sunderland,3,21 25 25 25 0,Intervolley Manchester,1,25 23 20 20 0,division_2,men,Sunderland College,110308,110308
2017-2018,2017-10-15,00:00,,Intervolley Manchester,3,27 22 25 19 15,Coventry and Warwick Riga,2,25 25 18 25 9,division_2,men,Woughton Leisure Centre,110308,110308
2017-2018,2017-10-14,00:00,,Nottingham Rockets,1,19 24 25 22 0,DARKSTAR Derbyshire,3,25 26 22 25 0,division_2,men,Southglade Leisure Centre,110308,110308
2017-2018,2017-10-07,00:00,,University of Nottingham,3,25 21 25 25 0,Norwich Spikers,1,23 25 17 23 0,division_2,men,David Ross Sports Village,110308,110308
2017-2018,2017-10-01,00:00,,Intervolley Manchester,3,24 25 25 24 15,Manchester Marvels,2,26 17 21 26 8,division_2,men,Woughton Leisure Centre,110308,110308
2017-2018,2017-10-01,00:00,,Norwich Spikers,3,15 25 25 21 15,University of Nottingham,2,25 22 12 25 12,division_2,men,Easton & Otley College,110308,110308
2017-2018,2018-04-21,00:00,,Cambridge ARU,3,25 25 25 - -,London Baks,0,7 9 15 - -,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2018-04-21,00:00,,Essex Rebels,3,25 25 25 - -,City of Bristol,0,0 0 0 - -,division_2,men,Tendring Technology College,110308,110308
2017-2018,2018-04-08,00:00,,Essex Estonians,0,17 18 22 - -,Cambridge ARU,3,25 25 25 - -,division_2,men,St John Payne School,110308,110308
2017-2018,2018-04-07,00:00,,London Baks,0,22 23 21 - -,Exeter Storm,3,25 25 25 - -,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2018-03-25,00:00,,Bristol,3,25 11 15 25 15,Cambridge ARU,2,19 25 25 21 11,division_2,men,Steiner Academy Sportshall,110308,110308
2017-2018,2018-03-25,00:00,,Bristol,3,25 25 25 - -,Essex Estonians,0,0 0 0 - -,division_2,men,Steiner Academy Sportshall,110308,110308
2017-2018,2018-03-24,00:00,,Exeter Storm,3,25 25 25 - -,Essex Estonians,0,0 0 0 - -,division_2,men,Riverside Leisure Centre,110308,110308
2017-2018,2018-03-18,00:00,,London Baks,0,18 19 14 - -,City of Bristol,3,25 25 25 - -,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2018-03-17,00:00,,Cambridge ARU,2,19 25 24 25 19,Essex Rebels,3,25 21 26 17 21,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2018-03-12,00:00,,Essex Rebels,3,25 28 28 - -,Cambridge ARU,0,14 26 26 - -,division_2,men,Tendring Technology College,110308,110308
2017-2018,2018-03-10,00:00,,City of Bristol,3,25 25 25 - -,Bristol,0,23 20 22 - -,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2018-03-03,00:00,,City of Bristol,3,25 25 25 - -,Essex Estonians,0,0 0 0 - -,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2018-02-24,00:00,,Exeter Storm,2,26 10 19 25 9,London Baks,3,24 25 25 11 15,division_2,men,Riverside Leisure Centre,110308,110308
2017-2018,2018-02-18,00:00,,Cambridge ARU,3,25 25 25 - -,City of Bristol,0,19 19 21 - -,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2018-02-18,00:00,,Exeter Storm,0,11 15 9 - -,Essex Rebels,3,25 25 25 - -,division_2,men,Ashmoor Recreation Centre,110308,110308
2017-2018,2018-02-17,00:00,,Cambridge ARU,3,25 15 25 25 0,Bristol,1,13 25 10 19 0,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2018-02-11,00:00,,Exeter Storm,2,25 25 11 16 5,Cambridge ARU,3,20 23 25 25 15,division_2,men,Riverside Leisure Centre,110308,110308
2017-2018,2018-02-10,00:00,,City of Bristol,1,25 12 18 21 0,Cambridge ARU,3,21 25 25 25 0,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2018-02-10,00:00,,Essex Rebels,3,25 25 25 - -,London Baks,0,16 12 14 - -,division_2,men,Tendring Technology College,110308,110308
2017-2018,2018-02-04,00:00,,Essex Estonians,0,18 12 21 - -,Bristol,3,25 25 25 - -,division_2,men,St John Payne School,110308,110308
2017-2018,2018-01-21,00:00,,Essex Estonians,3,25 23 25 25 0,London Baks,1,22 25 17 13 0,division_2,men,St John Payne School,110308,110308
2017-2018,2018-01-14,00:00,,Bristol,3,25 25 25 - -,London Baks,0,11 23 18 - -,division_2,men,Abbeywood School,110308,110308
2017-2018,2018-01-14,00:00,,Essex Estonians,1,22 25 13 22 0,Essex Rebels,3,25 23 25 25 0,division_2,men,St John Payne School,110308,110308
2017-2018,2017-12-17,00:00,,London Baks,0,17 20 15 - -,Cambridge ARU,3,25 25 25 - -,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2017-12-16,00:00,,Essex Rebels,3,25 25 23 17 15,Bristol,2,20 18 25 25 9,division_2,men,Tendring Technology College,110308,110308
2017-2018,2017-12-10,00:00,,Bristol,0,21 23 18 - -,Essex Rebels,3,25 25 25 - -,division_2,men,Abbeywood School,110308,110308
2017-2018,2017-12-09,00:00,,City of Bristol,2,26 17 25 13 11,Essex Rebels,3,24 25 16 25 15,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2017-12-02,00:00,,Exeter Storm,0,14 17 18 - -,Bristol,3,25 25 25 - -,division_2,men,Riverside Leisure Centre,110308,110308
2017-2018,2017-11-26,00:00,,Essex Estonians,3,25 25 25 - -,Exeter Storm,0,15 22 17 - -,division_2,men,St John Payne School,110308,110308
2017-2018,2017-11-25,00:00,,Essex Rebels,3,25 25 25 - -,Exeter Storm,0,15 17 19 - -,division_2,men,Tendring Technology College,110308,110308
2017-2018,2017-11-19,00:00,,London Baks,1,15 12 26 21 0,Essex Rebels,3,25 25 24 25 0,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2017-11-11,00:00,,Exeter Storm,0,19 12 28 - -,City of Bristol,3,25 25 30 - -,division_2,men,Ashmoor Recreation Centre,110308,110308
2017-2018,2017-11-04,00:00,,City of Bristol,3,25 25 25 - -,London Baks,0,17 21 15 - -,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2017-10-22,00:00,,Essex Estonians,2,25 19 25 23 12,City of Bristol,3,22 25 23 25 15,division_2,men,St John Payne School,110308,110308
2017-2018,2017-10-21,00:00,,Cambridge ARU,3,25 25 22 29 0,Exeter Storm,1,22 16 25 27 0,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2017-10-15,00:00,,Bristol,3,25 25 26 - -,City of Bristol,0,17 23 24 - -,division_2,men,Abbeywood School,110308,110308
2017-2018,2017-10-14,00:00,,Essex Rebels,3,25 25 18 15 15,Essex Estonians,2,22 19 25 25 10,division_2,men,Tendring Technology College,110308,110308
2017-2018,2017-10-08,00:00,,London Baks,0,19 19 15 - -,Essex Estonians,3,25 25 25 - -,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2017-10-01,00:00,,London Baks,0,22 20 18 - -,Bristol,3,25 25 25 - -,division_2,men,Castle Green Sport Centre,110308,110308
2017-2018,2017-09-23,00:00,,City of Bristol,3,25 27 22 29 0,Exeter Storm,1,21 25 25 27 0,division_2,men,Oasis Academy Brislington,110308,110308
2017-2018,2017-09-09,00:00,,Cambridge ARU,3,25 23 25 25 0,Essex Estonians,1,21 25 19 14 0,division_2,men,North Cambridge Academy,110308,110308
2017-2018,2018-04-29,00:00,,MK City,3,25 25 25 - -,Loughborough Students,0,0 0 0 - -,division_3,men,RAF Cranwell,110308,110308
2017-2018,2018-04-29,00:00,,Tamworth Spartans,0,17 24 21 - -,Stowmarket,3,25 26 25 - -,division_3,men,St. Albans High School For Girls,110308,110308
2017-2018,2018-04-22,00:00,,Loughborough Students,3,25 19 25 25 0,Tamworth Spartans,1,23 25 21 21 0,division_3,men,Loughborough University Netball Centre,110308,110308
2017-2018,2018-04-15,00:00,,Stowmarket,1,25 24 23 11 0,Lincoln Cannons,3,19 26 25 25 0,division_3,men,Stowupland Sports Centre,110308,110308
2017-2018,2018-04-15,00:00,,Lincoln Cannons,0,12 21 23 - -,Newmarket,3,25 25 25 - -,division_3,men,Stowupland Sports Centre,110308,110308
2017-2018,2018-04-15,00:00,,Stowmarket,0,21 16 20 - -,Newmarket,3,25 25 25 - -,division_3,men,Stowupland Sports Centre,110308,110308
2017-2018,2018-04-14,00:00,,Loughborough Students,0,0 0 0 - -,Tamworth Spartans,3,25 25 25 - -,division_3,men,Loughborough University Netball Centre,110308,110308
