Date,Time,ID,Home,Away,Category,Division,Venue,Ref1, Ref2
2025-01-05,14:30,M1 60,Bristol,Hull Thunder,Division 1 Men,Avanti Gardens School,,
2025-01-18,11:30,M1 62,Black Country,London Aces,Division 1 Men,Cleobury Mortimer Sports Centre,,
2025-01-18,14:30,M1 86,Lincoln Cannons,Newcastle Staffs,Division 1 Men,Riseholme College (Showground Campus),,
2025-01-18,14:30,M1 64,London Baks,Exeter Storm,Division 1 Men,Castle Green Sport Centre,,
2025-01-19,13:00,M1 66,Tamworth Spartans,London Aces,Division 1 Men,Wilnecote Leisure Centre,,
2025-01-19,15:00,M1 69,Lincoln Cannons,Cambridge ARU,Division 1 Men,Riseholme College (Showground Campus),,
2025-01-25,12:30,M1 67,Bristol,London Baks,Division 1 Men,Avanti Gardens School,,
2025-01-25,15:00,M1 68,Hull Thunder,Newcastle Staffs,Division 1 Men,Steve Prescott Sports Centre,,
2025-01-26,12:00,M1 70,Black Country,Cambridge ARU,Division 1 Men,Cleobury Mortimer Sports Centre,,
2025-01-26,12:30,M1 71,Exeter Storm,London Baks,Division 1 Men,Riverside Leisure Centre,,
2025-01-26,15:00,M1 65,Tamworth Spartans,Leeds Gorse,Division 1 Men,Rawlett Community Sports College,,
2025-02-01,13:30,M1 73,London Aces,Exeter Storm,Division 1 Men,Lambeth Academy,,
2025-02-01,14:00,M1 74,Cambridge ARU,Hull Thunder,Division 1 Men,North Cambridge Academy,,
2025-02-01,14:30,M1 75,Leeds Gorse,Bristol,Division 1 Men,The Ruth Gorse Academy,,
2025-02-01,14:30,M1 72,London Baks,Newcastle Staffs,Division 1 Men,Castle Green Sport Centre,,
2025-02-02,14:00,M1 11,Black Country,Tamworth Spartans,Division 1 Men,Cleobury Mortimer Sports Centre,,
2025-02-08,13:30,M1 44,London Aces,Hull Thunder,Division 1 Men,Lambeth Academy,,
2025-02-08,14:00,M1 77,Newcastle Staffs,Leeds Gorse,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-02-08,14:30,M1 80,Lincoln Cannons,Black Country,Division 1 Men,Riseholme College (Showground Campus),,
2025-02-09,15:00,M1 100,Lincoln Cannons,Leeds Gorse,Division 1 Men,Riseholme College (Showground Campus),,
2025-02-09,15:30,M1 88,Tamworth Spartans,Bristol,Division 1 Men,Wilnecote Leisure Centre,,
2025-02-15,14:00,M1 54,Newcastle Staffs,Black Country,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-02-22,12:30,M1 81,Bristol,Tamworth Spartans,Division 1 Men,Avanti Gardens School,,
2025-02-22,13:15,M1 83,Black Country,Exeter Storm,Division 1 Men,Redhill School Sports Hall,,
2025-02-22,14:30,M1 63,Newcastle Staffs,Lincoln Cannons,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-02-22,15:00,M1 84,Cambridge ARU,Leeds Gorse,Division 1 Men,Stephen Perse Foundation,,
2025-02-22,15:00,M1 85,Hull Thunder,London Aces,Division 1 Men,Steve Prescott Sport Centre,,
2025-02-23,14:30,M1 89,Leeds Gorse,London Aces,Division 1 Men,The Ruth Gorse Academy,,
2025-03-01,12:00,M1 96,Leeds Gorse,Black Country,Division 1 Men,The Ruth Gorse Academy,,
2025-03-01,14:00,M1 91,Newcastle Staffs,Tamworth Spartans,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-03-01,14:30,M1 92,London Baks,Lincoln Cannons,Division 1 Men,Castle Green Sport Centre,,
2025-03-02,13:00,M1 94,Hull Thunder,Black Country,Division 1 Men,Steve Prescott Sports Centre,,
2025-03-02,14:00,M1 93,Bristol,Exeter Storm,Division 1 Men,Avanti Gardens School,,
2025-03-08,12:30,M1 79,Exeter Storm,Tamworth Spartans,Division 1 Men,Plymouth,,
2025-03-08,14:30,M1 9,Newcastle Staffs,London Baks,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-03-08,15:30,M1 97,Cambridge ARU,Lincoln Cannons,Division 1 Men,North Cambridge Academy,,
2025-03-15,15:00,M1 101,Hull Thunder,Bristol,Division 1 Men,Steve Prescott Sports Centre,,
2025-03-15,15:30,M1 99,Exeter Storm,Newcastle Staffs,Division 1 Men,Riverside Leisure Centre,,
2025-03-16,13:00,M1 103,Tamworth Spartans,Cambridge ARU,Division 1 Men,Wilnecote Leisure Centre,,
2025-03-16,14:30,M1 57,Lincoln Cannons,Bristol,Division 1 Men,Riseholme College (Showground Campus),,
2025-03-16,15:00,M1 102,Hull Thunder,London Baks,Division 1 Men,Steve Prescott Sports Centre,,
2025-03-22,13:30,M1 98,London Aces,London Baks,Division 1 Men,Lambeth Academy,,
2025-03-23,12:45,M1 110,Black Country,Bristol,Division 1 Men,Redhill School Sports Hall,,
2025-03-23,15:00,M1 87,Lincoln Cannons,Hull Thunder,Division 1 Men,Riseholme College (Showground Campus),,
2025-03-29,12:00,M1 107,Leeds Gorse,Hull Thunder,Division 1 Men,The Ruth Gorse Academy,,
2025-03-29,13:15,M1 104,Black Country,London Baks,Division 1 Men,Redhill School Sports Hall,,
2025-03-29,13:30,M1 105,London Aces,Lincoln Cannons,Division 1 Men,Lambeth Academy,,
2025-03-29,14:00,M1 108,Newcastle Staffs,Bristol,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2025-03-29,15:30,M1 106,Cambridge ARU,Exeter Storm,Division 1 Men,North Cambridge Academy,,
2025-03-30,12:45,M1 82,Black Country,Newcastle Staffs,Division 1 Men,Redhill School Sports Hall,,
2025-03-30,13:00,M1 58,Tamworth Spartans,London Baks,Division 1 Men,Wilnecote Leisure Centre,,
2025-04-05,14:30,M1 109,Newcastle Staffs,London Aces,Division 1 Men,Sir Stanley Matthews Sports Centre,,
2024-10-13,13:30,W1 3,Leicester Athena Phoenix,Coventry & Warwick Riga,Division 1 Women,New College Leicester,Sebastian Struski,Ben Hill
2024-10-19,12:30,W1 83,London Inter Crocs,Essex Trinity,Division 1 Women,Haverstock School,Ryszard Dabrowski,Silke Vereeken
2024-10-19,13:30,W1 8,Leicester Athena Phoenix,Richmond,Division 1 Women,New College Leicester,John Boughton,Gary Cross
2024-10-19,14:30,W1 14,Coventry & Warwick Riga,London Giants,Division 1 Women,Centre AT7,Bryan Machin,
2024-10-20,12:00,W1 11,Southampton,Everton Belugas,Division 1 Women,Woodlands Community School,Richard Burbedge,Alin-vasile Dinica
2024-10-20,13:30,W1 10,Coventry & Warwick Riga,Richmond,Division 1 Women,Alan Higgs Centre,,Pete Whyard
2024-10-26,13:00,W1 76,Leicester Athena Phoenix,Stockport,Division 1 Women,New College Leicester,Ana Pal,Gary Cross
2024-10-26,13:30,W1 69,Coventry & Warwick Riga,London Inter Crocs,Division 1 Women,Alan Higgs Centre,Glynn Archibald,Alex Iftime
2024-10-27,12:30,W1 13,Richmond,London Inter Crocs,Division 1 Women,Kingston College Arena,Ian Cheesbrough,Stephen Smith
2024-10-31,19:30,W1 48,Richmond,London Giants,Division 1 Women,Kingston College Arena,,
2024-11-02,14:00,W1 12,Stockport,Newcastle Knights,Division 1 Women,Life Leisure Brinnington Park,Abdul Salam Safadi,Paul Fagan
2024-11-03,12:00,W1 47,Southampton,Coventry & Warwick Riga,Division 1 Women,Woodlands Community School,Nick Heckford (Pending),Alexandru Calin
2024-11-03,13:00,W1 36,Newcastle Knights,London Giants,Division 1 Women,Northumbria University,David Topacho,Debra Smart
2024-11-09,10:30,W1 16,Southampton,Essex Trinity,Division 1 Women,Woodlands Community School,,
2024-11-09,13:15,W1 66,Everton Belugas,London Giants,Division 1 Women,Litherland High School,,
2024-11-09,14:00,W1 19,Stockport,Richmond,Division 1 Women,Life Leisure Brinnington Park,,
2024-11-10,11:00,W1 15,Everton Belugas,Richmond,Division 1 Women,Litherland High School,,
2024-11-10,12:00,W1 17,Southampton,Newcastle Knights,Division 1 Women,Woodlands Community School,,
2024-11-10,12:30,W1 28,Essex Trinity,Coventry & Warwick Riga,Division 1 Women,St John Payne School,,
2024-11-16,11:45,W1 20,Stockport,Southampton,Division 1 Women,Life Leisure Brinnington Park,,
2024-11-16,13:00,W1 21,London Giants,Essex Trinity,Division 1 Women,Brixton Recreation Centre,,
2024-11-17,12:30,W1 23,Newcastle Knights,Leicester Athena Phoenix,Division 1 Women,Newcastle University Sports Centre,,
2024-11-17,13:30,W1 22,Everton Belugas,Southampton,Division 1 Women,Litherland High School,,
2024-11-17,13:30,W1 24,Essex Trinity,Richmond,Division 1 Women,St John Payne School,,
2024-11-23,12:30,W1 27,London Inter Crocs,Everton Belugas,Division 1 Women,Haverstock School,,
2024-11-23,13:00,W1 26,Leicester Athena Phoenix,Southampton,Division 1 Women,New College Leicester,,
2024-11-23,16:00,W1 29,Richmond,Stockport,Division 1 Women,Kingston College Arena,,
2024-11-24,11:00,W1 30,London Giants,Everton Belugas,Division 1 Women,Clapham Leisure Centre,,
2024-11-24,12:30,W1 31,London Inter Crocs,Stockport,Division 1 Women,Haverstock School,,
2024-11-24,14:30,W1 32,Coventry & Warwick Riga,Southampton,Division 1 Women,Centre AT7,,
2024-11-30,14:00,W1 34,Stockport,Leicester Athena Phoenix,Division 1 Women,Life Leisure Brinnington Park,,
2024-12-01,10:30,W1 35,Southampton,Richmond,Division 1 Women,Itchen College Sports Centre,,
2024-12-01,13:30,W1 40,Essex Trinity,London Inter Crocs,Division 1 Women,St John Payne School,,
2024-12-01,14:30,W1 58,Coventry & Warwick Riga,Stockport,Division 1 Women,Alan Higgs Centre,,
2024-12-07,12:00,W1 9,Newcastle Knights,Essex Trinity,Division 1 Women,Sunderland University (Cityspace),,
2024-12-07,13:15,W1 39,Everton Belugas,Stockport,Division 1 Women,Litherland High School,,
2024-12-08,11:00,W1 41,London Giants,Southampton,Division 1 Women,Clapham Leisure Centre,,
2024-12-08,12:30,W1 42,Newcastle Knights,Coventry & Warwick Riga,Division 1 Women,Newcastle University Sports Centre,,
2024-12-08,12:30,W1 38,Richmond,Leicester Athena Phoenix,Division 1 Women,Kingston College Arena,,
2024-12-14,13:00,W1 44,Leicester Athena Phoenix,London Giants,Division 1 Women,New College Leicester,,
2024-12-14,16:00,W1 43,Richmond,Newcastle Knights,Division 1 Women,Kingston College Arena,,
2024-12-15,12:30,W1 46,London Inter Crocs,Newcastle Knights,Division 1 Women,Haverstock School,,
2024-12-15,13:15,W1 45,Everton Belugas,Essex Trinity,Division 1 Women,Litherland High School,,
2025-01-18,12:00,W1 53,Newcastle Knights,Stockport,Division 1 Women,Newcastle University Sports Centre,,
2025-01-18,14:30,W1 71,Essex Trinity,Leicester Athena Phoenix,Division 1 Women,St John Payne School,,
2025-01-18,16:00,W1 52,Richmond,Coventry & Warwick Riga,Division 1 Women,Kingston College Arena,,
2025-01-19,11:30,W1 54,London Giants,Coventry & Warwick Riga,Division 1 Women,Clapham Leisure Centre,,
2025-01-19,12:00,W1 51,Southampton,London Inter Crocs,Division 1 Women,Woodlands Community School,,
2025-01-19,12:30,W1 55,Newcastle Knights,Everton Belugas,Division 1 Women,Newcastle University Sports Centre,,
2025-01-25,13:00,W1 56,Leicester Athena Phoenix,Everton Belugas,Division 1 Women,New College Leicester,,
2025-01-25,13:00,W1 57,Southampton,Stockport,Division 1 Women,Woodlands Community School,,
2025-01-26,11:30,W1 59,Essex Trinity,London Giants,Division 1 Women,St John Payne School,,
2025-01-26,12:30,W1 60,London Inter Crocs,Richmond,Division 1 Women,Haverstock School,,
2025-02-01,13:00,W1 63,London Giants,London Inter Crocs,Division 1 Women,Brixton Recreation Centre,,
2025-02-01,13:00,W1 74,Newcastle Knights,Richmond,Division 1 Women,Newcastle University Sports Centre,,
2025-02-01,14:00,W1 61,Stockport,Coventry & Warwick Riga,Division 1 Women,Life Leisure Brinnington Park,,
2025-02-02,12:30,W1 62,Newcastle Knights,Southampton,Division 1 Women,Newcastle University Sports Centre,,
2025-02-02,13:30,W1 37,Everton Belugas,Leicester Athena Phoenix,Division 1 Women,Litherland High School,,
2025-02-08,13:00,W1 64,Leicester Athena Phoenix,London Inter Crocs,Division 1 Women,New College Leicester,,
2025-02-08,16:00,W1 67,Richmond,Essex Trinity,Division 1 Women,Kingston College Arena,,
2025-02-09,12:30,W1 25,London Inter Crocs,Coventry & Warwick Riga,Division 1 Women,Haverstock School,,
2025-02-09,13:30,W1 2,Everton Belugas,Newcastle Knights,Division 1 Women,Litherland High School,,
2025-02-09,13:30,W1 68,Essex Trinity,Southampton,Division 1 Women,St John Payne School,,
2025-02-15,14:00,W1 70,Stockport,London Giants,Division 1 Women,Life Leisure Brinnington Park,,
2025-02-16,12:30,W1 6,London Inter Crocs,Southampton,Division 1 Women,Haverstock School,,
2025-02-23,12:00,W1 73,Southampton,Leicester Athena Phoenix,Division 1 Women,Woodlands Community School,,
2025-02-23,13:30,W1 72,Coventry & Warwick Riga,Everton Belugas,Division 1 Women,Alan Higgs Centre,,
2025-02-23,15:30,W1 7,London Giants,Stockport,Division 1 Women,Clapham Leisure Centre,,
2025-02-26,19:00,W1 5,London Giants,Richmond,Division 1 Women,Caius House Youth Centre,,
2025-03-01,11:45,W1 1,Stockport,Essex Trinity,Division 1 Women,Life Leisure Brinnington Park,,
2025-03-01,13:30,W1 50,Coventry & Warwick Riga,Leicester Athena Phoenix,Division 1 Women,Alan Higgs Centre,,
2025-03-02,13:30,W1 77,Everton Belugas,London Inter Crocs,Division 1 Women,Litherland High School,,
2025-03-02,15:30,W1 80,Richmond,Southampton,Division 1 Women,Kingston College Arena,,
2025-03-08,13:00,W1 65,Leicester Athena Phoenix,Newcastle Knights,Division 1 Women,New College Leicester,,
2025-03-08,14:30,W1 49,Essex Trinity,Stockport,Division 1 Women,St John Payne School,,
2025-03-09,11:00,W1 78,London Giants,Newcastle Knights,Division 1 Women,Clapham Leisure Centre,,
2025-03-09,13:30,W1 75,Coventry & Warwick Riga,Essex Trinity,Division 1 Women,Alan Higgs Centre,,
2025-03-15,11:45,W1 82,Stockport,Everton Belugas,Division 1 Women,Life Leisure Brinnington Park,,
2025-03-15,12:30,W1 81,London Inter Crocs,Leicester Athena Phoenix,Division 1 Women,Haverstock School,,
2025-03-15,15:30,W1 79,Essex Trinity,Newcastle Knights,Division 1 Women,St John Payne School,,
2025-03-16,11:00,W1 84,London Giants,Leicester Athena Phoenix,Division 1 Women,Clapham Leisure Centre,,
2025-03-16,13:15,W1 33,Everton Belugas,Coventry & Warwick Riga,Division 1 Women,Litherland High School,,
2025-03-23,12:30,W1 18,London Inter Crocs,London Giants,Division 1 Women,Haverstock School,,
2025-03-29,13:00,W1 4,Leicester Athena Phoenix,Essex Trinity,Division 1 Women,New College Leicester,,
2025-03-29,13:30,W1 88,Coventry & Warwick Riga,Newcastle Knights,Division 1 Women,Alan Higgs Centre,,
2025-03-29,14:00,W1 85,Stockport,London Inter Crocs,Division 1 Women,Life Leisure Brinnington Park,,
2025-03-29,16:00,W1 86,Richmond,Everton Belugas,Division 1 Women,Kingston College Arena,,
2025-03-30,12:00,W1 90,Newcastle Knights,London Inter Crocs,Division 1 Women,Newcastle University Sports Centre,,
2025-03-30,12:00,W1 87,Southampton,London Giants,Division 1 Women,Woodlands Community School,,
2025-03-30,13:30,W1 89,Essex Trinity,Everton Belugas,Division 1 Women,St John Payne School,,
2024-10-06,13:00,M2S 1,Hounslow,Southampton,Division 2 South Men,Lampton School,Anna Justkowska,Cherie Cheung
2024-10-12,12:00,M2S 5,Wiltshire Mavericks,Spelthorne Lions,Division 2 South Men,Lavington School,Neil Bentley,Jacky Pang
2024-10-12,14:00,M2S 39,Wiltshire Mavericks,Richmond Bucks,Division 2 South Men,Lavington School,Jacky Pang,Neil Bentley
2024-10-12,16:15,M2S 38,Cardiff Panthers,Wessex,Division 2 South Men,Fitzalan Highschool,Su Brennand,Janet Leach
2024-10-19,12:30,M2S 6,Wessex,Richmond Bucks,Division 2 South Men,Parkstone Grammar School,Ludwik Kowalewski,Sam Yip
2024-10-20,12:30,M2S 7,Richmond Bucks,Cardiff Panthers,Division 2 South Men,Kingston College Arena,Anna Justkowska,Huaxi Liu
2024-10-20,12:30,M2S 4,Wessex,Hounslow,Division 2 South Men,Parkstone Grammar School,Francesca Bentley,Jacky Pang
2024-10-26,12:30,M2S 8,Wessex,Wiltshire Mavericks,Division 2 South Men,Parkstone Grammar School,Nick Heckford (Pending),Ludwik Kowalewski
2024-11-17,13:00,M2S 9,Hounslow,Richmond Bucks,Division 2 South Men,Lampton School,,
2024-11-23,16:30,M2S 11,Richmond Bucks,Spelthorne Lions,Division 2 South Men,Kingston College Arena,,
2024-11-24,14:30,M2S 12,Cardiff Panthers,Wiltshire Mavericks,Division 2 South Men,Fitzalan Highschool,,
2024-12-01,14:30,M2S 15,Southampton,Richmond Bucks,Division 2 South Men,Itchen College Sports Centre,,
2024-12-07,16:30,M2S 17,Richmond Bucks,Wiltshire Mavericks,Division 2 South Men,Kingston College Arena,,
2024-12-08,13:00,M2S 10,Hounslow,Cardiff Panthers,Division 2 South Men,Lampton School,,
2024-12-15,13:00,M2S 18,Hounslow,Spelthorne Lions,Division 2 South Men,Lampton School,,
2024-12-15,14:30,M2S 19,Cardiff Panthers,Southampton,Division 2 South Men,St Cyres School,,
2025-01-18,12:00,M2S 20,Wiltshire Mavericks,Southampton,Division 2 South Men,Lavington School,,
2025-01-18,14:00,M2S 22,Wiltshire Mavericks,Wessex,Division 2 South Men,Lavington School,,
2025-01-26,12:00,M2S 23,Southampton,Hounslow,Division 2 South Men,Itchen College Sports Centre,,
2025-01-26,13:30,M2S 16,Wessex,Cardiff Panthers,Division 2 South Men,Parkstone Grammar School,,
2025-02-01,13:30,M2S 24,Spelthorne Lions,Cardiff Panthers,Division 2 South Men,St. James School,,
2025-02-02,15:30,M2S 26,Spelthorne Lions,Wiltshire Mavericks,Division 2 South Men,St. James School,,
2025-02-09,12:00,M2S 14,Wiltshire Mavericks,Hounslow,Division 2 South Men,Lavington School,,
2025-02-09,14:30,M2S 2,Cardiff Panthers,Spelthorne Lions,Division 2 South Men,Fitzalan Highschool,,
2025-02-22,12:00,M2S 27,Richmond Bucks,Hounslow,Division 2 South Men,Kingston College Arena,,
2025-02-22,12:00,M2S 29,Wiltshire Mavericks,Cardiff Panthers,Division 2 South Men,Lavington School,,
2025-02-22,12:30,M2S 28,Wessex,Southampton,Division 2 South Men,Parkstone Grammar School,,
2025-02-23,12:00,M2S 31,Southampton,Spelthorne Lions,Division 2 South Men,Itchen College Sports Centre,,
2025-02-23,14:00,M2S 30,Richmond Bucks,Wessex,Division 2 South Men,Kingston College Arena,,
2025-03-01,12:30,M2S 33,Wessex,Spelthorne Lions,Division 2 South Men,Parkstone Grammar School,,
2025-03-01,15:45,M2S 32,Cardiff Panthers,Hounslow,Division 2 South Men,Fitzalan Highschool,,
2025-03-01,16:30,M2S 34,Richmond Bucks,Southampton,Division 2 South Men,Kingston College Arena,,
2025-03-02,12:00,M2S 35,Southampton,Wessex,Division 2 South Men,Itchen College Sports Centre,,
2025-03-08,13:30,M2S 36,Spelthorne Lions,Southampton,Division 2 South Men,St. James School,,
2025-03-09,13:00,M2S 37,Hounslow,Wiltshire Mavericks,Division 2 South Men,Lampton School,,
2025-03-15,13:30,M2S 40,Spelthorne Lions,Hounslow,Division 2 South Men,St. James School,,
2025-03-16,12:00,M2S 41,Southampton,Cardiff Panthers,Division 2 South Men,Itchen College Sports Centre,,
2025-03-16,13:00,M2S 25,Hounslow,Wessex,Division 2 South Men,Lampton School,,
2025-03-29,12:30,M2S 42,Southampton,Wiltshire Mavericks,Division 2 South Men,Itchen College Sports Centre,,
2025-03-29,13:30,M2S 21,Cardiff Panthers,Richmond Bucks,Division 2 South Men,Fitzalan Highschool,,
2025-03-29,13:30,M2S 13,Spelthorne Lions,Wessex,Division 2 South Men,St. James School,,
2024-10-19,11:30,M2N 6,Newcastle Staffs 2,Manchester Marvels,Division 2 North Men,Sir Stanley Matthews Sports Centre,William Perugini,
2024-10-19,14:30,M2N 5,Leeds Gorse 2,Sheffield,Division 2 North Men,Ruth Gorse Academy,Debra Smart,Aileen Barry
2024-10-20,12:00,M2N 8,Wigan Seahawks,Harrogate,Division 2 North Men,St Edmund Arrowsmith Catholic High School,Lenny Barry,Jamie Hollick
2024-10-20,12:10,M2N 7,Manchester Marvels,DARKSTAR Derbyshire,Division 2 North Men,Dean Trust Ardwick,Sarah Hanrahan,Bryan Youlden
2024-10-26,11:30,M2N 9,Newcastle Staffs 2,Kings of Court,Division 2 North Men,Sir Stanley Matthews Sports Centre,Joseph Gore,Bryan Machin
2024-11-09,14:00,M2N 35,Sheffield,Leeds Gorse 2,Division 2 North Men,All Saints Sports Centre,,
2024-11-16,12:40,M2N 10,DARKSTAR Derbyshire,Harrogate,Division 2 North Men,Derby University Sports Centre,,
2024-11-17,12:00,M2N 12,Sheffield,Kings of Court,Division 2 North Men,All Saints Sports Centre,,
2024-11-17,12:00,M2N 13,Wigan Seahawks,Newcastle Staffs 2,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2024-11-17,14:40,M2N 11,Manchester Marvels,Leeds Gorse 2,Division 2 North Men,Dean Trust Ardwick,,
2024-11-24,12:10,M2N 16,Manchester Marvels,Sheffield,Division 2 North Men,Dean Trust Ardwick,,
2024-11-24,14:30,M2N 17,Leeds Gorse 2,Kings of Court,Division 2 North Men,Ruth Gorse Academy,,
2024-11-24,14:45,M2N 1,DARKSTAR Derbyshire,Leeds Gorse 2,Division 2 North Men,Derby University Sports Centre,Chris Tsui,Ben Hill
2024-12-01,12:00,M2N 19,Wigan Seahawks,Kings of Court,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2024-12-01,12:10,M2N 20,Manchester Marvels,Harrogate,Division 2 North Men,Dean Trust Ardwick,,
2024-12-01,14:00,M2N 15,DARKSTAR Derbyshire,Newcastle Staffs 2,Division 2 North Men,Derby University Sports Centre,,
2024-12-14,12:00,M2N 21,Kings of Court,DARKSTAR Derbyshire,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2024-12-14,12:00,M2N 40,Newcastle Staffs 2,Wigan Seahawks,Division 2 North Men,Sir Stanley Matthews Sports Centre,,
2024-12-14,14:00,M2N 22,Harrogate,Sheffield,Division 2 North Men,Rossett Sports Centre,,
2024-12-15,12:00,M2N 4,Wigan Seahawks,Manchester Marvels,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2025-01-18,14:00,M2N 23,Harrogate,Newcastle Staffs 2,Division 2 North Men,Rossett Sports Centre,,
2025-01-19,12:00,M2N 25,Wigan Seahawks,Leeds Gorse 2,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2025-01-19,12:10,M2N 54,DARKSTAR Derbyshire,Sheffield,Division 2 North Men,Derby University Sports Centre,,
2025-01-25,12:00,M2N 28,Leeds Gorse 2,DARKSTAR Derbyshire,Division 2 North Men,Ruth Gorse Academy,,
2025-01-25,12:00,M2N 27,Newcastle Staffs 2,Sheffield,Division 2 North Men,Sir Stanley Matthews Sports Centre,,
2025-01-26,12:00,M2N 29,Kings of Court,Harrogate,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-01-26,12:10,M2N 30,Manchester Marvels,Wigan Seahawks,Division 2 North Men,Dean Trust Ardwick,,
2025-02-01,12:00,M2N 3,Sheffield,Newcastle Staffs 2,Division 2 North Men,All Saints Sports Centre,,
2025-02-01,12:10,M2N 32,DARKSTAR Derbyshire,Manchester Marvels,Division 2 North Men,Derby University Sports Centre,,
2025-02-01,14:00,M2N 33,Harrogate,Wigan Seahawks,Division 2 North Men,Rossett Sports Centre,,
2025-02-02,12:00,M2N 34,Kings of Court,Newcastle Staffs 2,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-02-08,16:30,M2N 31,Newcastle Staffs 2,Leeds Gorse 2,Division 2 North Men,Sir Stanley Matthews Sports Centre,,
2025-02-09,12:10,M2N 26,Manchester Marvels,Kings of Court,Division 2 North Men,Dean Trust Ardwick,,
2025-02-15,14:00,M2N 14,Harrogate,Leeds Gorse 2,Division 2 North Men,Rossett Sports Centre,,
2025-02-22,12:00,M2N 38,Leeds Gorse 2,Wigan Seahawks,Division 2 North Men,Ruth Gorse Academy,,
2025-02-22,14:00,M2N 36,Harrogate,DARKSTAR Derbyshire,Division 2 North Men,Rossett Sports Centre,,
2025-02-23,12:00,M2N 41,Kings of Court,Sheffield,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-02-23,16:45,M2N 39,Leeds Gorse 2,Manchester Marvels,Division 2 North Men,Ruth Gorse Academy,,
2025-03-01,12:15,M2N 43,DARKSTAR Derbyshire,Wigan Seahawks,Division 2 North Men,Derby University Sports Centre,,
2025-03-01,14:30,M2N 42,Leeds Gorse 2,Newcastle Staffs 2,Division 2 North Men,Ruth Gorse Academy,,
2025-03-02,12:00,M2N 45,Kings of Court,Wigan Seahawks,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-03-02,12:00,M2N 44,Sheffield,Manchester Marvels,Division 2 North Men,All Saints Sports Centre,,
2025-03-02,14:30,M2N 46,Leeds Gorse 2,Harrogate,Division 2 North Men,Ruth Gorse Academy,,
2025-03-08,12:00,M2N 49,DARKSTAR Derbyshire,Kings of Court,Division 2 North Men,Derby University Sports Centre,,
2025-03-08,14:00,M2N 48,Harrogate,Manchester Marvels,Division 2 North Men,Rossett Sports Centre,,
2025-03-09,12:00,M2N 50,Wigan Seahawks,Sheffield,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2025-03-16,12:00,M2N 53,Kings of Court,Leeds Gorse 2,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-03-16,12:00,M2N 51,Sheffield,Harrogate,Division 2 North Men,All Saints Sports Centre,,
2025-03-16,12:00,M2N 52,Wigan Seahawks,DARKSTAR Derbyshire,Division 2 North Men,St Edmund Arrowsmith Catholic High School,,
2025-03-16,12:10,M2N 37,Manchester Marvels,Newcastle Staffs 2,Division 2 North Men,Dean Trust Ardwick,,
2025-03-29,11:30,M2N 18,Newcastle Staffs 2,Harrogate,Division 2 North Men,Sir Stanley Matthews Sports Centre,,
2025-03-29,13:00,M2N 24,Sheffield,DARKSTAR Derbyshire,Division 2 North Men,All Saints Sports Centre,,
2025-03-30,12:00,M2N 56,Kings of Court,Manchester Marvels,Division 2 North Men,Vivacity Werrington Leisure Centre,,
2025-03-30,12:00,M2N 55,Sheffield,Wigan Seahawks,Division 2 North Men,All Saints Sports Centre,,
2025-04-05,11:30,M2N 47,Newcastle Staffs 2,DARKSTAR Derbyshire,Division 2 North Men,Sir Stanley Matthews Sports Centre,,
2024-10-06,13:00,M2C 1,Cambridge,Coventry and Warwick Riga,Division 2 Central Men,North Cambridge Academy,Stephen Watts,Klaudia French
2024-10-12,12:50,M2C 34,Norwich Spikers,Northampton,Division 2 Central Men,UEA Norwich Sportspark,Richard Garnett,Eden Minnis (Pending)
2024-10-12,13:00,M2C 36,Cambridge,Newmarket,Division 2 Central Men,North Cambridge Academy,Domitilla Di Stefano,Glynn Archibald
2024-10-12,13:30,M2C 22,Loughborough Students,Coventry and Warwick Riga,Division 2 Central Men,Parkin Sports Centre,Phil Cobb,Chris Tsui
2024-10-19,14:40,M2C 6,Norwich Spikers,MK City,Division 2 Central Men,UEA Norwich Sportspark,Richard Garnett,
2024-10-20,12:00,M2C 7,Newmarket,Northampton,Division 2 Central Men,Newmarket Leisure Centre,Maya Stancheva (Pending),
2024-10-20,15:30,M2C 9,Coventry and Warwick Riga,Rhinos Volleyball Cambridge,Division 2 Central Men,Alan Higgs Centre,Pete Whyard,
2024-10-20,16:00,M2C 8,Loughborough Students,Cambridge,Division 2 Central Men,Parkin Sports Centre,,William Perugini
2024-10-26,15:30,M2C 15,Coventry and Warwick Riga,Northampton,Division 2 Central Men,Alan Higgs Centre,Alex Iftime,Glynn Archibald
