season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2016-2017,2017-04-09,00:00,,Plymouth,1,27 13 17 13 0,Reading Aces,3,25 25 25 25 0,division_2,women,Coombe Dean School,110308,110308
2016-2017,2017-04-02,00:00,,Dartford Chargers,2,26 25 13 16 8,Cambridge ARU,3,24 21 25 25 15,division_2,women,Dartford Technology College,110308,110308
2016-2017,2017-03-26,00:00,,Cambridge ARU,3,25 25 25 - -,Plymouth,0,0 0 0 - -,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2017-03-25,00:00,,Bristol 2,3,25 25 25 - -,Ashcombe Dorking,0,17 12 11 - -,division_2,women,Abbeywood School,110308,110308
2016-2017,2017-03-19,00:00,,Ashcombe Dorking,2,25 12 18 25 6,Reading Aces,3,20 25 25 19 15,division_2,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-03-19,00:00,,Portsmouth,1,23 25 21 18 0,Bristol 2,3,25 16 25 25 0,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2017-03-11,00:00,,Cambridge ARU,3,25 25 25 - -,Dartford Chargers,0,18 17 9 - -,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2017-03-11,00:00,,Cambridge ARU,3,25 25 25 - -,Ashcombe Dorking,0,20 9 23 - -,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2017-03-05,00:00,,Bristol 2,3,25 25 25 - -,Plymouth,0,20 20 15 - -,division_2,women,Abbeywood School,110308,110308
2016-2017,2017-03-05,00:00,,Plymouth,2,25 25 20 25 11,Dartford Chargers,3,20 27 25 23 15,division_2,women,Abbeywood School,110308,110308
2016-2017,2017-03-05,00:00,,Bristol 2,3,25 25 29 25 0,Dartford Chargers,1,15 20 31 23 0,division_2,women,Abbeywood School,110308,110308
2016-2017,2017-02-26,00:00,,Cambridge ARU,3,25 25 18 25 0,Portsmouth,1,15 19 25 23 0,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2017-02-26,00:00,,Dartford Chargers,1,19 25 19 19 0,Bristol 2,3,25 17 25 25 0,division_2,women,Dartford Technology College,110308,110308
2016-2017,2017-02-19,00:00,,Portsmouth,2,25 26 22 18 5,Reading Aces,3,22 24 25 25 15,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2017-02-12,00:00,,Plymouth,1,25 6 14 16 0,Ashcombe Dorking,3,16 25 25 25 0,division_2,women,Coombe Dean School,110308,110308
2016-2017,2017-02-11,00:00,,Cambridge ARU,3,29 25 25 - -,Bristol 2,0,27 20 21 - -,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2017-02-05,00:00,,Ashcombe Dorking,3,16 26 25 22 15,Bristol 2,2,25 24 21 25 13,division_2,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-01-22,00:00,,Reading Aces,1,22 25 17 13 0,Bristol 2,3,25 17 25 25 0,division_2,women,Kendrick School,110308,110308
2016-2017,2017-01-22,00:00,,Portsmouth,3,25 26 25 - -,Dartford Chargers,0,19 24 19 - -,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2017-01-15,00:00,,Dartford Chargers,0,11 19 20 - -,Reading Aces,3,25 25 25 - -,division_2,women,Dartford Technology College,110308,110308
2016-2017,2017-01-15,00:00,,Plymouth,0,10 16 14 - -,Ashcombe Dorking,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2017-01-15,00:00,,Plymouth,0,13 10 22 - -,Portsmouth,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2016-12-11,00:00,,Reading Aces,3,25 25 25 - -,Plymouth,0,18 14 17 - -,division_2,women,Bradfield College Sports Complex,110308,110308
2016-2017,2016-12-10,00:00,,Bristol 2,3,20 25 26 25 0,Portsmouth,1,25 20 24 20 0,division_2,women,Abbeywood School,110308,110308
2016-2017,2016-11-27,00:00,,Cambridge ARU,3,19 25 25 25 0,Reading Aces,1,25 21 21 12 0,division_2,women,North Cambridge Academy,110308,110308
2016-2017,2016-11-27,00:00,,Dartford Chargers,3,25 26 25 - -,Plymouth,0,17 24 22 - -,division_2,women,Dartford Technology College,110308,110308
2016-2017,2016-11-27,00:00,,Portsmouth,0,13 21 20 - -,Ashcombe Dorking,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2016-11-20,00:00,,Ashcombe Dorking,3,25 23 25 25 0,Dartford Chargers,1,19 25 20 20 0,division_2,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2016-11-06,00:00,,Reading Aces,3,25 23 25 26 0,Ashcombe Dorking,1,20 25 22 24 0,division_2,women,Kendrick School,110308,110308
2016-2017,2016-10-23,00:00,,Plymouth,0,13 23 19 - -,Bristol 2,3,25 25 25 - -,division_2,women,Coombe Dean School,110308,110308
2016-2017,2016-10-22,00:00,,Ashcombe Dorking,0,20 21 18 - -,Cambridge ARU,3,25 25 25 - -,division_2,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2016-10-09,00:00,,Dartford Chargers,1,17 23 25 20 0,Ashcombe Dorking,3,25 25 18 25 0,division_2,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2016-10-09,00:00,,Reading Aces,3,25 25 25 - -,Portsmouth,0,23 17 23 - -,division_2,women,Kendrick School,110308,110308
2016-2017,2016-10-02,00:00,,Portsmouth,1,18 15 26 10 0,Cambridge ARU,3,25 25 24 25 0,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2016-10-02,00:00,,Plymouth,0,18 12 13 - -,Cambridge ARU,3,25 25 25 - -,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2016-10-02,00:00,,Portsmouth,3,25 25 22 25 0,Plymouth,1,19 15 25 18 0,division_2,women,Priory Community Sports Centre,110308,110308
2016-2017,2016-09-25,00:00,,Dartford Chargers,3,25 20 25 25 0,Portsmouth,1,22 25 22 23 0,division_2,women,Dartford Technology College,110308,110308
2016-2017,2016-09-24,00:00,,Bristol 2,3,20 25 26 24 15,Reading Aces,2,25 18 24 26 9,division_2,women,Abbeywood School,110308,110308
2016-2017,2016-09-11,00:00,,Reading Aces,1,25 23 21 19 0,Cambridge ARU,3,15 25 25 25 0,division_2,women,Kendrick School,110308,110308
2016-2017,2017-04-23,00:00,,London Inter Orcas,0,0 0 0 - -,Richmond 2,3,25 25 25 - -,division_3,women,Island Sports Trust,110308,110308
2016-2017,2017-04-22,00:00,,Sussex Dolphins 1,3,13 25 25 26 0,Richmond 2,1,25 22 15 24 0,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-04-02,00:00,,London Inter Orcas,3,25 25 25 - -,Sussex Dolphins 1,0,17 18 16 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-03-22,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Sussex Dolphins,0,19 13 18 - -,division_3,women,The Triangle,110308,110308
2016-2017,2017-03-04,00:00,,Ashcombe Dorking 2,3,25 20 25 25 0,Sussex Dolphins,1,20 25 16 21 0,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-02-26,00:00,,London Inter Orcas,3,25 25 25 - -,Richmond 2,0,11 13 6 - -,division_3,women,Kingston Arena,110308,110308
2016-2017,2017-02-16,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Ashcombe Dorking 2,0,11 18 17 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-02-11,00:00,,Richmond 2,3,25 25 25 - -,Ashcombe Dorking 2,0,9 17 16 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-02-11,00:00,,Sussex Dolphins,3,27 19 25 20 15,Ashcombe Dorking 2,2,25 25 20 25 10,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-02-11,00:00,,Richmond 2,3,25 25 22 28 0,Sussex Dolphins,1,12 19 25 26 0,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-02-05,00:00,,Sussex Dolphins,0,21 11 18 - -,London Inter Orcas,3,25 25 25 - -,division_3,women,Aldershot Garrison Sports Centre,110308,110308
2016-2017,2017-01-28,00:00,,Ashcombe Dorking 2,0,4 23 11 - -,London Inter Orcas,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-01-22,00:00,,Richmond 2,3,25 25 25 - -,Ashcombe Dorking 2,0,12 11 22 - -,division_3,women,Ernest Bevin College,110308,110308
2016-2017,2017-01-21,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Sussex Dolphins,0,17 9 13 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-01-21,00:00,,London Inter Orcas,3,25 25 25 - -,Sussex Dolphins,0,19 17 21 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-01-21,00:00,,Sussex Dolphins 1,0,20 19 18 - -,London Inter Orcas,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2016-12-18,00:00,,Richmond 2,2,25 17 19 25 11,Sussex Dolphins 1,3,23 25 25 19 15,division_3,women,Christ's School,110308,110308
2016-2017,2016-12-17,00:00,,Ashcombe Dorking 2,0,6 19 11 - -,London Inter Orcas,3,25 25 25 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2016-11-05,00:00,,Sussex Dolphins,1,25 15 19 25 0,Richmond 2,3,17 25 25 27 0,division_3,women,Lancing Leisure Centre,110308,110308
2016-2017,2016-09-24,00:00,,Sussex Dolphins 1,3,25 25 25 - -,Ashcombe Dorking 2,0,22 11 13 - -,division_3,women,The Ashcombe Volleyball Centre,110308,110308
2016-2017,2017-04-09,00:00,,Lincoln Cannons,3,25 25 29 - -,Northampton,0,21 22 27 - -,division_3,women,The Priory Pembroke Academy,110308,110308
2016-2017,2017-03-26,00:00,,Lincoln Cannons,3,25 25 25 - -,Loughborough Students,0,0 0 0 - -,division_3,women,The Priory Pembroke Academy,110308,110308
2016-2017,2017-03-19,00:00,,Tamworth Spartans,0,19 23 22 - -,Loughborough Students,3,25 25 25 - -,division_3,women,RAF Cranwell,110308,110308
2016-2017,2017-03-18,00:00,,Loughborough Students,3,25 25 25 - -,Black Country,0,23 15 13 - -,division_3,women,Redhill School Sports Hall,110308,110308
2016-2017,2017-03-05,00:00,,Loughborough Students,3,25 25 25 - -,Northampton,0,20 17 21 - -,division_3,women,Loughborough University Netball Centre,110308,110308
2016-2017,2017-02-26,00:00,,Tamworth Spartans,3,23 25 17 25 15,Northampton,2,25 15 25 19 8,division_3,women,Wilnecote Leisure Centre,110308,110308
2016-2017,2017-02-26,00:00,,Lincoln Cannons,1,25 17 20 9 0,Northampton,3,18 25 25 25 0,division_3,women,Wilnecote Leisure Centre,110308,110308
2016-2017,2017-02-26,00:00,,Tamworth Spartans,3,21 27 25 25 0,Lincoln Cannons,1,25 25 23 15 0,division_3,women,Wilnecote Leisure Centre,110308,110308
2016-2017,2017-02-18,00:00,,Black Country,2,25 25 18 11 13,Loughborough Students,3,19 19 25 25 15,division_3,women,Cleobury Mortimer Sports Centre,110308,110308
2016-2017,2017-02-18,00:00,,Tamworth Spartans,0,22 26 14 - -,Loughborough Students,3,25 28 25 - -,division_3,women,Cleobury Mortimer Sports Centre,110308,110308
2016-2017,2017-02-18,00:00,,Black Country,3,25 16 25 23 16,Tamworth Spartans,2,22 25 21 25 14,division_3,women,Cleobury Mortimer Sports Centre,110308,110308
2016-2017,2017-01-08,00:00,,Black Country,1,25 16 19 17 0,Lincoln Cannons,3,12 25 25 25 0,division_3,women,Voyager Academy,110308,110308
2016-2017,2016-12-18,00:00,,Northampton,2,15 25 25 19 13,Black Country,3,25 23 12 25 15,division_3,women,Moulton College,110308,110308
2016-2017,2016-11-20,00:00,,Tamworth Spartans,3,25 21 25 25 0,Northampton,1,12 25 14 14 0,division_3,women,Wilnecote Leisure Centre,110308,110308
2016-2017,2016-10-23,00:00,,Lincoln Cannons,3,25 20 25 27 0,Loughborough Students,1,15 25 20 25 0,division_3,women,The Priory Pembroke Academy,110308,110308
2016-2017,2016-10-09,00:00,,Black Country,3,25 21 25 25 0,Lincoln Cannons,1,21 25 23 16 0,division_3,women,Redhill School Sports Hall,110308,110308
2016-2017,2016-10-09,00:00,,Tamworth Spartans,3,25 25 25 - -,Lincoln Cannons,0,15 10 21 - -,division_3,women,Redhill School Sports Hall,110308,110308
2016-2017,2016-10-09,00:00,,Loughborough Students,2,17 25 25 21 13,Northampton,3,25 22 21 25 15,division_3,women,Loughborough University Netball Centre,110308,110308
2016-2017,2016-10-09,00:00,,Black Country,0,18 17 16 - -,Tamworth Spartans,3,25 25 25 - -,division_3,women,Redhill School Sports Hall,110308,110308
2016-2017,2016-09-25,00:00,,Black Country,3,25 25 25 - -,Northampton,0,15 22 9 - -,division_3,women,King's School,110308,110308
2016-2017,2017-04-23,00:00,,York Falcons,0,15 13 19 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,Joseph Rowntree School,110308,110308
2016-2017,2017-04-23,00:00,,Ashfield Vipers,0,14 13 13 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,Joseph Rowntree School,110308,110308
2016-2017,2017-04-23,00:00,,Chester Amazons,3,0 25 25 25 0,Manchester Marvels Magic,1,25 8 10 15 0,division_3,women,Whitby High School,110308,110308
2016-2017,2017-04-23,00:00,,York Falcons,3,25 26 25 - -,Ashfield Vipers,0,12 24 19 - -,division_3,women,Joseph Rowntree School,110308,110308
2016-2017,2017-04-07,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Nottingham Rockets,0,10 10 12 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2017-04-01,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Manchester Marvels Mayhem,0,8 12 15 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2017-03-26,00:00,,Ashfield Vipers,3,25 25 25 - -,Manchester Marvels Magic,0,23 8 19 - -,division_3,women,Vision West Nottinghamshire College,110308,110308
2016-2017,2017-03-25,00:00,,Manchester Marvels Mayhem,0,19 15 11 - -,York Falcons,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-03-25,00:00,,Chester Amazons,0,16 15 18 - -,York Falcons,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-03-25,00:00,,Manchester Marvels Mayhem,0,11 6 21 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-03-19,00:00,,Ashfield Vipers,0,13 8 13 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,110308,110308
2016-2017,2017-03-19,00:00,,Manchester Marvels Magic,0,5 7 17 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,110308,110308
2016-2017,2017-03-19,00:00,,Ashfield Vipers,3,20 25 25 18 15,Manchester Marvels Magic,2,25 23 18 25 5,division_3,women,Vision West Nottinghamshire College,110308,110308
2016-2017,2017-03-18,00:00,,Chester Amazons,3,25 25 25 - -,Manchester Marvels Mayhem,0,16 14 15 - -,division_3,women,Whitby High School,110308,110308
2016-2017,2017-03-18,00:00,,York Falcons,3,25 25 26 - -,Manchester Marvels Mayhem,0,11 9 24 - -,division_3,women,Whitby High School,110308,110308
2016-2017,2017-03-18,00:00,,Chester Amazons,0,22 13 19 - -,York Falcons,3,25 25 25 - -,division_3,women,Whitby High School,110308,110308
2016-2017,2017-03-12,00:00,,Nottingham Rockets,0,16 18 14 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2017-03-12,00:00,,Chester Amazons,0,11 13 22 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2017-03-12,00:00,,Nottingham Rockets,0,18 20 17 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2017-03-05,00:00,,Leeds Gorse,3,23 25 26 25 0,University of Nottingham Volleyball,1,25 23 24 20 0,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2017-03-05,00:00,,Manchester Marvels Mayhem,0,16 10 6 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2017-03-05,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Mayhem,0,23 5 17 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2017-03-04,00:00,,Manchester Marvels Magic,1,17 16 25 9 0,Nottingham Rockets,3,25 25 22 25 0,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-03-04,00:00,,York Falcons,3,25 25 25 - -,Nottingham Rockets,0,17 21 19 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-03-04,00:00,,Manchester Marvels Magic,0,13 6 5 - -,York Falcons,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-02-19,00:00,,York Falcons,0,21 16 18 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,Irlam & Cadishead Leisure Centre,110308,110308
2016-2017,2017-02-12,00:00,,Manchester Marvels Mayhem,0,19 15 20 - -,Nottingham Rockets,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2017-02-11,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Ashfield Vipers,0,9 14 13 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2017-02-11,00:00,,Ashfield Vipers,0,12 20 13 - -,Chester Amazons,3,25 25 25 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2017-02-11,00:00,,University of Nottingham Volleyball,3,0 25 25 25 0,Chester Amazons,1,25 14 16 16 0,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2017-01-29,00:00,,Leeds Gorse,3,25 25 25 - -,Nottingham Rockets,0,6 10 7 - -,division_3,women,The Education Village Academy Trust,110308,110308
2016-2017,2017-01-22,00:00,,Chester Amazons,0,7 17 14 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,Whitby High School,110308,110308
2016-2017,2017-01-22,00:00,,York Falcons,3,25 25 25 - -,Ashfield Vipers,0,8 9 16 - -,division_3,women,Joseph Rowntree School,110308,110308
2016-2017,2016-12-18,00:00,,Nottingham Rockets,3,25 25 25 - -,Manchester Marvels Magic,0,21 9 11 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2016-12-18,00:00,,Manchester Marvels Mayhem,3,25 25 25 - -,Manchester Marvels Magic,0,15 16 12 - -,division_3,women,Jubilee Sports Centre,110308,110308
2016-2017,2016-12-18,00:00,,Nottingham Rockets,3,27 25 25 - -,Manchester Marvels Mayhem,0,25 20 17 - -,division_3,women,Jubilee Sports Centre,110308,110308
2016-2017,2016-12-11,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Magic,0,14 6 10 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2016-12-11,00:00,,York Falcons,0,18 16 13 - -,University of Nottingham Volleyball,3,25 25 25 - -,division_3,women,Joseph Rowntree School,110308,110308
2016-2017,2016-11-26,00:00,,Leeds Gorse,3,26 25 25 - -,Chester Amazons,0,24 16 13 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2016-11-20,00:00,,Ashfield Vipers,0,15 9 12 - -,Manchester Marvels Mayhem,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,110308,110308
2016-2017,2016-11-19,00:00,,Manchester Marvels Magic,0,9 7 12 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2016-11-19,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,York Falcons,0,21 11 16 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2016-11-19,00:00,,Nottingham Rockets,0,23 17 23 - -,York Falcons,3,25 25 25 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2016-11-19,00:00,,University of Nottingham Volleyball,3,25 25 25 - -,Nottingham Rockets,0,10 19 17 - -,division_3,women,David Ross Sports Village,110308,110308
2016-2017,2016-11-06,00:00,,Nottingham Rockets,3,25 25 25 - -,Chester Amazons,0,17 13 21 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2016-11-06,00:00,,Manchester Marvels Mayhem,3,25 25 25 - -,Manchester Marvels Magic,0,16 12 17 - -,division_3,women,Levenshulme High School,110308,110308
2016-2017,2016-11-06,00:00,,Ashfield Vipers,1,16 19 25 16 0,Chester Amazons,3,25 25 17 25 0,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2016-11-06,00:00,,Nottingham Rockets,3,25 25 25 - -,Ashfield Vipers,0,15 13 15 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2016-10-30,00:00,,York Falcons,3,25 25 25 - -,Manchester Marvels Magic,0,12 7 18 - -,division_3,women,Irlam & Cadishead Leisure Centre,110308,110308
2016-2017,2016-10-23,00:00,,Leeds Gorse,3,25 25 25 - -,Ashfield Vipers,0,10 13 11 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2016-10-23,00:00,,Manchester Marvels Mayhem,3,25 32 25 - -,Ashfield Vipers,0,18 30 13 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2016-10-23,00:00,,Leeds Gorse,3,25 25 25 - -,Manchester Marvels Mayhem,0,10 16 13 - -,division_3,women,The Ruth Gorse Academy,110308,110308
2016-2017,2016-10-09,00:00,,Nottingham Rockets,3,25 25 25 - -,Ashfield Vipers,0,12 9 18 - -,division_3,women,Southglade Leisure Centre,110308,110308
2016-2017,2016-10-09,00:00,,Manchester Marvels Magic,0,14 11 8 - -,Leeds Gorse,3,25 25 25 - -,division_3,women,TBC,110308,110308
2016-2017,2017-04-23,00:00,,Southampton,3,25 25 25 - -,City of Bristol,0,21 21 23 - -,division_3,women,Crestwood College,110308,110308
2016-2017,2017-04-09,00:00,,Southampton,3,25 25 25 - -,Wessex,0,19 11 13 - -,division_3,women,Crestwood College,110308,110308
2016-2017,2017-03-26,00:00,,Wessex,0,22 22 18 - -,Southampton,3,25 25 25 - -,division_3,women,LeAF Academy,110308,110308
2016-2017,2017-03-26,00:00,,Southampton,3,25 25 25 - -,Southampton 2,0,19 18 23 - -,division_3,women,LeAF Academy,110308,110308
2016-2017,2017-03-26,00:00,,Wessex,2,20 25 26 26 5,Southampton 2,3,25 22 28 24 15,division_3,women,LeAF Academy,110308,110308
2016-2017,2017-03-12,00:00,,City of Bristol,2,25 19 19 25 15,University of Bristol,3,23 25 25 16 17,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2017-03-05,00:00,,Wessex,0,17 23 22 - -,Plymouth Mayflower VC,3,25 25 25 - -,division_3,women,Braunton Academy,110308,110308
2016-2017,2017-03-05,00:00,,Cardiff Falcons,2,16 23 26 25 7,University of Bristol,3,25 25 24 15 15,division_3,women,Cathedral School,110308,110308
2016-2017,2017-02-26,00:00,,Cardiff Falcons,3,25 25 25 - -,Southampton,0,15 20 23 - -,division_3,women,Cathedral School,110308,110308
2016-2017,2017-02-26,00:00,,University of Bristol,0,17 25 24 - -,Southampton 2,3,25 27 26 - -,division_3,women,Wellsway School,110308,110308
2016-2017,2017-02-12,00:00,,University of Bristol,2,19 26 24 25 4,Plymouth Mayflower VC,3,25 24 26 14 15,division_3,women,Wellsway School,110308,110308
2016-2017,2017-02-12,00:00,,City of Bristol,2,20 25 25 13 13,Cardiff Falcons,3,25 21 19 25 15,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2017-02-12,00:00,,Southampton,3,25 25 25 - -,Plymouth Mayflower VC,0,14 13 20 - -,division_3,women,Wellsway School,110308,110308
2016-2017,2017-02-12,00:00,,Southampton 2,1,9 25 23 18 0,Cardiff Falcons,3,25 22 25 25 0,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2017-02-12,00:00,,University of Bristol,1,16 22 25 20 0,Southampton,3,25 25 16 25 0,division_3,women,Wellsway School,110308,110308
2016-2017,2017-02-12,00:00,,City of Bristol,3,24 25 25 25 0,Southampton 2,1,26 20 20 19 0,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2017-02-05,00:00,,Wessex,0,14 19 14 - -,Southampton 2,3,25 25 25 - -,division_3,women,LeAF Academy,110308,110308
2016-2017,2017-01-29,00:00,,Cardiff Falcons,3,25 18 25 25 0,Southampton,1,21 25 19 23 0,division_3,women,Oxley Sports Centre,110308,110308
2016-2017,2017-01-22,00:00,,Plymouth Mayflower VC,1,25 22 20 22 0,Cardiff Falcons,3,23 25 25 25 0,division_3,women,Plymstock School Sports Centre,110308,110308
2016-2017,2017-01-21,00:00,,University of Bristol,3,25 25 25 - -,City of Bristol,0,17 19 12 - -,division_3,women,University of Bristol,110308,110308
2016-2017,2017-01-15,00:00,,Wessex,0,10 22 10 - -,Plymouth Mayflower VC,3,25 25 25 - -,division_3,women,Purbrook Park School,110308,110308
2016-2017,2016-12-18,00:00,,Southampton,3,25 25 20 25 0,Southampton 2,1,17 13 25 18 0,division_3,women,Crestwood College,110308,110308
2016-2017,2016-12-11,00:00,,City of Bristol,1,25 22 17 19 0,Southampton,3,21 25 25 25 0,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2016-12-11,00:00,,Plymouth Mayflower VC,0,17 10 18 - -,University of Bristol,3,25 25 25 - -,division_3,women,Plymstock School Sports Centre,110308,110308
2016-2017,2016-12-04,00:00,,Plymouth Mayflower VC,0,22 28 15 - -,City of Bristol,3,25 30 25 - -,division_3,women,Plymstock School Sports Centre,110308,110308
2016-2017,2016-11-20,00:00,,Wessex,0,9 14 15 - -,City of Bristol,3,25 25 25 - -,division_3,women,LeAF Academy,110308,110308
2016-2017,2016-11-20,00:00,,City of Bristol,1,25 14 9 12 0,Cardiff Falcons,3,11 25 25 25 0,division_3,women,LeAF Academy,110308,110308
2016-2017,2016-11-20,00:00,,Wessex,0,19 14 12 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,LeAF Academy,110308,110308
2016-2017,2016-11-20,00:00,,Southampton 2,3,25 16 25 25 0,Plymouth Mayflower VC,1,8 25 14 18 0,division_3,women,Woodlands Community School,110308,110308
2016-2017,2016-11-06,00:00,,City of Bristol,0,22 27 15 - -,Southampton 2,3,25 29 25 - -,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2016-11-06,00:00,,Southampton 2,3,25 25 25 - -,Plymouth Mayflower VC,0,10 10 17 - -,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2016-11-06,00:00,,City of Bristol,3,25 25 29 25 0,Plymouth Mayflower VC,1,19 19 31 17 0,division_3,women,Oasis Academy Brislington,110308,110308
2016-2017,2016-11-05,00:00,,University of Bristol,2,8 17 25 25 10,Southampton,3,25 25 23 20 15,division_3,women,USW Sport Park,110308,110308
2016-2017,2016-10-23,00:00,,University of Bristol,0,17 16 17 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,Wellsway School,110308,110308
2016-2017,2016-10-23,00:00,,Wessex,0,10 6 14 - -,Cardiff Falcons,3,25 25 25 - -,division_3,women,Wellsway School,110308,110308
2016-2017,2016-10-23,00:00,,Southampton,1,27 21 25 22 0,Plymouth Mayflower VC,3,29 25 23 25 0,division_3,women,Crestwood College,110308,110308
2016-2017,2016-10-23,00:00,,University of Bristol,3,25 25 25 - -,Wessex,0,17 15 17 - -,division_3,women,Wellsway School,110308,110308
2016-2017,2016-10-09,00:00,,University of Bristol,0,19 19 20 - -,Southampton 2,3,25 25 25 - -,division_3,women,West Buckland School,110308,110308
