season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2023-2024,2023-11-04,00:00,,Durham Palatinates,3,25 25 25 - -,Cambridge ARU,0,16 13 14 - -,superleague,women,Graham Sports Centre,unknown,unknown
2023-2024,2023-11-04,00:00,,Essex Blaze,3,25 25 25 - -,Coventry and Warwick Riga,0,17 17 14 - -,division_1,men,St John Payne School,Sebastian Widlarz,Caterina Guarino
2023-2024,2023-11-04,00:00,,Essex Trinity,3,25 25 20 25 -,Coventry & Warwick Riga 2,1,12 22 25 19 -,division_2,women,St John Payne School,Caterina Guarino,Martina Mole
2023-2024,2023-11-04,00:00,,Guildford International,1,17 25 14 15 -,Richmond Bucks,3,25 23 25 25 -,division_2,men,The Ashcombe Volleyball Centre,Clive Cooper,Carla-eliza Dinica
2023-2024,2023-11-04,00:00,,Leeds Gorse,0,22 17 23 - -,Team Sunderland,3,25 25 25 - -,superleague,men,The Ruth Gorse Academy,Simon Cowie,Diane Hollows
2023-2024,2023-11-04,00:00,,Leeds Gorse,3,25 25 25 - -,DARKSTAR Derbyshire,0,20 17 17 - -,superleague,women,The Ruth Gorse Academy,Diane Hollows,Simon Cowie
2023-2024,2023-11-04,00:00,,Lincoln Cannons,3,25 25 29 - -,Loughborough Students,0,18 19 27 - -,division_2,men,Riseholme College (Showground Campus),Pete Whyard,Bloo Sparrow
2023-2024,2023-11-04,00:00,,Lionhearts Vinarius,1,19 26 21 19 -,University of Nottingham Volleyball,3,25 24 25 25 -,superleague,women,Mulberry Shoreditch Academy,Mark Trelfa,Nicolas Vecchione
2023-2024,2023-11-04,00:00,,London Aces,3,22 25 25 25 -,Black Country,1,25 21 22 20 -,division_1,men,Lambeth Academy,Gianni Sutton,Patrick Koroma
2023-2024,2023-11-04,00:00,,Malory Eagles UEL,3,25 25 25 25 -,Stockport,1,13 18 27 21 -,superleague,men,Ernest Bevin College,Ian Cheesbrough,Katarina Cepinova
2023-2024,2023-11-04,00:00,,Malory Eagles UEL,3,25 25 28 - -,Coventry & Warwick Riga,0,13 10 26 - -,superleague,women,Ernest Bevin College,Katarina Cepinova,Ian Cheesbrough
2023-2024,2023-11-04,00:00,,Manchester Liberators,3,25 25 25 - -,Manchester Marvels Magic,0,14 17 17 - -,division_3,women,Fairfield High School,Paul Fagan,Boriss Bovkuns
2023-2024,2023-11-04,00:00,,Manchester Liberators,3,25 25 26 - -,Manchester Moss Side Jaguars,0,23 19 24 - -,division_3,women,Fairfield High School,Boriss Bovkuns,Paul Fagan
2023-2024,2023-11-04,00:00,,Manchester Marvels Magic,2,25 13 25 14 11,Manchester Moss Side Jaguars,3,22 25 21 25 15,division_3,women,Fairfield High School,Paul Fagan,Boriss Bovkuns
2023-2024,2023-11-04,00:00,,Norwich Spikers,3,25 18 25 25 -,MK City,1,16 25 19 20 -,division_2,men,Easton & Otley College,Richard Garnett,unknown
2023-2024,2023-11-04,00:00,,Nottingham Rockets,1,25 16 18 17 -,Darkstar Derbyshire 2,3,21 25 25 25 -,division_3,women,Southglade Leisure Centre,Chris Tsui,Ben Hill
2023-2024,2023-11-04,00:00,,Richmond Docklands,3,25 26 25 25 -,University of Nottingham,1,22 24 27 19 -,superleague,men,Kingston College Arena,Herman Prada,Gabriel Dan
2023-2024,2023-11-04,00:00,,Sheffield,3,26 18 26 25 -,DARKSTAR Derbyshire,1,24 25 24 19 -,division_2,men,All Saints Sports Centre,Mohammed Eissa,Jacob Hibbert
2023-2024,2023-11-04,00:00,,Southampton,3,25 20 25 21 16,Leicester Athena Phoenix,2,16 25 23 25 14,division_1,women,Woodlands Community School,Alin-vasile Dinica,Charles Duff
2023-2024,2023-11-04,00:00,,Stockport,3,25 27 19 25 -,Bristol,1,14 25 25 23 -,division_1,women,Life Leisure Brinnington Park,Lenny Barry,Abdul Salam Safadi
2023-2024,2023-11-04,00:00,,Wessex,2,18 28 27 25 10,Exeter Storm,3,25 30 25 23 15,division_2,men,Parkstone Grammar School,Jacky Pang,Nick Heckford
2023-2024,2023-11-04,00:00,,Wessex,3,25 22 26 25 -,Richmond,1,21 25 24 21 -,division_1,women,Parkstone Grammar School,Nick Heckford,Jacky Pang
2023-2024,2023-11-04,00:00,,Weymouth Beach,3,25 25 25 - -,Cambridge ARU,0,0 0 0 - -,division_1,men,Redlands Community Sports Hub,Ludwik Kowalewski,unknown
2023-2024,2023-11-04,00:00,,Wiltshire Mavericks,3,24 23 25 26 15,City of Bristol,2,26 25 14 24 7,division_2,men,Melksham Community Campus,Neil Bentley,Francesca Bentley
2023-2024,2023-11-04,00:00,,Wombourne,2,21 25 25 18 13,Darkstar Derbyshire 2,3,25 20 14 25 15,division_3,women,Southglade Leisure Centre,Ben Hill,Chris Tsui
2023-2024,2023-11-04,00:00,,York Vikings,3,25 24 25 22 15,Coventry and Warwick Riga 2,2,22 26 8 25 8,division_3,men,Joseph Rowntree School,Kamila Jastrzebska,Michal Garncarz
2023-2024,2023-11-04,00:00,,York Vikings,3,25 30 25 - -,Bradford Eagles Men,0,18 28 22 - -,division_3,men,Joseph Rowntree School,Kamila Jastrzebska,Michal Garncarz
2023-2024,2023-11-05,00:00,,Cambridge,3,25 25 25 - -,Dartford Warriors,0,15 8 20 - -,division_3,women,North Cambridge Academy,Krystalynn Leomiti,Aliaksandr Siarheyeu
2023-2024,2023-11-05,00:00,,Cambridge,3,25 25 25 - -,Essex Ravens,0,10 18 16 - -,division_3,women,North Cambridge Academy,Aliaksandr Siarheyeu,Krystalynn Leomiti
2023-2024,2023-11-05,00:00,,Cardiff Falcons,3,25 26 25 - -,Sussex Dolphins 1,0,22 24 18 - -,division_2,women,Fitzalan Highschool,Ignacio Diez,Jayne Jones
2023-2024,2023-11-05,00:00,,Cardiff Panthers,3,25 25 25 - -,Urbond VC Portsmouth,0,19 19 13 - -,division_3,men,Itchen College Sports Centre,Alexandru Calin,Richard Burbedge
2023-2024,2023-11-05,00:00,,DARKSTAR Derbyshire 2,0,12 11 22 - -,Nottingham Rockets,3,25 25 25 - -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),Chris Tsui,Gary Cross
2023-2024,2023-11-05,00:00,,DARKSTAR Derbyshire 2,0,16 17 17 - -,Kings of Court Boston 1,3,25 25 25 - -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),Chris Tsui,Gary Cross
2023-2024,2023-11-05,00:00,,Dartford Warriors,3,25 25 20 25 -,Essex Ravens,1,12 14 25 19 -,division_3,women,North Cambridge Academy,Krystalynn Leomiti,Aliaksandr Siarheyeu
2023-2024,2023-11-05,00:00,,Durham Palatinates,3,25 25 25 - -,DARKSTAR Derbyshire,0,21 16 20 - -,superleague,women,Graham Sports Centre,unknown,unknown
2023-2024,2023-11-05,00:00,,Everton Dugongs,0,18 19 15 - -,Harrogate,3,25 25 25 - -,division_2,men,Litherland High School,Boriss Bovkuns,Rhys Kai Sweeney
2023-2024,2023-11-05,00:00,,Everton Narwhals,3,25 25 25 - -,Urmston Grammar Volleyball,0,13 21 17 - -,division_2,women,Litherland High School,Boriss Bovkuns,Rhys Kai Sweeney
2023-2024,2023-11-05,00:00,,GNG Bedford,0,23 21 20 - -,Invicta Volleyball Men,3,25 25 25 - -,division_3,men,Tendring Technology College,Klaudia French,Harriett Philp-Edwards
2023-2024,2023-11-05,00:00,,Hull Thunder,3,25 22 27 25 -,Loughborough Students,1,14 25 25 17 -,division_2,men,Steve Prescott Sport Centre,Prakash Mistry,Nichola Backhouse
2023-2024,2023-11-05,00:00,,IBB Polonia London,3,25 18 25 25 -,University of Nottingham,1,17 25 15 20 -,superleague,men,Northolt High school,Patrick Koroma,Ian Cheesbrough
2023-2024,2023-11-05,00:00,,Leeds Gorse 2,3,25 25 25 - -,Manchester Marvels Mystics,0,18 19 18 - -,division_2,women,The Ruth Gorse Academy,Julia Carroll,Diane Hollows
2023-2024,2023-11-05,00:00,,Leeds Gorse,3,25 21 25 25 -,Newcastle Staffs,1,20 25 23 22 -,superleague,men,The Ruth Gorse Academy,Diane Hollows,Aileen Barry
2023-2024,2023-11-05,00:00,,Lincoln Cannons,3,22 25 25 29 15,Ashfield Vipers,2,25 20 14 31 13,division_3,women,Madeley High School,Bee Yusuf,Ailsa Smith
2023-2024,2023-11-05,00:00,,London Giants,3,22 25 25 25 -,Tamworth Spartans,1,25 21 16 22 -,division_1,men,Caius House Youth Centre,Herman Prada,unknown
2023-2024,2023-11-05,00:00,,London Giants,3,25 25 23 25 -,Bristol 2,1,7 12 25 12 -,division_2,women,Caius House Youth Centre,unknown,Herman Prada
2023-2024,2023-11-05,00:00,,London Inter Crocs,2,25 21 25 23 12,Dartford Chargers,3,16 25 21 25 15,division_1,women,Haverstock School,Glynn Archibald,Maciej Madejsza
2023-2024,2023-11-05,00:00,,Manchester Marvels Marauders,0,14 17 20 - -,Chester,3,25 25 25 - -,division_3,men,Dean Trust Ardwick,Bryan Youlden,unknown
2023-2024,2023-11-05,00:00,,Manchester Marvels Marauders,0,19 23 19 - -,Newcastle Staffs 2,3,25 25 25 - -,division_3,men,Dean Trust Ardwick,Bryan Youlden,unknown
2023-2024,2023-11-05,00:00,,Newcastle Staffs 2,3,25 25 25 - -,Chester,0,15 22 19 - -,division_3,men,Dean Trust Ardwick,Bryan Youlden,unknown
2023-2024,2023-11-05,00:00,,Newcastle Staffs,3,25 25 24 25 -,Lincoln Cannons,1,22 21 26 4 -,division_3,women,Madeley High School,Ailsa Smith,Rita Grimes
2023-2024,2023-11-05,00:00,,Newcastle Staffs,3,25 25 25 - -,Ashfield Vipers,0,11 21 13 - -,division_3,women,Madeley High School,Ailsa Smith,Rita Grimes
2023-2024,2023-11-05,00:00,,Newmarket,3,20 25 22 25 15,Cambridge,2,25 16 25 16 7,division_2,men,Newmarket Leisure Centre,Maddie Vararu,Pete Saunders
2023-2024,2023-11-05,00:00,,Nottingham Rockets,1,25 19 21 16 -,Kings of Court Boston 1,3,22 25 25 25 -,division_3,men,Derbyshire Volleyball Centre (Derby Moor),Gary Cross,Chris Tsui
2023-2024,2023-11-05,00:00,,Oxford Eagles,3,22 25 25 25 -,Norwich Spikers,1,25 18 12 15 -,division_2,women,Ferry Leisure Centre,Sam Yip,unknown
2023-2024,2023-11-05,00:00,,Plymouth Mayflower VC,3,25 25 24 25 -,City of Bristol,1,15 19 26 16 -,division_3,women,Priory Community Sports Centre,Charles Duff,Eleni Blana
2023-2024,2023-11-05,00:00,,Portsmouth,1,15 19 26 16 -,Plymouth Mayflower VC,3,25 25 24 25 -,division_3,women,Priory Community Sports Centre,Eleni Blana,Charles Duff
2023-2024,2023-11-05,00:00,,Portsmouth,3,25 21 25 25 -,City of Bristol,1,17 25 23 19 -,division_3,women,Priory Community Sports Centre,Eleni Blana,Charles Duff
2023-2024,2023-11-05,00:00,,Rhinos Volleyball Cambridge,3,25 23 25 25 -,Herts,1,20 25 23 20 -,division_2,women,Chesterton Sports Centre,Maya Stancheva,Bernardino Ossola
2023-2024,2023-11-05,00:00,,Richmond Docklands,3,25 25 25 - -,Stockport,0,20 20 22 - -,superleague,men,Kingston College Arena,Anna Justkowska,Ryszard Dabrowski
2023-2024,2023-11-05,00:00,,Sheffield 2,0,24 25 20 - -,Wombourne 2,3,26 27 25 - -,division_3,men,All Saints Sports Centre,Simon Cowie,Federico De Feo
2023-2024,2023-11-05,00:00,,Sheffield 2,1,19 25 25 16 -,Leeds Gorse 2,3,25 27 22 25 -,division_3,men,All Saints Sports Centre,Federico De Feo,Simon Cowie
2023-2024,2023-11-05,00:00,,Southampton,0,20 22 22 - -,Richmond,3,25 25 25 - -,division_1,women,Crestwood College,Alin-vasile Dinica,Nick Heckford
2023-2024,2023-11-05,00:00,,Southampton,1,23 25 8 14 -,Cardiff Panthers,3,25 23 25 25 -,division_3,men,Itchen College Sports Centre,Richard Burbedge,Alexandru Calin
2023-2024,2023-11-05,00:00,,Southampton,3,25 25 25 - -,Urbond VC Portsmouth,0,16 19 21 - -,division_3,men,Itchen College Sports Centre,Richard Burbedge,Alexandru Calin
2023-2024,2023-11-05,00:00,,Spelthorne Sharks,2,21 25 25 16 8,Richmond 3,3,25 10 11 25 15,division_3,women,Egham S.C.,Giorgio Scatigna-Gianfagna,unknown
2023-2024,2023-11-05,00:00,,Spelthorne Sharks,3,26 22 17 25 15,Tendring 1,2,24 25 25 21 4,division_3,women,Egham S.C.,Giorgio Scatigna-Gianfagna,unknown
2023-2024,2023-11-05,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,University of Nottingham Volleyball,0,13 19 22 - -,superleague,women,Northolt High school,Ian Cheesbrough,Patrick Koroma
2023-2024,2023-11-05,00:00,,Team Sunderland,3,25 25 25 - -,Sheffield,0,22 21 18 - -,division_2,women,Sunderland University (Cityspace),Dave Skipsey,Daniel Livingstone
2023-2024,2023-11-05,00:00,,Tendring 1,2,25 25 24 22 8,GNG Bedford,3,21 23 26 25 15,division_3,men,Tendring Technology College,Klaudia French,Harriett Philp-Edwards
2023-2024,2023-11-05,00:00,,Tendring 1,3,25 25 19 25 -,Richmond 3,1,22 18 25 17 -,division_3,women,Egham S.C.,,Giorgio Scatigna-Gianfagna
2023-2024,2023-11-05,00:00,,Tendring 1,3,25 26 20 18 15,Invicta Volleyball Men,2,14 24 25 25 8,division_3,men,Tendring Technology College,Klaudia French,Harriett Philp-Edwards
2023-2024,2023-11-05,00:00,,Urmston Grammar 2,0,17 23 24 - -,Manchester Moss Side,3,25 25 26 - -,division_3,men,St Edmund Arrowsmith Catholic High School,Tobias Degg,Chelsea Hulme
2023-2024,2023-11-05,00:00,,Wessex,3,25 25 25 - -,Leicester Athena Phoenix,0,21 22 20 - -,division_1,women,Parkstone Grammar School,Alistair Mitchell,Ludwik Kowalewski
2023-2024,2023-11-05,00:00,,Wigan Seahawks,3,21 25 25 25 -,Manchester Moss Side,1,25 17 23 17 -,division_3,men,St Edmund Arrowsmith Catholic High School,William Pinson,Tobias Degg
2023-2024,2023-11-05,00:00,,Wigan Seahawks,3,24 25 24 25 15,Urmston Grammar 2,2,26 11 26 23 9,division_3,men,St Edmund Arrowsmith Catholic High School,Chelsea Hulme,Jack Butler
2023-2024,2023-11-05,00:00,,Wombourne 2,1,13 25 17 11 -,Leeds Gorse 2,3,25 20 25 25 -,division_3,men,All Saints Sports Centre,Simon Cowie,Federico De Feo
2023-2024,2023-11-05,00:00,,Wombourne,1,19 16 25 22 -,London Baks,3,25 25 21 25 -,division_2,men,Dudley Evolve,Elia Gironacci,Roberto Rigante
2023-2024,2023-11-07,00:00,,Barnsley VC,3,25 25 25 - -,Sheffield 2,0,0 0 0 - -,shield,men,The Ruth Gorse Academy,Roger Kittle,David Potter
2023-2024,2023-11-09,00:00,,Loughborough Students,1,21 21 25 16 -,DARKSTAR Derbyshire,3,25 25 17 25 -,division_2,men,Sir David Wallace Sports Hall,unknown,unknown
2023-2024,2023-11-10,00:00,,Preston Panthers VC,2,25 18 21 25 12,Wigan Seahawks Ladies,3,23 25 25 19 15,shield,women,Preston College,Lenny Barry,Paul Fagan
2023-2024,2023-11-11,00:00,,Black Country 2,2,17 27 25 25 11,S.Q.U.A.D Men,3,25 29 21 21 15,shield,men,Redhill School Sports Hall,Timothy Hebborn,Stephannie Konya
2023-2024,2023-11-11,00:00,,Bristol,3,25 25 23 25 -,Cardiff Panthers,1,19 17 25 23 -,shield,men,Avanti Gardens School,Su Brennand,Janet Leach
2023-2024,2023-11-11,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,London Inter Crocs,0,15 16 23 - -,cup,women,Bablake School,Rita Grimes,Roberto Rigante
2023-2024,2023-11-11,00:00,,Durham Palatinates,3,25 25 25 - -,Hull Thunder,0,14 15 19 - -,cup,men,Graham Sports Centre,Evelyn Lee,Jineth Dissanayake
2023-2024,2023-11-11,00:00,,Everton Dugongs,3,15 25 22 29 15,Manchester Moss Side,2,25 21 25 27 10,shield,men,Litherland High School,Paul Fagan,Matilda Siu
2023-2024,2023-11-11,00:00,,Exeter Storm,3,25 25 25 - -,South Hants,0,8 14 8 - -,shield,men,Riverside Leisure Centre,Daniel Sarnik,Stanisław Dunat
2023-2024,2023-11-11,00:00,,IBB Polonia London,3,25 25 25 - -,Brazukas,0,8 13 12 - -,cup,men,Northolt High school,Ian Cheesbrough,Nicolas Vecchione
2023-2024,2023-11-11,00:00,,Kings Langley,1,29 14 21 23 -,London Bears 2,3,27 25 25 25 -,shield,men,Kings Langley Secondary School,Ryszard Dabrowski,Enrico Mengotti
2023-2024,2023-11-11,00:00,,Leicester,3,25 25 19 25 -,Loughborough Students,1,21 15 25 21 -,shield,men,Parkin Sports Centre,Phil Cobb,Ben Hill
2023-2024,2023-11-11,00:00,,London Bears,3,- - - - -,Men,1,- - - - -,shield,men,Britannia Leisure Centre,Huaxi Liu,Fiona Cotterill
2023-2024,2023-11-11,00:00,,London Wildcats,0,18 22 23 - -,London Aces,3,25 25 25 - -,shield,men,Leigh Academy Blackheath,Domenico De Mattia,Francesca Hossain
2023-2024,2023-11-11,00:00,,Loughborough Students,3,25 29 25 - -,Coventry & Warwick Riga 2,1,20 27 21 - -,division_2,women,Parkin Sports Centre,Phil Cobb,unknown
2023-2024,2023-11-11,00:00,,Maidstone Rocks,0,13 11 8 - -,Worthing,3,25 25 25 - -,shield,men,Maidstone Leisure Centre,Ebony Faraday,Alice Marcu
2023-2024,2023-11-11,00:00,,Manchester Marvels Marauders,1,19 24 35 14 -,Newcastle Staffs 2,3,25 26 33 25 -,shield,men,Dean Trust Ardwick,Martin Mierzwa,unknown
2023-2024,2023-11-11,00:00,,Newcastle Staffs,2,25 24 25 25 9,Black Country,3,27 26 14 22 15,cup,men,Sir Stanley Matthews Sports Centre,Joseph Gore,John Boughton
2023-2024,2023-11-11,00:00,,Northampton,3,25 25 25 - -,GNG Bedford 1,0,23 21 18 - -,shield,men,Moulton College,Sarah Hanrahan,Federico De Feo
2023-2024,2023-11-11,00:00,,Nottingham Rockets,1,17 27 14 23 -,Lincoln Cannons,3,25 25 25 25 -,shield,men,Southglade Leisure Centre,Chris Tsui,Sebastian Struski
2023-2024,2023-11-11,00:00,,Preston Panthers VC,1,15 26 23 14 -,Liverpool,3,25 24 25 25 -,shield,men,Preston College,Lenny Barry,Boriss Bovkuns
2023-2024,2023-11-11,00:00,,Richmond Docklands,3,20 25 25 25 -,Reading Aces,1,25 18 12 10 -,cup,men,Kingston College Arena,Dominik Biegajlo,Gabriel Dan
2023-2024,2023-11-11,00:00,,Sheffield,0,20 20 19 - -,Essex Rebels,3,25 25 25 - -,cup,men,All Saints Sports Centre,William Perugini,Hamza Shokat
2023-2024,2023-11-11,00:00,,Spelthorne Lions,3,25 22 27 12 16,Army,2,20 25 25 25 14,shield,men,St. James School,Anna Justkowska,unknown
2023-2024,2023-11-11,00:00,,Stockport,0,12 23 20 - -,Malory Eagles UEL,3,25 25 25 - -,cup,women,Life Leisure Brinnington Park,Diane Hollows,Ruth Bridge
2023-2024,2023-11-11,00:00,,Stockport,3,25 25 25 - -,Leeds Gorse,0,15 17 20 - -,cup,men,Life Leisure Brinnington Park,Diane Hollows,Ruth Bridge
2023-2024,2023-11-11,00:00,,University of Nottingham,3,25 25 25 - -,Cambridge,0,18 17 21 - -,cup,men,David Ross Sports Village,Bloo Sparrow,Libby Roberts
2023-2024,2023-11-11,00:00,,URBOND VC Portsmouth Men,3,25 22 26 25 -,Tonbridge 2,1,18 25 24 21 -,shield,men,Priory Community Sports Centre,Alexandru Calin,Eleni Blana
2023-2024,2023-11-11,00:00,,Urmston Grammar 2,1,25 23 21 21 -,Intervolley Manchester,3,21 25 25 25 -,shield,men,Urmston Grammar School,,Alexia Borcoman
2023-2024,2023-11-11,00:00,,Weymouth Beach,0,15 19 15 - -,Malory Eagles UEL,3,25 25 25 - -,cup,men,Redlands Community Sports Hub,Nick Heckford,Jacky Pang
2023-2024,2023-11-11,00:00,,Weymouth,0,20 24 24 - -,Cardiff Falcons,3,25 26 26 - -,shield,women,St Osmund's Middle School,Alistair Mitchell,unknown
2023-2024,2023-11-11,00:00,,Wigan Seahawks,3,25 25 25 - -,Volleyball Isle of Man 1,0,10 18 15 - -,shield,men,St Edmund Arrowsmith Catholic High School,Lenny Barry,Boriss Bovkuns
2023-2024,2023-11-11,00:00,,York Vikings,3,25 25 25 - -,Preston Panthers B,0,13 14 20 - -,shield,men,Joseph Rowntree School,Simon Cowie,Thomas Fynn
2023-2024,2023-11-12,00:00,,Ashcombe Dorking,0,21 16 18 - -,S.Q.U.A.D Women,3,25 25 25 - -,shield,women,The Ashcombe Volleyball Centre,Richard Burbedge,Hiroko Turner
2023-2024,2023-11-12,00:00,,Bristol,0,16 20 11 - -,Cambridge ARU,3,25 25 25 - -,cup,women,Avanti Gardens School,Neil Bentley,Francesca Bentley
2023-2024,2023-11-12,00:00,,Cheltenham & Gloucester,3,25 25 25 - -,Leicester Athena Nova,0,12 22 11 - -,shield,women,Bournside School,Su Brennand,Janet Leach
2023-2024,2023-11-12,00:00,,Darkstar Derbyshire 2,3,25 25 25 - -,Black Country 2,0,8 14 11 - -,shield,women,Derby University Sports Centre,Chris Tsui,Gary Cross
2023-2024,2023-11-12,00:00,,Durham Palatinates,3,25 25 25 - -,The Miners Doncaster,0,7 13 12 - -,cup,women,Graham Sports Centre,Simon Cowie,Diane Hollows
2023-2024,2023-11-12,00:00,,Everton Belugas,0,23 19 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,cup,women,Litherland High School,Lenny Barry,Konrad Sutowski
2023-2024,2023-11-12,00:00,,Kent Invicta,0,12 15 19 - -,Team SideOut (London),3,25 25 25 - -,shield,men,University of Kent Sports Centre,Domenico De Mattia,unknown
2023-2024,2023-11-12,00:00,,London Inter Crocs,3,31 25 25 - -,Southampton,0,29 16 22 - -,division_1,women,Haverstock School,Brendan Fogarty,Ryszard Dabrowski
2023-2024,2023-11-12,00:00,,Loughborough Students,0,11 9 17 - -,Essex Rebels,3,25 25 25 - -,cup,women,New Victory Hall,Phil Cobb,Bloo Sparrow
2023-2024,2023-11-12,00:00,,Maidstone Diamonds,0,15 11 17 - -,Tendring 1,3,25 25 25 - -,shield,women,Angel Centre,Ian Ruddock,Dee Wauchope
2023-2024,2023-11-12,00:00,,Manchester Marvels Mayhem,3,25 25 25 - -,Chester Amazons,0,17 14 19 - -,shield,women,Dean Trust Ardwick,Paul Fagan,unknown
2023-2024,2023-11-12,00:00,,Manchester Moss Side Jaguars,3,25 26 25 25 -,Manchester Liberators,1,23 28 20 20 -,shield,women,Moss Side Leisure Centre,Boriss Bovkuns,Gergo Nemeth
2023-2024,2023-11-12,00:00,,Marske Phoenix,3,16 25 19 25 15,DARKSTAR Derbyshire 2,2,25 16 25 13 12,shield,men,Everyone active Saltburn Sports Centre,Dave Skipsey,Lesley Shepherd
2023-2024,2023-11-12,00:00,,Northampton,2,23 25 25 25 11,Essex Estonians,3,25 19 27 12 15,division_3,men,Kensington Aldridge Academy,Marcelo Radovan,Giordano Marchi
2023-2024,2023-11-12,00:00,,Onyx London,1,18 21 26 15 -,Northampton,3,25 25 24 25 -,division_3,men,Kensington Aldridge Academy,Giordano Marchi,Marcelo Radovan
2023-2024,2023-11-12,00:00,,Onyx London,3,20 25 25 25 -,Essex Estonians,1,25 20 20 17 -,division_3,men,Kensington Aldridge Academy,Giordano Marchi,Marcelo Radovan
2023-2024,2023-11-12,00:00,,Plymouth Mayflower VC,1,19 25 21 15 -,Portsmouth,3,25 18 25 25 -,shield,women,Stoke Damerell CC,Christopher Semmens,Daniel Sarnik
2023-2024,2023-11-12,00:00,,Tendring 1,3,25 25 22 29 15,MK City,2,19 21 25 31 12,shield,men,Tendring Technology College,,Harriett Philp-Edwards
2023-2024,2023-11-12,00:00,,Tonbridge Women,0,14 23 17 - -,Spelthorne Sharks,3,25 25 25 - -,shield,women,Angel Centre,Dee Wauchope,Ian Ruddock
2023-2024,2023-11-12,00:00,,Watford,3,24 25 25 25 -,Wimbledon Wolves (London),1,26 21 22 19 -,shield,men,Kings Langley Secondary School,Ian Cheesbrough,unknown
2023-2024,2023-11-12,00:00,,Wimbledon Wildkats,0,18 22 20 - -,Onyx London,3,25 25 25 - -,shield,women,Putney High School,Wojciech Fiszer,Jeny Werner
2023-2024,2023-11-12,00:00,,Wombourne 2,0,14 9 11 - -,Oxford Bulls,3,25 25 25 - -,shield,men,Dudley Evolve,William Perugini,Elia Gironacci
2023-2024,2023-11-12,00:00,,Worthing,0,14 17 17 - -,Waterloo Thunder Volleyball Club,3,25 25 25 - -,shield,women,Lancing Leisure Centre,Dr Zuzana Resetarova,unknown
2023-2024,2023-11-18,00:00,,Ashfield Vipers,0,21 14 22 - -,Nottingham Rockets,3,25 25 25 - -,division_3,women,Ashfield School,Bloo Sparrow,unknown
2023-2024,2023-11-18,00:00,,Ashfield Vipers,2,25 17 25 11 11,Leicester Athena Nova,3,23 25 19 25 15,division_3,women,Ashfield School,Bloo Sparrow,unknown
2023-2024,2023-11-18,00:00,,Bedminster,1,17 19 25 20 -,Worthing,3,25 25 21 25 -,division_3,men,Mountbatten Leisure Centre,Eleni Blana,Sam Yip
2023-2024,2023-11-18,00:00,,Black Country,3,25 25 25 - -,Cambridge ARU,0,23 19 23 - -,division_1,men,Redhill School Sports Hall,William Perugini,Elia Gironacci
2023-2024,2023-11-18,00:00,,City of Bristol,0,22 23 21 - -,Bristol,3,25 25 25 - -,division_2,men,Oasis Academy Brislington,Richard Parkes,Neil Bentley
2023-2024,2023-11-18,00:00,,DARKSTAR Derbyshire 2,0,12 17 16 - -,Leeds Gorse 2,3,25 25 25 - -,division_3,men,Joseph Rowntree School,Stivan Kolev,unknown
2023-2024,2023-11-18,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Cambridge ARU,0,11 18 21 - -,superleague,women,University of Derby,Roberto Rigante,unknown
2023-2024,2023-11-18,00:00,,Durham Palatinates,3,25 25 25 - -,Essex Rebels,0,22 7 22 - -,superleague,men,Graham Sports Centre,Simon Cowie,Dave Skipsey
2023-2024,2023-11-18,00:00,,Durham Palatinates,3,27 25 27 25 -,Essex Rebels,1,29 21 25 14 -,superleague,women,Graham Sports Centre,Dave Skipsey,Simon Cowie
2023-2024,2023-11-18,00:00,,Essex Estonians,0,9 16 14 - -,Leicester,3,25 25 25 - -,division_3,men,St John Payne School,Chris Watson,Martina Mole
2023-2024,2023-11-18,00:00,,Essex Estonians,1,12 18 25 13 -,Invicta Volleyball Men,3,25 25 21 25 -,division_3,men,St John Payne School,Chris Watson,Dave Fenech
2023-2024,2023-11-18,00:00,,Harrogate,2,23 17 25 26 15,Lincoln Cannons,3,25 25 21 24 17,division_2,men,Rossett Sports Centre,David Lamb,unknown
2023-2024,2023-11-18,00:00,,Leeds Gorse 2,2,25 17 6 25 10,Manchester Marvels Mayhem,3,22 25 25 22 15,division_2,women,The Stephen Longfellow Academy,David Potter,Sarah Austick
2023-2024,2023-11-18,00:00,,Leicester Athena Nova,3,25 25 27 - -,Nottingham Rockets,0,22 18 25 - -,division_3,women,Ashfield School,,Bloo Sparrow
2023-2024,2023-11-18,00:00,,Leicester,0,24 16 21 - -,Invicta Volleyball Men,3,26 25 25 - -,division_3,men,St John Payne School,Chris Watson,Dave Fenech
2023-2024,2023-11-18,00:00,,Lionhearts Vinarius,0,23 21 16 - -,Team SideOut Polonia (London),3,25 25 25 - -,superleague,women,Mulberry Shoreditch Academy,Domenico De Mattia,Mark Trelfa
2023-2024,2023-11-18,00:00,,Liverpool,0,23 12 21 - -,York Falcons,3,25 25 25 - -,division_3,women,Holly Lodge Girl's College,Boriss Bovkuns,Rhys Kai Sweeney
