season,date,time,ID,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2023-2024,2023-09-23,00:00,,Weymouth Beach,3,25 25 25 - -,Worthing,0,15 10 19 - -,cup,men,Redlands Community Sports Hub,Richard Parkes,unknown
2023-2024,2023-09-23,00:00,,Wigan Seahawks,3,27 25 21 25 -,Manchester Marvels,1,25 18 25 16 -,cup,men,St Edmund Arrowsmith Catholic High School,Lenny Barry,unknown
2023-2024,2023-09-24,00:00,,Black Country,1,25 21 18 19 -,Cheltenham & Gloucester,3,18 25 25 25 -,cup,women,Redhill School Sports Hall,,Matthew Nelson
2023-2024,2023-09-24,00:00,,Bristol,3,25 25 22 25 -,Cardiff Falcons,1,15 13 25 14 -,cup,women,Avanti Gardens School,Timothy Hebborn,Neil Bentley
2023-2024,2023-09-24,00:00,,Everton Belugas,3,25 25 25 - -,Newcastle Staffs,0,11 18 15 - -,cup,women,Litherland High School,Bryan Youlden,unknown
2023-2024,2023-09-24,00:00,,Everton Dugongs,1,18 25 16 24 -,Manchester Marvels Marauders,3,25 16 25 26 -,cup,men,Litherland High School,Bryan Youlden,Matilda Siu
2023-2024,2023-09-24,00:00,,GNG Bedford 1,2,27 13 21 25 10,Brazukas,3,25 25 25 19 15,cup,men,Trinity Arts & Leisure,Rajinder Singh,Satinder Sangha
2023-2024,2023-09-24,00:00,,Hull Thunder,3,25 25 24 24 15,Nottingham Rockets,2,8 21 26 26 10,cup,men,Allam Arena Hull University Sports Centre,Stivan Kolev,Daniel Chung
2023-2024,2023-09-24,00:00,,Intervolley Manchester,3,25 25 25 - -,DARKSTAR Derbyshire 2,0,14 11 17 - -,cup,men,Y Club,Abdul Salam Safadi,Ryan Cheung
2023-2024,2023-09-24,00:00,,Kings of Court Boston 1,3,24 25 25 25 -,Wombourne,1,26 18 19 19 -,cup,men,Vivacity Werrington Leisure Centre,Bloo Sparrow,Vitalijs Kondrasovs
2023-2024,2023-09-24,00:00,,Leeds Gorse 2,0,23 20 22 - -,The Miners Doncaster,3,25 25 25 - -,cup,women,The Ruth Gorse Academy,Simon Cowie,Alessia Garnero
2023-2024,2023-09-24,00:00,,Leicester Athena Phoenix,3,25 25 25 - -,Black Country 2,0,4 5 5 - -,cup,women,Watershed Youth Centre,Gary Cross,Ben Hill
2023-2024,2023-09-24,00:00,,Lincoln Cannons,3,25 25 25 - -,Coventry and Warwick Riga,0,19 18 10 - -,cup,men,Riseholme College (Showground Campus),Edward Arnott,Rita Caldeira
2023-2024,2023-09-24,00:00,,Lincoln Cannons,3,25 25 25 - -,Darkstar Derbyshire 2,0,22 21 11 - -,cup,women,Riseholme College (Showground Campus),Edward Arnott,Leon O'Mahoney
2023-2024,2023-09-24,00:00,,London Bears,3,25 22 25 25 -,Oxford Eagles,1,23 25 23 21 -,cup,women,Somers Town Community Centre,Huaxi Liu,Herman Prada
2023-2024,2023-09-24,00:00,,Manchester Liberators,0,21 18 15 - -,Sheffield,3,25 25 25 - -,cup,women,Fairfield High School,Gergo Nemeth,Keisuke Sakamoto
2023-2024,2023-09-24,00:00,,Manchester Marvels Mystics,3,23 25 25 24 15,Manchester Moss Side Jaguars,2,25 22 18 26 8,cup,women,Dean Trust Ardwick,Martin Mierzwa,Toby Reeves Hall
2023-2024,2023-09-24,00:00,,Northampton,2,26 25 21 14 8,Cambridge,3,24 23 25 25 15,cup,women,Moulton College,Aliaksandr Siarheyeu,Michal Orlowski
2023-2024,2023-09-24,00:00,,Nottingham Rockets,0,8 7 13 - -,Loughborough Students,3,25 25 25 - -,cup,women,Harvey Hadden Sports Complex,Pete Whyard,Joshua Richardson
2023-2024,2023-09-24,00:00,,Onyx London,3,20 25 25 25 -,Worthing,1,25 16 17 17 -,cup,women,Harrow Club,Patrick Koroma,unknown
2023-2024,2023-09-24,00:00,,Plymouth Mayflower VC,3,25 10 25 19 15,Weymouth,2,17 25 11 25 13,cup,women,Plymstock School Sports Centre,Daniel Sarnik,Charlie Huitson
2023-2024,2023-09-24,00:00,,Portsmouth,0,19 15 14 - -,Wessex,3,25 25 25 - -,cup,women,Priory Community Sports Centre,Eleni Blana,Charles Duff
2023-2024,2023-09-24,00:00,,Richmond,3,17 25 20 25 15,S.Q.U.A.D Women,2,25 23 25 20 5,cup,women,Kingston College Arena,Dominik Biegajlo,Marcelo Radovan
2023-2024,2023-09-24,00:00,,Spelthorne Sharks,0,20 22 16 - -,Wimbledon Wildkats,3,25 25 25 - -,cup,women,St. James School,Nick Cheah,unknown
2023-2024,2023-09-24,00:00,,Tamworth Spartans,1,16 25 23 18 -,Black Country 2,3,25 22 25 25 -,cup,men,Wilnecote Leisure Centre,Joseph Gore,Hannah Staggs
2023-2024,2023-09-24,00:00,,Tamworth Spartans,3,25 25 25 - -,Leicester Athena Nova,0,16 17 15 - -,cup,women,Wilnecote Leisure Centre,Joseph Gore,Ka Chun Wong
2023-2024,2023-09-24,00:00,,Urmston Grammar Volleyball,3,25 20 25 25 -,Chester Amazons,1,22 25 11 14 -,cup,women,Urmston Grammar School,Lenny Barry,unknown
2023-2024,2023-09-24,00:00,,Waterloo Thunder Volleyball Club,3,25 25 25 - -,Ashcombe Dorking,0,11 12 14 - -,cup,women,Ernest Bevin College,Giordano Marchi,Mark Trelfa
2023-2024,2023-09-24,00:00,,York Falcons,1,17 23 25 21 -,Hull Thunder,3,25 25 21 25 -,cup,women,Joseph Rowntree School,Debra Smart,Jozef Pecovsky
2023-2024,2023-09-30,00:00,,Black Country 2,3,25 25 25 - -,Bradford Eagles Men,0,15 19 21 - -,division_3,men,Vivacity Werrington Leisure Centre,Igors Maksimovs,unknown
2023-2024,2023-09-30,00:00,,Black Country,1,25 20 25 18 -,Essex Blaze,3,27 25 20 25 -,division_1,men,Redhill School Sports Hall,Rita Grimes,unknown
2023-2024,2023-09-30,00:00,,Cambridge ARU,2,22 19 25 25 14,Leeds Gorse,3,25 25 22 14 16,superleague,women,North Cambridge Academy,Glynn Archibald,unknown
2023-2024,2023-09-30,00:00,,Everton Belugas,2,28 27 25 23 10,London Inter Crocs,3,26 29 17 25 15,division_1,women,Litherland High School,Lenny Barry,unknown
2023-2024,2023-09-30,00:00,,Everton Dugongs,0,19 23 14 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Litherland High School,Lenny Barry,Matilda Siu
2023-2024,2023-09-30,00:00,,Everton Narwhals,3,25 25 18 25 -,Leeds Gorse 2,1,21 14 25 16 -,division_2,women,Litherland High School,,Lenny Barry
2023-2024,2023-09-30,00:00,,Exeter Storm,3,25 21 25 25 -,Richmond Bucks,1,18 25 14 13 -,division_2,men,Riverside Leisure Centre,Daniel Sarnik,unknown
2023-2024,2023-09-30,00:00,,Guildford International,2,19 25 25 16 10,Bristol,3,25 21 20 25 15,division_2,men,The Ashcombe Volleyball Centre,Sam Yip,Clive Cooper
2023-2024,2023-09-30,00:00,,Harrogate,0,20 23 18 - -,Sheffield,3,25 25 25 - -,division_2,men,Rossett Sports Centre,Debra Smart,Kostas Lopsaitis
2023-2024,2023-09-30,00:00,,Kings of Court Boston 1,3,25 25 25 - -,Black Country 2,0,20 22 17 - -,division_3,men,Vivacity Werrington Leisure Centre,,Igors Maksimovs
2023-2024,2023-09-30,00:00,,Kings of Court Boston 1,3,25 25 25 - -,Bradford Eagles Men,0,18 17 21 - -,division_3,men,Vivacity Werrington Leisure Centre,,Igors Maksimovs
2023-2024,2023-09-30,00:00,,London Aces,3,25 25 25 - -,Coventry and Warwick Riga,0,23 19 21 - -,division_1,men,Lambeth Academy,Giordano Marchi,Domenico De Mattia
2023-2024,2023-09-30,00:00,,London Baks,2,19 25 25 21 13,Newmarket,3,25 17 23 25 15,division_2,men,Castle Green Sport Centre,Herman Prada,Nicolas Vecchione
2023-2024,2023-09-30,00:00,,MK City,1,21 22 25 22 -,Hounslow,3,25 25 13 25 -,division_2,men,Glebe Farm School,unknown,unknown
2023-2024,2023-09-30,00:00,,Norwich Spikers,3,25 25 28 - -,Dartford Crossers,0,22 17 26 - -,division_2,men,UEA Norwich Sportspark,unknown,Eden Minnis
2023-2024,2023-09-30,00:00,,Spelthorne Lions 1,3,25 21 17 26 16,City of Bristol,2,23 25 25 24 14,division_2,men,St. James School,unknown,unknown
2023-2024,2023-09-30,00:00,,Stockport,3,25 25 21 26 -,Leicester Athena Phoenix,1,20 9 25 24 -,division_1,women,Life Leisure Brinnington Park,Toby Rose,Ruth Bridge
2023-2024,2023-09-30,00:00,,York Vikings,3,25 25 25 - -,Wombourne 2,0,15 12 21 - -,division_3,men,Joseph Rowntree School,Simon Cowie,Stivan Kolev
2023-2024,2023-10-01,00:00,,Bedminster,1,24 22 25 18 -,Team South Wales,3,26 25 20 25 -,division_2,women,Oasis Academy Brislington,Ignacio Diez,Timothy Hebborn
2023-2024,2023-10-01,00:00,,Black Country 2,0,11 6 19 - -,Darkstar Derbyshire 2,3,25 25 25 - -,division_3,women,New College Leicester,Ben Hill,unknown
2023-2024,2023-10-01,00:00,,Bristol 2,0,12 20 14 - -,Cardiff Falcons,3,25 25 25 - -,division_2,women,Avanti Gardens School,Peter Parsons,Richard Burbedge
2023-2024,2023-10-01,00:00,,Cambridge,3,25 23 25 25 -,Spelthorne Sharks,1,15 25 10 16 -,division_3,women,Kensington Aldridge Academy,Marcelo Radovan,Gabriel Dan
2023-2024,2023-10-01,00:00,,City of Bristol,3,25 21 25 25 -,Southampton 2,1,20 25 23 22 -,division_3,women,St. Brendan’s Sixth Form College,Su Brennand,Janet Leach
2023-2024,2023-10-01,00:00,,City of Bristol,3,25 25 25 - -,Plymouth Mayflower VC,0,20 22 22 - -,division_3,women,St. Brendan’s Sixth Form College,,Su Brennand
2023-2024,2023-10-01,00:00,,DARKSTAR Derbyshire 2,0,20 18 14 - -,Leeds Gorse 2,3,25 25 25 - -,division_3,men,Harvey Hadden Sports Complex,Skye Wiggins,Gary Cross
2023-2024,2023-10-01,00:00,,DARKSTAR Derbyshire 2,1,21 19 25 16 -,Nottingham Rockets,3,25 25 22 25 -,division_3,men,Harvey Hadden Sports Complex,William Perugini,Gary Cross
2023-2024,2023-10-01,00:00,,Essex Ravens,0,21 20 18 - -,Reading Aces,3,25 25 25 - -,division_3,women,St John Payne School,Herman Prada,Klaudia French
2023-2024,2023-10-01,00:00,,Essex Ravens,3,20 25 19 25 15,Richmond 3,2,25 18 25 15 9,division_3,women,St John Payne School,Herman Prada,Klaudia French
2023-2024,2023-10-01,00:00,,Herts,3,25 25 25 - -,Coventry & Warwick Riga 2,0,22 10 20 - -,division_2,women,Queens School,Ian Cheesbrough,Patrick Koroma
2023-2024,2023-10-01,00:00,,Leeds Gorse 2,3,25 25 22 25 -,Nottingham Rockets,1,21 23 25 22 -,division_3,men,Harvey Hadden Sports Complex,William Perugini,Gary Cross
2023-2024,2023-10-01,00:00,,Leicester Athena Nova,2,14 23 26 25 9,Darkstar Derbyshire 2,3,25 25 24 20 15,division_3,women,New College Leicester,Ben Hill,unknown
2023-2024,2023-10-01,00:00,,Leicester Athena Nova,3,25 25 25 - -,Black Country 2,0,12 14 14 - -,division_3,women,New College Leicester,Ben Hill,unknown
2023-2024,2023-10-01,00:00,,Lincoln Cannons,3,25 25 25 - -,Liverpool,0,19 23 23 - -,division_2,men,Riseholme College (Showground Campus),Stivan Kolev,unknown
2023-2024,2023-10-01,00:00,,Manchester Marvels Mayhem,2,23 25 13 25 13,Sheffield,3,25 20 25 21 15,division_2,women,Dean Trust Ardwick,Bryan Youlden,Abdul Salam Safadi
2023-2024,2023-10-01,00:00,,Northampton,0,23 17 25 - -,Oxford Eagles,3,25 25 27 - -,division_2,women,Moulton College,Aliaksandr Siarheyeu,unknown
2023-2024,2023-10-01,00:00,,Onyx London,3,19 25 25 25 -,Cambridge,1,25 17 21 17 -,division_3,women,Kensington Aldridge Academy,Gabriel Dan,Marcelo Radovan
2023-2024,2023-10-01,00:00,,Onyx London,3,25 25 25 - -,Spelthorne Sharks,0,17 5 15 - -,division_3,women,Kensington Aldridge Academy,Gabriel Dan,Marcelo Radovan
2023-2024,2023-10-01,00:00,,Reading Aces,3,25 25 25 - -,Richmond 3,0,11 7 10 - -,division_3,women,St John Payne School,Klaudia French,Herman Prada
2023-2024,2023-10-01,00:00,,Richmond,3,26 25 25 25 -,Dartford Chargers,1,28 19 16 17 -,division_1,women,Kingston College Arena,Ryszard Dabrowski,Gianni Sutton
2023-2024,2023-10-01,00:00,,Southampton 2,3,18 13 25 25 15,Plymouth Mayflower VC,2,25 25 17 17 10,division_3,women,St. Brendan’s Sixth Form College,Janet Leach,Su Brennand
2023-2024,2023-10-01,00:00,,Tamworth Spartans,1,16 15 26 18 -,Essex Blaze,3,25 25 24 25 -,division_1,men,Wilnecote Leisure Centre,Ian Wall,unknown
2023-2024,2023-10-01,00:00,,Tamworth Spartans,1,24 25 14 19 -,Team Sunderland,3,26 19 25 25 -,division_2,women,Wilnecote Leisure Centre,Bryan Machin,Rose Sterling
2023-2024,2023-10-01,00:00,,Wombourne,1,19 21 25 21 -,Cambridge,3,25 25 22 25 -,division_2,men,Dudley Evolve,Paul Mann,unknown
2023-2024,2023-10-05,00:00,,Kings of Court Boston 1,0,0 0 0 - -,Cambridge,3,25 25 25 - -,cup,men,Peter Paine Performance Centre,unknown,unknown
2023-2024,2023-10-07,00:00,,Black Country,3,25 27 25 - -,Wigan Seahawks,0,16 25 14 - -,cup,men,Redhill School Sports Hall,Rita Grimes,Rose Sterling
2023-2024,2023-10-07,00:00,,Brazukas,3,25 25 25 - -,London Aces,0,0 0 0 - -,cup,men,Lambeth Academy,Mark Trelfa,Mark Trelfa
2023-2024,2023-10-07,00:00,,Exeter Storm,0,12 15 16 - -,Richmond Docklands,3,25 25 25 - -,cup,men,Plymstock School Sports Centre,Daniel Sarnik,Mel Melville-brown
2023-2024,2023-10-07,00:00,,Hull Thunder,0,2 6 17 - -,University of Nottingham Volleyball,3,25 25 25 - -,cup,women,Allam Arena Hull University Sports Centre,Stivan Kolev,Debra Smart
2023-2024,2023-10-07,00:00,,Hull Thunder,3,25 26 25 25 -,Harrogate,1,17 28 23 22 -,cup,men,Allam Arena Hull University Sports Centre,Debra Smart,Stivan Kolev
2023-2024,2023-10-07,00:00,,Leeds Gorse,3,25 22 25 25 -,Manchester Marvels Marauders,1,15 25 9 15 -,cup,men,The Ruth Gorse Academy,Diane Hollows,Alessia Garnero
2023-2024,2023-10-07,00:00,,Lincoln Cannons,0,24 19 18 - -,Sheffield,3,26 25 25 - -,cup,men,Riseholme College (Showground Campus),Pete Whyard,unknown
2023-2024,2023-10-07,00:00,,London Wildcats,0,19 21 21 - -,IBB Polonia London,3,25 25 25 - -,cup,men,London Nautical School,Domenico De Mattia,Gianni Sutton
2023-2024,2023-10-07,00:00,,Malory Eagles UEL,3,25 25 25 - -,Cambridge,0,4 11 8 - -,cup,women,University of East London (Sports Dock),Herman Prada,Ryszard Dabrowski
2023-2024,2023-10-07,00:00,,Malory Eagles UEL,3,25 25 25 - -,Team SideOut (London),0,14 16 19 - -,cup,men,University of East London (Sports Dock),Ryszard Dabrowski,Herman Prada
2023-2024,2023-10-07,00:00,,Oxford Bulls,0,17 15 15 - -,University of Nottingham,3,25 25 25 - -,cup,men,Oxford High School,Sam Yip,Timothy Hebborn
2023-2024,2023-10-07,00:00,,S.Q.U.A.D Men,1,25 16 22 18 -,Weymouth Beach,3,14 25 25 25 -,cup,men,Bacon's College Timber Pond Rd,Marcelo Radovan,unknown
2023-2024,2023-10-07,00:00,,Urmston Grammar 2,0,14 17 11 0 0,Newcastle Staffs,3,25 25 25 0 0,cup,men,Urmston Grammar School,Paul Fagan,Jamie Hollick
2023-2024,2023-10-07,00:00,,Wessex,3,20 25 20 25 15,Wiltshire Mavericks,2,25 22 25 16 8,division_2,men,Parkstone Grammar School,Jacky Pang,Jim Roberston
2023-2024,2023-10-07,00:00,,York Vikings,0,7 14 6 - -,Durham Palatinates,3,25 25 25 - -,cup,men,Joseph Rowntree School,Simon Cowie,Natasha White
2023-2024,2023-10-08,00:00,,Cambridge ARU,3,25 25 28 - -,Waterloo Thunder Volleyball Club,0,14 18 26 - -,cup,women,North Cambridge Academy,Glynn Archibald,Aliaksandr Siarheyeu
2023-2024,2023-10-08,00:00,,Cambridge,3,25 25 25 - -,London Baks,0,23 21 18 - -,division_2,men,North Cambridge Academy,Aliaksandr Siarheyeu,Glynn Archibald
2023-2024,2023-10-08,00:00,,Cheltenham & Gloucester,0,13 14 13 - -,Stockport,3,25 25 25 - -,cup,women,Bournside School,Su Brennand,Janet Leach
2023-2024,2023-10-08,00:00,,Chester,3,25 25 25 - -,Liverpool U18 Boys,0,18 12 17 - -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,unknown
2023-2024,2023-10-08,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Leicester Athena Phoenix,0,8 19 19 - -,cup,women,Derbyshire Volleyball Centre (Derby Moor),Phil Cobb,Chris Tsui
2023-2024,2023-10-08,00:00,,Essex Rebels,3,25 25 25 - -,Cambridge ARU,0,23 22 23 - -,cup,men,Essex Sport Arena,Sebastian Widlarz,Giordano Marchi
2023-2024,2023-10-08,00:00,,Essex Rebels,3,25 25 25 - -,MK City,0,13 16 14 - -,cup,women,Essex Sport Arena,Giordano Marchi,Sebastian Widlarz
2023-2024,2023-10-08,00:00,,Everton Belugas,3,26 25 25 - -,Lincoln Cannons,0,24 12 15 - -,cup,women,Litherland High School,Zining Tan,Konrad Sutowski
2023-2024,2023-10-08,00:00,,Intervolley Manchester,0,10 19 21 - -,Stockport,3,25 25 25 - -,cup,men,The Y Club,Alexandre Louis Pujol,Ryan Cheung
2023-2024,2023-10-08,00:00,,Leeds Gorse,3,25 25 25 - -,Urmston Grammar Volleyball,0,11 9 7 - -,cup,women,The Ruth Gorse Academy,Stivan Kolev,Diane Hollows
2023-2024,2023-10-08,00:00,,London Bears,1,15 13 25 19 -,Bristol,3,25 25 23 25 -,cup,women,Ernest Bevin College,Huaxi Liu,Herman Prada
2023-2024,2023-10-08,00:00,,London Inter Crocs,3,25 25 28 18 15,Onyx London,2,17 20 30 25 8,cup,women,Kensington Aldridge Academy,Anna Justkowska,unknown
2023-2024,2023-10-08,00:00,,Loughborough Students,3,27 10 25 25 -,Tamworth Spartans,1,25 25 16 16 -,cup,women,New Victory Hall,Gary Cross,unknown
2023-2024,2023-10-08,00:00,,Reading Aces,3,25 24 23 25 15,Black Country 2,2,23 26 25 18 13,cup,men,Kendrick School,Sam Yip,Richard Burbedge
2023-2024,2023-10-08,00:00,,Richmond,0,16 19 16 - -,Coventry & Warwick Riga,3,25 25 25 - -,cup,women,Kingston Arena,Giorgio Scatigna-Gianfagna,Rachel Kane
2023-2024,2023-10-08,00:00,,Sheffield,0,16 12 15 - -,Durham Palatinates,3,25 25 25 - -,cup,women,All Saints Sports Centre,Clark Antcliff,Federico De Feo
2023-2024,2023-10-08,00:00,,The Miners Doncaster,3,25 25 25 - -,Manchester Marvels Mystics,0,16 17 22 - -,cup,women,Campsmount Academy,Hamza Shokat,Anna Lis
2023-2024,2023-10-08,00:00,,Urmston Grammar 2,1,14 25 11 14 -,Chester,3,25 20 25 25 -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,unknown
2023-2024,2023-10-08,00:00,,Urmston Grammar 2,3,25 25 25 - -,Liverpool U18 Boys,0,19 12 17 - -,division_3,men,Urmston Grammar School,,Abdul Salam Safadi
2023-2024,2023-10-08,00:00,,Wessex,3,25 25 25 - -,Plymouth Mayflower VC,0,6 13 12 - -,cup,women,Parkstone Grammar School,Olly Batt,unknown
2023-2024,2023-10-08,00:00,,Wimbledon Wildkats,0,10 10 8 - -,Team SideOut Polonia (London),3,25 25 25 - -,cup,women,St Cecilia School,Mark Trelfa,Makiko Ashida
2023-2024,2023-10-14,00:00,,Black Country,3,25 25 25 - -,London Aces,0,17 17 21 - -,division_1,men,Cleobury Mortimer Sports Centre,Elia Gironacci,unknown
2023-2024,2023-10-14,00:00,,City of Bristol,3,20 25 23 29 15,Richmond Bucks,2,25 14 25 27 12,division_2,men,Oasis Academy Brislington,Timothy Hebborn,unknown
