Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2
2019-12-08,00:00,,Team SideOut Polonia (London),3,25 25 21 25 0,Essex Rebels,1,10 14 25 23 0,superleague,women,St Benedicts School,,
2019-12-08,00:00,,Wombourne 1,3,25 25 25 - -,Manchester Marvels Marauders,0,17 23 20 - -,division_3,men,Riseholme College (Showground Campus),,
2019-12-14,00:00,,Black Country,2,16 20 25 25 10,Leicester Athena Phoenix,3,25 25 14 21 15,division_2,women,Redhill School Sports Hall,,
2019-12-14,00:00,,Cambridge ARU,0,22 15 16 - -,University of Nottingham Volleyball,3,25 25 25 - -,superleague,women,North Cambridge Academy,,
2019-12-14,00:00,,Cambridge ARU,3,25 26 25 - -,City of Bristol,0,17 24 18 - -,division_1,men,North Cambridge Academy,,
2019-12-14,00:00,,Durham Palatinates,2,25 27 19 22 15,IBB Polonia London,3,15 25 25 25 17,superleague,men,Sport and wellbeing centre,,
2019-12-14,00:00,,Durham Palatinates,3,25 25 15 23 15,Team SideOut Polonia (London),2,21 17 25 25 8,superleague,women,Sport and wellbeing centre,,
2019-12-14,00:00,,London Aces,0,17 20 17 - -,The Miners Doncaster,3,25 25 25 - -,division_1,men,Lambeth Academy,,
2019-12-14,00:00,,Malory Eagles UEL,3,24 25 25 25 0,London Inter Orcas,1,26 22 13 16 0,superleague,women,University of East London (Sports Dock),,
2019-12-14,00:00,,Richmond Docklands,3,18 25 24 25 15,Malory Eagles UEL,2,25 18 26 18 9,superleague,men,Kingston Arena,,
2019-12-14,00:00,,Team Sunderland,1,22 25 21 16 0,Herts,3,25 19 25 25 0,division_1,women,Sunderland University (Cityspace),,
2019-12-14,00:00,,The Miners Doncaster,0,14 11 7 - -,Sheffield,3,25 25 25 - -,division_3,women,XP School,,
2019-12-14,00:00,,Urbond VC Portsmouth,3,25 25 21 25 0,Newmarket,1,10 19 25 19 0,division_2,men,Priory Community Sports Centre,,
2019-12-15,00:00,,Ashfield Vipers,0,17 9 15 - -,Urmston Grammar Volleyball,3,25 25 25 - -,division_3,women,Vision West Nottinghamshire College,,
2019-12-15,00:00,,Bristol 2,3,25 26 25 - -,Ashcombe Dorking,0,7 24 21 - -,division_2,women,Steiner Academy Sportshall,,
2019-12-15,00:00,,Bristol,0,18 12 12 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,Steiner Academy Sportshall,,
2019-12-15,00:00,,Bristol,2,14 25 25 20 14,Weymouth Volleyball Club,3,25 22 21 25 16,division_2,men,Steiner Academy Sportshall,,
2019-12-15,00:00,,Chester Amazons,2,23 25 19 25 13,Black Country,3,25 23 25 20 15,division_2,women,Ellesmere Port Church of England Academy,,
2019-12-15,00:00,,City of Bristol,3,25 25 25 - -,Plymouth Mayflower VC,0,18 14 22 - -,division_3,women,Oxley Sports Centre,,
2019-12-15,00:00,,Essex Estonians,0,23 17 19 - -,The Miners Doncaster,3,25 25 25 - -,division_1,men,St John Payne School,,
2019-12-15,00:00,,Hull Thunder,3,28 26 18 25 0,Tamworth Spartans,1,26 24 25 17 0,division_2,men,The Allam Sports Centre,,
2019-12-15,00:00,,MK City,3,14 25 25 25 0,Tamworth Spartans,1,25 14 22 16 0,division_3,women,Moulton College,,
2019-12-15,00:00,,Manchester Marvels Mayhem,3,25 25 19 26 0,Hull Thunder,1,18 16 25 24 0,division_3,women,Holly Lodge Girl's College,,
2019-12-15,00:00,,Manchester Marvels Mystics,0,17 20 23 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Dean Trust Ardwick,,
2019-12-15,00:00,,Northampton,0,11 17 12 - -,Tamworth Spartans,3,25 25 25 - -,division_3,women,Moulton College,,
2019-12-15,00:00,,Northampton,0,18 20 15 - -,MK City,3,25 25 25 - -,division_3,women,Moulton College,,
2019-12-15,00:00,,Norwich Spikers,0,3 21 22 - -,Essex Trinity,3,25 25 25 - -,division_2,women,Easton & Otley College,,
2019-12-15,00:00,,Reading Aces,0,15 19 20 - -,Lionhearts Vinarius,3,25 25 25 - -,division_2,women,Loddon Valley Leisure Centre,,
2019-12-15,00:00,,Richmond 2,3,25 25 25 - -,Dartford Chargers,0,17 17 21 - -,division_1,women,Kingston Arena,,
2019-12-15,00:00,,Southampton 2,0,14 9 17 - -,Plymouth,3,25 25 25 - -,division_3,women,Woodlands Community School,,
2019-12-15,00:00,,York Vikings,0,10 22 22 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,York Sports Centre,,
2020-01-04,00:00,,The Miners Doncaster,0,20 20 18 - -,Liverpool,3,25 25 25 - -,shield,men,XP School,,
2020-01-05,00:00,,Tamworth Spartans,3,25 25 16 25 0,Guildford International,1,20 21 25 7 0,shield,men,TBC,,
2020-01-11,00:00,,City of Bristol,1,22 25 23 26 0,Cambridge ARU,3,25 22 25 28 0,division_1,men,Oasis Academy Brislington,,
2020-01-11,00:00,,Leeds Gorse,3,22 25 25 16 15,Dartford Chargers,2,25 23 22 25 11,division_1,women,The Ruth Gorse Academy,,
2020-01-11,00:00,,MK City,3,25 25 22 25 0,Guildford International,1,17 19 25 19 0,division_2,men,Cranfield Fitness Centre,,
2020-01-11,00:00,,Stockport,3,28 25 25 - -,Essex Estonians,0,26 23 23 - -,division_1,men,Life Leisure Brinnington Park,,
2020-01-11,00:00,,Tamworth Spartans,0,18 21 23 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Wilnecote Leisure Centre,,
2020-01-11,00:00,,Weymouth Volleyball Club,1,25 13 25 22 0,London Aces,3,27 25 16 25 0,shield,men,Redlands Community Sports Hub,,
2020-01-12,00:00,,Ashfield Vipers,0,21 11 22 - -,Hull Thunder,3,25 25 25 - -,division_3,women,University of York Sports Centre,,
2020-01-12,00:00,,Herts,0,14 20 23 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_1,women,Queens School,,
2020-01-12,00:00,,Intervolley Manchester,2,25 21 19 36 4,Essex Estonians,3,15 25 25 34 15,division_1,men,The Y Club,,
2020-01-12,00:00,,Leeds Gorse,3,25 25 25 - -,York Vikings,0,0 0 0 - -,shield,men,The Ruth Gorse Academy,,
2020-01-12,00:00,,Norwich Spikers,0,15 13 16 - -,Lionhearts Vinarius,3,25 25 25 - -,division_2,women,UEA Norwich Sportspark,,
2020-01-18,00:00,,City of Bristol,3,18 27 25 22 15,Intervolley Manchester,2,25 25 16 25 8,division_1,men,Oasis Academy Brislington,,
2020-01-18,00:00,,Guildford International,3,23 25 29 25 0,MK City,1,25 18 27 21 0,division_2,men,The Ashcombe Volleyball Centre,,
2020-01-18,00:00,,Newcastle Staffs,0,22 20 18 - -,Manchester Marvels Mystics,3,25 25 25 - -,division_2,women,Madeley High School,,
2020-01-18,00:00,,Richmond Bucks,0,18 14 18 - -,Weymouth Volleyball Club,3,25 25 25 - -,division_2,men,Kingston Arena,,
2020-01-18,00:00,,Richmond Docklands,2,25 18 25 20 12,Sheffield,3,22 25 20 25 15,superleague,men,Kingston Arena,,
2020-01-18,00:00,,York Falcons,2,25 20 25 17 12,Coventry & Warwick Riga,3,20 25 20 25 15,division_2,women,Joseph Rowntree School,,
2020-01-19,00:00,,Ashcombe Dorking,1,17 17 26 16 0,Reading Aces,3,25 25 24 25 0,division_2,women,The Ashcombe Volleyball Centre,,
2020-01-19,00:00,,Ashfield Vipers,0,25 17 20 - -,Urmston Grammar Volleyball,3,27 25 25 - -,division_3,women,Sheffield - U18 Boys,,
2020-01-19,00:00,,Coventry & Warwick Riga 2,3,17 25 25 25 0,Northampton,1,25 23 18 20 0,division_3,women,Loughborough University Netball Centre,,
2020-01-19,00:00,,Essex Estonians,0,23 25 20 - -,City of Bristol,3,25 27 25 - -,division_1,men,St John Payne School,,
2020-01-19,00:00,,Leeds Gorse,3,25 25 25 - -,Team Sunderland,0,17 14 14 - -,division_1,women,The Ruth Gorse Academy,,
2020-01-19,00:00,,London Inter Crocs,0,24 15 22 - -,DARKSTAR Derbyshire,3,26 25 25 - -,division_1,women,Island Sports Trust,,
2020-01-19,00:00,,Loughborough Students,0,24 23 12 - -,Coventry & Warwick Riga 2,3,26 25 25 - -,division_3,women,Loughborough University Netball Centre,,
2020-01-19,00:00,,Loughborough Students,1,18 12 25 18 0,Northampton,3,25 25 22 25 0,division_3,women,Loughborough University Netball Centre,,
2020-01-19,00:00,,MK City,3,25 25 25 - -,Lincoln Cannons,0,14 22 21 - -,division_3,women,Cranfield Fitness Centre,,
2020-01-19,00:00,,MK City,3,25 25 25 - -,Nottingham Rockets,0,22 23 14 - -,division_3,women,Cranfield Fitness Centre,,
2020-01-19,00:00,,Norwich Spikers,1,16 26 20 26 0,Bristol 2,3,25 24 25 28 0,division_2,women,Northgate Sports Centre,,
2020-01-19,00:00,,Nottingham Rockets,0,23 16 18 - -,Lincoln Cannons,3,25 25 25 - -,division_3,women,Cranfield Fitness Centre,,
2020-01-19,00:00,,Portsmouth,1,20 25 20 15 0,Richmond 3,3,25 22 25 25 0,division_3,women,Priory Community Sports Centre,,
2020-01-19,00:00,,Portsmouth,3,25 25 25 - -,Urbond VC Portsmouth,0,23 19 16 - -,division_3,women,Priory Community Sports Centre,,
2020-01-19,00:00,,Richmond 3,3,25 25 25 - -,Urbond VC Portsmouth,0,13 8 13 - -,division_3,women,Priory Community Sports Centre,,
2020-01-19,00:00,,Sheffield,1,14 25 8 18 0,Urmston Grammar Volleyball,3,25 23 25 25 0,division_3,women,Sheffield - U18 Boys,,
2020-01-19,00:00,,Sheffield,3,25 25 25 - -,Ashfield Vipers,0,15 21 5 - -,division_3,women,Sheffield - U18 Boys,,
2020-01-19,00:00,,Southampton 2,0,15 11 15 - -,Plymouth Mayflower VC,3,25 25 25 - -,division_3,women,Itchen College Sports Centre,,
2020-01-19,00:00,,Sussex Dolphins,1,12 9 25 17 0,London Giants,3,25 25 15 25 0,division_3,women,The Triangle,,
2020-01-19,00:00,,Tamworth Spartans,1,16 25 19 15 0,DARKSTAR Derbyshire,3,25 21 25 25 0,division_2,men,Rawlett Community Sports College,,
2020-01-19,00:00,,Team SideOut Polonia (London),3,25 25 25 - -,University of Nottingham Volleyball,0,17 22 17 - -,superleague,women,St Benedicts School,,
2020-01-21,00:00,,London Inter Crocs,3,25 25 25 - -,Team Sunderland,0,0 0 0 - -,division_1,women,Island Sports Trust,,
2020-01-25,00:00,,Onyx London,3,25 25 25 - -,Tamworth Spartans,0,8 16 8 - -,shield,men,Harrow Club,,
2020-01-25,00:00,,Richmond Bucks,3,25 15 25 25 0,Newmarket,1,14 25 18 21 0,division_2,men,Kingston Arena,,
2020-01-25,00:00,,Sheffield,0,23 22 12 - -,IBB Polonia London,3,25 25 25 - -,cup,men,Sheffield - U18 Boys,,
2020-01-25,00:00,,Team South Wales,3,25 15 25 17 23,Dartford Chargers,2,15 25 16 25 21,division_1,women,Cardiff Metropolitan University Cyncoed Campus Sports Hall,,
2020-01-25,00:00,,UK Armed Forces,3,25 28 25 - -,Southampton,0,19 26 20 - -,division_3,men,RAF Halton,,
2020-01-25,00:00,,University of Nottingham,3,26 25 25 - -,Leeds Gorse,0,24 21 23 - -,shield,men,TBC,,
2020-01-25,00:00,,Urbond VC Portsmouth,0,9 21 23 - -,London Aces,3,25 25 25 - -,shield,men,Priory Community Sports Centre,,
2020-01-26,00:00,,Cambridge,1,19 19 25 14 0,Stowmarket,3,25 25 23 25 0,division_3,men,Stephen Perse Foundation,,
2020-01-26,00:00,,Cambridge,1,27 22 25 22 0,Coventry and Warwick Riga,3,29 25 21 25 0,division_3,men,Stephen Perse Foundation,,
2020-01-26,00:00,,DARKSTAR Derbyshire,3,25 25 24 25 0,Newcastle Staffs,1,15 9 26 18 0,shield,women,Derbyshire Volleyball Centre (Derby Moor),,
2020-01-26,00:00,,Hounslow,3,25 17 25 20 15,London Baks,2,19 25 23 25 13,division_3,men,Itchen College Sports Centre,,
2020-01-26,00:00,,Liverpool,0,20 15 21 - -,DARKSTAR Derbyshire,3,25 25 25 - -,shield,men,Holly Lodge Girl's College,,
2020-01-26,00:00,,Malory Eagles UEL,1,25 23 21 21 0,Northumbria University,3,23 25 25 25 0,cup,women,Ernest Bevin College,,
2020-01-26,00:00,,Manchester Marvels Mystics,3,16 25 21 25 15,Chester Amazons,2,25 21 25 20 6,division_2,women,Dean Trust Ardwick,,
2020-01-26,00:00,,Southampton,0,15 15 20 - -,London Baks,3,25 25 25 - -,division_3,men,Itchen College Sports Centre,,
2020-01-26,00:00,,Southampton,1,28 11 21 22 0,Hounslow,3,26 25 25 25 0,division_3,men,Itchen College Sports Centre,,
2020-01-26,00:00,,Stowmarket,1,25 14 19 22 0,Coventry and Warwick Riga,3,18 25 25 25 0,division_3,men,Stephen Perse Foundation,,
2020-01-26,00:00,,Sussex Dolphins 1,0,22 18 21 - -,Bristol 2,3,25 25 25 - -,division_2,women,The Triangle,,
2020-01-26,00:00,,Team SideOut Polonia (London),3,22 25 25 25 0,Essex Rebels,1,25 21 16 20 0,cup,women,Brentford Fountain Leisure Centre,,
2020-01-26,00:00,,UK Armed Forces,1,25 16 20 20 0,London Giants,3,20 25 25 25 0,division_3,men,Riverside Leisure Centre,,
2020-01-26,00:00,,University of Bristol,0,25 15 19 - -,Bristol,3,27 25 25 - -,division_2,men,University of Bristol,,
2020-01-26,00:00,,Wessex,0,16 15 24 - -,Lionhearts Vinarius,3,25 25 26 - -,shield,women,LeAF Academy,,
2020-01-26,00:00,,Wiltshire Mavericks,3,25 25 27 25 0,South Hants,1,16 11 29 22 0,division_3,men,Lavington School,,
2020-01-26,00:00,,York Falcons,3,25 25 25 - -,Hull Thunder,0,8 18 13 - -,shield,women,University of York Sports Centre,,
2020-02-01,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,Black Country,0,11 18 22 - -,division_2,women,Alan Higgs Centre,,
2020-02-01,00:00,,Northumbria University,2,25 21 26 14 16,Durham Palatinates,3,20 25 24 25 18,cup,men,Sports Central,,
2020-02-01,00:00,,Richmond 2,3,26 25 25 - -,Herts,0,24 11 10 - -,division_1,women,Kingston Arena,,
2020-02-01,00:00,,University of Bristol,0,22 18 10 - -,MK City,3,25 25 25 - -,division_2,men,Oasis Academy Brislington,,
2020-02-01,00:00,,University of Bristol,1,17 25 14 7 0,Weymouth Volleyball Club,3,25 21 25 25 0,division_2,men,Oasis Academy Brislington,,
2020-02-02,00:00,,Bristol,3,25 25 21 19 15,Newmarket,2,17 23 25 25 12,division_2,men,Steiner Academy Sportshall,,
2020-02-02,00:00,,Lincoln Cannons,3,25 21 25 25 0,Loughborough Students,1,20 25 23 18 0,division_3,women,Riseholme College (Showground Campus),,
2020-02-02,00:00,,Lincoln Cannons,3,25 25 17 27 0,Northampton,1,19 17 25 25 0,division_3,women,Riseholme College (Showground Campus),,
2020-02-02,00:00,,London Inter Crocs,3,24 25 25 25 0,Team South Wales,1,26 17 18 13 0,division_1,women,Island Sports Trust,,
2020-02-02,00:00,,Loughborough Students,3,25 22 25 25 0,Northampton,1,23 25 22 22 0,division_3,women,Riseholme College (Showground Campus),,
2020-02-02,00:00,,Manchester Marvels Marauders,1,24 18 25 21 0,Nottingham Rockets,3,26 25 15 25 0,division_3,men,Dean Trust Ardwick,,
2020-02-02,00:00,,The Miners Doncaster,0,22 26 22 - -,Manchester Marvels Mayhem,3,25 28 25 - -,division_3,women,XP School,,
2020-02-08,00:00,,Black Country,3,25 21 28 27 0,Newcastle Staffs,1,15 25 26 25 0,division_2,women,Cleobury Mortimer Sports Centre,,
2020-02-08,00:00,,City of Bristol,1,17 25 10 21 0,Leeds Gorse,3,25 18 25 25 0,division_1,men,Oasis Academy Brislington,,
2020-02-08,00:00,,DARKSTAR Derbyshire,3,25 25 17 14 15,Leeds Gorse,2,19 13 25 25 12,division_1,women,Derbyshire Volleyball Centre (Derby Moor),,
2020-02-08,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Hull Thunder,0,18 15 16 - -,division_2,men,Derbyshire Volleyball Centre (Derby Moor),,
2020-02-08,00:00,,Guildford International,3,25 25 25 - -,Urbond VC Portsmouth,0,23 13 22 - -,division_2,men,The Ashcombe Volleyball Centre,,
2020-02-08,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Sussex Dolphins 1,0,16 18 18 - -,division_2,women,Mulberry Shoreditch Academy,,
2020-02-08,00:00,,London Aces,0,16 23 17 - -,Cambridge ARU,3,25 25 25 - -,division_1,men,Lambeth Academy,,
2020-02-08,00:00,,Malory Eagles UEL,3,25 25 25 - -,Richmond Docklands,0,21 22 23 - -,superleague,men,University of East London (Sports Dock),,
2020-02-08,00:00,,Malory Eagles UEL,3,25 25 25 - -,University of Nottingham Volleyball,0,16 11 19 - -,superleague,women,TBC,,
2020-02-08,00:00,,Newmarket,3,25 25 25 - -,University of Bristol,0,9 17 17 - -,division_2,men,Newmarket Leisure Centre,,
2020-02-08,00:00,,Richmond Bucks,3,25 25 25 - -,Bristol,0,23 20 16 - -,division_2,men,Kingston Arena,,
2020-02-08,00:00,,Sheffield,1,22 25 23 22 0,Durham Palatinates,3,25 20 25 25 0,superleague,men,Sheffield - U18 Boys,,
2020-02-08,00:00,,Team Sunderland,3,25 25 25 - -,Dartford Chargers,0,18 17 23 - -,division_1,women,Sunderland University (Cityspace),,
2020-02-08,00:00,,The Miners Doncaster,1,22 22 25 20 0,Manchester Marvels Mayhem,3,25 25 23 25 0,division_3,women,Urmston Grammar School,,
2020-02-08,00:00,,The Miners Doncaster,2,14 26 19 25 13,Stockport,3,25 24 25 19 15,division_1,men,XP School,,
2020-02-08,00:00,,Urmston Grammar Volleyball,3,25 25 25 - -,Manchester Marvels Mayhem,0,14 19 21 - -,division_3,women,Urmston Grammar School,,
2020-02-08,00:00,,Urmston Grammar Volleyball,3,25 25 25 - -,The Miners Doncaster,0,13 10 8 - -,division_3,women,Urmston Grammar School,,
2020-02-08,00:00,,Wessex,3,25 28 18 25 0,Cardiff Falcons,1,14 26 25 22 0,division_2,women,LeAF Academy,,
2020-02-09,00:00,,Ashfield Vipers,2,25 25 21 19 12,Hull Thunder,3,23 23 25 25 15,division_3,women,Sheffield - U18 Boys,,
2020-02-09,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Dartford Chargers,0,19 19 20 - -,division_1,women,Derbyshire Volleyball Centre (Derby Moor),,
2020-02-09,00:00,,Dartford Crossers,0,17 14 16 - -,London Giants,3,25 25 25 - -,division_3,men,Dartford Technology College,,
2020-02-09,00:00,,Herts,3,25 14 25 25 0,Richmond 2,1,20 25 17 20 0,division_1,women,Queens School,,
2020-02-09,00:00,,Intervolley Manchester,2,22 25 25 16 12,The Miners Doncaster,3,25 14 20 25 15,division_1,men,The Y Club,,
2020-02-09,00:00,,Liverpool,1,16 25 13 23 0,Lincoln Cannons,3,25 16 25 25 0,division_3,men,Loughborough University Netball Centre,,
2020-02-09,00:00,,London Baks,3,25 25 25 - -,Wiltshire Mavericks,0,22 17 15 - -,division_3,men,Kingston Arena,,
2020-02-09,00:00,,Loughborough Students,1,19 25 20 22 0,Liverpool,3,25 21 25 25 0,division_3,men,Loughborough University Netball Centre,,
2020-02-09,00:00,,Loughborough Students,2,25 21 25 12 12,Lincoln Cannons,3,22 25 22 25 15,division_3,men,Loughborough University Netball Centre,,
2020-02-09,00:00,,MK City,3,25 19 25 25 0,Nottingham Rockets,1,21 25 11 14 0,division_3,women,Cranfield Fitness Centre,,
2020-02-09,00:00,,Manchester Marvels,3,25 25 25 - -,York Vikings,0,17 12 19 - -,division_2,men,Dean Trust Ardwick,,
2020-02-09,00:00,,Norwich Spikers,3,25 25 25 - -,Ashcombe Dorking,0,15 14 16 - -,division_2,women,UEA Norwich Sportspark,,
2020-02-09,00:00,,Reading Aces,3,25 25 25 26 0,Bristol 2,1,19 27 22 24 0,division_2,women,Kendrick School,,
2020-02-09,00:00,,Sheffield,3,25 25 25 - -,Ashfield Vipers,0,9 23 15 - -,division_3,women,Sheffield - U18 Boys,,
2020-02-09,00:00,,Sheffield,3,25 25 25 - -,Hull Thunder,0,15 13 19 - -,division_3,women,Sheffield - U18 Boys,,
2020-02-09,00:00,,Southampton,3,25 25 25 - -,Southampton 2,0,7 17 11 - -,division_3,women,Oxley Sports Centre,,
2020-02-09,00:00,,Stowmarket,3,25 25 22 25 0,Rhinos Volleyball Cambridge,1,19 14 25 14 0,division_3,men,Suffolk One,,
2020-02-09,00:00,,Team Sunderland,3,25 25 23 22 17,Essex Rebels,2,23 18 25 25 15,superleague,men,Sunderland University (Cityspace),,
2020-02-15,00:00,,Black Country,1,21 17 25 22 0,York Falcons,3,25 25 20 25 0,division_2,women,Redhill School Sports Hall,,
2020-02-15,00:00,,Durham Palatinates,3,25 25 25 - -,Richmond Docklands,0,19 19 23 - -,superleague,men,Sport and wellbeing centre,,
2020-02-15,00:00,,Durham Palatinates,3,25 26 25 25 0,University of Nottingham Volleyball,1,13 28 17 17 0,superleague,women,TBC,,
2020-02-15,00:00,,Essex Rebels,3,27 25 25 - -,Newcastle Staffs,0,25 22 21 - -,superleague,men,University of Essex Sports Centre,,
2020-02-15,00:00,,Leicester Athena Phoenix,3,17 25 25 25 0,Manchester Marvels Mystics,1,25 16 20 21 0,division_2,women,Watershed Youth Centre,,
2020-02-15,00:00,,MK City,3,25 25 25 - -,Bristol,0,23 9 23 - -,division_2,men,Cranfield Fitness Centre,,
2020-02-15,00:00,,Newcastle Staffs,3,25 19 25 25 0,Chester Amazons,1,17 25 20 12 0,division_2,women,Keele University Sports Centre,,
2020-02-15,00:00,,Sheffield,1,26 21 23 20 0,IBB Polonia London,3,24 25 25 25 0,superleague,men,Sheffield - U18 Boys,,
2020-02-15,00:00,,Stockport,3,25 25 25 - -,City of Bristol,0,12 16 20 - -,division_1,men,Life Leisure Brinnington Park,,
2020-02-15,00:00,,Sussex Dolphins 1,3,25 25 27 - -,Ashcombe Dorking,0,10 15 25 - -,division_2,women,The Triangle,,
2020-02-15,00:00,,Tamworth Spartans,0,18 28 22 - -,Coventry & Warwick Riga 2,3,25 30 25 - -,division_3,women,RAF Shawbury,,
2020-02-15,00:00,,Tamworth Spartans,1,22 16 25 22 0,Manchester Marvels,3,25 25 22 25 0,division_2,men,Wilnecote Leisure Centre,,
2020-02-15,00:00,,Team South Wales,3,25 25 25 - -,Herts,0,16 17 16 - -,division_1,women,Cardiff Metropolitan University Cyncoed Campus Sports Hall,,
2020-02-15,00:00,,Team Sunderland,2,25 25 23 10 6,DARKSTAR Derbyshire,3,19 18 25 25 15,division_1,women,Sunderland University (Cityspace),,
2020-02-15,00:00,,UK Armed Forces,0,0 0 0 - -,Coventry & Warwick Riga 2,3,25 25 25 - -,division_3,women,RAF Shawbury,,
2020-02-15,00:00,,UK Armed Forces,3,27 25 25 - -,Tamworth Spartans,0,25 10 15 - -,division_3,women,RAF Shawbury,,
2020-02-15,00:00,,Urbond VC Portsmouth,1,22 19 25 18 0,Weymouth Volleyball Club,3,25 25 20 25 0,division_2,men,Mountbatten Leisure Centre,,
2020-02-16,00:00,,Bristol 2,3,25 25 25 - -,Norwich Spikers,0,10 14 13 - -,division_2,women,Steiner Academy Sportshall,,
2020-02-16,00:00,,Cambridge,1,21 19 25 14 0,Coventry and Warwick Riga,3,25 25 17 25 0,division_3,men,National Volleyball Centre,,
2020-02-16,00:00,,Cardiff Falcons,3,28 25 17 26 0,Reading Aces,1,26 19 25 24 0,division_2,women,Cathedral School,,
2020-02-16,00:00,,Essex Rebels,1,25 24 24 18 0,Team Sunderland,3,17 26 26 25 0,superleague,men,University of Essex Sports Centre,,
2020-02-16,00:00,,Essex Rebels,3,25 19 25 25 0,Cambridge ARU,1,19 25 17 6 0,superleague,women,University of Essex Sports Centre,,
2020-02-16,00:00,,Essex Rebels,3,25 26 25 - -,Bristol,0,12 24 15 - -,superleague,women,University of Essex Sports Centre,,
2020-02-16,00:00,,Hull Thunder,3,26 23 25 25 0,Sheffield 2,1,24 25 21 23 0,division_2,men,Hull Holy Trinity House Academy,,
